0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
-0.009265,-0.009723,-0.009716,-0.018018,-0.010277,-0.010244,-0.01031,-0.010861,-0.018813,-0.010139,-0.009744,-0.001375,-0.001337,-0.001253,-0.000799,-0.000388,9.9e-05,-0.008134,-0.017177,-0.01678,-0.016967,-0.025037,-0.024764,-0.024517,-0.024325,-0.024635,-0.024668,-0.016268,-0.016288,-0.007437,-0.015876,-0.007545,0.001096,-0.007867,0.000692,-0.007651,-0.007532,-0.01597,-0.015541,-0.015755,-0.015697,-0.024079,-0.015767,-0.015923,-0.016041,-0.007879,0.000324,0.000284,0.008525,0.000171,0.000249,0.008699,0.000518,0.000632,-0.007617,0.000801,0.001107,0.000919,0.00914,0.000737,0.00063,0.000576,0.000575,0.0004,0.000609,0.000254,4.5e-05,-0.000194,-0.000333,-0.000341,-0.000184,-0.000374,-2.2e-05,-2.8e-05,-1.6e-05,0.007938,-5.2e-05,0.007848,0.007873,0.007648,0.007851,0.015868,0.007831,0.007607,0.016005,0.015409,0.023942,0.023737
0.010266,0.015038,0.01499,0.014675,0.019554,0.016488,0.014296,0.017,0.010048,0.004171,-0.001424,-0.000211,0.000711,0.002665,-0.001905,-0.007523,-0.012155,-0.011131,-0.005713,-0.010834,-0.003752,-0.006731,-0.004384,-0.010071,-0.009584,-0.010783,-0.01089,-0.011128,-0.010933,-0.015842,-0.015256,-0.008143,-0.006811,0.005679,0.006267,0.007349,0.008172,0.008138,0.003282,0.009054,0.009263,0.008803,0.007697,0.006142,0.005112,0.003519,0.002393,0.00209,0.001368,0.001269,0.001851,0.002724,0.003872,0.004738,0.005223,0.006072,0.000979,0.007069,0.006814,0.005808,0.005009,0.004588,0.004605,0.003225,-0.002709,0.002072,0.000395,-0.001541,-0.002661,-0.00272,-0.001469,0.004626,-0.000178,-0.000198,-0.00015,0.005332,-0.000458,0.00465,0.004888,0.010846,0.011283,0.011338,0.011266,0.011076,0.011386,0.016612,0.01202,0.017795
-0.008346,-0.013667,-0.013763,-0.013309,-0.019172,-0.024591,-0.02825,-0.037213,-0.034791,-0.032392,-0.028761,-0.028015,-0.026502,-0.023356,-0.017567,-0.013736,-0.008016,-0.004968,-0.008598,-0.003655,-0.005203,0.004804,0.00878,0.012877,0.013453,0.011286,0.011027,0.009704,0.010001,0.014468,0.016245,0.014308,0.016099,0.011082,0.011424,0.01393,0.015242,0.015746,0.020787,0.016892,0.017137,0.016677,0.014043,0.011304,0.009523,0.006324,0.003958,0.003448,0.001776,0.002078,0.003033,0.003972,0.006312,0.007689,0.008935,0.009757,0.014489,0.01123,0.010248,0.009087,0.007786,0.007115,0.007103,0.004955,0.008435,0.003165,0.000603,-0.002354,-0.004072,-0.004174,-0.002249,-0.005491,-0.000259,-0.000276,-0.000244,-0.004889,-0.000721,-0.00595,-0.005587,-0.009051,-0.008732,-0.008878,-0.008732,-0.008782,-0.009004,-0.013424,-0.00862,-0.012233
0.094529,0.042439,-0.213244,-0.224332,3.922955,-0.558004,-0.381264,-0.318109,-0.389851,-0.331801,-0.528274,-0.283117,1.045968,0.127602,0.985785,1.148249,1.138607,3.771355,0.426548,0.81917,3.799752,1.168869,3.116188,-0.05779,3.529524,-0.05053,0.443459,0.378475,0.316806,0.578927,0.193901,-0.043777,0.410822,-0.014513,0.242987,0.011484,0.034785,0.113704,-0.018225,-0.003503,-0.018491,0.164986,0.005133,0.087644,-0.005463,-0.009774,0.001449,0.001954,0.003888,0.001875,0.027477,-0.017551,-0.010214,0.092851,0.029401,0.177925,-0.064857,-0.010293,0.002702,0.005083,0.003821,-0.010081,0.054049,0.036084,0.196657,0.442798,-0.002504,0.000541,-0.001277,-0.004581,-0.02694,0.021553,-0.010301,-0.196795,-0.66643,0.353429,-0.687899,0.143381,0.148212,0.054591,-1.988968,0.06019,-2.128941,-0.123955,-2.040066,0.489717,-0.372164,-2.325112
-0.11322,0.051772,0.605764,0.664908,3.448665,1.065798,0.825533,0.840971,0.815939,-0.086579,0.83078,0.763941,1.476833,-0.040075,-0.926587,-1.181967,1.043512,3.711246,0.155528,-0.85561,4.555595,0.776931,4.178013,-0.141271,3.092626,-0.042219,0.107223,-0.387939,-0.407508,-0.092717,-0.190107,-0.078467,-1.359427,-0.003947,0.386277,-0.04237,-0.139959,-0.433748,-0.115739,-0.051212,-0.003486,-0.410059,-0.039774,-0.410697,0.022229,0.007254,-0.010783,-0.012979,-0.028264,-0.013623,-0.056932,0.069897,-0.025042,-0.148797,-0.078345,-0.23763,0.070836,-0.051878,-0.010543,-0.027204,-0.027181,0.082722,-0.110282,-0.093319,-0.254648,-0.447137,0.00303,0.001342,0.014976,0.016473,-0.012244,-0.021864,-0.005989,-0.406306,-1.362391,-0.45477,-1.342181,-0.172198,-0.360043,-0.112174,-4.571944,-0.059168,-4.4126,-0.4363,-4.50002,0.797962,-1.692171,-4.459509
0.190219,0.296468,0.389461,0.391776,2.962356,1.103146,0.700499,0.501579,0.704964,3.067008,0.860927,0.825771,0.694179,0.139416,2.610242,2.411563,0.643112,0.987713,0.285972,2.581361,1.381198,1.438338,1.681414,0.214774,3.940015,0.110307,-0.00239,-0.409019,-0.182587,-0.060554,-0.0702,-0.097326,2.375295,0.022176,0.209796,0.082802,0.279064,0.815935,0.233583,0.104821,0.010734,0.55974,0.073288,0.802355,-0.038183,-0.005667,0.021742,0.025044,0.053948,0.025311,-0.03357,-0.117063,0.052707,-0.02295,-0.017659,-0.07756,-0.145572,0.070143,0.098497,0.050624,0.050695,-0.148213,0.000792,-0.022311,-0.145957,-0.238233,0.001844,0.000808,-0.024515,-0.024177,-0.00818,0.010939,-0.004568,-0.213375,-0.705764,-0.213175,-0.739114,-0.043325,-0.151194,0.017027,-2.554874,0.095149,-2.492635,-0.16775,-2.778226,-2.600377,-0.911398,-2.702623
-0.000126,0.008422,-3.5e-05,0.008368,-0.000355,-0.000624,-0.000779,-0.009051,-0.000471,-0.000493,-0.008761,-0.000486,-0.008804,-0.008667,-0.000254,-0.000161,-9.8e-05,0.000107,0.00013,4.7e-05,-4e-06,0.00832,5e-06,1e-06,1e-06,-0.008193,-0.008049,-0.007674,-0.015923,-0.016262,-0.01648,-0.016817,-0.008601,-0.000296,-0.000289,-6.9e-05,5e-06,0.008314,0.008325,2e-06,-1e-05,1e-06,-1e-06,-0.008322,-3.3e-05,-4e-05,-9.2e-05,0.008171,-0.000154,-5.6e-05,-8e-06,6e-06,5.3e-05,-9.5e-05,-1e-06,-0.008314,9.5e-05,-5.8e-05,0.008273,-2.2e-05,-0.000139,-0.000149,-0.000103,-0.000105,-0.000156,-0.000162,-9.1e-05,-0.000125,-0.000104,-9e-05,-5.6e-05,-1.4e-05,2e-06,-1.8e-05,-4e-05,-1.3e-05,3e-06,2e-06,-2e-06,1e-06,0.0,-8.3e-05,1e-06,-1.3e-05,-4.3e-05,-0.000126,-0.000154,-1.8e-05
0.00944,0.010123,0.010065,0.014542,0.013174,0.011449,0.005236,0.010848,0.016975,0.012272,0.013272,0.012399,0.013044,0.008723,0.003556,-0.00099,-0.000604,0.000607,0.000759,0.000281,-2.1e-05,-0.000597,3.8e-05,1e-06,0.0,0.001337,0.002162,0.009378,0.010104,0.002975,0.001744,-7.7e-05,-0.001029,-0.00157,-0.001525,0.004593,2.6e-05,-0.00054,-0.000477,-2e-06,-6.8e-05,3e-06,-1e-06,0.000517,-0.000159,-0.000214,-0.000501,-0.00133,-0.000828,-0.000298,-3.7e-05,2.6e-05,0.000281,-0.005488,-4e-06,0.000592,0.005473,-0.000315,-0.000809,-0.000118,-0.000746,-0.000796,-0.000552,-0.000561,-0.00082,-0.000865,-0.000486,-0.000669,-0.000555,-0.000483,-0.000302,-6.9e-05,1.3e-05,-0.000103,-0.000216,-7.2e-05,8e-06,1.2e-05,-3e-06,-2e-06,-2e-06,-0.000444,-2e-06,-7.6e-05,0.004752,-0.000675,-0.000821,-0.000102
-0.010747,-0.009411,-0.009752,-0.015305,-0.017776,-0.020618,-0.017686,-0.021897,-0.024818,-0.019464,-0.01813,-0.019354,-0.018595,-0.012482,-0.007455,-0.001672,-0.001021,0.001031,0.001289,0.00048,-3.6e-05,-0.000682,6.2e-05,-2e-06,-2e-06,0.001933,0.003325,0.002016,0.002834,0.004238,0.002161,-0.000923,-0.002133,-0.002628,-0.002558,-0.005711,3.9e-05,-0.0005,-0.000397,-1.2e-05,-0.000119,1e-06,-0.0,0.000456,-0.000263,-0.000356,-0.000843,-0.001818,-0.001399,-0.000502,-6.4e-05,4.4e-05,0.000475,0.004205,-8e-06,0.000574,-0.004228,-0.000532,-0.000942,-0.000201,-0.001263,-0.001347,-0.000934,-0.00095,-0.001392,-0.001467,-0.000824,-0.001137,-0.000946,-0.000823,-0.000514,-0.000117,2.3e-05,-0.000175,-0.00037,-0.000123,1.7e-05,2.5e-05,-1e-06,-0.0,1e-06,-0.000756,-2e-06,-0.000129,-0.005462,-0.001153,-0.001402,-0.000172
0.047942,-0.194705,-0.084935,2.759277,-0.155415,-0.282991,-0.46685,3.359323,3.404929,-0.454348,-0.242449,-0.183267,-0.045713,0.035586,0.05333,0.003264,-0.00096,-0.001301,0.007457,0.003983,-0.00086,0.000392,0.002462,-0.000525,-0.000526,-0.00145,-0.001381,0.034952,0.034955,-0.000231,0.000464,0.008926,-0.01012,4.4e-05,-0.000644,0.034793,1.9e-05,0.000994,0.000997,-2e-06,1.2e-05,1.5e-05,2.2e-05,-0.000969,7e-06,1.8e-05,1.6e-05,0.000997,-7e-06,-6e-06,4e-06,8e-06,5e-06,-0.035448,-5e-06,-0.000979,0.03546,1.4e-05,0.005726,2e-06,-0.00068,0.004053,6e-06,5e-06,-7e-06,5e-06,1.1e-05,0.0,7e-06,-1e-06,7e-06,-3e-06,4e-06,2.8e-05,1e-06,6e-06,1.7e-05,2.1e-05,8e-06,0.004741,1.1e-05,-0.000689,-5e-06,-3e-06,0.03476,-0.0,1e-06,6e-06
