0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0.000718,-0.005923,0.000581,0.0002,0.000136,0.000143,0.000328,0.006899,0.006924,0.007272,0.013932,0.007379,0.007757,0.014443,0.007892,0.014541,0.00789,0.007897,0.007897,0.007887,0.00124,-0.005793,0.000828,-0.006215,0.0004,0.000387,0.000414,6.6e-05,0.006689,4.9e-05,2e-06,-3e-06,1.9e-05,3.1e-05,5e-06,-0.006639,-1.7e-05,-2e-05,-0.006704,-0.000435,-0.000373,-0.000335,-0.000377,0.005855,-0.000737,0.005425,-0.001585,-0.001592,0.00497,0.004961,0.011511,0.011486,0.011453,0.012253,0.012692,0.012751,0.019801,0.019828,0.019858,0.013221,0.013205,0.019757,0.026239,0.019612,0.019589,0.018951,0.012406,0.018957,0.012866,0.012941,0.019494,0.019554,0.019646,0.02557,0.019732,0.019932,0.013448,0.007106,0.014366,0.000761,0.007312,0.000811,0.000879,0.001039,0.000875,-0.005771,0.000919,-0.005821,0.000799,-0.006053,0.000344,0.000287,0.000133,0.0006,0.000524,-0.006885,-0.007042,-0.000451,0.000124,0.000251,-0.01247,-0.006466,-0.006567,-0.000103,0.000522,-4.5e-05,0.000153,0.000226
0.005366,0.004764,0.001383,0.005706,0.00413,0.003029,-0.005682,-0.006465,-0.005848,-0.011405,-0.010218,-0.008723,-0.013573,-0.011871,-0.008968,-0.008034,-0.008904,-0.008593,-0.008468,-0.009081,-0.0101,-0.005701,-0.006436,-0.002655,-0.004001,-0.004791,-0.003344,0.003922,0.003753,0.002967,0.000204,-8.1e-05,0.001224,0.001831,0.000421,-0.00134,-0.000906,-0.001164,-0.004327,0.002798,0.005742,0.005539,0.005759,0.011057,0.011459,0.014824,0.018221,0.01778,0.017131,0.016764,0.017247,0.017468,0.016086,0.002852,-0.003777,-0.003312,-0.008394,-0.007198,-0.004657,-0.000751,0.000937,0.003149,0.006803,0.005842,0.005795,0.013138,0.009954,0.010661,0.005385,0.003453,0.003054,0.001863,0.00038,0.006703,-0.001553,-0.002936,-0.003841,-0.006435,-0.012333,-0.009194,-0.008133,-0.009721,-0.010404,-0.0123,-0.010371,-0.011116,-0.011244,-0.011858,-0.010475,-0.008827,-0.004288,-0.003577,-0.001657,-0.005652,-0.004384,0.001346,0.003547,0.005986,0.00092,-0.000744,-0.008714,-0.001143,0.000351,0.004468,-0.001596,0.00279,0.000698,-0.000371
0.012978,0.012946,0.009639,0.004637,0.003335,0.00243,0.003867,0.002743,0.00324,0.007217,0.007692,0.009405,0.013974,0.014854,0.017688,0.017921,0.017727,0.017972,0.018064,0.017581,0.017302,0.012849,0.011769,0.00683,0.00529,0.004685,0.005797,0.003009,0.002362,0.002267,0.000157,-6.3e-05,0.000931,0.001395,0.000321,-0.000514,-0.00069,-0.000886,-0.002797,-0.006197,-0.00395,-0.004131,-0.003922,-0.008702,-0.007882,-0.014103,-0.019282,-0.01959,-0.020552,-0.020802,-0.020912,-0.020708,-0.021771,-0.01549,-0.012427,-0.012197,-0.008385,-0.007456,-0.005455,-0.001823,-0.000376,0.00084,0.003211,0.002975,0.002922,0.000383,-0.001623,-0.001625,0.00312,0.001559,0.000626,-0.000337,-0.001544,-0.005505,-0.003115,-0.004257,-0.00438,-0.005872,-0.002884,-0.007534,-0.007367,-0.008041,-0.008669,-0.01033,-0.008748,-0.008762,-0.009625,-0.009522,-0.009047,-0.007004,-0.003753,-0.003136,-0.001452,0.003921,0.004992,0.001894,0.003817,0.005248,0.009613,0.008157,0.011361,0.008451,0.009729,0.012544,0.01601,0.010812,0.00923,0.008314
1.063058,0.456428,0.319781,0.30449,-0.645796,-3.140915,-0.037796,-0.044797,-0.0331,-0.069884,-0.06813,-0.044421,-0.114,-0.106541,-0.096111,-0.107689,-0.110052,-0.103928,-0.103647,-0.106389,-0.107566,-0.073147,-0.071111,-0.037158,-0.034766,0.534568,-0.036213,0.09231,-0.005391,0.020695,-0.000373,0.032205,0.178712,0.058434,-0.007783,-0.0089,0.241663,-0.597661,0.402956,0.399673,-0.880307,3.138156,0.345331,0.991702,1.605666,0.120972,2.035535,0.793508,0.298368,1.048624,0.131492,0.220632,0.468486,0.170016,0.655782,2.920964,-0.192442,-0.134566,0.976761,3.904557,0.30484,1.171029,-0.185003,-0.126098,-0.18303,-0.235564,-1.548627,-0.318324,-0.553375,0.13778,0.25738,-0.185232,-0.193079,-0.004254,-0.605618,-0.162852,-0.22727,-0.098164,-0.118146,-0.17666,0.02153,-0.254694,0.107211,0.334647,-0.061667,-0.048994,0.008407,-0.157897,-0.369607,0.022355,-0.009318,-0.135749,-0.220034,0.23573,-0.007912,0.30975,-0.004834,-0.278547,-0.214932,-0.009207,-0.077037,-0.038429,0.061987,-0.035158,-0.44094,2.821682,-0.034809,-0.045792
-1.043608,-1.276255,-0.814809,-0.614793,-0.685206,0.035103,0.017641,0.108595,-0.002889,0.009518,-0.005839,-0.035521,0.01093,-0.013326,-0.002497,-0.032487,-0.017866,-0.011767,-0.011608,-0.014405,0.018576,0.02252,0.00731,0.011214,-0.003887,0.609507,-0.005719,-0.170143,-0.01425,0.033677,0.002229,-0.058871,-0.308845,-0.102757,0.012986,0.025209,-0.430096,-0.599943,-0.204996,-0.165681,-1.880661,-0.442718,-0.15642,-0.156143,0.433529,0.159701,2.148355,0.745731,0.429667,0.310278,0.409132,0.128766,-0.05383,0.065525,0.539929,1.717884,0.747372,0.614649,0.39444,-0.234321,0.141502,0.028824,0.561617,0.378583,0.533333,0.88217,-0.258966,1.703331,1.954804,1.339624,0.854727,0.65488,0.568709,-0.015654,-1.444024,0.401039,-0.492648,0.002507,-0.017181,0.170201,-0.542902,-0.658611,-0.765946,-0.105578,-0.221582,-0.150729,-0.343477,-1.757133,-1.467714,-0.220673,-0.056205,-0.059495,0.199402,-1.250499,-0.021325,-0.421248,-0.036832,0.18138,0.364393,-0.108758,0.032184,0.011884,-0.121194,-0.019388,0.351754,3.353413,-0.005559,0.07533
-0.398543,0.089282,-0.090125,-0.164876,-1.372798,-4.371238,-0.010651,-0.149771,0.014058,-0.003708,0.025015,-0.039105,0.008525,0.032943,0.019982,0.058223,0.0291,0.025219,0.024868,0.026497,-0.028896,-0.04044,-0.011203,-0.022656,0.006716,-0.415823,0.004642,-0.075786,0.060896,-0.181338,0.001853,-0.037983,-0.194367,-0.066347,0.006576,-0.024903,-0.280125,0.354577,0.277615,0.398003,2.517011,4.74584,0.641213,1.47608,1.077338,0.078412,-0.520914,1.279554,0.079803,1.016631,-0.158969,-0.121416,0.295314,-0.022204,-0.390363,0.081812,0.481494,0.375935,1.206959,3.684587,0.314975,1.179135,0.360013,0.178266,0.287447,0.619937,2.282931,0.490344,0.336851,0.598717,0.894256,0.822796,0.818958,0.455678,2.609687,0.844178,1.52294,0.982558,0.703737,0.777723,0.85499,1.787761,1.08252,1.113652,0.71861,0.517377,0.458719,2.226038,2.513141,0.287517,0.180012,0.537886,0.36152,2.474113,-0.017295,-0.119069,0.041148,0.772584,0.5489,0.159543,-0.074504,-0.032658,-0.094761,0.024248,0.280102,3.467451,0.002221,-0.179271
-0.000431,-0.000733,-0.000934,-0.000987,-0.001572,-0.001451,-0.001128,-0.000818,-0.000537,-0.000564,-0.006866,2e-05,1.1e-05,2e-05,8e-06,-0.000129,0.000176,-0.0,-3.2e-05,1e-06,-1.7e-05,-0.000248,-0.000219,-2.4e-05,-0.000116,2e-06,-1e-06,2e-06,-0.000157,-0.000186,-0.000141,-0.000125,-7.3e-05,-0.000422,-0.000538,-0.000829,-0.000838,-0.007522,-0.001132,-0.007899,-0.000898,-0.001067,-0.001129,-0.001162,-0.001797,-0.00137,-0.001762,-0.001763,0.004758,0.00457,0.011353,0.011195,0.011337,0.018483,0.018278,0.025224,0.025676,0.025918,0.018808,0.026034,0.019023,0.026404,0.026322,0.019375,0.019824,0.012959,0.013338,0.013358,0.013896,0.013603,0.013772,0.013563,0.013771,0.014058,0.014179,0.014319,0.00717,0.007366,4e-06,5e-06,0.000314,-0.007342,2.3e-05,-0.007429,-0.000179,-0.000343,0.006891,-0.000446,-0.000479,-0.000305,0.007308,-0.000134,0.00035,0.007671,0.007504,0.007479,0.007538,0.007675,0.000474,0.008344,0.015356,0.008501,0.01576,0.015547,0.000901,0.008091,-0.006563,-0.006525
0.002255,0.00111,0.000341,0.004072,-0.002067,-0.001598,-0.000369,0.000827,0.001894,-0.002126,0.001224,7.9e-05,3.7e-05,6.7e-05,2.9e-05,-0.000484,0.000654,-4e-06,-0.00012,2e-06,-6.6e-05,-0.000927,-0.000821,-9e-05,-0.000431,8e-06,-6e-06,1.1e-05,-0.000583,-0.000694,-0.000538,-0.000474,-0.000281,-0.00158,-0.002017,-0.003098,-0.003243,0.002768,-0.00422,-0.002533,-0.003336,-0.003961,-0.004182,-0.004294,-0.010565,-0.005048,-0.006487,-0.006496,-0.00933,-0.010126,-0.012105,-0.008924,-0.00474,-0.001624,0.001336,-0.000499,0.000889,0.005834,0.00672,0.001614,0.003143,0.002806,-0.002172,-0.004725,-0.002802,-0.004739,-0.007443,-0.011796,-0.004913,-0.010941,-0.005901,-0.011482,-0.006095,-0.004687,-0.004081,-0.003379,-0.001668,-0.000586,2.4e-05,2e-05,0.006298,0.000673,0.004667,0.009272,0.008079,0.007158,0.005897,0.006588,0.006402,0.007373,0.008197,0.003754,0.01102,0.005787,0.000344,0.000226,0.005202,0.011032,0.011895,0.019045,0.012711,0.020769,0.020402,0.019569,0.019717,0.019056,0.013869,0.013983
-0.006978,-0.007962,-0.008633,-0.014372,-0.010766,-0.010374,-0.009329,-0.008294,-0.00736,-0.001874,0.000877,7.4e-05,3.6e-05,6.1e-05,2.6e-05,-0.000428,0.000577,-4e-06,-0.000106,2e-06,-5.7e-05,-0.00082,-0.000727,-8.1e-05,-0.000381,8e-06,-5e-06,1.1e-05,-0.000513,-0.000614,-0.000475,-0.00042,-0.000248,-0.001398,-0.00179,-0.002756,-0.002864,-0.006839,-0.003776,-0.002491,-0.002998,-0.003573,-0.003781,-0.003888,-0.000431,-0.004608,-0.005945,-0.00597,-0.008378,-0.009172,-0.010796,-0.017245,-0.022775,-0.029033,-0.03587,-0.037693,-0.036586,-0.041423,-0.041085,-0.03656,-0.035388,-0.035724,-0.031321,-0.02452,-0.022531,-0.014892,-0.007763,-0.002396,-0.005009,-0.001508,-0.006177,-0.002172,-0.006462,-0.004908,-0.004238,-0.003468,-0.001719,-0.000494,2.3e-05,2.1e-05,-0.003222,0.000585,-0.005068,-0.010392,-0.011561,-0.012621,-0.013889,-0.013298,-0.013523,-0.012425,-0.011287,-0.006137,-0.008189,-0.003585,0.000579,0.000435,-0.004277,-0.008137,-0.007146,-0.009173,-0.005878,-0.007159,-0.00745,-0.008421,-0.008479,-0.009107,-0.004912,-0.004779
0.051228,0.043175,0.036736,0.067411,0.029985,0.030579,0.033986,0.034682,0.034665,-0.000412,-0.001063,-6.6e-05,-5.9e-05,-4.8e-05,-3.5e-05,-3e-05,0.000439,-2.3e-05,-1.9e-05,-2.1e-05,-1.7e-05,-0.080558,-0.000188,5e-06,-0.0,-0.0,-2e-06,-1e-06,-3e-06,-5e-06,6.9e-05,9.4e-05,7.7e-05,-0.000386,0.001245,0.000564,-0.842106,-0.046416,0.000998,-0.012902,0.000472,-0.004966,0.001031,0.000643,-0.034883,0.476245,-0.001036,-0.000897,-0.000333,0.003772,0.000288,0.035037,-0.77407,-0.733621,-0.701012,0.152074,0.990924,1.013572,0.226399,0.895838,-1.470029,0.320956,0.053192,0.000458,0.043326,0.010641,-0.043474,-0.093842,-0.060446,0.00823,1.940928,-0.076486,-0.054716,-0.04268,-0.050792,-0.053958,-0.076695,-0.06898,-0.022372,-0.041802,0.0291,-0.004515,0.028805,0.057212,0.055379,0.061782,0.067662,0.052791,0.062128,0.059306,0.017797,-0.002499,0.054388,-0.028867,-0.055751,-0.042219,-0.032936,-5.239987,-0.113633,1.063099,-0.079739,0.102305,0.10643,0.104562,0.106586,-0.321536,0.02773,0.093212
