0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.007748,0.007842,0.007565,0.000755,-0.000396,-0.005436,-0.005378,0.000549,-0.007029,-0.006127,-0.000821,-0.005863,-0.000203,0.001008,0.000194,0.001184,0.00022,-0.000111,-0.000368,-0.000585,-0.000783,-0.001133,-0.001091,-0.006554,-0.006601,-0.005499,-0.005501,-0.006981,-0.005318,0.001153,-0.006246,-0.000617,-0.000683,-0.000523,0.006073,0.006928,0.000678,0.000879,0.00115,8.6e-05,0.000187,0.000774,0.001239,1.2e-05,-0.000683,-0.00718
-0.004281,-0.004532,-0.003672,-0.004092,0.001163,-0.006359,-0.006468,-0.003489,0.000218,-0.004295,0.002462,-0.005073,0.000602,-0.004772,-0.000601,-0.005409,-0.000676,0.000331,0.001076,0.001762,0.002361,0.003413,0.003296,-0.002933,-0.002778,-0.007939,-0.007942,-0.001577,-0.008496,-0.007172,-0.003816,0.001904,0.002118,0.001621,0.002536,-0.001906,-0.003898,-0.00454,-0.005379,-0.000283,-0.000593,-0.002422,-0.003874,0.001745,0.005685,0.004412
0.004075,0.003884,0.004568,0.005167,0.000917,0.004303,0.004189,0.005653,0.001082,0.005926,0.001926,0.00531,0.000473,0.004557,-0.000466,0.004155,-0.000523,0.000263,0.000821,0.001373,0.001837,0.002643,0.002555,0.006952,0.007056,0.011405,0.011399,0.00795,0.010975,0.011128,0.006236,0.001434,0.001595,0.001217,0.001068,0.005987,0.005326,0.004849,0.004224,-0.000216,-0.000444,-0.001813,-0.002906,-0.006954,-0.012261,-0.01238
-0.922808,-0.961829,-1.007171,-0.20454,0.087941,0.225757,-3.452501,0.159029,0.29488,0.056031,0.076115,-0.008042,0.068891,-4.675561,0.035635,-0.02883,0.004978,-0.024267,-1.263272,0.156403,0.065017,-0.192335,0.27729,0.218054,0.234615,0.341054,-0.594362,-0.048957,-0.068513,-0.098978,-0.044166,0.164705,-0.008036,-6.8e-05,0.002175,-0.045403,-0.046144,-0.043526,0.01277,0.435128,-0.006823,-0.014631,-0.002018,0.035486,0.248478,0.614576
-1.70754,-1.407544,-0.917593,-0.661652,-0.649431,-0.689399,-0.65585,-0.485292,-0.630702,-0.292961,-0.281462,-0.109248,-0.284676,-2.212495,-0.201005,-0.077389,-0.066514,-0.134083,-2.560158,-0.276913,-0.547568,-1.296821,-0.626691,-0.444561,-0.781416,-0.543152,-0.727431,0.020304,0.013538,0.105654,0.012441,-0.187864,-0.00304,0.000187,-0.01524,0.070495,0.013622,0.017396,-0.05496,-0.500173,0.006729,0.097899,0.014112,-0.003259,0.183686,0.722194
-0.47572,-0.308803,-0.534501,0.14657,0.41908,0.199774,-3.887746,0.17132,0.02689,0.257273,0.326616,0.136559,0.110212,-3.185093,0.338272,0.157967,0.150871,0.012876,0.895503,0.079411,0.084275,0.347114,0.06725,0.152655,-0.107681,-0.15796,0.136079,-0.027998,-0.084584,-0.186906,-0.025002,-0.113166,0.030195,0.000726,0.029651,-0.140775,-0.019944,-0.020422,-0.064561,-0.288168,-0.001372,-0.172075,-0.024543,0.022477,-0.044438,-0.178563
-0.00023,-3e-06,0.000199,-0.000267,-0.000546,0.006126,-0.000393,-0.000391,-0.006995,-0.000378,-0.000358,-0.007155,-0.007351,-0.000756,-0.001231,-0.007512,-0.007503,-0.000969,-0.007681,-0.00092,-0.001585,-0.000914,-0.000811,-0.001038,-0.007536,-0.001146,-0.000208,0.000127,0.000174,-0.0,-0.000493,-0.0,0.0001,-5.1e-05,-0.000137,2e-06,1e-06,3.6e-05,-5e-06,-4e-06,-0.000336,0.000366,0.000419,0.006886,0.0003,0.007316
-0.000686,-1.1e-05,0.000575,-0.000591,-0.001628,-0.003087,-0.001174,-0.000996,0.00052,-0.001122,-0.001059,6.5e-05,-0.000498,-0.002083,-0.00731,-0.000906,-0.000864,-0.002816,-0.001353,-0.002664,-0.008291,-0.002639,-0.002346,-0.002992,-0.000814,-0.007002,-0.000601,0.000366,0.000498,-2e-06,-0.005127,3e-06,0.000286,-0.000145,-0.000393,8e-06,7e-06,0.000102,-6e-06,-6e-06,-0.004671,0.001057,0.00121,-0.001084,0.000863,0.000166
-0.000526,-9e-06,0.000441,-0.000522,-0.001245,-0.00218,-0.000898,-0.000829,0.000217,-0.000861,-0.000812,-0.000133,-0.000569,-0.001663,0.002926,-0.000895,-0.000861,-0.002182,-0.001253,-0.002067,0.002149,-0.002059,-0.001833,-0.002343,-0.000864,0.003139,-0.000471,0.00029,0.00039,-2e-06,0.004614,4e-06,0.000225,-0.000114,-0.000309,6e-06,7e-06,8e-05,-4e-06,-3e-06,0.004977,0.000832,0.00095,-0.000633,0.000673,0.000346
0.000504,-0.001168,0.062931,3.889723,0.341953,0.097965,0.033355,3.647981,0.013566,-0.003242,-0.000984,-0.001708,-0.005223,3.569251,-0.038662,0.002481,0.009429,0.046411,0.681284,-0.006274,-0.039764,-0.001307,0.006304,-0.004949,-0.002691,-0.035134,0.315304,-0.003976,0.145463,-0.003565,-0.034812,-0.000125,0.066097,-0.001322,-8.8e-05,-5.4e-05,-3.8e-05,-0.001167,-0.000551,-0.000105,-0.03458,0.00641,-0.000902,0.00091,0.000881,0.00187
0.011125,-0.000451,0.129568,1.490278,0.102427,0.000705,0.107959,1.063754,0.083077,-0.00823,-0.000408,0.014798,0.017719,1.093462,0.020717,0.042434,0.037271,-0.045246,-0.491688,0.005159,0.032622,3.7e-05,0.003987,-0.002897,0.027032,0.017994,0.117258,0.002102,0.51616,-0.015671,0.017594,-4.4e-05,0.240044,-0.002084,-6.1e-05,-2.6e-05,-2.8e-05,-0.004753,0.000172,1.2e-05,0.018077,0.017255,-0.020406,-0.014896,-0.012727,-0.02743
-0.028314,0.001029,0.029061,-3.68859,-0.353163,-0.084077,0.010592,-3.851214,-0.028342,-0.002904,0.000946,-0.028775,-0.059673,-4.106,-0.045978,-0.048272,-0.034841,-0.002053,0.564766,-0.030998,-0.042946,0.000695,-0.009934,-0.033768,-0.055185,-0.015242,-0.373007,-0.001987,0.250807,-0.008909,-0.015905,0.000123,0.119041,-0.001662,5.8e-05,5e-05,4.9e-05,-0.002584,-0.000297,7e-06,-0.015825,0.006016,0.021569,0.029514,0.025889,0.055425
