0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0119,0.005367,0.005124,0.005318,0.006655,-0.000173,0.0067,0.001512,0.000509,0.000599,0.00612,0.005881,0.006273,0.0064,0.006138,0.012426,0.006617,0.000107,0.006307,0.006319,0.005423,0.004988,0.005993,0.005277,-0.00072,-0.000595,0.005866,-0.000352,5.9e-05,6.9e-05,0.000139,6.5e-05,-0.000319,0.000125,-0.000777,4.1e-05,0.00076,0.0006,0.001262,-0.006075,0.000224,-0.006678
0.015418,0.013192,0.015027,0.012874,0.001607,0.002619,0.000909,-0.011083,-0.003052,-0.003815,0.004576,0.006062,0.002802,0.001753,0.003828,0.006299,0.000157,-0.000708,0.002385,0.002224,0.008772,0.011836,0.004243,0.00941,0.005204,0.004255,0.004813,0.002449,-0.000526,-0.000586,-0.001085,-0.000562,0.002261,-0.001017,0.005624,-9.6e-05,-0.005327,-0.004154,-0.008848,-0.003294,-0.001342,0.000417
0.019948,0.027147,0.02847,0.026415,0.025759,0.026865,0.024995,0.024754,0.022493,0.021886,0.010979,0.003833,0.001423,0.000648,0.002171,0.003343,0.007649,0.007639,0.00925,0.009121,0.005697,0.007855,0.010474,0.006053,0.011705,0.010993,0.010757,0.009685,0.007611,0.007562,0.007216,0.007563,0.001541,-0.000707,-0.004102,-0.008168,-0.019593,-0.018841,-0.022249,-0.025931,-0.025236,-0.031832
-0.02578,-0.056114,-0.068778,-0.072218,0.34433,-2.100613,0.476092,-0.000226,0.379706,0.128735,-0.047184,-0.015739,0.00498,0.004299,0.004864,0.007384,-0.031812,0.023933,-0.031813,0.160301,0.392798,0.005111,-0.043544,-0.004401,0.207482,0.037753,-0.000145,-0.047861,-0.047258,0.082928,0.317714,0.385143,0.517168,-0.724345,0.207276,1.628709,0.108433,0.069356,0.05067,0.267217,0.087668,1.532866
-0.081746,-0.068535,0.021081,0.034465,-0.413102,-3.204686,-0.674698,-0.15156,-0.585808,-0.335385,-0.042613,0.077042,-0.027944,-0.010855,-0.028312,-0.043949,-0.021812,0.023716,-0.035626,-0.183389,-0.39959,-0.055499,0.080734,-0.04023,-0.216586,-0.096649,-0.086785,-0.012257,0.091107,-0.111197,-0.289436,-0.397337,-0.405853,-2.295982,0.054032,2.384889,0.097005,0.035281,0.063881,0.240076,0.054186,3.734743
0.127195,0.111941,-0.032394,-0.061841,-0.161372,-4.167496,-0.168982,-0.147754,-0.149478,0.03292,0.041073,-0.112246,0.057073,0.029527,0.055398,0.084255,0.03517,-0.214842,0.059884,-0.063781,-0.160514,0.104821,-0.139856,0.070335,-0.084038,-0.032302,0.009116,0.032595,-0.166421,-0.060997,-0.15087,-0.256111,-0.228274,1.339422,0.637293,4.831164,0.094059,-0.037607,-0.083906,0.330148,-0.020987,4.278911
0.001116,0.000846,-0.005965,0.000275,-0.006113,0.000329,0.000439,0.00052,0.00037,0.000331,0.000345,0.000264,0.00645,-0.000103,-0.006688,-7.7e-05,-9e-05,-0.000103,-0.006658,-0.000107,-8.7e-05,-0.000107,-0.000123,-2.6e-05,-6.8e-05,-0.000111,-2.7e-05,-6.7e-05,-0.000158,-0.000148,-0.000193,-0.000153,0.006443,6.2e-05,1.6e-05,-2e-06,0.006584,0.006576,1.8e-05,0.006695,0.006738,0.00706
0.006423,-0.001384,-0.003604,-0.007243,0.004914,0.003409,0.004519,0.005374,0.003829,0.003417,0.003532,0.00276,-0.001009,-0.001056,-0.00143,-0.000791,-0.000946,-0.001061,-0.001052,-0.001119,-0.000905,-0.001093,-0.001283,-0.000274,-0.000694,-0.001144,-0.000282,-0.000696,-0.001629,-0.001535,-0.007103,-0.001588,-0.001413,0.000643,0.000173,-2.3e-05,6.4e-05,7e-06,0.000186,0.001253,-0.003402,0.000127
0.013276,0.01551,0.013928,0.011024,0.003855,0.002579,0.00341,0.004038,0.002869,0.002556,0.002639,0.002054,-0.000883,-0.000786,-0.000932,-0.00059,-0.000705,-0.000792,-0.000653,-0.000836,-0.000676,-0.000816,-0.000959,-0.000205,-0.00052,-0.000856,-0.000211,-0.000524,-0.001222,-0.001155,0.002881,-0.001196,-0.001196,0.000486,0.00013,-1.7e-05,-8.4e-05,-0.00013,0.000136,0.000806,0.005525,0.008161
-0.033375,-0.076673,-0.066341,0.162815,0.137167,-0.017348,0.069938,0.000607,0.001432,-0.018665,-0.006015,0.000259,0.065971,-0.006251,0.003464,0.000181,-0.000458,0.000107,-0.000912,0.004393,3.3e-05,1.3e-05,-0.00062,0.000551,-1e-06,-0.00064,-6e-06,6e-06,-7e-06,9e-06,-0.03609,0.0,0.000975,0.000559,0.000351,-2.4e-05,0.001429,0.001362,-3e-05,0.00216,-0.037649,-0.004886
0.002504,-0.016556,-0.101753,0.60052,0.489628,-0.019943,0.184259,-0.020217,-0.017145,-0.084221,0.47994,-0.000156,0.164045,-0.014137,-0.093183,-6.9e-05,0.015517,-2.2e-05,0.014701,-0.107456,-3e-06,-1.5e-05,0.015559,-0.003514,-6.7e-05,0.015561,1.1e-05,1e-06,-3.2e-05,1.6e-05,0.029968,1.6e-05,-0.014713,-0.000466,-0.002694,-3.1e-05,-0.017969,-0.017756,-0.000256,-0.033209,0.087365,0.078827
0.040408,0.004435,0.152716,0.360155,0.076916,-0.011236,0.150787,0.023153,0.025777,-0.019379,-0.747439,6.2e-05,0.142782,-0.003242,0.137553,-0.000108,-0.024281,-3.6e-05,-0.02957,0.167327,-3.6e-05,-5e-06,-0.024232,0.004827,0.000129,-0.024266,-3.1e-05,-2.4e-05,-3e-06,-3e-06,-0.041754,1.3e-05,0.029544,-2.5e-05,0.003765,0.00012,0.034161,0.033845,0.00045,0.057784,-0.125405,0.109491
