0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.01918,0.012389,0.012356,0.018831,0.019674,0.013729,0.013684,0.0136,0.006899,0.012638,0.011584,0.006448,0.005132,0.005704,0.005367,0.00526,0.005373,0.00565,0.005703,0.005971,0.006645,0.006307,0.001218,0.006642,-0.000566,-0.000478,-0.000325,-0.00037,-0.000379,-0.000493,0.004355,-0.001058,-0.001002,-0.000114,0.004654,0.004969,0.005041,0.005547,0.005479,0.005562,0.006693,0.000799,-0.001026,0.005566,-0.001447,-0.000785,-0.000756,0.000144,0.000452,0.000525,0.000658,-9.5e-05,-0.000559,0.000478,0.000646,-0.000157,0.005708,-4.6e-05,-0.000264,0.005183,0.006023,0.005365,-0.000648,-0.000852,-0.000862,-0.000935,-0.000278,-0.005628,0.000516,-0.000128,-9e-06,-0.0002,-1.6e-05,0.000329,0.000379,0.000245,0.000148,0.000106,0.00571,-1.4e-05,-0.000454,0.000512,0.000358,-0.005607,7.5e-05,0.000153,-0.006364,-0.006427
-0.006126,-0.001191,-0.000793,-0.003171,-0.008643,-0.009762,-0.009235,-0.008564,-0.004833,-0.002243,0.004387,-0.002183,0.005837,0.001989,0.003655,0.004183,0.003441,0.001751,0.00157,0.000109,-0.004268,-0.002539,-0.00893,-0.00517,0.001081,0.000625,-0.000163,8.6e-05,0.000133,0.000717,0.007957,0.004471,0.004179,-0.001228,0.006157,0.004548,0.004146,0.00155,0.001851,0.001418,-0.005162,-0.005855,0.005003,0.001296,0.007031,0.002856,0.002703,-0.002646,-0.00416,-0.004515,-0.005168,-0.000526,0.002692,-0.003317,-0.004127,0.00076,0.001354,0.000228,0.001283,0.003892,-0.001167,0.001983,0.002115,0.003081,0.003115,0.003463,0.000312,-0.002552,-0.003496,0.000603,2.4e-05,0.000956,8.2e-05,-0.00158,-0.001822,-0.001176,-0.000709,-0.00051,0.001151,6.6e-05,0.003167,-0.002445,-0.001712,-0.001677,-0.000358,-0.000721,0.002935,0.003212
0.001736,-0.001922,-0.001667,0.003694,0.007544,0.007356,0.007724,0.008185,0.003714,0.00489,0.001784,0.005508,0.003331,0.008318,0.009376,0.00971,0.009188,0.008032,0.007935,0.006974,0.011588,0.012703,0.016583,0.018443,0.015502,0.015165,0.014652,0.014764,0.014744,0.015082,0.011612,0.009959,0.009762,0.013758,0.010351,0.009387,0.009136,0.007606,0.007768,0.007514,0.010901,0.010968,0.00284,0.007421,0.003969,0.008726,0.008627,0.012725,0.011873,0.011675,0.011313,0.006779,0.001466,0.005255,0.004818,0.00041,0.000306,0.000124,0.000694,0.001681,0.005994,0.007689,0.008167,0.008673,0.008668,0.008824,0.007153,0.006053,0.005158,0.000316,1.3e-05,0.000498,4.4e-05,-0.000825,-0.000953,-0.000616,-0.000372,-0.000266,0.000196,3.3e-05,-0.005334,-0.001281,-0.000899,-0.000475,-0.00019,-0.000378,-0.005055,-0.004915
0.256012,-1.104877,-0.095056,0.224518,0.074459,0.270686,0.07796,0.084737,-0.364254,0.100239,0.334887,0.243661,0.026332,-4.048482,0.003035,-1.165141,-0.450033,-1.046646,-0.019525,-0.015528,-0.077114,0.187804,0.130141,-0.154613,-0.044178,-0.082306,-0.097399,-0.096663,-0.567365,-0.115192,-0.036332,-0.013198,-0.037276,-0.084625,-1.568267,-0.043703,-0.034293,0.004473,-0.042598,0.122504,-0.055414,-0.073969,0.027653,-0.036382,-0.001857,-0.026342,-0.039401,-0.069302,-0.048453,-0.069177,-0.078711,0.070911,-0.004943,-0.038847,-0.047045,4.9e-05,0.002279,0.000193,0.000146,0.001045,-0.034408,0.103557,0.039157,0.042347,-0.046781,0.046416,-0.046376,-0.000237,-0.037014,0.000244,0.026982,0.002313,0.000634,-0.009323,0.168585,0.009065,0.137268,-0.009207,0.002045,-0.003492,0.029709,-0.002829,-0.002381,-0.009926,0.476827,0.536556,0.187057,1.628619
-0.960606,-1.195365,-1.014117,-0.794123,-0.527182,-0.941487,-0.497205,-0.475135,-0.244053,-0.360923,-0.649889,-0.597214,-0.164603,-0.405684,-0.098025,-0.327935,-0.808099,-2.684625,-0.287312,-0.143958,-0.003877,-0.442966,-0.354688,-0.351535,-0.156983,0.000636,-0.017866,0.108829,-0.652642,-0.066666,-0.04139,-0.055253,-0.017392,-0.001187,-1.920407,-0.012511,-0.033507,-0.084665,-0.025662,-0.254772,-0.047337,-0.007385,-0.059171,-0.03146,-0.009815,-0.038389,-0.002496,-0.021296,-0.046372,-0.013399,-0.010727,-0.165873,-0.01116,-0.003019,0.01829,0.000408,-0.015128,3.5e-05,3.5e-05,-0.026123,-0.009141,-0.236461,-0.124295,-0.139792,0.005764,-0.143883,0.005231,-0.052652,0.006874,7.2e-05,-0.045771,0.004294,0.000515,0.007709,-0.244997,-0.02038,-0.20117,0.011085,-0.014914,-0.003642,0.004952,-0.003011,0.014274,0.14114,0.657662,0.588423,1.121437,2.308214
-0.132511,-1.050663,-0.461525,-0.009949,0.167734,-0.193954,0.145426,-0.105056,-0.22024,0.031816,-0.360009,-0.177596,0.196094,-3.574715,0.005688,-1.016942,0.671265,1.423476,0.325312,0.185199,0.021965,-0.272779,-0.25807,0.0426,0.16926,0.017506,-0.024454,-0.15167,0.478407,0.070702,0.085801,-0.001341,0.031578,0.01275,1.373262,0.032474,0.059441,-0.012393,0.062302,-0.120382,-0.018671,-0.028669,-0.010509,0.06148,0.02735,0.011428,0.006919,-0.004089,-0.056278,-0.034336,0.004412,-0.096619,0.019705,0.006953,-0.016504,0.00076,0.029799,0.000353,0.000235,0.055557,0.008923,-0.064663,-0.075309,-0.050128,0.008204,-0.05063,0.008582,-0.068036,-0.019638,0.000551,-0.034983,-0.000797,0.000185,-0.002616,-0.144798,-0.021036,-0.120487,0.003611,0.029806,0.002241,-0.001023,0.001859,-0.024325,-0.002413,-0.093662,-0.144198,0.305338,-1.134111
0.018642,0.018599,0.018692,0.018956,0.019226,0.019291,0.019548,0.019725,0.019756,0.019734,0.013546,0.007109,0.013433,0.00719,0.007246,0.007263,0.000808,0.000542,0.000471,5.2e-05,0.000176,0.000357,0.000314,0.000497,0.000501,-0.00581,0.000467,0.000644,0.000593,0.000636,0.000855,0.00061,0.000685,-0.00564,0.000138,0.000289,0.000144,0.000263,1.2e-05,-0.000126,-4.9e-05,0.0,0.000106,0.000181,0.000133,-4.3e-05,0.000113,-2.8e-05,0.000119,6.8e-05,0.000212,0.00025,0.000318,0.000199,0.00039,0.000268,0.000373,0.00047,0.000369,0.00038,0.000457,0.000453,0.000202,0.006572,4.5e-05,0.000153,1.2e-05,0.000135,0.00015,0.000183,8.3e-05,5.9e-05,0.000103,-7e-06,-2.2e-05,-3e-06,8e-06,0.0,1e-06,2e-06,-7e-05,2e-06,-2.7e-05,1.8e-05,0.000121,0.000163,0.000451,0.007079
-0.007813,-0.008051,-0.011526,-0.010408,-0.005092,-0.004772,-0.00336,0.001804,0.002064,0.002023,0.007994,0.00403,0.003486,0.000552,0.000987,0.001133,0.000862,-0.000764,-0.001198,-0.008008,-0.007227,-0.001905,-0.002178,-0.00103,0.003184,-0.000615,-0.001246,-0.000115,-0.000432,-0.000155,0.001223,-0.000299,0.004359,0.004526,-0.003283,0.001879,0.000929,0.001661,-0.00411,-0.004976,-0.000291,1e-06,0.000675,0.001144,0.00084,-0.004457,0.000716,-0.000164,0.000756,0.000438,0.001343,0.001581,0.002003,-0.002929,0.002469,-0.00249,0.002364,0.002976,0.002349,0.002421,0.002912,0.002897,-0.00289,0.001685,-0.0039,0.000982,-0.004101,0.000884,0.00096,0.001163,0.000529,0.000381,0.000658,-3.5e-05,-0.000136,-1.5e-05,5e-05,5e-06,-6e-06,-2e-06,-0.000454,2e-06,-0.000176,0.000113,0.000766,0.005221,0.007044,0.01342
0.002555,0.0024,0.007916,0.008655,0.004218,0.004413,0.005275,0.00072,0.000869,0.000803,-0.003096,0.002298,0.001828,0.00784,0.008085,0.008166,0.008131,0.007158,0.006899,0.010482,0.010948,0.00648,0.006319,0.006989,0.00186,0.007374,0.006853,0.007502,0.00731,0.007469,0.008251,0.007369,0.002488,0.002735,0.005664,0.001061,0.000527,0.000942,0.005194,0.004704,-0.000164,0.0,0.000381,0.000647,0.000475,0.004999,0.000405,-9.2e-05,0.000428,0.000247,0.000757,0.000892,0.001127,0.005859,0.001385,0.0061,0.001324,0.001662,0.001309,0.001348,0.001619,0.001605,0.005867,0.000761,0.005305,0.000541,0.005196,0.000488,0.000527,0.00064,0.000292,0.000209,0.000362,-1.9e-05,-7.4e-05,-9e-06,2.7e-05,3e-06,-2e-06,-1e-06,-0.000249,0.0,-9.7e-05,6.2e-05,0.000421,-0.00458,-0.003576,-0.007689
-0.066047,0.342307,1.858137,0.416241,0.225208,-0.035565,-0.03474,-0.009596,-0.014187,-1.270011,0.042335,0.164796,-0.009442,-0.034205,-0.040051,0.21644,-0.020931,-0.050696,-0.042415,-0.071578,-0.083901,0.002548,-0.038985,-0.009699,-0.000102,0.888202,-0.028854,-0.035677,-0.034601,-0.011559,-0.03446,-0.02872,0.006754,-0.0033,-0.031574,0.961842,0.005971,0.007385,-0.029461,-0.02943,-8.9e-05,-4e-05,0.002088,0.000245,-8.3e-05,-0.029376,-5.8e-05,0.000197,0.000796,-8.9e-05,0.000743,0.000907,-0.000148,-0.035586,0.000807,-0.034618,-4.7e-05,0.000867,-2.3e-05,-7e-06,0.000893,3e-06,-0.025347,0.010418,0.466377,0.006048,-0.029278,0.088582,-0.000128,-7.2e-05,-7.2e-05,-3.9e-05,-3.1e-05,0.000263,0.004866,-0.014839,0.001236,0.006255,-0.000113,0.010393,0.006518,-3.2e-05,-5.3e-05,-2.9e-05,-0.314931,-0.240213,0.050175,0.058396
-0.056179,-0.842576,-2.636003,-0.718369,-0.194077,-0.03595,-0.137406,-0.066903,-0.16868,1.815057,-0.051051,0.160417,-0.054494,-0.013431,-0.130246,0.184725,0.008633,-0.007693,0.003537,0.008745,0.005632,-0.046175,-0.08305,-0.009774,4.5e-05,-0.409898,-0.087618,0.002628,0.0017,-0.105474,-0.012123,-0.086736,-0.100717,0.005997,-0.070871,-0.50053,-0.087259,-0.100487,-0.073268,-0.073264,1.9e-05,3.1e-05,-0.00268,-0.000346,0.000102,-0.073216,2.5e-05,0.000491,-0.012586,2.6e-05,-0.012562,-0.012179,6.4e-05,0.014026,-0.01259,0.00138,2e-05,-0.012595,1.3e-05,1.7e-05,-0.012572,6e-06,0.025641,-0.107904,-0.577118,-0.086219,-0.072421,-0.034094,6.6e-05,2.8e-05,3.1e-05,1.6e-05,1.5e-05,-0.002338,0.006512,-0.023584,0.001684,-0.085981,6e-05,0.01338,-0.085817,7.4e-05,4e-06,9e-06,-0.455987,-0.40302,-0.000966,-0.09033
