0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
0.000609,0.000588,0.000462,0.000182,-2.5e-05,-0.000472,7e-06,-0.00677,-0.006122,0.000193,0.008018,0.007591,0.0078,0.007976,0.014836,0.014558,0.007176,0.007874,0.007032,0.006905,0.00042,0.001174,0.00041,0.000188,-0.000534,-0.000598,0.000139,0.000306,0.000383,0.007843,0.007742,-0.000128,0.007231,0.000232,9e-05,-0.007225,0.000143,0.00031,-0.000194,0.0006,0.000472,-0.000377,-0.000341,0.000275,0.006675,0.006736,4.4e-05,0.007161,0.00738,-0.000372,9.6e-05,-0.006949,-0.014332,-0.007135,-0.000922,0.007591,0.007642,0.00701,0.007097,0.000288,0.006921,-4.1e-05,-0.00061,-0.000773,0.007333,0.007812,0.000317,-0.006411,0.002192,0.001417,0.009051,-0.00662,-0.007274,-6.2e-05,-0.006922,-0.014584,-0.015104,-0.007773,-0.000748,-0.008477,-0.008935,-0.009427,-0.009987,-0.016877,-0.009625,-0.009093,-0.00875,-0.015536,-0.014818,-0.015805,-0.02332,-0.01609,-0.023729,-0.023213,-0.029969,-0.022449,-0.007692,-0.007704,-0.007174,0.000363,0.000967,0.000901,0.000226,-0.007808,-2.6e-05,-0.007267,-0.007141,0.000314,0.000872,0.001589,0.008369,0.016287,0.016444,0.023235,0.022751,0.030078,0.022645,0.023148,0.023073,0.009444,0.009841,0.01653,0.009132,0.02357,0.023015,0.015857,0.007423,0.007588,0.000747,8.7e-05,0.000115,0.007953,0.008582,0.001165,0.007825,0.008075,0.007962,0.007639,-0.000864,0.007047,-0.001178,0.006201,0.007138,0.007241,0.000137,7.4e-05,-0.007419,-0.007622,0.000236,0.000257,0.000347,0.000198,-0.007849,-0.000447,-0.000456,0.000314,0.000283,-0.000473,-0.000509,0.007433,0.000168,0.000903,0.000756,0.000128,-8.5e-05,-0.000964,0.006684,0.007498,0.007843,0.000591,0.000755,0.007141,-0.00011,0.001068,0.001325,0.001124,-5.7e-05,-8.9e-05,-0.000757,-0.000499,-0.001097,-7.4e-05,6e-06,0.007761,0.007873,0.008261,-0.006891,-0.006721,-0.007095,-0.006835,-0.014519,-0.015159,-0.024025,-0.025218
-0.004826,-0.004953,-0.003447,-0.000214,0.002174,0.007299,0.003603,-0.003245,-0.008701,0.00143,-0.002258,0.000692,-0.001624,-0.003639,0.001764,0.004736,0.003306,-0.002553,0.004658,0.005773,-0.003048,-0.009334,-0.002967,-0.000771,0.00519,0.005831,-0.000291,-0.001934,-0.002694,-0.002658,-0.001695,0.001186,0.002142,-0.001252,8.9e-05,-0.001108,-0.000394,-0.001984,0.001804,-0.004772,-0.003533,0.003542,0.003189,-0.001662,0.006825,0.006113,0.000401,0.002847,0.0007,0.003307,-0.000942,-0.003989,-0.005016,-0.003368,0.006862,-0.002711,-0.00312,0.001988,0.001392,-0.003474,0.003189,-0.001269,0.003056,0.004663,0.000657,-0.002878,-0.002826,-0.009126,-0.017752,-0.010597,-0.010855,-0.005758,-0.000413,0.002343,-0.003401,-0.003653,0.000364,0.001688,0.005041,0.00642,0.009753,0.013419,0.017842,0.013067,0.015557,0.011243,0.009239,0.002958,-0.004243,0.006011,0.006663,0.010762,0.01473,0.012367,0.006026,0.005936,0.007343,0.007867,0.003188,-0.001887,-0.008123,-0.006427,0.002028,0.011578,0.006798,0.007077,0.004624,0.000189,-0.006393,-0.016672,-0.012369,-0.018672,-0.020771,-0.01359,-0.007959,-0.006795,-0.004712,-0.008302,-0.007048,-0.016781,-0.019437,-0.012505,-0.01252,-0.008687,-0.004301,-0.006907,0.001032,-0.002143,-0.00764,-0.002333,-0.002556,-0.005391,-0.009984,-0.01007,-0.00363,-0.00538,-0.003984,-0.00141,0.00728,0.00423,0.010169,0.011744,0.002984,0.002029,-0.00127,-0.000714,-0.00045,0.001414,-0.001382,-0.000565,-0.002422,-0.00098,0.0038,0.004199,0.004289,-0.002045,-0.001762,0.004349,0.004659,0.000583,-0.000758,-0.006692,-0.005387,-0.000494,0.001421,0.008532,0.006026,-0.000504,-0.003549,-0.004537,-0.00468,0.00195,0.000788,-0.008487,-0.010737,-0.008987,-0.000508,-0.000192,0.005481,0.003317,0.007868,0.000273,-0.000451,-0.00302,-0.003873,-0.006895,-0.005643,-0.006339,-0.005134,-0.007147,-0.006597,-0.002009,0.008386,0.018959
0.004735,0.004783,0.006521,0.010256,0.012984,0.01876,0.024774,0.028218,0.032332,0.021913,0.016864,0.009913,0.007369,0.0052,-4.4e-05,0.003149,0.002572,0.00634,0.004008,0.005181,0.00677,0.010102,0.006858,0.009181,0.005479,0.006144,0.00964,0.0079,0.007101,0.006178,0.007175,0.001231,0.001265,0.008582,0.009952,0.009655,0.009423,0.007776,0.001841,0.004921,0.006185,0.003597,0.003234,0.008067,0.005951,0.005208,0.010096,0.011584,0.009422,0.003279,-0.000934,-0.003038,-0.012817,-0.012113,-0.012513,-0.013377,-0.013824,-0.018468,-0.01917,-0.013434,-0.017406,-0.021165,-0.026704,-0.025041,-0.010332,-0.0041,-0.003043,0.001251,0.011117,0.018851,0.027633,0.024946,0.020523,0.022381,0.017249,-0.001878,-0.007621,-0.007199,-0.014565,-0.022156,-0.028637,-0.03484,-0.040269,-0.034511,-0.032801,-0.027437,-0.019487,-0.015287,-0.013122,-0.011956,-0.010297,-0.00663,-0.001296,0.006197,0.010247,0.009135,0.00892,0.009451,0.01438,0.008048,0.011346,0.013176,0.012165,0.013064,0.017055,0.018041,0.015371,0.00998,0.012989,0.012252,0.0062,0.008664,0.006478,0.003198,-0.000897,-0.000555,0.002399,0.008516,0.009807,0.02118,0.02828,0.024691,0.025536,0.027556,0.022108,0.020438,0.009714,-0.003017,-0.007782,-0.012079,-0.012617,-0.006412,-0.001457,-0.000633,-0.004683,-0.006629,-0.005216,-0.002435,-0.002324,0.003451,0.000675,0.001192,0.002118,0.001129,-0.001314,-0.000736,0.000499,0.002422,0.008422,0.009139,0.007348,0.008812,0.004806,0.004266,0.004339,0.007675,0.007954,0.004363,0.004657,0.009333,0.008913,0.012668,0.013945,0.009138,0.011002,0.008329,0.004942,0.008146,0.005183,0.005134,0.004641,0.000973,0.000739,0.001317,-0.000863,0.000819,-0.019676,-0.019405,-0.013858,-0.016026,-0.021188,-0.009423,-0.010166,-0.013767,-0.01467,-0.017862,-0.024606,-0.025453,-0.034409,-0.026772,-0.025378,-0.030643,-0.02854,-0.027158
-2.744394,-0.115105,-0.046667,-0.028432,-0.26208,-0.212253,-0.060093,-0.102282,-0.139353,-1.560357,-0.063076,-0.053812,-0.744885,-0.008589,0.02788,0.005003,-0.002834,-0.033163,0.004864,0.037237,0.344365,0.162901,0.145714,0.257601,0.025041,-0.015892,-0.032596,-0.030107,0.075301,0.362725,-0.041152,0.004047,-0.007933,-0.029739,-0.041736,0.008283,-0.001602,-0.037698,0.002857,0.135759,-0.051234,-0.019355,0.102962,-0.032689,-0.006879,0.004075,-0.032472,-0.0422,0.021467,-0.10697,0.562762,0.632234,0.019769,0.038645,0.067554,0.040835,0.045404,-0.080348,-0.490597,-0.421444,0.055192,-0.164358,1.12055,-0.204671,-0.153117,0.41183,0.000865,-0.001534,-0.126985,0.010556,-0.14817,-0.637296,-0.104931,-0.208717,-0.249192,-0.0031,-0.012918,-1.209764,-0.598907,-0.092738,-0.262689,-0.149004,-0.24809,-0.526198,-0.59785,-0.496377,0.41167,0.072485,0.117054,-0.425611,-0.512455,0.067942,0.817833,0.771945,0.435868,0.227453,-0.324558,-0.319792,-0.801128,0.380425,1.046963,-0.128098,-0.821331,-0.06231,4.11772,-0.26366,-0.064684,-0.000407,1.085234,-0.198034,4.777146,-0.060794,-0.09114,-0.079307,-0.059624,-0.055951,0.198695,0.010966,0.121654,0.104028,-0.674812,0.094985,0.156092,-5.546445,-3.951212,0.250014,-3.759841,0.423957,-3.217142,-0.222227,-4.481905,0.026888,-2.919518,-2.67922,-0.010374,-2.545716,-2.521348,-0.028004,0.045834,-0.072472,-0.490119,-2.162233,-0.049725,-0.018342,0.013823,-0.000267,-0.001967,-0.437147,-0.159239,-1.932196,0.054903,-0.046208,-0.007087,0.256283,-0.010532,-0.031918,-0.033977,-0.005514,-0.003874,-0.038869,-0.033591,-0.076023,0.394167,0.208124,0.01945,-0.002282,0.004199,-0.032048,-0.030507,0.029325,-3.027027,-0.133588,-1.462795,-0.11809,0.677731,0.307504,0.178042,0.0625,-0.245053,0.018238,0.133789,-0.004989,-0.153254,0.054731,0.060287,0.03325,0.513155,1.557022,1.470185,0.288364,-0.329832,-0.269565,-0.3188,-0.70002
-1.77142,-0.027892,0.022598,0.000215,-0.176531,-0.269695,-0.036151,-0.017304,-0.00947,-2.189833,-0.023424,0.069842,-0.575508,-0.047003,-0.068765,-0.042726,-0.007366,-0.008237,-0.029077,-0.074947,-0.397447,-0.243238,-0.201568,-0.322363,-0.050067,-0.025331,-0.003641,-0.000696,-0.122401,-0.487285,-0.011845,-0.010408,0.082864,-0.000386,-0.016573,-0.04471,-0.05669,0.008932,0.0041,-0.173353,0.013927,-0.00142,-0.115254,-0.015604,0.053398,-0.028412,-0.019983,-0.025045,-0.082542,-0.2413,-0.704144,-0.7866,-0.111034,-0.050565,-0.003124,0.00814,-0.008222,-0.038684,0.446534,0.6167,0.061167,0.512892,2.344439,0.208922,0.073112,0.699959,0.003866,-0.093338,0.034301,0.205023,-0.027928,0.319569,-0.020201,0.023355,-0.080342,0.032576,-0.001609,-2.145305,-0.538744,0.036707,0.315785,0.248174,0.348623,0.582322,0.548446,0.315624,0.590799,0.006886,0.141117,0.328584,0.542654,0.029252,2.198709,1.770582,2.651604,0.808201,0.889238,1.25915,1.275292,2.916108,1.259012,0.730822,-1.246624,0.187704,2.140303,0.465783,0.115738,0.293117,1.171972,0.78859,1.712548,0.466887,0.182532,0.193141,0.097682,0.08601,0.431133,-0.238536,-0.526572,-0.648766,-2.494875,-0.989054,-0.775811,-3.229974,-2.478662,-2.10057,-2.378573,-1.484506,-1.561342,-0.570159,-3.143476,-0.398293,-1.669759,-1.559036,-0.183062,-1.431467,-1.456428,0.116568,-0.014768,0.136986,-0.573263,-1.900798,-0.029589,0.023646,0.003828,-0.001959,0.015062,-0.66189,-0.98712,-2.03654,-0.096385,0.003349,0.009293,-0.187227,0.084452,-0.002729,-0.005809,-0.008068,-0.008989,-0.016987,-0.003417,-0.008112,-0.459588,-0.267628,-0.095042,-0.020452,-0.027356,-0.021177,-0.010876,-0.070046,-3.946507,-0.188023,-2.064758,-0.945084,-0.707128,-0.435892,-0.11453,-0.049988,0.319509,0.093767,-0.005254,0.066423,0.289213,-0.074072,-0.010299,0.01729,0.597995,1.859621,2.111367,0.063928,0.410266,0.356728,0.709623,0.754794
-4.500124,-0.149929,-0.021423,0.004198,-0.385217,0.05907,0.054701,0.013492,-0.006129,1.028951,0.038346,-0.120295,-1.386668,-0.024278,0.02501,0.085182,0.035431,0.009845,0.054687,0.01932,-0.197907,-0.186891,-0.147843,-0.16948,-0.006921,0.029048,0.00681,0.003996,-0.065791,-0.010211,0.035793,0.025494,-0.145394,0.002848,0.020934,-0.067404,-0.038307,-0.018588,-0.00119,-0.11568,-0.026288,0.020215,-0.067856,-0.013691,-0.094186,0.055469,0.031259,0.056694,-0.028917,0.080617,-0.236127,-0.057154,0.2597,0.122401,0.022878,0.022113,0.193767,0.469366,0.472112,0.898452,0.120827,0.627795,-0.802504,0.3584,0.304169,-0.396466,-0.047122,0.042559,-0.059852,-0.142721,0.006845,0.161009,0.254652,0.346648,-0.639398,-0.100433,-0.036298,1.312072,0.714232,0.45612,0.368879,0.389937,0.458082,0.608327,0.579197,0.671743,-0.322571,-0.044082,-0.065224,0.432658,0.182006,0.021435,-1.62756,0.785066,-2.050322,-0.691465,-0.779858,-0.079023,-0.289007,-2.378471,0.027648,-1.082323,1.2636,-0.061986,3.157033,0.090347,-0.10663,-0.005828,0.709234,-0.069283,1.61152,-0.713264,-0.64224,-0.542056,-0.114909,-0.085054,-0.681038,-0.078059,-0.251094,-0.416738,1.064178,-0.715612,-0.902006,-1.702555,-3.564457,0.142307,-3.392492,0.656828,-3.412642,0.626769,-2.385125,0.708275,-3.962719,-4.179754,0.320543,-4.560255,-4.683429,-0.118647,0.043073,-0.071425,0.539154,-4.412986,0.283595,0.058061,-0.024894,-0.004043,-0.029486,0.447587,0.290462,-4.796192,-0.09378,-0.003521,-0.003151,-0.278484,-0.150777,0.004037,0.005772,0.025821,0.026152,0.035086,0.004673,-0.033727,-0.222924,-0.136171,-0.0308,0.053827,0.056912,0.036148,0.009813,-0.068083,-3.697572,0.165885,1.108658,-1.728119,-0.436094,-0.076199,-0.091793,0.144674,0.166596,0.062075,0.02462,0.034768,-0.117385,0.206476,0.003824,-0.028414,1.450375,4.932733,-0.997753,0.704042,0.342455,0.277281,0.290526,0.73692
0.008021,0.007939,0.000548,0.000426,0.000391,0.000188,0.000171,7.8e-05,5.9e-05,2.3e-05,5.5e-05,2.8e-05,4.7e-05,7.7e-05,9e-05,-0.007107,0.000112,2e-06,-9e-06,4.8e-05,1.7e-05,-3e-06,4.9e-05,1.2e-05,3.1e-05,5.2e-05,3e-06,-1e-06,-2.9e-05,-1e-05,-9.2e-05,-4.1e-05,-6.5e-05,-4e-06,-2.2e-05,-8.6e-05,0.007208,-9.1e-05,-0.000108,-6.7e-05,7e-06,5e-06,5.6e-05,-1e-06,-1.1e-05,1e-06,-1.2e-05,-5.5e-05,-0.000108,-4.7e-05,4e-06,1.4e-05,4e-06,-0.0,-1e-05,3.7e-05,3.7e-05,-2.7e-05,3e-05,3.1e-05,-3e-06,-1e-06,6e-05,6.4e-05,5.4e-05,-1e-05,0.007355,8e-05,-6e-05,-1.3e-05,-2.9e-05,-9e-06,3e-06,2e-06,-1e-06,-0.0,0.007214,-2.8e-05,-0.000159,-0.007332,3e-05,0.000101,0.000294,0.007555,0.007581,0.000345,0.000387,0.007664,0.007653,0.007496,0.007398,0.014723,0.000217,0.000424,0.000703,-0.006437,-0.00657,-0.013991,-0.01391,-0.013898,-0.02092,-0.013637,-0.01409,-0.007037,0.000298,0.000374,0.000533,0.000783,-0.006315,-0.006137,-0.013048,-0.013118,-0.013112,-0.020566,-0.021265,-0.021583,-0.021945,-0.015142,-0.008159,-0.007962,-0.007393,-0.006891,0.000262,0.000114,0.007062,-5.3e-05,0.007102,5.6e-05,0.007069,5e-06,0.007115,0.007131,0.007189,0.007328,0.007243,0.007159,-6.2e-05,-7.3e-05,7.9e-05,6.8e-05,-3.4e-05,4.4e-05,-6e-06,-0.000155,-0.000207,-3.1e-05,-9.5e-05,-0.000181,0.007153,-7e-06,-9.6e-05,-0.000143,-0.000114,-0.000231,-0.000204,-0.000139,-9.9e-05,-9.4e-05,5.4e-05,-0.007158,-8e-06,2.7e-05,-5.7e-05,-0.000114,-6.7e-05,-1.5e-05,-0.007265,-0.00011,-5e-05,-0.000231,-0.00023,-0.000107,-0.000117,7.5e-05,0.000149,-5.6e-05,-1.9e-05,9.6e-05,0.007259,-5e-05,0.007139,7.6e-05,-3e-06,4.8e-05,0.000146,0.00737,0.007542,0.00771,0.014862,0.01489,0.008021,0.015219,0.015359,0.022034
-0.003087,-0.003909,-0.005102,-0.006471,-0.006878,-0.003503,0.001934,0.000897,0.000667,0.000259,0.00062,0.000323,0.000516,0.00088,-0.004628,-0.003853,-0.004399,-0.00556,-5.1e-05,-0.005033,-0.005389,-0.005595,-0.005038,0.000162,-0.00523,-0.005022,5.8e-05,-1e-05,-0.000319,-0.00011,-0.000977,-0.00044,-0.00071,-4.3e-05,-0.000247,-0.000933,-0.000863,-0.000977,-0.001187,-0.000738,4.8e-05,4e-05,0.000613,-2e-06,-0.000129,8e-06,-0.000126,-0.000584,-0.001142,-0.000497,3.3e-05,0.000155,4.8e-05,9e-06,-9.8e-05,0.000397,0.000401,-0.000279,0.000317,-0.005253,-7e-06,-0.0,0.000658,0.000696,-0.005018,-8.6e-05,0.000573,-0.004744,-0.000633,-0.000142,-0.000314,-9.6e-05,3.9e-05,1.4e-05,-2e-05,3e-06,-0.000977,-0.000299,-0.007402,-0.005856,0.000354,0.001141,0.003276,0.002793,-0.002601,-0.001734,-0.001248,-0.001476,-0.001512,-0.003763,-0.004582,-0.010247,-0.009303,-0.006598,-0.009042,-0.006918,-0.014651,-0.010053,0.002528,0.002324,0.004752,0.010071,0.00607,-0.003013,0.00262,0.00379,0.005537,0.002667,0.003915,0.010786,0.01317,0.012123,0.016675,0.013201,0.001561,-0.006114,-0.003805,-0.006347,-0.007701,-0.005936,0.003272,0.011804,0.006711,0.005614,-0.000939,-0.000425,-0.00061,0.000422,-0.005671,5.2e-05,-0.000504,-0.000391,8.4e-05,0.001235,0.00058,-9.1e-05,-0.000507,-0.000596,0.000655,0.000552,-0.000283,0.005309,-4.5e-05,-0.001258,-0.0017,-0.00027,-0.000786,-0.001488,0.004711,-7e-05,-0.000794,-0.001172,-0.000933,-0.001903,-0.001682,-0.001149,-0.000816,-0.000775,0.000441,0.000284,-6.1e-05,0.000219,-0.000466,-0.000917,-0.000544,-0.000109,-0.000562,-0.00089,-0.000405,-0.00188,-0.001879,-0.000876,-0.000959,0.000581,0.001194,-0.005401,-0.000154,0.00077,0.000454,-0.000421,-0.000516,0.000633,-2.4e-05,0.00038,0.001204,0.001455,0.002939,-0.000502,-0.000703,-0.000238,0.002672,0.003218,-0.000424,0.001248
0.016233,0.015379,0.014252,0.012865,0.012452,0.006162,0.001931,0.000892,0.000664,0.000258,0.000616,0.000322,0.000514,0.000876,0.005038,0.005912,0.005266,0.004119,-4.8e-05,0.004644,0.004288,0.004086,0.004637,0.000158,0.00445,0.004659,5.9e-05,-9e-06,-0.000315,-0.000108,-0.000969,-0.000433,-0.000703,-4.1e-05,-0.000243,-0.000924,-0.000955,-0.000971,-0.001178,-0.000733,4.8e-05,4e-05,0.000608,-4e-06,-0.00013,9e-06,-0.000124,-0.00058,-0.001137,-0.000496,3.2e-05,0.000152,4.8e-05,8e-06,-9.8e-05,0.000397,0.0004,-0.000275,0.000316,0.00443,-6e-06,1e-06,0.000655,0.000691,0.004664,-8.7e-05,0.000467,0.00494,-0.00063,-0.000139,-0.000312,-9.5e-05,4.1e-05,1.4e-05,-1.8e-05,3e-06,-0.001075,-0.000296,0.002296,0.003939,0.000352,0.001136,0.003256,0.002658,0.006952,0.007913,0.008381,0.008031,0.007978,0.00578,0.004958,0.008857,0.010066,0.012707,0.019883,0.022045,0.024094,0.019124,0.012149,0.011909,0.01425,0.009683,0.005649,0.006653,0.002485,0.003519,0.005089,0.011721,0.012962,0.009897,0.012049,0.011062,0.005876,0.00282,0.001627,0.003951,-0.003151,-0.005499,-0.006777,-0.005251,-0.006197,-0.007722,-0.003151,-0.004135,-0.00088,-0.000382,-0.000588,0.000375,0.004033,4e-05,-0.000505,-0.000405,1.8e-05,0.001047,0.000458,-0.000141,-0.000458,-0.000536,0.000584,0.000492,-0.000253,-0.004407,-4.1e-05,-0.001127,-0.001525,-0.000243,-0.000705,-0.001338,-0.005002,-6.5e-05,-0.000716,-0.001056,-0.000841,-0.001715,-0.001517,-0.001037,-0.000736,-0.0007,0.000401,0.000312,-5.5e-05,0.000198,-0.000423,-0.00083,-0.000492,-9.8e-05,-0.000455,-0.000806,-0.000367,-0.001708,-0.00171,-0.000796,-0.000874,0.000528,0.001086,0.004323,-0.000141,0.000699,0.000357,-0.000386,-0.000526,0.000572,-2.5e-05,0.000343,0.001092,0.001261,0.0026,0.008667,0.008417,0.008798,0.011428,0.011803,0.017631,0.00982
-0.026573,0.139904,-0.081998,-0.075341,-0.081461,0.270506,0.065308,0.000276,0.01149,-0.000288,0.000388,0.000342,0.136101,0.064304,-0.043729,-0.044937,0.271765,0.059065,0.014132,0.206896,-0.049205,-0.035192,-0.035007,-0.004418,-0.035272,-0.038075,-0.000312,0.000241,0.0002,-0.010345,-5e-06,0.000144,0.000121,8.3e-05,5.8e-05,-0.000694,0.001014,1.6e-05,1.7e-05,-0.005037,1.6e-05,3.9e-05,0.000446,-5e-05,-3.6e-05,-2.5e-05,-2.4e-05,-1.8e-05,-1.3e-05,-5e-06,-1e-05,-5e-06,-2e-06,6e-06,0.03682,-0.001023,-3.2e-05,9.8e-05,6.1e-05,-0.030458,-0.008293,0.17021,0.215532,-0.016796,-0.043909,-0.002718,0.207771,-0.04694,0.000263,0.000381,0.000318,0.000208,0.000141,0.005245,8.6e-05,7.8e-05,0.000311,6e-05,-0.041262,0.280741,-0.012021,-0.000147,-0.001659,0.001154,-0.034612,-0.03484,-0.034838,-0.033847,-0.039292,0.040156,0.089856,-0.068992,-0.069722,0.341597,-0.097624,-0.109005,0.274832,1.184294,-0.120946,-0.082618,-0.175196,-0.299939,4.594388,1.221035,0.271278,0.005435,1.400515,1.586986,-0.047749,-0.212664,-0.016463,-0.03657,-0.230723,-0.108651,-0.046752,0.291031,-0.071164,-0.045218,0.019307,0.011792,0.033914,0.050107,-0.007738,-0.049944,0.021289,0.011604,0.000774,0.199142,-0.016921,-0.006497,-0.005243,0.29697,-0.008622,0.001624,0.00186,0.028031,0.031313,-0.000901,0.159361,-0.008362,-6e-06,0.035682,0.000109,-0.000665,6.3e-05,4e-05,3.2e-05,3.7e-05,0.036551,-0.005823,-1.2e-05,-0.000759,-5e-06,0.004483,-7e-06,-0.000769,0.005236,-0.000773,-2e-06,-0.000984,-1.1e-05,-0.005228,-5e-06,-1.2e-05,-7e-06,-1.9e-05,-0.001748,0.000161,-1e-06,-1e-06,-0.000767,-1.4e-05,0.00447,9e-06,-3e-06,-0.035539,-1e-05,0.000739,0.000985,-5e-05,0.000961,-1.1e-05,-4.4e-05,-1.7e-05,-1.6e-05,0.00132,0.059463,-1.451541,0.064935,0.210243,0.177267,0.162297,0.545924,0.332461
