0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0.001032,0.000377,0.000225,-0.00015,0.001206,4.3e-05,-3e-06,0.000112,0.00171,0.000736,0.001118,-0.00496,0.002898,-0.004812,-0.003636,-0.003857,-0.004153,0.001962,0.002776,0.003717,0.002504,0.002301,-0.003829,-0.003813,-0.003836,-0.004119,-0.004642,-0.000166,-0.001739,-0.001319,-0.001298,-0.000939,0.000451,0.005882,0.000626,0.006951,-0.000419,0.000977,5.6e-05,-0.006221,-0.006243,0.0003,-9.2e-05,-3.1e-05,0.00019,8.2e-05,1e-05,3.8e-05,-9e-06,0.000247,0.000149,5.2e-05,-4.5e-05,-0.006414,-0.006414,-1.3e-05,-3.2e-05,-0.000283,0.006447,0.00021,0.001004,-8.8e-05,0.000253,0.000128,-0.000363,-9.4e-05,4e-05,-2.2e-05,-2e-06,-0.0,-0.000514,-0.000828,-0.00048,-0.001623,-0.002646,-0.002527,-0.002528
-0.002983,-0.001077,-0.000649,0.000424,-0.005351,-0.000143,1e-05,-0.000345,-0.006835,-0.002151,-0.003257,-0.005754,-0.010325,-0.006241,-0.011599,-0.011004,-0.010157,-0.00766,-0.011748,-0.016563,-0.011136,-0.01054,-0.013179,-0.013252,-0.013222,-0.012417,-0.010872,-0.001368,0.005245,0.003939,0.003877,0.002808,-0.003196,0.003345,-0.003723,-0.001698,0.001241,-0.004769,-0.000174,-0.002337,-0.002273,-0.000895,0.000279,9.1e-05,-0.000572,-0.000244,-3.6e-05,-0.000112,2e-05,-0.000742,-0.000449,-0.00016,0.000128,-0.00178,-0.001779,3.8e-05,0.000253,0.000841,0.00177,-0.000561,-0.004855,0.000261,-0.000757,-0.000387,0.00109,0.000282,-0.000121,6.4e-05,5e-06,4e-06,0.00155,0.002496,0.001439,0.006852,0.009796,0.009441,0.009445
-0.002259,-0.000818,-0.000492,0.000321,0.004207,-0.000109,7e-06,-0.000263,0.003081,-0.001633,-0.002471,-0.003501,0.000415,-0.003894,0.000308,0.000758,0.001412,0.002438,0.007614,0.012322,0.008147,0.008625,0.0075,0.007451,0.007488,0.008124,0.009323,0.00736,0.004015,0.003025,0.002975,0.002151,0.005927,0.001667,0.00552,0.006181,0.000944,0.004727,-0.000134,-0.000899,-0.000852,-0.000681,0.000213,6.9e-05,-0.000435,-0.000185,-2.7e-05,-8.5e-05,1e-05,-0.000576,-0.000341,-0.000121,9.7e-05,-0.000477,-0.000474,2.9e-05,0.000177,0.000639,0.000471,-0.000416,0.004658,0.000199,-0.000577,-0.000294,0.00083,0.000214,-9.2e-05,4.9e-05,4e-06,4e-06,0.001183,0.001897,0.001094,-0.003144,-0.000918,-0.001186,-0.001198
-0.037975,-1.386117,0.009698,0.005143,-0.051567,0.011568,-1.227052,0.010409,-0.019551,0.004547,0.000255,-0.338536,-0.058995,0.169829,-0.004082,0.124127,-0.053621,-0.403403,-1.053783,-0.12766,-0.05871,-0.052801,-0.098675,0.682809,0.141236,-0.09812,-0.117545,-0.037993,-2.583677,-0.02741,-0.005712,0.00045,-0.040407,-0.048937,-0.287643,-0.059923,-0.073494,-0.044767,-2.53859,0.001507,-2.550726,-0.86311,0.007537,-0.008467,0.00231,0.015934,0.009634,0.000972,-0.037009,-0.039074,-2.651701,0.037116,0.021139,0.026073,0.030706,0.000649,-2.090272,0.036921,-1.033245,-0.93301,-0.200243,0.046054,0.025555,0.032887,0.001663,0.910783,-0.002313,0.001742,0.01124,-0.041256,0.001169,0.170668,-0.010518,1.110748,-0.068198,0.110353,-0.151154
-1.105824,-0.807064,-1.08461,-0.928701,-0.311676,-0.84675,0.161032,-0.938878,-0.939611,-0.829664,-0.516124,-0.07684,0.035517,-0.194977,0.134848,-0.214302,-0.141699,-0.320743,3.692518,-0.119504,-0.161105,0.012259,-0.153132,0.24084,0.079329,-0.205734,-0.40864,-0.273309,3.421963,-0.696481,-0.25598,-0.199153,-0.320076,-0.567519,-0.415119,-0.6029,-0.304941,-0.059241,-0.350812,0.028888,-0.358719,-0.354016,0.015282,-0.188101,0.012084,-0.081422,-0.203691,-0.081443,-0.66835,-0.983107,-0.919149,-0.542871,-0.604678,-0.162311,-0.511269,-0.576706,2.244483,-0.618749,2.259933,2.238989,-0.848654,-0.494752,-0.1642,-0.208943,-0.011702,0.091065,-0.000637,-0.013924,-0.097704,0.190707,-0.051683,0.4774,0.074456,-2.301306,0.388894,0.017251,0.89591
-0.669386,-1.33961,-0.166379,-0.305729,-0.003318,-0.258669,-0.961721,-0.534233,-0.560189,-0.482473,-0.327082,-0.540459,-0.281563,-0.610852,-0.2873,-0.646674,-0.167304,-0.934108,-5.089931,-0.345513,-0.129851,-0.032221,-0.200394,-0.522164,-0.206011,-0.197239,-0.322987,-0.119083,-3.272701,-0.348777,-0.092874,-0.068457,-0.174062,-0.525263,-0.1131,-0.295076,-0.092401,-0.276127,1.031917,-0.020483,0.974226,0.195979,0.009781,-0.106248,0.009568,0.187299,0.12133,-0.029923,-0.370605,-0.518397,0.61737,0.378449,0.114267,0.336206,0.126621,-0.237962,-4.432837,-0.024877,-4.445023,-4.47813,0.180134,0.134773,0.373444,0.11382,0.02736,0.125902,0.000389,-0.010582,0.172871,0.341848,0.223705,0.485538,0.257139,5.085898,0.497131,0.600934,0.520316
-0.00916,-0.008925,-0.008868,-0.008227,-0.007656,-0.000237,3e-05,0.000244,2e-06,2e-06,-6.5e-05,6.2e-05,0.000223,-0.000163,-3e-06,0.000175,0.00029,-8e-06,0.0,0.000221,1e-06,6.5e-05,0.00023,-4e-06,1e-06,5.9e-05,7.3e-05,0.000116,0.000186,9.8e-05,9.2e-05,0.000121,0.000187,0.000181,0.000186,3e-06,-7.2e-05,0.006978,3e-06,1e-06,-1e-06,-2e-06,1e-06,5.9e-05,9.8e-05,9.5e-05,-4e-06,0.0,0.007064,8.3e-05,0.00024,0.00015,0.000158,4.2e-05,-1e-06,-1e-06,3e-06,2e-06,6e-06,-7e-06,0.0,-0.0,1e-06,0.000113,1e-06,1e-06,1e-06,2e-06,7e-06,-2e-06,1e-06,-1e-06,1e-06,3.8e-05,7.8e-05,0.000109,0.000214
-0.012073,-0.007527,-0.007347,-0.001684,-6.7e-05,-0.000668,8e-05,0.000683,2e-06,-1e-06,-0.000182,0.000176,0.000629,-0.000459,-9e-06,0.000488,0.000811,-2.3e-05,-1e-05,0.000615,-4e-06,0.000181,0.000649,-1.2e-05,-1e-06,0.000166,0.000198,0.000327,0.000526,0.000275,0.000257,0.000339,0.000528,0.000512,0.000526,7e-06,-0.000213,-0.001821,8e-06,5e-06,3e-06,-8e-06,-2e-06,0.000163,0.000275,0.000267,-1.8e-05,-1.1e-05,-0.001579,0.000227,0.000684,0.000426,0.00045,0.000119,-2e-06,-1.2e-05,-1e-06,2e-06,1.7e-05,-1.7e-05,2e-06,2e-06,1e-06,0.000321,-4e-06,-2e-06,2e-06,2e-06,2.1e-05,-7e-06,-3e-06,-5e-06,-3e-06,0.000109,0.000225,0.000316,0.000621
0.007384,0.002202,0.002349,-0.00185,-0.000431,-0.000585,7.2e-05,0.000604,1e-06,-3e-06,-0.000164,0.000155,0.000556,-0.000403,-8e-06,0.00043,0.000716,-2e-05,-1.3e-05,0.000541,-4e-06,0.00016,0.000574,-1e-05,-2e-06,0.000145,0.000172,0.000287,0.000464,0.000242,0.000228,0.000301,0.000466,0.000454,0.000465,8e-06,-0.000188,-0.001231,4e-06,1e-06,1e-06,-1e-05,-7e-06,0.000141,0.00024,0.000234,-1.8e-05,-1.4e-05,-0.00103,0.000197,0.0006,0.000372,0.000394,0.000104,-2e-06,-1.5e-05,-4e-06,-2e-06,1.2e-05,-1.8e-05,1e-06,0.0,-0.0,0.000281,-6e-06,-4e-06,-1e-06,-1e-06,1.7e-05,-8e-06,-6e-06,-6e-06,-6e-06,9.4e-05,0.000193,0.000273,0.000541
-0.066761,-0.037401,-0.037275,-0.002368,-0.001088,-6.7e-05,-5.4e-05,-3.3e-05,-5.1e-05,-4.6e-05,0.088067,-0.000524,0.001384,1.1e-05,-6e-06,-1.9e-05,0.001203,8e-06,3.1e-05,1.3e-05,5e-06,1.7e-05,0.001201,-1.2e-05,-1.1e-05,0.0,3.3e-05,3e-06,2.1e-05,9e-06,-1e-06,2.3e-05,-4e-06,7e-06,1.7e-05,1.6e-05,4e-05,0.001002,1.3e-05,-1e-05,-1e-06,1.6e-05,1.4e-05,9e-06,-7e-06,-7e-06,2.3e-05,3.8e-05,0.001028,2.4e-05,0.001218,1.4e-05,-9e-06,0.0,-1.2e-05,4e-05,2.9e-05,2.4e-05,6e-06,-1.2e-05,1.5e-05,1.9e-05,-0.000151,-7.6e-05,-6.2e-05,-7.5e-05,-5.4e-05,-5.9e-05,-3e-05,-1.8e-05,-2.7e-05,-3.3e-05,-2.9e-05,-1e-05,-4e-06,-2.8e-05,-0.008263
-0.038939,0.042521,0.043128,0.026225,0.01462,-5.6e-05,-5.5e-05,-4.4e-05,-1e-05,1e-06,0.372023,-0.002954,-0.011804,-3.7e-05,-2.4e-05,-2e-06,-0.011659,-3e-06,-4e-06,-1e-06,1.5e-05,5e-06,-0.011659,3e-06,-2e-06,4e-06,7e-06,1e-05,-6e-06,1.6e-05,1.3e-05,-6e-06,1.3e-05,1e-06,1.2e-05,1e-06,-2e-06,-0.014715,-1e-05,3e-06,2e-06,5e-06,-6e-06,1e-05,8e-06,2.5e-05,-1.6e-05,-5e-06,-0.014722,1.4e-05,-0.011656,-2e-06,8e-06,1e-05,1e-06,-1.6e-05,3e-06,-8e-06,5e-06,-4e-06,-1.2e-05,-1.9e-05,-5.4e-05,-2.5e-05,-1.3e-05,-8e-06,-1.8e-05,-2.2e-05,-3.2e-05,-8e-06,-8e-06,5e-06,-1.1e-05,-1.7e-05,-3.7e-05,-1.1e-05,0.080469
0.08349,-0.071943,-0.071763,-0.055564,-0.02933,0.000149,0.000118,7.6e-05,5.7e-05,6.3e-05,0.170202,-0.001431,0.026391,3.8e-05,2e-05,1.6e-05,0.026348,1.4e-05,-7e-06,-1.4e-05,-4e-06,3e-06,0.026331,4e-06,-1e-06,1e-06,1e-05,6e-06,4e-06,1.1e-05,4e-06,-0.0,-0.0,-3e-06,7e-06,-0.0,-3e-06,0.029544,-1.6e-05,-7e-06,-2e-06,1e-06,-1.7e-05,-8e-06,-4e-06,0.0,-1.3e-05,-1.8e-05,0.029526,-2.3e-05,0.026316,-1.5e-05,-6e-06,6e-06,-1e-06,-2e-05,-2.2e-05,-2.6e-05,-2.3e-05,-2.5e-05,-1.9e-05,-2e-05,8.7e-05,0.000113,9.4e-05,8.8e-05,6.9e-05,6.1e-05,5.5e-05,5e-05,4.1e-05,3.9e-05,3e-05,2.4e-05,9e-06,9e-06,-0.181672
