0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
0.000594,7.9e-05,-2.6e-05,-0.006413,-0.000379,0.000565,0.000383,0.005833,0.005495,-0.000579,-0.00049,-0.000535,-0.000348,-0.000278,-0.000305,-0.000384,-0.000305,-0.000116,0.005688,0.005815,-0.000233,0.005789,0.005813,-0.00027,-0.000282,0.000538,0.005497,0.005366,0.005088,-0.000987,-0.001099,-0.000942,-0.001115,-0.000203,-0.001256,-0.001191,-0.001505,-0.000916,-0.00131,-0.001227,0.004619,-0.001122,-0.000764,-0.000478,-0.006167,-0.000255,-1.1e-05,0.000168,-2.4e-05,-1e-06,-4.9e-05,0.005739,0.005671,4e-06,0.000125,-0.0,-0.000161,-0.000193,-0.000337,-0.000504,-0.00058,-0.0006,-0.000227,-4.5e-05,8.8e-05,2e-05,-0.00036,-0.000381,-0.000192,1.3e-05,6e-06,1e-06,-1e-06,-0.000153,-0.000445,-0.000641,-0.00096,-0.001123,-0.001119,-0.001012,0.004792,-0.000745,-0.000738,-0.000387,-0.000406,-0.000357,-0.000111,-0.000311,-0.000549,0.005176,-0.000407,0.005298,-0.0004,-0.000476,0.005012,-0.000926,0.005513,0.005579,0.000173,0.006874,0.001083,0.000168,-0.000301,0.005409,0.005832,0.005824,0.005942,0.005996,0.005772,0.005709,0.005374,0.006231,0.005077,-0.000561,-0.001097,0.00384,0.00472,0.003708,0.004119,-0.000794,0.000405,0.005551,0.005326,0.005397,0.000836,0.00128,-0.003967,-0.003763,0.001246,-0.004908,-0.004938
-0.003172,-0.000401,0.000155,0.002088,0.002833,-0.003023,-0.002045,0.001883,0.003659,0.003075,0.002605,0.002838,0.001853,0.001482,0.001621,0.002031,0.001624,0.000614,0.00249,0.001802,0.001225,0.001928,0.001777,0.001401,0.001469,-0.003635,0.003367,0.004029,0.005409,0.005039,0.005633,0.004824,0.005717,0.000176,0.006445,0.006101,0.007714,0.003804,0.006695,0.006269,0.007346,0.005718,0.003895,0.002437,0.00067,0.001297,5.8e-05,-0.000861,0.000121,5e-06,0.000258,0.001502,0.001834,-2.3e-05,-0.000631,5e-06,0.00081,0.000978,0.001698,0.002542,0.002919,0.003027,0.001141,0.000229,-0.000443,-0.000148,0.001818,0.001915,0.000966,-6.5e-05,-2e-05,-1.1e-05,3e-06,0.000754,0.002242,0.003211,0.004811,0.005621,0.005596,0.005061,0.005917,0.003717,0.00369,0.001928,0.002021,0.00178,0.000555,0.001543,0.002718,0.003849,0.002003,0.003194,0.001962,0.002331,0.004537,0.004491,0.001074,0.000704,-0.001829,-0.006533,-0.007198,-0.00182,0.001407,0.002448,0.000444,0.000505,-5.1e-05,-0.000298,0.000774,0.001068,0.002603,-0.002409,0.00392,0.002507,0.004971,0.009371,0.004277,0.009796,0.007873,0.003515,-0.002917,0.001465,0.002462,0.002146,-0.004814,-0.00679,-0.009661,-0.010572,-0.005527,-0.003374,-0.00326
-0.001917,-0.000242,9.4e-05,-0.005618,-0.005677,-0.00184,-0.001247,0.000632,0.001713,0.001867,0.001582,0.001717,0.001123,0.000897,0.00098,0.001224,0.000977,0.000366,0.000995,0.000578,0.000734,0.000656,0.000558,0.000839,0.000882,0.005172,0.001514,0.001908,0.002726,0.002984,0.00334,0.00285,0.003365,0.00739,0.003768,0.003549,0.004464,0.009424,0.003837,0.003578,0.003721,0.00324,0.002204,0.001375,0.000832,0.000729,3.4e-05,-0.000484,6.9e-05,1e-06,0.000145,0.000394,0.000577,-1.3e-05,-0.000353,2e-06,0.000455,0.000549,0.000953,0.001426,0.001632,0.00169,0.000637,0.000128,-0.000247,-8.6e-05,0.00101,0.001065,0.000537,-3.6e-05,-1.2e-05,-1e-05,-2e-06,0.000414,0.001243,0.001779,0.00266,0.003096,0.003078,0.002773,0.002798,0.002022,0.002006,0.001045,0.001092,0.000962,0.000299,0.000832,0.001462,0.001649,0.001074,0.001291,0.001049,0.001243,0.002005,0.002386,0.007138,0.006933,0.006002,0.010086,0.010148,0.006007,0.000729,0.000873,-0.000172,-0.000144,-0.000434,-0.000566,-4e-06,0.00015,0.000955,0.005295,0.001627,0.001293,0.002581,0.00445,0.008732,0.004622,0.00362,0.001779,0.005393,0.000363,0.000867,0.000706,0.004433,0.003446,0.002369,0.00191,-0.002809,-0.008255,-0.008206
0.040983,-0.001282,-0.278856,0.050913,0.055642,-0.078791,-0.084293,-0.101784,-0.012401,-0.124756,0.025241,0.002615,0.256422,-0.011365,0.000384,0.005389,-0.01882,-0.262057,-0.023074,-0.314151,-0.14152,-0.042854,-0.840094,-0.042888,-0.001212,-0.27061,-0.020824,0.010684,-0.008327,-0.838013,-0.012934,-0.009905,-0.00363,-0.054331,0.005201,-0.24221,0.013276,-0.486429,0.007337,0.020263,-0.046286,-0.059909,-0.043967,0.002857,-0.001433,0.000118,0.008977,0.006974,0.006713,4e-05,0.00534,0.003106,0.007875,-6.9e-05,-0.000133,-9.8e-05,-0.012687,-0.013729,-0.002369,0.002186,0.002199,0.00219,3.9e-05,0.001074,3.5e-05,-0.741104,0.002222,0.002146,1.2e-05,1e-06,1.8e-05,1e-05,-0.0,0.002161,1.2e-05,0.00215,0.002587,-0.012596,0.002183,0.002163,0.004226,-0.012625,0.002156,3e-06,8e-06,0.002153,-0.009958,-0.007279,0.002238,0.004353,-0.015673,0.195555,0.01571,-0.016842,0.004111,-0.010562,-0.036733,-0.021146,-0.012492,0.065265,0.267,0.116797,0.521201,0.173343,-0.026305,0.066442,0.036406,-0.255093,0.057154,-0.006628,-0.008734,-0.047439,-0.551544,-1.025224,-0.005691,-0.115881,-0.032574,-0.02429,-0.35142,0.003572,-0.033382,-0.341437,0.004009,0.024146,0.192289,0.238068,0.4998,0.17074,-0.149486,-0.075847,-0.404026
-0.124054,0.001943,-0.1807,0.020944,-0.019349,-0.046038,-0.040858,0.12746,0.013232,0.153818,-0.029179,0.081188,-0.382538,0.01229,0.001381,-0.009702,-0.060197,-0.209627,-0.012796,0.067607,-0.114005,0.05979,-0.77105,-0.170676,0.0975,0.262036,0.01632,-0.020698,0.085672,-0.804079,-0.070516,-0.039023,-0.021224,-0.027831,-0.028964,-0.258695,-0.018841,0.448616,-0.032129,-0.018275,0.043994,0.074242,0.06138,0.001001,0.015276,0.000289,0.005932,-0.002188,-0.003889,-0.000197,-0.003547,-0.015717,-0.018938,-0.000273,-0.000163,-0.000116,0.088729,0.006842,0.001658,-0.014916,-0.01499,-0.014967,3.7e-05,0.002522,6.4e-05,-1.878506,-0.014874,-0.015042,1e-05,9e-06,8e-06,8e-06,1.7e-05,-0.015047,-1.3e-05,-0.015055,-0.014826,0.088872,-0.014991,-0.015028,-0.030215,0.088822,-0.015029,2e-06,-3e-06,-0.015036,0.005627,0.004645,-0.014712,-0.030012,0.005394,-0.228931,-0.040902,0.006136,-0.029256,-0.014975,-0.021104,-0.062572,-0.05955,-0.173381,-0.45635,-0.308044,-0.570941,-0.230204,-0.010746,-0.175809,-0.060967,-0.756351,-0.080341,-0.004841,-0.026793,0.095974,-0.910207,-2.116637,-0.003842,-0.230317,-0.018027,0.079499,-0.707291,-0.010298,-0.008769,-0.67402,-0.011556,-0.052203,-0.242738,-0.262091,-0.550868,-0.311134,0.074556,0.181624,0.502022
0.106489,-0.002406,-0.373988,-0.03741,0.016971,-0.138258,-0.136836,0.128908,0.093353,0.140434,0.021226,-0.150091,-0.011912,-0.000418,-0.000484,0.020287,0.066626,-0.372629,0.013338,0.367372,0.260303,0.079245,-1.184496,0.062627,-0.172555,0.167111,0.089755,0.027255,-0.140908,-1.165369,0.07182,-0.012936,0.013948,-0.031739,0.048211,-0.33982,0.021579,0.309382,0.04825,0.029345,0.107692,0.089283,0.073564,-0.003786,-0.030634,-0.000647,0.010323,-0.003093,-0.001738,-0.000265,-0.001327,0.028453,0.027882,-0.000301,-0.00025,-0.000161,-0.144612,0.000993,0.00065,0.024658,0.024609,0.02456,6.5e-05,-0.002331,-2e-06,1.885819,0.024352,0.024507,1.3e-05,3e-06,1.3e-05,2.2e-05,1.6e-05,0.024493,2.9e-05,0.024494,0.024273,-0.144391,0.024531,0.024529,0.053733,-0.144439,0.024487,2.4e-05,1.9e-05,0.024479,0.001412,0.001564,0.024907,0.054053,-0.001518,-0.106887,-0.036145,-0.001478,0.054764,0.018391,0.034516,-0.002754,-0.040154,-0.128342,-0.339845,0.027691,-0.352229,-0.119241,0.044653,-0.000914,-0.017005,0.520719,-0.026193,0.030245,0.048622,-0.161925,-1.346841,1.461148,0.023828,0.221458,0.032064,-0.116626,0.600976,0.023565,0.004284,0.558105,0.027291,-0.004357,-0.179579,-0.172474,-0.443379,-0.110863,0.239677,0.098074,0.23884
0.006654,0.000409,0.006643,0.000545,0.000669,0.000737,0.001058,0.000715,0.000392,0.000489,0.000216,3.1e-05,-7.1e-05,-0.000196,0.006058,0.012432,0.006205,0.00604,0.006051,0.000292,0.000297,-6.9e-05,0.000367,0.006712,0.000836,0.001213,0.001648,0.001696,0.001631,-0.004621,0.001083,-0.005181,-0.005539,0.000283,0.000198,0.000368,0.000268,0.0002,2.7e-05,0.00014,0.000231,0.000465,0.000466,0.000545,0.000455,0.000339,0.000174,0.000181,0.00028,0.000316,0.000862,0.00078,0.000921,0.001172,0.001236,-0.004875,0.000968,-0.005063,0.000604,0.000488,0.000736,-0.005577,-0.005842,-2.1e-05,0.000467,0.000266,0.000749,0.001189,0.001133,0.000909,0.000723,0.000408,5e-05,-5e-05,-4.6e-05,0.00035,5e-06,-0.000108,-1e-06,0.000268,5.3e-05,-0.005896,-0.0,-1.6e-05,2e-05,-0.005796,-0.005728,-0.005687,-0.005789,0.000184,-0.005636,0.000213,-0.005621,0.000247,8.2e-05,0.000182,0.000279,0.000348,0.006135,0.000201,-1.5e-05,0.005885,0.0,-5e-06,1.9e-05,-2e-06,-1.1e-05,2.4e-05,1.3e-05,2e-06,-2e-06,9.9e-05,7e-05,-0.005735,-0.005693,0.000181,0.000134,-0.000102,-7e-05,0.005846,-6e-06,0.0,-8e-06,-1.8e-05,-0.000112,-7.8e-05,-0.00023,-0.000151,-9.5e-05,1e-05,4e-06
0.001781,0.002349,0.001769,0.00315,0.003887,0.000227,0.006176,0.000132,-0.001745,0.002875,-0.002765,-0.003849,-0.004448,-0.005174,-0.0014,-0.000998,-0.000569,-0.001564,-0.001541,0.001766,0.001806,-0.004559,0.002261,0.002607,0.005174,0.003407,0.010251,0.010562,0.006087,0.00598,-0.001407,-0.001696,-0.003923,-0.006378,-0.006913,-0.005865,-0.002387,-0.002815,0.000217,0.00088,0.001441,0.002881,0.002896,0.003378,0.002812,0.006185,0.005151,0.005203,0.005796,0.006016,0.013474,0.008862,0.013813,0.015368,0.015763,0.011816,0.010022,0.010529,0.003729,0.003017,0.008581,0.003208,0.001567,-0.000119,0.006874,0.001617,0.008597,0.011279,0.010931,0.009565,0.012456,0.006433,0.004278,0.003664,-0.000314,0.006091,1.7e-05,-0.000634,4e-06,0.005633,0.000325,0.00085,3e-06,-9.4e-05,0.000116,0.001443,0.001829,0.002058,0.001442,0.001083,0.002311,0.001251,0.002374,0.001424,0.00048,0.001056,0.001615,0.002001,0.000672,0.00117,-7.6e-05,-0.000767,-6e-06,-3.3e-05,0.000105,-7e-06,-7.3e-05,0.000138,8e-05,6e-06,-1.6e-05,0.000556,0.000401,0.00161,0.00185,0.00103,0.000767,-0.000573,-0.000402,-0.000968,-4.1e-05,1e-05,-3.2e-05,-9.3e-05,-0.000632,-0.000437,-0.001309,-0.00086,-0.000545,5.4e-05,3.3e-05
0.000939,0.001407,0.000924,0.001882,0.002313,0.007664,0.003662,0.007591,0.006478,0.00169,0.005877,0.005243,0.004894,0.004468,-0.000965,-0.000876,-0.000482,-0.001066,-0.001053,0.001029,0.001049,0.004829,0.001315,0.00137,0.003006,0.009436,0.005885,0.006039,0.010864,0.010913,0.013983,0.013965,0.012724,0.0112,0.010913,0.011496,0.006046,0.005814,0.000118,0.000478,0.000786,0.001568,0.001573,0.001831,0.001524,-0.00398,-0.004537,-0.004508,-0.004186,-0.004062,-0.007343,-0.002521,-0.007146,-0.006304,-0.006088,-0.000769,-0.001905,-0.001467,0.001974,0.001591,-0.002686,0.001866,0.001005,-5.9e-05,-0.003583,0.000847,-0.002686,-0.001292,-0.00148,-0.002197,-0.007835,-0.003814,-0.004913,-0.005225,-0.000161,-0.003966,9e-06,-0.000326,5e-06,-0.004198,0.00017,0.000624,4e-06,-4.6e-05,6.3e-05,0.000933,0.001132,0.001249,0.00093,0.00056,0.001377,0.000646,0.001406,0.000731,0.000247,0.000541,0.000826,0.00102,0.000156,0.000596,-3.9e-05,-0.00058,-4e-06,-1.7e-05,5.3e-05,-1e-06,-3.6e-05,7.1e-05,4.4e-05,4e-06,-6e-06,0.000282,0.000204,0.001009,0.001129,0.000525,0.000392,-0.000288,-0.000205,-0.000682,-2.3e-05,5e-06,-1.6e-05,-4.6e-05,-0.000319,-0.000221,-0.000665,-0.000438,-0.000278,2.7e-05,1.5e-05
0.001577,-0.168398,0.006194,0.002551,0.003813,-0.593573,0.004202,-0.032853,-0.034832,-0.002012,-0.031352,-0.033708,-0.033134,-0.056652,-0.005188,0.000647,0.002763,-0.018094,-0.506912,-0.005052,-0.027583,-0.048507,-0.010164,-0.007824,-0.004863,-0.03391,-0.003729,-0.003634,-0.038898,-0.003579,-0.057581,-0.068238,-0.077858,-0.07627,-0.069555,-0.101253,-0.035055,-0.034534,-1e-05,-2e-06,5e-06,0.002256,6.5e-05,-0.047048,-0.004062,-0.008636,0.036794,0.037238,0.032066,0.020078,0.011781,0.000665,0.009656,0.06111,0.068325,0.037164,-0.030773,0.035294,-0.000235,0.002325,0.033623,0.002245,-0.039096,0.002459,0.011593,0.00208,0.038399,0.008177,0.033876,0.038167,0.013526,-0.611773,-0.137422,0.037666,-0.002847,0.039137,0.00447,-0.000219,-0.00018,0.032549,0.000194,-0.001078,0.001414,0.000135,0.001431,0.000562,-0.000365,-0.001035,-0.001008,-3.3e-05,-0.001012,0.000939,-0.000893,-0.120364,0.000741,-3.1e-05,-0.025287,0.001073,0.000957,-3.6e-05,0.004563,0.000972,1.4e-05,-4e-06,4e-06,-3e-06,-6e-06,-8e-06,0.0,-4e-06,3e-06,-0.0,-1e-06,-0.000981,-0.001804,0.000634,5e-06,3e-06,5e-06,0.000986,0.0,0.0,0.0,-4e-06,1e-05,-1e-06,4e-06,1e-06,0.0,1e-05,1.4e-05
