0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
-0.009894,-0.017002,-0.016757,-0.008413,-0.014838,0.001246,0.001744,0.002225,0.002612,0.002847,0.002873,0.003168,0.003145,0.003299,0.003137,0.003253,0.002969,0.002872,0.002524,0.002512,0.00257,0.002133,0.002183,-0.005018,-0.005006,-0.004979,-0.005031,0.001638,-0.005359,-0.005101,-0.005099,-0.00531,0.001091,0.000904,0.000727,0.000251,9.8e-05,-0.007113,-0.007348,-0.000851,-0.007398,-0.000927,-0.001233,-0.001578,-0.001583,-0.001556,-0.001459,-0.008366,-0.001169,-0.001151,-0.001006,-0.001241,-0.001087,-0.001119,-0.001282,-0.001482,0.004729,0.004591,0.018324,0.025527,0.025578,0.046681,0.040495,0.054338,0.054534,0.054696,0.055262,0.04242,0.042397,0.036019,0.030264
0.015598,0.019869,0.022622,0.024469,0.026036,0.021268,0.018343,0.015489,0.011724,0.006159,0.006978,0.002288,0.002229,-0.004124,-0.005677,-0.012631,-0.007241,-0.008206,-0.003475,-0.003672,-0.002849,0.009311,0.009964,0.01682,0.016562,0.016452,0.015602,0.020476,0.01919,0.01358,0.013162,0.010246,0.004903,0.002637,0.000457,0.003014,0.001203,-0.003537,-0.006053,-0.00153,-0.006388,-0.002361,0.002185,0.006323,0.006243,0.01436,0.007569,0.014843,0.010671,0.003204,-0.002964,0.002348,-0.003714,-0.004016,0.002008,-6.6e-05,0.008095,0.014257,0.028955,0.033316,0.035039,0.026539,0.020948,0.019,0.014105,0.010928,0.000473,-0.01027,-0.010489,-0.015984,-0.027505
-0.034108,-0.028639,-0.025402,-0.013345,-0.000376,0.01436,0.021321,0.028078,0.033671,0.03745,0.037836,0.042301,0.041984,0.044753,0.042756,0.045115,0.040715,0.03951,0.034379,0.034071,0.034619,0.027094,0.027545,0.024745,0.024188,0.023761,0.022884,0.017419,0.01653,0.020525,0.019956,0.017399,0.012555,0.010715,0.008951,0.002392,0.000958,-0.002363,-0.004377,-0.009824,-0.004683,-0.010537,-0.01555,-0.020874,-0.02097,-0.023023,-0.019921,-0.022198,-0.017327,-0.014854,-0.01131,-0.015637,-0.01202,-0.012333,-0.016046,-0.017905,-0.02916,-0.0328,-0.038567,-0.035017,-0.033208,-0.024321,-0.011028,-0.004886,-0.000459,0.005434,0.013722,0.022955,0.022702,0.027214,0.035487
-0.331116,-0.146032,-0.791555,-2.766459,-2.192091,0.761667,0.886462,0.736587,0.555445,0.775381,0.451908,0.091433,0.097011,0.047217,0.367614,-0.021437,-0.196909,-0.186081,0.710404,-0.117406,-0.137878,-0.079547,-0.066804,0.109116,-0.002025,0.237735,-0.047216,0.041208,0.028451,-0.060495,-0.051065,-0.035438,-0.045731,-0.046297,-0.03266,0.00187,0.001828,-0.015583,-0.01561,0.03291,-0.003749,0.034594,0.069196,0.105514,0.250412,0.140529,0.32451,1.221244,0.429849,0.09619,0.021135,0.057086,0.034761,0.049438,0.05976,-0.335466,-0.607643,-2.830317,-2.577935,-2.671662,-2.266104,-2.970564,-0.09666,-3.051765,0.484116,-0.605464,-0.127665,-0.003833,0.358311,1.758135,0.871596
-0.213877,-0.643492,-1.377036,-4.248446,-3.890018,-0.897344,-1.180951,-0.900272,-0.670495,-0.869392,-0.573883,-0.242379,-0.226368,-0.191655,-0.28459,-0.037102,0.099509,0.107911,2.087151,0.043134,-0.02717,-0.042815,-0.046561,-0.06547,0.008858,-0.161884,0.053977,-0.113898,-0.065735,0.077184,-0.024434,-0.027605,0.08377,0.097157,-0.015627,-0.013795,-0.013857,0.127485,0.127469,0.016175,0.029487,0.001938,0.003824,-0.008595,0.471399,-0.024927,0.235341,2.083123,0.577764,-0.0912,0.119845,0.107361,0.116548,0.008928,0.102804,0.456982,0.589154,-1.71669,-1.389801,-1.331064,0.372214,-0.827342,0.093986,-1.337634,-0.233188,-0.497416,-0.182995,0.045086,0.811093,1.567838,0.063119
0.151185,-0.058158,-0.559434,-2.73871,-3.449902,-0.013494,0.021305,-0.029025,-0.098631,-0.285073,-0.042527,-0.043781,-0.063297,-0.054153,-0.323036,-0.239571,-0.128081,-0.153875,-1.503975,-0.007242,0.05805,0.088847,0.090359,-0.171547,-0.133072,-0.226756,-0.141458,0.086422,0.041482,-0.130384,0.046266,0.009911,-0.138052,-0.163455,0.033628,0.025681,0.025563,-0.22663,-0.22673,-0.032548,-0.054122,-0.007602,-0.015307,0.001954,-0.916568,0.02259,0.388097,-1.198844,-0.278828,0.196489,-0.202182,-0.185197,-0.198731,-0.033039,-0.183544,0.065765,0.427712,-4.155993,-5.15348,-5.310918,-6.629928,-5.699206,-1.110156,-5.085794,-1.074177,-2.061859,-0.889859,-0.463484,-0.86911,-2.184212,-1.478415
-0.016127,-0.016088,-0.016136,-0.016222,-0.024224,-0.024785,-0.017339,-0.025731,-0.026251,-0.01847,-0.018525,-0.026462,-0.018351,-0.017787,-0.025002,-0.015963,-0.015556,-0.014939,-0.01463,-0.014513,-0.006247,-0.006175,-0.006203,0.001393,0.001201,0.000746,0.000604,7.9e-05,-0.000115,0.007716,-0.000115,5e-06,3.9e-05,2e-06,-3.8e-05,7.2e-05,6.4e-05,7.8e-05,2.4e-05,0.000102,-6.9e-05,-3e-06,1.8e-05,6.6e-05,4.4e-05,5.7e-05,-4e-06,-7.8e-05,-3.2e-05,1.9e-05,-0.0,-6e-06,0.00789,-0.0,-1e-06,1e-06,-0.0,1e-06,8e-06,0.000219,-0.007654,-0.007657,0.000163,0.008081,0.008192,0.00035,0.008175,0.008208,0.008142,0.016095,0.008388
0.002895,-0.002748,-0.003008,-0.00967,-0.017732,-0.021803,-0.024694,-0.027794,-0.024062,-0.024117,-0.016709,-0.013978,-0.012649,-0.007008,0.005791,0.012464,0.015147,0.0189,0.009959,0.010946,0.011606,0.011866,0.011612,0.003813,0.007751,-0.000261,0.003974,-0.004567,-0.000715,-0.001592,-0.000757,3.3e-05,0.000258,1.6e-05,-0.000254,0.000478,0.000417,0.000522,0.000168,0.000653,-0.005618,-8e-06,0.000112,0.000427,0.000295,0.000374,-2e-05,-0.000504,-0.000207,0.000125,-3e-06,-3e-05,-0.000453,-0.0,1e-06,1.9e-05,-5e-06,-3e-06,4.2e-05,0.006619,0.007141,0.007092,0.001108,0.006482,0.006813,0.007314,0.006853,0.012388,0.012031,0.012597,0.01947
-0.018601,-0.014744,-0.015151,-0.012677,-0.012042,-0.017949,-0.022277,-0.027247,-0.034895,-0.035484,-0.037813,-0.034564,-0.032784,-0.024399,-0.01731,-0.006438,-0.002114,0.003868,0.015514,0.016971,0.018009,0.018169,0.017662,0.018404,0.011682,0.01205,0.005928,0.005596,-0.001067,-0.002178,-0.001131,4.8e-05,0.000383,2.5e-05,-0.00038,0.00071,0.000621,0.000777,0.000251,0.000971,0.004037,-1.1e-05,0.000167,0.000635,0.000439,0.000554,-2.9e-05,-0.000748,-0.000306,0.000186,-4e-06,-4.5e-05,-0.000488,2e-06,-0.0,2.6e-05,-8e-06,-1e-05,5.8e-05,-0.00255,-0.001962,-0.002038,0.001639,-0.00257,-0.002086,-0.001533,-0.002052,-0.006215,-0.006748,-0.005786,-0.008135
0.070944,-0.428631,0.045614,0.003794,0.433796,1.623281,-0.012967,1.622812,0.511215,0.028849,0.044446,0.047872,0.184605,0.033986,0.067209,0.070824,0.037079,0.071057,-0.000179,-5.396152,0.000398,0.000452,-0.01085,-0.035073,-0.000455,-0.033863,-0.001155,-0.035368,0.00027,0.001207,0.000156,-0.003668,6.6e-05,-0.006455,-8.7e-05,-0.009293,0.000341,-0.009094,-0.003579,0.093543,-0.041279,-5.5e-05,0.094501,-0.005842,1.4e-05,0.000113,8e-05,-0.000484,4.9e-05,-0.00229,-0.000264,7.5e-05,0.001095,9.8e-05,9e-05,7.8e-05,6.4e-05,5.5e-05,5.3e-05,0.03542,0.035298,0.033268,-1.62414,-5.252374,0.03015,-0.38394,-0.440799,0.066789,-0.072273,-0.289247,0.103424
