0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0.000768,0.000523,0.000505,0.000271,-0.00029,-0.000604,-0.001929,-0.001437,0.003805,-0.002366,-0.002188,-0.00083,-0.00032,-0.000246,-0.000282,0.000214,0.001607,0.000477,0.000712,0.000685,0.000702,-0.000714,-0.001393,-0.000712,-0.000879,-0.007339,6.4e-05,0.00149,0.001358,0.000758,0.001162,3.7e-05,-0.000963,-0.000657,-0.000489,-0.000322,0.001165,5e-06,6.1e-05,0.000432,0.001176,0.000563,0.001058,0.004877,0.004948,-0.002249,-0.00171,-0.00162,0.004189,0.004628,-0.000765,0.008833,0.002341,0.007424,0.00777,0.007744,0.006078,-0.001377,0.005818,-0.000433,-0.000571,-0.000486,-1.3e-05,-0.00052,0.001156,0.001378,0.005273,-0.001215,0.005029,-0.001285,-0.000817,-0.000642,0.00018,-0.001221,0.000164,0.000652,-0.000226,-9.4e-05,0.00622,-0.000232,0.005959,0.000749,0.000631,0.000334,0.00022,-0.000671,-0.000555,-0.000305,-0.005706,-0.000478,-0.001984,-0.001144,-0.008623,-0.008564,-0.015383,-0.00949,-0.009458,-0.013906,-0.007418,-0.004509,0.000563,0.001346,-0.003393,0.001438,0.002646,-0.003684,-0.009466,-0.009174
-0.004179,-0.003432,-0.003381,-0.002651,-0.000914,5.9e-05,0.005949,0.002649,0.009563,0.007331,0.006783,0.000802,-0.00079,-0.001021,-0.00091,-0.002466,-0.008573,-0.003276,-0.004005,-0.003916,-0.003967,0.002227,0.00435,0.000457,0.000975,-0.000176,-0.003745,-0.009978,-0.009574,-0.005938,-0.007196,-0.0019,0.00301,0.002061,0.00153,0.001006,-0.005418,-2e-05,-0.000198,-0.001362,-0.003697,0.0003,-0.001578,0.011391,0.011163,0.014082,0.012434,0.012161,0.015321,0.012495,0.005943,-0.007853,-0.008547,-0.003545,-0.006386,-0.006309,0.000536,0.002291,-0.000532,-0.002363,-0.001946,-0.0022,-0.003619,-0.000283,-0.007121,-0.007794,0.004657,0.003629,0.005366,0.00384,0.002434,0.002429,-0.002364,0.003637,-0.002308,-0.003774,0.000664,0.000276,0.001732,0.000692,0.002515,-0.004052,-0.003704,-0.002812,-0.002481,0.001995,0.001653,0.00091,-0.00326,0.003258,0.009572,0.007049,0.010986,0.010829,0.012825,0.015516,0.015434,0.006654,0.007401,-0.005188,0.001747,-0.002462,-0.010557,-0.002782,-0.008338,-0.009803,-0.013159,-0.014212
0.00508,0.005686,0.005724,0.006311,0.007692,0.008454,0.004712,0.010465,0.006596,0.005711,0.005271,0.008915,0.007674,0.007492,0.007568,0.006374,0.009978,0.005756,0.005206,0.005276,0.005237,0.001688,0.003287,0.008562,0.008943,0.008884,0.013571,0.01712,0.017419,0.011939,0.011019,0.00675,0.002194,0.001502,0.001111,0.000732,0.004183,-1.5e-05,-0.000146,-0.000989,-0.002693,-0.007987,-0.009305,-0.016894,-0.017094,-0.022267,-0.023455,-0.023659,-0.022111,-0.016157,-0.011932,0.001353,0.001583,0.004665,0.010754,0.010814,0.007797,0.009979,0.015202,0.014642,0.014931,0.014711,0.013643,0.007944,0.01105,0.010553,0.002602,0.002656,0.003114,0.002798,0.001769,0.001583,0.006385,0.002634,0.006417,0.005356,0.00048,0.000199,0.000464,0.000498,0.001026,0.005154,0.005406,0.006046,0.006283,0.001427,0.001181,0.000651,-0.001553,-0.005755,-0.009255,-0.011043,-0.015468,-0.01557,-0.02137,-0.020163,-0.020204,-0.017722,-0.017987,-0.011084,-0.01487,-0.009925,-0.007062,-0.010218,-0.006277,-0.006592,-0.00835,-0.009201
-0.746676,-0.179491,0.132546,-0.027908,-0.036498,-0.074878,-0.556825,-0.093104,-0.55185,-0.190259,0.016987,-0.590501,0.041319,-0.041925,-0.053382,-0.04389,-0.074043,0.252833,0.150099,-0.02847,-0.049514,0.058077,0.086016,0.087014,0.025557,0.066042,0.041682,-0.100202,-0.093673,-0.06121,-0.075928,-0.042078,0.005998,0.003473,-0.619078,0.004782,-0.034029,3.1e-05,0.199169,-0.001867,-0.01717,1.554434,0.024793,0.166363,1.364779,1.574167,0.2116,0.345527,0.477819,-1.262097,0.648703,0.818324,-0.894192,0.476033,0.241641,0.273899,-0.04128,-0.046731,-0.051632,-0.061186,-0.081462,-0.081185,-0.066493,-0.032701,-0.068725,-0.070871,-0.549774,-0.010059,0.004562,0.002244,0.002115,-2.798782,0.135117,0.065575,0.379738,-0.032441,-0.00628,-0.00119,-0.00113,0.005484,0.00622,-0.035304,-0.035365,-0.03329,-0.033279,-0.0051,-0.000751,-2.8e-05,-0.018483,1.886808,0.062325,0.215108,-0.057406,0.018423,0.009602,0.028791,0.12926,0.054695,1.846822,0.604382,0.181278,0.337275,-0.031534,0.006848,-0.02961,-0.072826,0.223637,1.911028
-0.340688,-0.210643,-0.276794,-0.086511,-0.000707,-0.061651,-0.680285,-0.029006,-0.709506,0.205221,-0.039384,-0.678153,-0.098431,0.00697,0.018069,0.011044,-0.00311,-0.349854,-0.23003,-0.00692,0.024617,-0.062264,-0.103056,-0.147432,-0.092714,-0.11365,-0.153284,-0.013541,-0.020803,-0.019528,-0.000984,-0.001934,-0.009589,0.003045,-0.642612,-0.012223,0.003733,-1e-06,-0.237357,0.002193,0.022685,0.18369,0.017091,-0.106397,2.545819,2.309807,-0.149653,-0.367486,-0.553437,-0.399058,-0.583483,-1.03533,-0.100223,-0.808051,-0.559773,-0.50347,-0.196393,-0.012102,0.041367,-0.027462,0.076832,0.07762,-0.024244,-0.011636,-0.009846,0.004533,-0.758322,0.006417,-0.02792,-0.014245,0.002045,-1.298611,-0.179636,-0.089305,-0.371802,0.000845,0.005632,0.007423,-0.006308,-0.009248,-0.011152,0.002127,0.002034,-0.012215,-0.012176,0.004772,0.000645,-1.9e-05,0.127202,2.039993,-0.013214,0.209785,0.0429,0.343115,0.038152,0.093429,0.355588,0.236729,2.325202,0.926829,0.535846,1.147591,0.238348,0.204872,0.596101,0.172268,0.16589,2.174959
-1.21677,-0.33542,0.027356,0.155792,0.008038,0.027536,0.308084,-0.108491,0.361586,0.201138,0.043544,0.287284,-0.059558,0.003904,0.009541,-0.024113,-0.016232,-0.209185,-0.137646,-0.033596,-0.015576,-0.047768,-0.038685,-0.09509,-0.043945,-0.115056,-0.089563,-0.061954,-0.063138,-0.036268,-0.015349,0.003381,0.025921,0.000389,0.191092,0.026234,-0.022439,0.000119,-0.137114,0.000986,-0.020977,5.304682,-0.027452,0.382263,0.054867,-0.120812,0.367218,0.249808,0.208968,-5.332476,-0.401828,-0.288393,-5.428934,-0.367496,0.31988,0.157168,0.400487,0.044804,-0.146476,0.003125,-0.16559,-0.165465,0.004953,0.002612,-0.020148,-0.045055,0.024649,0.032245,0.055254,0.025408,0.00075,-5.324142,-0.144981,-0.021996,-0.219387,-0.028654,0.003283,0.003345,0.033081,0.02692,0.030754,-0.022492,-0.022587,0.002352,0.00233,0.002098,0.000419,9.4e-05,-0.226755,0.064385,0.041573,0.202015,0.309208,0.345388,0.253783,0.107607,0.14541,-0.153815,-0.402412,-0.382756,-0.522098,-0.235516,-0.431409,-0.335297,-0.279033,-0.197914,-0.026667,-0.767525
-0.00059,-0.000424,-0.000745,-0.000515,-0.000512,0.000268,-0.000286,0.000333,0.007062,0.000296,0.000364,-0.000238,-0.000111,-0.000121,0.000148,0.000399,0.000739,-0.005802,0.001283,0.001002,0.000629,5e-05,-8.2e-05,-0.000949,0.005813,-0.000691,0.006483,-0.000583,1.8e-05,0.000164,-0.000242,-7.7e-05,-1e-06,0.000164,-2e-06,-0.000538,-1e-06,0.0,0.006686,1e-06,-7e-06,0.006689,2.1e-05,7.5e-05,0.005991,-0.000865,-0.000136,-0.000577,-0.00063,-0.00017,0.000148,-6.9e-05,0.006663,0.000168,0.006698,0.0067,0.006699,0.006702,0.006897,0.000188,0.000218,-7e-06,5.3e-05,-3e-06,-2e-06,6.9e-05,0.00023,-1e-05,3e-06,9.8e-05,-0.007189,-0.000486,-0.000474,-0.000482,-0.007173,-7e-06,-1e-05,-1e-06,-1e-06,-2e-06,-5e-06,8e-06,-4.1e-05,-8e-06,-2e-06,-4e-06,4e-06,2e-06,1e-06,-0.000167,0.006687,-7.7e-05,0.006715,-0.000154,0.006561,4e-06,0.00672,0.006718,2e-06,-2e-05,5e-06,0.006951,0.00017,2.5e-05,0.000187,0.006716,0.006955,0.007399
-0.00537,-0.004888,-0.0058,-0.005147,-0.005138,0.000773,-0.004502,0.000951,-0.000506,0.000842,0.001033,-0.004375,-0.004008,-0.004032,0.00042,0.001137,0.002104,0.004055,0.003653,0.002852,0.001791,0.000146,-0.000229,-0.006371,-0.007677,-0.005646,-0.0021,-0.005342,-2.3e-05,0.000477,-0.000679,-0.000213,4e-06,0.000472,0.0,-0.005224,4e-06,3e-06,-0.001557,1e-06,-1.9e-05,-0.00155,6e-05,0.003911,-0.003572,-0.002498,0.003298,-0.001668,-0.001819,-0.000501,0.000422,-0.000192,-0.001641,0.000482,-0.001542,-0.001539,-0.001534,-0.001526,-0.000958,0.000552,0.000639,-2.1e-05,0.000156,-1e-05,-5e-06,0.000198,0.000675,-3.2e-05,9e-06,0.000291,-0.003593,-0.00512,-0.005083,-0.005106,-0.003503,-9e-06,-2.2e-05,1e-06,-2e-06,-5e-06,-1.2e-05,2.6e-05,-0.00012,-2.6e-05,-6e-06,-1.5e-05,1.3e-05,8e-06,4e-06,-0.00049,-0.001618,-0.000226,-0.001536,-0.000456,-0.001983,8e-06,-0.001512,-0.001516,1e-06,-6.5e-05,9e-06,-0.000831,0.000493,7.1e-05,0.000554,-0.001515,-0.000801,0.00425
0.004407,0.004788,0.004079,0.004591,0.004601,0.000605,0.005096,0.000741,-0.000174,0.000656,0.000805,0.005195,0.005484,0.005464,0.000329,0.000886,0.001636,0.002934,0.002829,0.002205,0.001384,0.000115,-0.000176,0.003654,0.002855,0.004214,-0.001414,0.004451,-5.7e-05,0.000368,-0.000525,-0.000163,4e-06,0.000365,-0.0,0.004546,0.0,-0.0,-0.000999,-2e-06,-1.8e-05,-0.000997,4.2e-05,-0.005562,-0.00256,-0.001935,-0.006037,-0.001294,-0.001413,-0.000389,0.000328,-0.000151,-0.001067,0.000371,-0.000997,-0.000994,-0.000992,-0.000991,-0.000547,0.000424,0.000493,-1.8e-05,0.000122,-5e-06,-3e-06,0.000156,0.000525,-2.2e-05,7e-06,0.000228,0.005608,0.004628,0.004657,0.004641,0.005683,-6e-06,-1.7e-05,1e-06,-2e-06,-3e-06,-9e-06,2e-05,-9.2e-05,-1.9e-05,-5e-06,-1.3e-05,9e-06,6e-06,2e-06,-0.000382,-0.001057,-0.000177,-0.000993,-0.000357,-0.001341,6e-06,-0.000974,-0.000978,-0.0,-5.1e-05,6e-06,-0.000447,0.000382,5.4e-05,0.000427,-0.000981,-0.000428,-0.005112
-0.038107,-0.036431,-0.036258,-0.033132,-0.037669,-0.002002,0.124413,0.016235,0.008609,-0.00273,0.009234,-0.0297,-0.037682,-0.035776,-0.002666,-0.001711,0.013804,-0.003519,0.021547,-0.000785,0.000437,-0.00038,0.000283,-0.001053,-0.038606,0.038791,8e-05,-0.037084,1.959354,6.4e-05,-0.001413,-0.000321,-0.00054,-0.000465,-0.000169,-0.034608,-5.7e-05,-3.7e-05,0.000963,-0.001673,-0.000168,0.000895,-6.5e-05,-0.057293,0.001483,-0.000797,-0.007774,0.000441,-0.076679,0.000419,4.5e-05,1.8e-05,0.001004,1.5e-05,0.000999,0.003376,0.001035,0.000986,0.000868,-0.142222,0.000547,3.7e-05,2.4e-05,1.3e-05,-0.00117,0.000895,0.000984,6e-05,3e-05,2.4e-05,-0.035542,-0.036717,-0.037001,-0.037036,-0.029199,-0.003154,-0.000649,-0.000226,-0.000147,-0.000121,-8e-05,-5.7e-05,-4.2e-05,-3.4e-05,-1.9e-05,-9e-06,-6e-06,-8e-06,-8e-06,-4e-06,0.000975,-5e-06,0.000988,0.0,0.000986,0.0,0.000983,0.000982,2e-06,-1e-06,-1e-06,0.002298,0.00325,0.000449,3e-06,0.000994,0.0347,-0.151135
