0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0.00079,0.000531,0.000425,-0.006272,-0.000382,-0.007015,0.000412,-0.006303,-0.00034,-0.007558,-0.000735,-0.007867,-0.001043,-0.006722,-0.000604,-0.000534,0.00613,0.000356,0.000376,0.000388,0.000502,0.000406,0.000336,0.000321,0.000242,0.000718,0.007187,-0.000127,-0.000206,0.000452,0.000444,-0.006136,-0.000204,-0.000119,-0.000704,-6.1e-05,-7.9e-05,-0.000789,-0.000716,-0.000791,-0.006546,-0.000704,-0.000542,-0.000288,-8.2e-05,5e-06,0.000108,5.6e-05,0.000155,0.000191,-0.006295,0.000118,-0.006297,9.2e-05,9e-06,-3e-06,-3.5e-05,-9.4e-05,4.7e-05,-0.006539,-0.000264,-0.000227,-0.006659,-0.00655,-0.006382,-0.006244,-0.000348,-0.007563,-0.00743,-0.001293,-0.000714,-0.001085,0.005183,-0.001621,-0.00025,5.6e-05,-0.000131,0.000169,0.000255,-0.007188,-0.007259,-0.00753,-0.006957,-0.01318,-0.01362,-0.013874,-0.019816
-0.005881,-0.003972,-0.003166,-0.003927,0.00287,0.0017,-0.003002,-0.003407,0.002691,0.006293,0.005663,0.008898,0.008037,0.000401,0.00496,0.004128,0.004175,-0.002612,-0.002774,-0.00286,-0.003752,-0.002996,-0.002463,-0.002346,-0.001756,-0.005275,-0.00381,0.001019,0.001623,-0.003267,-0.003214,-0.003634,0.001631,0.000986,0.005322,0.000546,0.00071,0.006,0.005438,0.006028,-0.000189,0.005361,0.004135,0.002181,0.000597,-4.6e-05,-0.000808,-0.000454,-0.001206,-0.001483,-0.002065,-0.000893,-0.002085,-0.000728,-6.4e-05,2.7e-05,0.000266,0.000745,0.000296,-0.000217,0.002101,0.001807,0.000833,-1.8e-05,-0.001399,-0.002562,0.002483,0.007656,0.006628,0.009501,0.004517,0.007367,0.009325,0.01107,2.5e-05,-0.002535,-0.001384,-0.003902,-0.004673,0.00071,0.000733,0.002404,-0.002384,-0.008208,-0.005472,-0.003769,-0.012811
0.021153,0.022699,0.023289,0.02336,0.019503,0.019171,0.023154,0.02345,0.019024,0.014059,0.012802,0.00752,0.006158,0.009307,0.003706,0.003128,0.002497,0.006316,0.006193,0.006127,0.005456,0.006023,0.006421,0.00651,0.006944,0.012572,0.013007,0.00898,0.009408,0.01401,0.014037,0.014344,0.009331,0.008858,0.003811,0.008511,0.008611,0.004251,0.003843,0.004242,0.008544,0.003749,0.002881,0.001519,0.000417,-2.5e-05,-0.000563,-0.000308,-0.000829,-0.001024,-0.000835,-0.000619,-0.00085,-0.000502,-4.1e-05,2.3e-05,0.00019,0.000524,0.000123,0.000449,0.001468,0.001263,0.001175,0.000584,-0.000371,-0.001177,-0.006296,-0.010136,-0.010857,-0.017524,-0.020978,-0.027019,-0.034431,-0.040767,-0.040918,-0.042993,-0.050865,-0.053428,-0.054395,-0.058573,-0.059271,-0.058595,-0.054336,-0.050621,-0.048825,-0.047556,-0.037547
-0.111286,-0.353713,0.267703,0.136963,0.042218,-0.699912,-0.297614,-0.721686,0.262532,-0.025465,0.392306,-0.612583,-0.007395,0.192705,-3.176669,0.000443,0.005424,-0.033079,-0.033506,-0.047078,-0.035848,-0.034061,-0.034175,-0.034211,-0.034274,-0.070635,-0.068592,-0.047559,-0.034367,-0.068783,-0.068787,-0.07084,-0.04275,-0.03566,0.03104,-0.035493,-0.038452,0.001877,-0.042687,0.068298,-0.04157,0.147583,0.075548,-0.003924,0.434436,-0.044722,-0.950904,-0.179739,0.009378,-0.012619,0.014533,-0.00566,-0.003544,0.000814,0.000846,0.000147,-0.003693,0.00041,-2.228334,0.455101,-0.018048,-0.012581,0.040486,0.321266,0.314091,-0.018901,0.028718,0.068925,0.477407,2.004019,0.908122,-0.323283,0.733088,0.02055,-0.184496,-0.354356,-0.156235,-0.31407,-0.339556,-0.308966,-0.289106,-0.183812,-0.264719,-0.269356,0.10108,-0.082067,-0.062206
-0.012162,-0.388288,-0.56133,-0.363028,-0.211111,-2.09135,-1.08357,-2.454535,-0.879769,-1.029227,-0.928268,-1.238643,-0.208767,-0.369746,-1.7693,-0.009543,-0.027656,-0.006162,-0.006547,0.093608,0.007616,-0.007039,-0.007125,-0.007157,-0.007198,-0.000214,-0.01546,0.091227,-0.007291,-0.014578,-0.014558,0.000667,-0.000807,-0.00605,-0.062044,-0.006066,-0.003684,-0.012838,-0.032738,-0.110183,-0.076257,-0.195382,-0.344183,-0.056675,-0.476401,-0.034926,-0.734898,-0.229176,0.010272,-0.141525,-0.074957,-0.009141,0.029734,0.000179,0.000131,0.000274,-0.005874,7.6e-05,-2.329951,-0.462318,-0.011644,0.006782,-0.051351,-0.407378,-0.394159,0.025386,0.012182,-0.000631,1.038879,2.669135,2.338668,0.42293,2.481504,1.029454,0.272254,0.419568,1.196047,0.556593,0.642798,0.657034,0.587595,0.494519,0.532293,0.519741,0.70648,0.246052,0.287687
-0.02022,-0.398574,-0.320152,-0.238263,-0.09437,1.754854,0.512223,1.918223,0.264163,0.072298,0.159498,-1.155507,0.388739,0.008874,-4.130567,0.030003,0.057912,0.007421,0.006583,-0.16497,-0.019028,0.005494,0.005281,0.005193,0.005073,-0.015059,0.014131,-0.167345,0.004898,0.009751,0.009743,-0.019495,0.006064,0.005366,-0.010312,0.005473,0.006043,0.025844,-0.001893,-0.049,0.141248,-0.095483,-0.038002,-0.047518,-0.244099,0.042238,-1.21408,0.026052,-0.005163,0.213292,0.142337,0.009505,-0.053641,0.000644,0.000641,0.000468,-0.010807,0.000343,-4.593785,-0.255105,0.010847,-0.009434,-0.08446,-0.260774,-0.288711,-0.030847,-0.003279,0.014616,1.64366,0.161577,-1.044464,0.776862,-0.72331,0.47346,0.579889,0.666522,0.218609,0.270176,0.314093,0.310194,0.284318,0.224032,0.224797,0.151424,0.431907,0.238872,-0.03201
5e-06,5.5e-05,0.000342,0.000385,-0.006615,0.00087,0.001037,-0.005666,0.001692,0.001778,0.001889,0.008795,0.001423,0.001216,0.000905,0.007433,0.000295,0.006997,-6.4e-05,-3.6e-05,-3e-06,1e-06,0.0,3e-06,3.8e-05,0.0001,8.5e-05,0.000107,0.000219,0.00026,0.000207,0.000519,0.000708,0.000723,0.00071,0.007512,0.000542,0.000471,0.00031,5.8e-05,5.2e-05,-0.000118,-3.5e-05,2e-06,5.8e-05,-1e-06,-8.6e-05,-0.0,-1e-06,-2.6e-05,-7.1e-05,-4.1e-05,-2.9e-05,3e-06,-0.0,-4e-06,-2.4e-05,-1e-06,-4e-06,-5e-06,-5e-06,-5e-06,-2e-06,-3.6e-05,-6.4e-05,-7.1e-05,-7.5e-05,-1.4e-05,-4.5e-05,-8.3e-05,-1.2e-05,-0.000118,-0.000112,-0.000202,-0.000231,0.006843,-0.000154,-5.2e-05,-0.000116,-3.7e-05,-4.2e-05,0.006853,-0.000128,-0.000106,-9.1e-05,-3e-06,3.6e-05
-0.004764,-0.00409,-0.002287,-0.001952,-0.000214,0.001975,0.003214,0.006659,0.002967,0.003652,0.009344,0.007628,0.006019,0.004495,0.00214,-0.007055,-0.002465,-0.005604,-0.000474,-0.000262,-1.5e-05,6e-06,-1.2e-05,-9e-06,0.000284,0.000757,0.00066,0.000828,0.001686,0.002007,-0.003199,0.003992,0.005464,0.005575,0.005509,-0.00134,0.004235,0.003697,0.002443,-0.004328,0.000416,-0.005719,-0.000276,1.4e-05,0.000472,-5e-06,-0.005471,6e-06,7e-06,-0.000199,-0.000548,-0.00032,-0.000233,1.7e-05,1.1e-05,5e-06,-0.000161,8e-06,5e-06,3e-06,2e-06,2e-06,2e-06,-0.000272,-0.000493,-0.000549,-0.000602,-0.000115,-0.000356,-0.00064,-0.000102,-0.000928,-0.000881,-0.001599,-0.001819,-0.00178,-0.001221,-0.000417,-0.000915,-0.000295,-0.00034,-0.001749,-0.00102,-0.000838,-0.000728,-2.6e-05,0.000272
0.004881,0.005602,0.007301,0.007627,0.009307,0.011455,0.012627,0.015821,0.021588,0.022165,0.018011,0.016252,0.014697,0.013271,0.011084,0.011889,0.006914,0.004059,-0.000425,-0.000237,-1.1e-05,7e-06,-9e-06,-9e-06,0.000255,0.000679,0.000593,0.000741,0.001508,0.001791,0.006251,0.003556,0.00485,0.004935,0.004856,0.007802,0.003704,0.00323,0.002129,0.005222,0.000361,0.004014,-0.000239,1.2e-05,0.000411,-4e-06,0.004228,7e-06,7e-06,-0.000173,-0.000478,-0.000278,-0.000205,1.3e-05,9e-06,6e-06,-0.00014,7e-06,7e-06,5e-06,4e-06,4e-06,1e-06,-0.000238,-0.00043,-0.000479,-0.000526,-9.9e-05,-0.000311,-0.000559,-8.9e-05,-0.000811,-0.000771,-0.001403,-0.001596,-0.001617,-0.001073,-0.000369,-0.000805,-0.00026,-0.000297,-0.001592,-0.000899,-0.000738,-0.000642,-2.4e-05,0.000237
0.093537,4.70701,-0.037531,-0.037525,-0.028138,4.728537,4.731833,-0.03643,-0.074836,0.06206,-0.040314,-0.03673,-0.033774,-0.03431,0.149805,-0.070554,-0.035058,-0.034791,-0.000169,-0.000131,-8.5e-05,-5.9e-05,-3.7e-05,-3.1e-05,-3.4e-05,-2.9e-05,-2.2e-05,-8e-06,0.000676,-0.00032,-0.035628,0.0006,0.001318,0.000646,0.000326,-0.033922,0.000607,0.000625,-5.1e-05,-0.035492,-1.5e-05,-0.035474,-2e-06,-1.3e-05,-1.6e-05,-5e-06,-0.035465,0.007378,-7.4e-05,2e-06,5e-06,2e-06,-0.000717,-1.7e-05,-5e-06,-2e-06,4e-06,2e-06,-5e-06,2e-06,3e-06,1e-06,-2e-06,-1e-06,3e-06,-5e-06,2e-06,6e-06,-1e-06,-5e-06,1e-06,6e-06,8e-06,-0.000699,-0.000698,0.000984,-3e-06,-4e-06,-0.000692,-5e-06,0.0,0.000288,-1e-06,-7e-06,7e-06,-0.0,1.2e-05
