0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
-0.02405,-0.016526,-0.016073,-0.007904,-0.007007,0.001383,0.009387,0.009703,0.010161,0.01035,0.017683,0.010142,0.010157,0.009857,0.002744,0.002378,0.002338,-0.005058,0.002105,0.002126,0.001956,-0.005009,0.001914,-0.004848,0.001982,-0.005113,0.002028,0.001743,0.001537,0.001432,0.001055,0.001103,0.000681,0.000597,0.000547,0.000522,0.000563,0.000618,0.000818,0.000871,0.000879,0.000957,0.000911,0.000912,0.000875,0.000804,0.000632,0.000228,-0.006616,7.1e-05,-0.000425,-0.000501,-0.000558,-0.000711,-0.000772,0.005711,0.005487,0.00538,0.011726,0.011718,0.018328,0.025227,0.01857,0.025852,0.02597,0.03332,0.026518,0.026455,0.026473,0.026587,0.019777,0.019297,0.012863,0.019761,0.01365,0.020527
0.010267,0.019198,0.01531,0.019591,0.019722,0.019958,0.01725,0.020981,0.018687,0.013402,0.006619,0.005751,-0.001432,0.004009,-0.002192,0.002407,0.002047,0.008443,0.008198,0.008525,0.015269,0.016993,0.023738,0.018548,0.016241,0.014943,0.008417,0.004962,0.002417,0.001148,0.00512,-0.003101,0.000209,-0.000889,-0.001579,-0.001943,-0.001406,-0.000676,0.002019,0.002773,0.002893,0.004013,0.003461,0.003511,0.003036,0.00207,-0.000295,0.003167,0.002496,0.000984,0.00323,0.002231,0.001432,-0.000579,-0.001398,0.003013,0.008803,0.007334,0.010335,0.009421,0.015391,0.016411,0.00931,0.005188,0.00668,0.004129,0.006025,0.004071,0.004221,0.004839,0.005164,0.012099,0.008887,0.010776,0.001528,0.002028
-0.018404,-0.019214,-0.013142,-0.008302,0.002494,0.012828,0.019667,0.0236,0.030868,0.034935,0.036686,0.035729,0.037693,0.033313,0.036886,0.031528,0.031028,0.027963,0.026974,0.027152,0.023874,0.025623,0.021759,0.026466,0.023569,0.022595,0.025283,0.022094,0.019786,0.018619,0.013108,0.014979,0.008937,0.008019,0.007442,0.007135,0.00757,0.008164,0.010345,0.010927,0.011008,0.011862,0.011374,0.011395,0.010977,0.010183,0.008311,0.002472,0.002395,0.000768,-0.005999,-0.006781,-0.007411,-0.009,-0.009649,-0.015206,-0.019216,-0.020397,-0.027198,-0.027888,-0.032205,-0.03186,-0.028598,-0.023895,-0.022669,-0.016637,-0.0146,-0.016326,-0.016228,-0.015828,-0.015093,-0.017841,-0.011187,-0.010234,0.000161,-7e-06
-1.285918,-2.284775,-1.97317,0.143593,0.08675,0.029678,-0.003997,-0.000124,-0.026246,-0.642339,-0.098984,-0.03637,-0.345357,-0.098752,-0.147806,-0.112097,-0.103604,-0.066303,-0.079354,0.061488,-0.010422,0.152553,0.139066,0.314961,0.439651,-0.00206,-0.084589,-0.087875,0.139928,-0.080823,-0.032359,-0.082275,-0.034249,-0.046233,-0.051672,0.136666,0.161602,0.213757,0.242026,0.268547,0.013523,0.373799,0.024284,-0.061088,-0.053378,-0.03845,-0.046164,-0.000315,0.356217,0.011035,0.082448,0.511079,0.041522,0.539552,0.279009,1.632244,0.145313,-0.152334,2.115226,-0.29287,0.69454,1.030683,3.338728,0.713518,3.585892,3.846701,1.297934,1.006958,0.987191,4.047643,4.287923,0.665024,-0.427026,4.030388,-0.642677,-0.251699
-3.178884,-4.126649,-3.629861,-0.362347,-0.15134,0.025378,-0.095657,-0.084137,-0.123145,-0.876123,-0.09694,0.111724,-0.325238,-0.058381,0.075842,0.065729,-0.02653,-0.036499,-0.034402,-0.066754,-0.103328,-0.153309,-0.145475,-0.408093,-0.570947,-0.103991,0.03384,-0.018057,-0.117341,0.083922,-0.014916,0.109942,-0.001547,0.096917,0.095729,-0.169536,-0.202946,-0.251256,-0.300834,-0.31448,-0.079842,-0.405186,-0.092712,-0.004813,-0.003591,-0.010724,0.09485,-0.017495,-0.297906,-0.105103,-0.066281,-0.443793,-0.11875,-0.474467,-0.257482,0.829231,-0.165835,0.030438,2.431831,1.092701,1.316123,1.912357,3.050404,1.640023,2.689463,2.345366,0.862265,1.3053,1.208931,2.652229,2.632512,1.736844,1.03556,1.879785,-1.423447,0.352532
1.343825,-2.822477,-3.329185,0.52867,0.214904,-0.063983,0.145887,0.142606,0.192918,-1.221074,0.165025,-0.047171,-0.273032,0.105272,-0.115759,-0.096161,0.051302,0.06186,0.058123,-0.193259,0.067598,-0.23524,-0.174547,-0.124953,-0.246995,0.022173,-0.109543,0.029169,-0.24571,-0.128674,0.034948,-0.180316,0.008639,-0.163898,-0.161375,-0.090567,-0.115589,-0.141955,-0.143565,-0.142515,-0.059466,-0.184544,-0.02696,0.026583,0.033919,0.035701,-0.164215,0.029921,-0.419182,0.197703,-0.054765,-0.238249,0.140929,-0.264326,-0.155274,0.692634,0.414981,0.540481,4.954368,0.811933,1.422091,0.997315,4.14107,0.851713,3.170106,3.23059,0.785585,1.060085,1.222501,3.592899,3.168309,1.19728,-0.112176,3.262426,2.141433,0.357931
0.013338,0.021203,0.021404,0.01376,0.014271,0.014461,0.007041,-0.000232,-0.007517,0.000249,-0.007263,-0.007023,-0.007228,0.000517,0.000734,0.00052,0.000515,0.000497,0.000267,0.000255,0.000232,0.000213,-6e-06,-9e-06,-1e-06,-2e-06,-6e-06,2e-06,5e-06,6e-06,4e-06,1e-05,6e-06,3e-06,-2e-06,-2e-06,-2e-06,0.007707,0.0,-3e-06,-5e-06,-1e-06,-0.0,-2e-06,-4e-06,1e-06,-0.0,-0.0,0.0,-0.0,1e-06,1e-06,1e-06,2e-06,-1e-06,-4e-06,-8e-06,-7e-06,-2e-06,2e-06,0.0,-1e-06,-6e-06,-0.0,0.0,-2e-06,-1.1e-05,-2e-05,-2.9e-05,-3.4e-05,-4.5e-05,-0.007792,-6.5e-05,-0.007856,-0.015506,-0.015571
0.029432,0.022092,0.016932,0.019107,0.012861,0.01228,0.008318,0.001644,-0.005984,-0.003754,-0.006233,-0.010043,-0.003208,-0.003122,-0.008719,-0.002914,-0.003331,-0.004606,-0.000222,-0.001294,-0.003028,-0.004996,-0.000131,-0.000598,-1.3e-05,-7e-06,-0.000306,0.000226,0.00043,0.000687,0.000468,0.000932,0.000653,0.000355,-3.6e-05,-1e-05,-2e-06,0.000167,1e-06,-0.000254,-0.000355,-0.000128,-0.000123,-0.000212,-0.000408,8e-06,-3e-06,-0.0,3e-06,1.4e-05,-2e-06,-1e-06,0.0,-1e-05,-0.000217,-0.000383,-0.000869,-0.000706,-0.000359,2.9e-05,1.3e-05,1e-06,-0.000509,3e-06,-9e-05,-0.000163,-0.000811,-0.001552,-0.002124,-0.002619,-0.00343,-0.004269,-0.004909,-0.006649,-0.014664,-0.015906
-0.065341,-0.064818,-0.060646,-0.057993,-0.043312,-0.031825,-0.025349,-0.010055,0.003909,0.006842,0.016038,0.022694,0.020374,0.020015,0.02394,0.020085,0.019424,0.017502,0.011672,0.010133,0.007688,0.004878,-0.000189,-0.000845,-2.2e-05,-1.2e-05,-0.000435,0.000314,0.000601,0.000964,0.000658,0.00131,0.000916,0.000498,-5.1e-05,-1.9e-05,-8e-06,-0.000179,-6e-06,-0.000364,-0.000502,-0.000181,-0.000175,-0.000299,-0.000573,1.1e-05,-6e-06,-2e-06,4e-06,1.8e-05,-5e-06,-4e-06,-1e-06,-1.6e-05,-0.000303,-0.000537,-0.001221,-0.000992,-0.000504,4.3e-05,2.2e-05,6e-06,-0.000713,9e-06,-0.000121,-0.000226,-0.001144,-0.002192,-0.003005,-0.00372,-0.004887,-0.005692,-0.007039,-0.009191,-0.008347,-0.01022
-0.16309,0.530621,-0.070687,0.057544,0.187426,-4.40574,0.102741,0.059311,0.084533,0.055007,-0.0042,-0.060477,-0.006997,-0.005116,0.026817,-0.001723,0.002473,-0.073734,-0.041814,-0.028507,1.392144,-0.028916,-0.005266,-0.003759,0.000133,9.6e-05,9.8e-05,6.4e-05,4e-05,3.2e-05,3.6e-05,-0.000258,-0.00071,-0.000551,-0.000152,-4.2e-05,-5e-05,0.000927,-2.9e-05,-3.6e-05,-0.000373,-2.2e-05,-2e-06,-6e-06,7e-06,7e-06,-4e-06,-1e-06,1.3e-05,0.0,-1.5e-05,-1.4e-05,-6e-06,6e-06,9e-06,8e-06,-0.000876,0.006183,0.006172,-3e-06,0.0,7e-06,-0.000868,1.9e-05,1.9e-05,7e-06,-4e-06,0.006106,-0.000979,0.003368,-0.000772,0.125546,-0.147285,0.009063,0.048083,0.044624
-1.371384,0.034898,-0.753735,-0.449894,0.146626,3.102852,0.000659,0.096471,0.345306,0.270731,0.238181,0.192997,0.190124,0.193454,0.442568,0.154065,0.153497,0.009297,-0.016556,-0.123897,-0.855355,-0.103846,0.00563,-0.005855,-7e-05,-6.4e-05,-4e-05,-4.5e-05,-3.7e-05,-2.2e-05,-1e-05,-0.000832,-0.002227,-0.001662,-0.000358,-2.5e-05,-1.8e-05,-0.014745,8e-06,-9e-06,-0.001018,1e-05,1.7e-05,3e-06,1.6e-05,8e-06,-1.6e-05,-8e-06,1.6e-05,-1.2e-05,-1.8e-05,-1e-05,5e-06,6e-06,1.7e-05,4e-06,0.016844,-0.116084,-0.116098,-3e-06,1.5e-05,2.4e-05,0.016847,1.3e-05,1.2e-05,1e-06,-2.4e-05,-0.116044,0.016996,-0.001239,0.019302,-0.025849,-0.464757,0.048647,-0.109155,0.154298
-1.883199,-3.109162,-0.69542,-0.526542,-0.098922,0.052084,0.014395,0.059462,0.190403,0.177927,0.119466,0.084026,0.145973,0.153022,0.099374,0.161114,0.161357,0.020662,-0.004051,0.164275,-0.227912,0.142999,0.002478,-0.004408,-8.3e-05,-4.6e-05,-4.3e-05,-1.6e-05,-1.9e-05,-2.1e-05,-1.2e-05,0.001283,0.003516,0.002627,0.000572,1.5e-05,3.1e-05,0.029604,3.9e-05,5.1e-05,0.001608,1.4e-05,-2.5e-05,-8e-06,-3.3e-05,-1.5e-05,6e-06,2.3e-05,-1e-06,1.6e-05,-1.9e-05,-2.6e-05,-3.2e-05,-6e-06,3e-06,2.5e-05,-0.023379,0.161369,0.161383,2.9e-05,1.2e-05,-2.2e-05,-0.02343,-9e-06,-1e-06,-2.3e-05,1.2e-05,0.161435,-0.023301,-0.000245,-0.026145,-0.096902,0.738107,-0.084327,0.049062,0.212583
