0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0.000985,0.008227,0.001258,0.000728,0.000749,6.3e-05,0.00068,-4.9e-05,0.007142,0.007079,0.007126,0.007108,0.007823,0.014921,0.00774,0.007749,0.007566,0.008174,0.008147,0.008076,0.000221,0.008044,0.008046,0.000886,3.1e-05,4.7e-05,8.6e-05,5.1e-05,0.000103,7e-05,-0.00074,3.5e-05,-0.000654,6.7e-05,0.000228,0.000347,0.000369,0.000499,8e-06,4.3e-05,6.6e-05,6.9e-05,0.000155,0.000188,0.000132,0.000156,0.007245,0.000143,0.000227,0.00019,0.007107,1e-06,9.2e-05,0.000113,-0.006767,0.000301,0.000318,-0.000419,-0.000191,0.000156,0.00034,0.000612,0.000262,0.000909,0.000316,9.6e-05,-0.007202,-0.000712,-0.000626,-0.008614,-0.001255,-0.007813,-0.007102,-0.007182
-0.007579,-0.007685,-0.01024,-0.006121,-0.006317,-0.000664,-0.005284,0.000465,0.001356,0.001591,0.001504,0.001278,-0.004443,-0.003037,-0.003651,-0.003716,-0.002135,-0.006795,-0.006573,-0.005995,-0.001543,-0.005751,-0.005755,-0.006577,-4.9e-05,-0.000175,-0.000491,-0.000211,-0.000608,-0.000345,0.005822,-4.2e-05,0.005165,-0.000281,-0.001576,-0.002541,-0.002704,-0.003733,-9.9e-05,-0.000364,-0.000551,-0.000561,-0.001245,-0.001502,-0.00105,-0.001251,-0.000259,-0.001143,-0.001791,-0.00151,0.000916,2e-06,-0.000718,-0.000887,-0.003608,-0.002352,-0.002472,0.003094,0.001305,-0.001371,-0.002446,-0.005004,-0.001864,-0.007329,-0.002197,-0.000472,-0.001343,0.005047,0.004305,0.008981,0.008985,0.00282,-0.002795,-0.002394
0.011639,0.010653,0.009016,0.003523,0.003328,-0.000654,0.004316,0.000459,0.000116,0.000683,0.000534,0.000363,0.004275,0.004757,0.005046,0.004979,0.00653,0.011489,0.0117,0.012258,0.007995,0.012482,0.012476,0.012584,0.009411,0.009283,0.00896,0.009207,0.008825,0.009059,0.005502,0.009307,0.004851,0.009055,0.007831,0.006925,0.006771,0.005817,-9.2e-05,-0.000338,-0.000512,-0.000523,-0.001156,-0.001394,-0.000976,-0.001163,-0.001113,-0.001065,-0.001672,-0.00141,-2.3e-05,-2e-06,-0.000673,-0.00083,-0.002496,-0.002204,-0.002319,-0.006436,-0.008129,-0.010674,-0.011678,-0.014213,-0.020794,-0.016597,-0.021333,-0.019735,-0.01966,-0.023924,-0.024758,-0.028872,-0.029874,-0.025566,-0.021698,-0.021393
0.030851,0.396259,-0.065491,-0.034845,-0.041885,-0.00542,-2.831074,-0.037316,-3.684869,-0.01816,-2.354738,-0.00716,-0.030737,-0.028312,-0.046692,-0.032181,-0.023055,-0.03352,0.269798,0.415428,-0.466018,0.178493,-0.698317,0.410359,-0.02234,0.033999,0.085595,-0.393009,0.168801,-0.048408,0.004831,-0.033172,0.494941,-0.036524,-0.048204,-0.034765,-0.034281,-0.034275,0.000105,7.7e-05,5.1e-05,-3.7e-05,0.108394,-0.001679,-0.001776,-0.00179,0.002107,3.4e-05,-0.001824,-0.135172,0.004121,0.000237,1.4e-05,3e-06,-0.041623,0.00173,0.004198,0.036645,-0.438567,0.501124,1.768573,0.053869,1.48672,0.077099,1.399591,1.690585,-0.19925,0.449566,-0.106344,1.191806,-0.039986,-0.014463,0.174158,0.183987
-0.118275,-0.492127,-0.004992,0.002361,0.015377,-0.010191,-1.491134,-0.055665,-3.860071,-0.02042,-1.893713,0.000222,-0.001576,-0.034657,-0.004199,-0.001883,-0.034422,-0.062197,-0.387155,-0.591352,-0.698246,-0.274644,-0.564343,-0.477211,-0.03714,-0.094884,-0.135635,-0.803373,-0.215599,0.008808,-0.009055,-0.005587,-0.491058,-0.003613,-0.000185,-0.006412,-0.00686,-0.006982,9.4e-05,8.4e-05,4.3e-05,4.2e-05,-0.118698,0.00151,0.013975,0.013927,-0.015158,3.5e-05,0.013881,-0.195256,-0.012273,0.000328,2.8e-05,-2e-06,-0.025484,0.00248,0.005986,-0.006195,0.480736,0.669841,1.897579,0.139965,2.381088,0.241297,2.496251,2.232747,0.418687,0.862733,0.250283,2.227974,0.320714,0.19512,1.240933,0.860111
-0.101356,-0.318608,-0.06062,-0.035151,-0.014535,0.009872,-4.538868,0.027668,-3.2596,-0.009422,-4.720941,0.029517,0.007592,0.063476,0.00078,0.008093,0.01591,-0.023045,-0.273194,-0.093748,0.431182,-0.14336,-1.482948,-0.283923,0.00471,-0.062561,-0.080438,0.381738,-0.116493,0.004718,0.023979,0.005308,-0.222746,0.005651,0.002173,0.005693,0.005502,0.00531,0.000232,0.00019,0.000132,0.000273,-0.071073,0.000632,-0.024947,-0.025037,0.029388,9.8e-05,-0.025147,0.122006,0.02724,-0.000183,1.5e-05,2.7e-05,-0.020702,-0.001722,-0.004215,0.019904,0.241394,1.512792,5.070442,0.149516,4.980259,0.645258,4.979058,4.866831,0.249809,1.592584,0.135151,-1.33719,0.114126,0.400214,0.297009,-0.226137
0.007533,2.1e-05,4.6e-05,0.007443,0.007509,0.000158,0.007672,0.000299,0.00028,0.007655,0.007663,0.000225,0.000215,0.007645,0.000212,0.007636,0.007678,0.007692,0.007661,0.007626,0.007612,0.007587,0.00016,0.000139,0.000157,0.000149,0.000154,0.000148,0.000223,0.000204,0.000149,0.000156,9.1e-05,4.6e-05,5.1e-05,-3e-06,2.5e-05,-0.0,-2e-06,0.0,6e-06,1e-06,2e-06,-0.0,-3e-06,-3e-06,-3e-06,-1.7e-05,-4.8e-05,-2e-05,-1e-06,2e-06,-1e-06,-1e-06,-0.0,-0.0,0.0,1.1e-05,6.8e-05,6e-05,-1e-06,4e-05,0.000109,0.000182,0.007602,0.000245,0.000371,0.000388,0.007807,0.000454,0.000404,0.007686,0.007633,0.007542
-0.004718,-0.004938,-0.004734,-0.005543,-0.005009,0.00139,0.001619,-0.002579,0.002499,-0.003684,-0.003608,-0.003207,-0.003302,-0.003763,0.001988,-0.003825,0.001926,-0.003243,-0.003538,0.001518,0.001416,0.00119,0.001593,0.001395,0.001567,0.001493,0.001522,-0.003959,-0.003237,0.001929,0.001489,-0.003878,0.000927,-0.004971,0.000447,-9e-06,0.000236,7e-06,-2.6e-05,1e-06,6.5e-05,-3e-06,-2e-06,4e-06,3e-06,6e-06,5e-06,-0.000153,-0.000475,-0.000192,-1e-06,1.6e-05,2e-06,1e-06,1e-06,-1e-06,-4e-06,0.00554,0.000659,0.000602,-6e-06,0.000385,0.006483,0.001774,0.001542,0.00241,0.003677,0.003849,0.009365,0.010105,0.009612,0.008553,0.008159,0.007308
0.004945,0.004796,0.00501,0.004136,0.004692,0.001447,0.001648,0.007252,0.002593,0.006056,0.00613,0.006587,0.006487,0.005957,0.002042,0.005888,0.001914,0.006471,0.006167,0.001481,0.001373,0.001139,0.001619,0.001416,0.001591,0.001514,0.001544,0.005794,0.006524,0.001961,0.001504,0.00587,0.000935,0.004767,0.000456,-1.1e-05,0.000234,8e-06,-2.6e-05,0.0,6.4e-05,-5e-06,-4e-06,4e-06,4e-06,7e-06,5e-06,-0.000154,-0.000479,-0.000195,-0.0,1.2e-05,-1e-06,-1e-06,-1e-06,-2e-06,-5e-06,-0.004197,0.000663,0.000608,-6e-06,0.000391,-0.003246,0.001785,0.001473,0.002416,0.003679,0.003783,-0.000476,0.000331,-0.000166,-0.001317,-0.001715,-0.002615
1.984045,0.173707,0.063276,0.06738,0.072301,-0.009803,-0.008213,-0.042551,0.338363,0.00635,0.039224,-0.042985,-0.038633,0.298853,-0.001619,-0.045944,-0.005321,0.054964,-0.042666,-0.009795,0.403211,-0.001294,-0.000326,0.005549,0.054215,-0.007971,-0.000154,-0.035628,-0.035535,0.452861,0.000797,-0.029249,-2.1e-05,-0.035647,0.455683,0.005497,1e-05,1.3e-05,1.8e-05,0.005738,-3.6e-05,0.005544,-5.1e-05,-3.7e-05,-4.8e-05,-0.000122,-3.4e-05,-5.9e-05,-5.4e-05,-4.1e-05,-5.7e-05,-6.3e-05,-7e-05,-5.9e-05,-7.6e-05,-6.8e-05,-5.5e-05,0.035571,-4.4e-05,0.00314,0.000325,0.000559,0.043909,0.004223,-0.062241,0.002225,0.006411,-2.134184,-0.216,-0.00471,-0.210766,0.029508,-0.150287,-2.350237
