0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
-0.006828,-0.006878,-0.000227,-0.005149,-0.005929,-0.000234,-1.3e-05,7.3e-05,0.000885,0.000294,-0.000202,0.000545,0.004461,0.004411,-0.006628,-0.000849,0.000684,-0.000689,-0.000863,-0.001214,-0.001135,-0.007734,-0.006867,-0.012976,-0.006686,-0.012192,-0.006338,-0.00648,-0.000144,0.005271,-0.000141,0.000302,0.000826,0.005866,-0.0007,-0.000787,-0.000922,-0.00223,-0.00193,-0.008164,-0.008145,-0.007231,-0.007765,-0.001534,-0.000802,-0.001958,-0.003037,-0.00225,0.004065,0.010172,0.004559,0.00456,-0.001378,-0.001571,-0.001967,-0.000768,-0.00603,-0.011594,-0.005462,-0.006088,-0.005999,-0.006446,-0.005466,-0.004435,8.2e-05,-0.0053,-0.005086,-0.005005,-0.004816,0.001144,0.001461,0.001404,0.000846,0.000838,0.000663,-0.005853,0.000434,0.000206,-2.7e-05,-0.005253,0.001485,-0.004044,-0.003503,-0.001253,0.004344,-0.002105,-0.002199
0.001965,0.002111,0.000743,-0.003585,-0.000983,0.000784,3.9e-05,-0.000245,-0.004597,-0.000988,0.000663,-0.003476,0.005865,0.005986,0.001363,0.002796,-0.003931,0.002289,0.002862,0.002381,0.002121,0.005184,0.00068,0.002178,0.001794,-0.000373,0.000658,0.001178,-0.001106,0.001372,-0.001131,-0.002669,-0.006072,-0.002325,0.000787,-0.000507,-4.2e-05,0.006067,0.003447,0.005632,0.005616,0.000938,0.004417,0.003764,-0.000341,0.005297,0.010658,0.006341,0.005113,0.004605,0.003306,0.00327,0.003184,0.003847,0.005235,-0.000505,-0.002806,-0.00242,-0.003163,-0.000894,-0.001198,0.001987,-0.001528,-0.006794,-0.000304,-0.00064,-0.001444,-0.001756,-0.002458,-0.002696,-0.003856,-0.002146,0.001414,0.002947,0.003617,0.007176,0.004465,0.005298,0.006141,0.001806,-0.002473,-0.00425,-0.006375,-0.017841,-0.01621,-0.013378,-0.013212
0.001196,0.001259,0.000342,-0.001326,-0.000141,0.000361,2e-05,-0.00011,0.005088,-0.000451,0.000298,0.005597,0.002356,0.002402,0.000903,0.001254,0.005395,0.00103,0.001285,0.00821,0.008081,0.002564,0.007703,0.001503,0.001061,0.000386,0.000565,0.000787,0.006619,0.007416,0.0066,0.005941,0.01158,0.01292,0.007417,0.013933,0.014123,0.009585,0.015507,0.009553,0.009525,0.014618,0.008982,0.008482,0.013837,0.009034,0.004121,0.00938,0.008691,0.008307,0.007989,0.007968,0.008096,0.008331,0.008816,0.013595,0.01292,0.006323,0.005912,0.006721,0.00661,0.000866,-0.000377,0.004634,-9.9e-05,-0.006942,-0.007232,-0.007343,-0.007597,-0.007861,-0.008287,-0.014589,-0.020206,-0.026568,-0.026323,-0.031697,-0.02601,-0.025689,-0.025359,-0.019912,-0.014918,-0.015424,-0.016334,-0.007154,-0.00678,-0.012458,-0.012479
-0.972548,-3.572942,0.190814,0.195504,-0.29752,0.074283,0.123272,0.003349,0.174835,-0.146275,0.34966,-1.629857,0.150874,0.324901,0.062703,0.279412,-0.001469,0.254214,0.148867,0.32533,0.035174,-0.011389,-0.582127,0.001754,0.003981,-0.010391,-0.154554,-0.157005,-0.037158,0.155256,-0.009817,0.335143,0.000314,0.149801,0.211529,0.363147,-0.071131,0.046846,0.396957,0.233756,0.037829,-0.019059,0.051349,-0.040737,-0.080031,-0.033228,0.000108,-0.024439,-0.027797,-0.035371,-0.037981,-0.046973,-0.046768,0.0265,0.345663,0.415556,-0.05986,0.350556,0.040402,0.139522,0.318037,-0.01839,-0.017133,-0.047448,-0.00739,0.686567,0.057348,0.068407,0.219877,0.037483,0.010598,2.019507,0.10964,-0.097571,0.053384,0.099003,-0.105138,0.088147,-0.092305,0.05371,-0.08841,0.038481,0.212745,0.17385,1.765762,0.009848,0.035794
-1.188006,-1.942867,-0.663381,-0.618043,-0.292542,-0.24951,-0.339377,-0.053436,-0.408311,-0.211256,-0.714368,-1.688186,-0.365388,-0.690529,-0.155745,-0.462092,-0.483724,-0.473476,-0.321167,-0.60947,-0.169591,0.013202,-0.501103,0.025903,0.0108,0.012778,-0.148226,-0.150731,-0.00663,-0.271762,-0.054933,-0.488797,-0.110394,-0.315913,0.040183,-0.5693,-0.02849,-0.136752,-0.618062,-0.362633,-0.115551,-0.085,-0.123695,-0.01022,-0.008102,-0.018719,0.0344,0.056966,-0.044649,-0.034492,-0.01873,-0.00958,0.010177,-0.042844,-0.533545,0.329737,-0.07203,-0.51759,-0.158158,-0.28819,-0.466443,0.021812,0.012841,-0.045124,-0.052182,0.596282,-0.039759,0.073115,0.127987,-0.001962,-0.022219,1.769222,0.121287,0.272222,0.078263,0.136489,0.345425,0.090426,0.306715,0.090613,0.210812,0.062545,0.251851,0.131734,1.814835,0.068315,0.098481
-0.262236,-3.227034,0.597055,0.549018,0.143979,0.325686,0.296393,0.188055,0.031816,0.340507,-7.6e-05,1.948228,0.345614,0.396349,0.145305,0.074984,0.206321,0.267276,0.288648,0.241667,0.151077,0.023836,0.255569,-0.034542,-0.005808,-0.024479,0.103863,0.105901,0.00356,-0.054815,-0.024832,-0.157017,-0.102394,-0.095564,0.40123,-0.158038,-0.008923,-0.020522,-0.171616,-0.118166,-0.051402,-0.063109,-0.042516,0.032717,0.005748,0.031623,-0.144445,-0.116635,0.048378,0.061927,0.032769,0.032074,0.013333,-0.225996,-0.181722,1.508801,0.126543,-0.247342,0.081135,0.087615,-0.149684,-0.034579,-0.032771,0.142061,0.192671,-0.312389,-0.021134,-0.049889,0.079877,-0.027813,0.204181,-0.859264,0.021519,0.308085,0.278495,0.080055,0.127953,0.073524,0.147455,0.016782,0.073391,-0.01409,-0.152083,-0.028684,-1.188112,-0.07473,-0.278443
-0.000375,-0.000295,-0.000149,-1.7e-05,6e-06,0.000105,-0.005934,0.0001,0.000123,1.3e-05,-1e-06,5e-06,-0.000286,-0.000349,-0.000258,-0.000397,-0.000285,-0.000301,-0.006266,-0.00597,-0.005768,-0.000128,0.000135,0.000232,0.000287,0.000195,0.000161,0.0,0.000131,4.6e-05,-7.5e-05,-5.5e-05,-4e-05,5.1e-05,-6.9e-05,-1.3e-05,-2.8e-05,-0.000107,-0.000447,0.005607,-0.000344,-0.000348,-0.000204,-0.000201,-9.7e-05,-4.1e-05,-0.00024,-0.000301,-0.000153,-8.3e-05,-0.000134,-8.7e-05,-4e-06,-0.000187,-0.000351,-0.000482,-0.000585,-0.000571,-0.000274,0.000219,0.000143,0.000225,0.000393,0.000463,0.000361,0.000299,0.000123,-2.2e-05,-0.000113,-1.3e-05,-1e-06,0.006196,0.000292,0.000399,0.000577,0.000669,0.000636,0.000738,0.006784,0.000754,0.000678,0.000756,0.000786,0.006468,0.000572,0.00675,0.000748
-0.001915,-0.0015,0.003232,0.003896,1.4e-05,0.004514,0.005103,0.004498,0.00461,6.9e-05,-1e-05,0.004008,-0.001448,-0.001778,0.002676,-0.002004,-0.001435,-0.001511,-0.000504,0.001004,0.005997,-0.000638,0.000662,0.00116,0.001431,0.000979,0.000805,1e-05,0.00066,0.000234,-0.000365,-0.000271,-0.000192,0.000256,-0.000336,-6.4e-05,-0.000132,-0.000522,-0.006158,-0.002761,-0.001701,-0.001711,-0.001001,-0.000992,-0.000474,-0.000199,-0.00117,-0.001471,-0.00075,-0.000405,-0.000661,-0.000428,-2e-05,-0.000918,-0.00173,-0.002381,-0.002888,-0.002828,-0.001352,0.001076,0.000714,-0.002841,-0.002019,0.002285,0.001786,0.001485,-0.003344,-0.004055,-0.004501,-6.5e-05,-8e-06,4.7e-05,-0.002522,0.002001,0.002871,0.003346,-0.000778,0.003708,-0.000847,-0.000168,-0.000536,0.003848,0.004009,-0.002293,0.002933,0.003207,0.003869
-0.000817,-0.00064,-0.005806,-0.005523,5e-06,-0.005258,-0.004741,-0.00526,-0.005211,3e-05,-4e-06,-0.005467,-0.000621,-0.000764,-0.00604,-0.000864,-0.000617,-0.00065,4.6e-05,0.000695,-0.004347,-0.000272,0.000288,0.000502,0.000617,0.000421,0.000345,5e-06,0.000285,0.000102,-0.000155,-0.000113,-8e-05,0.000112,-0.000143,-2.7e-05,-5.8e-05,-0.000223,0.004541,-0.001452,-0.000733,-0.00074,-0.000432,-0.000429,-0.000205,-8.6e-05,-0.000506,-0.000636,-0.000324,-0.000176,-0.000288,-0.000187,-9e-06,-0.0004,-0.000754,-0.001039,-0.001262,-0.001238,-0.000593,0.000471,0.000314,0.005983,0.00634,0.000998,0.00078,0.000646,0.005761,0.005452,0.005258,-2.8e-05,-5e-06,-0.000238,0.006118,0.000862,0.00124,0.001441,0.006861,0.00159,0.006564,0.007112,0.006949,0.001626,0.001688,0.005929,0.001227,0.001074,0.001612
0.000102,-0.000271,0.040758,0.035825,0.00138,0.037824,0.040245,0.035685,0.035606,0.001509,-0.00022,0.035584,0.073789,-0.000365,0.035465,-0.00244,-0.002165,-0.000607,-0.001335,-0.001659,0.032232,-0.000451,-0.000333,-0.000579,0.0009,-0.002365,0.002788,-8.3e-05,-0.011278,-0.000194,-0.000131,-8.7e-05,-5.2e-05,-7e-05,-6.8e-05,-6.1e-05,-5.6e-05,-3.3e-05,-0.037371,0.000973,-9e-06,-0.001603,-0.000246,-7e-05,-0.013746,8.3e-05,-0.00163,-0.001624,-1.3e-05,-0.000231,-4.1e-05,-5e-05,-5.4e-05,0.149829,-0.001069,-0.00165,-0.001625,-0.001624,-1.3e-05,0.001601,-2e-06,-0.034152,-0.034146,0.001613,0.001592,-2.1e-05,-0.035763,-0.036096,-0.035854,-5e-05,-5.4e-05,0.002557,-0.035785,-0.004443,-0.000728,0.002337,-0.034676,-0.000216,-0.033278,-0.035942,-0.038046,0.001001,0.171903,-0.033119,-0.000113,0.003644,-0.000368
