0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
-0.005795,-0.0008,-0.000155,0.005683,0.005801,0.005789,0.006733,0.006671,0.006705,0.0131,0.012058,0.006954,0.012639,0.012547,0.011326,0.005317,0.011,0.009645,0.003842,0.003871,0.004249,-0.000751,0.005024,-0.000804,-0.000855,0.003754,0.004705,0.005659,0.004477,0.005291,-0.000423,-0.000385,0.00506,-0.000459,-0.000458,0.000183,-0.00021,-0.000503,-0.000942,-0.001159,-0.000578,-0.000559,-0.000324,-0.001232,-0.000927,0.004187,0.003477,-0.001704,0.00436,0.004492,0.004718,0.004678,0.000265,-0.000496,0.006151,0.000751,-0.000304,0.004768,0.005654,0.005582,0.005342,0.005051,-0.000431,0.005829,-0.000215,-3.8e-05,0.000869,0.001014,0.000966,0.000758,0.000146,-0.000262,0.000392,-0.001207,-0.000266,0.000163,0.000111,6.3e-05,0.006094,-5.1e-05,0.001384,0.002038,-0.003221,0.001944,-0.003604,0.000929,0.001171,-0.004816,0.000681,0.000563,-0.00046,-0.006507,-0.001674,-0.00076
-0.00097,0.005309,0.000939,0.001624,0.000929,0.001002,-0.005105,-0.004695,-0.004838,-0.007839,-0.001217,-0.006771,-0.005061,-0.004546,0.002759,0.002752,0.004327,0.012011,0.010958,0.010677,0.00868,0.003894,0.004632,0.004091,0.004342,0.011838,0.006098,0.00038,0.007147,0.002123,0.001299,0.001019,0.003155,0.001372,0.001367,-0.002688,-0.0008,0.000662,0.002851,0.003929,0.000114,1.2e-05,-0.001172,0.004238,0.002726,0.006876,0.011244,0.008407,0.006803,0.006104,0.004942,0.005112,-0.002228,0.002383,-0.00304,-0.004592,0.001458,0.004566,-0.000664,-0.000342,0.000777,0.002144,0.001057,-0.002616,-0.0,-0.000835,-0.005138,-0.005816,-0.005587,-0.004595,-0.001692,0.000227,-0.003843,0.004703,-0.000739,-0.002786,-0.001549,-0.000316,-0.001984,0.001215,-0.006557,-0.009628,-0.011734,-0.00918,-0.010028,-0.003385,-0.004517,-0.00342,-0.002192,-0.001627,0.004212,0.006513,0.01194,0.007656
-0.0001,-0.003963,0.000569,0.000495,7.5e-05,0.000116,0.003596,0.003846,0.003761,0.008647,0.005462,0.0098,0.010351,0.010662,0.007847,0.008311,0.008754,0.006111,0.005927,0.005727,0.004555,0.002227,0.002205,0.002345,0.002485,-0.00074,0.003012,0.006779,0.003586,0.007738,0.00769,0.007534,0.00827,0.007697,0.007689,0.012324,0.013384,0.01416,0.015288,0.015798,0.02057,0.02048,0.019805,0.015695,0.014902,0.009801,0.005186,0.00413,0.002969,0.002618,0.002046,0.002123,0.005593,0.001142,0.004857,0.004455,0.000697,0.001846,0.006001,0.006149,0.006678,0.00732,0.007127,0.011688,0.006612,0.006223,0.004226,0.003918,0.004025,0.004491,0.00584,0.006724,0.011465,0.008757,0.012852,0.01192,0.005886,-0.000142,-0.001195,-0.006043,-0.002967,-0.004383,-0.005048,-0.004231,-0.004333,-0.008251,-0.008814,-0.00799,-0.007759,-0.0075,-0.011433,-0.016691,-0.02113,-0.023192
-0.006549,0.090259,-0.006294,0.32067,-0.01339,-0.012865,-0.033048,-0.011638,0.199289,0.036089,0.278175,0.288713,-0.086553,-0.014236,-0.005728,-0.036238,-0.038104,-0.006421,0.009612,0.010168,0.005472,-3.537135,-0.317468,0.003471,0.002848,0.34878,0.002393,-0.03275,-0.00046,-0.031577,-3.428308,-0.033138,-0.034143,-0.017727,0.005719,-2.848262,0.04846,-0.076773,-0.005809,0.034454,0.035305,-0.030373,-0.122759,0.349325,0.211669,-0.032052,0.000522,-0.003767,0.006367,-0.002062,-0.011133,0.001347,-0.033824,0.450253,-0.046025,-0.035567,-0.000765,0.024057,-0.039146,-0.165445,-0.027963,0.267307,-0.041988,-0.071716,0.019984,-0.010642,0.403563,-0.051552,0.10146,-0.038028,-0.041807,0.007062,-0.071508,-0.05247,0.275878,-0.003964,0.406344,-0.002737,-0.010903,0.030034,0.328773,-0.016819,-0.02134,-0.014667,0.033465,0.233643,0.031838,0.031823,-0.114509,-0.130526,-0.34246,0.054296,-0.145755,-0.067027
0.023417,-0.131616,0.004033,-0.428344,-0.003737,0.001463,0.00624,0.038007,-0.392407,-0.496468,-0.442851,-0.465649,-0.007113,-0.101211,-0.086981,-0.024886,-0.034583,-0.055435,-0.041942,-0.040425,-0.03037,-1.113838,-0.12064,-0.014523,-0.015387,-0.423159,-0.025748,-0.022999,-0.025413,-0.02429,-1.083051,-0.006371,-0.026156,-0.120755,-0.0557,-1.771885,-0.342173,-0.016111,-0.109828,-0.2827,-0.197031,-0.135134,-0.008135,-0.415436,-0.362787,-0.036747,-0.039401,-0.041663,-0.027815,-0.023414,-0.003275,-0.027268,-0.009385,-0.503021,0.003862,-0.001468,0.001168,-0.046146,-0.017185,-0.207242,-0.029442,-0.360081,-0.007866,-0.027922,-0.077002,-0.04337,-0.487192,0.012586,-0.157544,0.00803,-0.00517,-0.062047,-0.009542,-0.005011,-0.322238,-0.09971,-0.505399,0.003244,0.008494,0.013899,-0.370493,0.04266,0.058681,0.026842,-0.007056,-0.318839,-0.06137,0.025325,0.204757,0.130078,0.489128,0.011544,0.334932,0.272218
-0.022206,-0.098386,0.000137,-0.283491,0.032084,0.040432,0.006536,-0.025882,-0.044321,-0.626782,-0.242748,-0.362084,0.059878,-0.010307,0.059628,0.059563,0.092279,0.102188,0.074892,0.072424,0.053201,-4.070202,-0.320095,0.023538,0.024233,-0.226398,0.054821,0.032877,0.056998,0.033322,-4.349357,0.003693,0.053409,0.154273,-0.046424,-4.518404,0.088033,0.026128,-0.029279,-0.244206,-0.11393,-0.037477,0.021031,-0.451802,-0.195097,0.059913,0.081696,0.058136,0.052603,0.056767,0.033736,0.055535,0.004118,-0.31677,0.011886,-0.032993,0.001017,0.002968,0.03635,0.134427,0.020029,-0.180159,-0.003399,0.039661,-0.046378,-0.026134,-0.333099,-0.03032,-0.131692,-0.018544,0.000912,-0.036134,-0.029205,0.034923,-0.404649,-0.051549,-0.286311,0.002206,0.004286,-0.001406,-0.315819,-0.044779,-0.074927,-0.020622,-0.118083,-0.141177,0.145145,-0.031965,0.098276,0.308791,0.331473,0.225598,0.242971,0.189814
-0.000789,-0.000371,-0.000355,3.2e-05,0.000156,-4e-06,-1.5e-05,2e-06,6e-05,0.000137,6.5e-05,0.000297,0.0,0.000474,1e-06,0.0001,-1e-06,0.005961,7.4e-05,0.000167,0.005925,0.005872,0.005933,0.005996,0.000103,0.000322,0.006054,0.000117,0.005962,0.006217,0.000251,0.005953,-3.6e-05,-2e-05,-7.3e-05,-0.000168,-0.000216,-4.2e-05,0.006075,0.00597,0.000186,7.7e-05,0.005927,0.006125,-8.4e-05,0.006281,0.006365,0.006558,0.007021,0.007957,0.008233,0.002356,0.002627,0.00246,0.002535,0.00277,0.002668,0.002277,0.002162,-0.003919,0.001715,0.001458,0.001224,0.00095,0.000772,0.001132,0.000967,0.000866,0.001178,0.001063,0.001045,0.001077,-0.004475,0.001049,0.000423,0.000323,-0.000126,-0.005742,-1.1e-05,8.3e-05,0.000121,0.000199,-0.005932,-0.000267,1.5e-05,-0.000403,-0.006054,-0.005726,-0.000338,0.000106,-0.000236,0.000278,0.000151,0.000185
-0.00346,-0.001634,-0.001555,0.000132,0.000679,-1.5e-05,-7.4e-05,-1e-06,0.000261,0.000593,0.000285,0.004925,1e-06,0.005705,-4e-06,0.000433,-7e-06,-0.000794,0.000318,0.000731,-0.000953,-0.001178,-0.000917,-0.000628,0.000468,0.001448,-0.000352,0.000527,-0.000753,0.000427,0.001152,-0.000772,-0.000173,-0.000102,-0.000336,-0.000781,-0.000996,-0.000204,-0.000224,-0.000707,0.000874,0.000363,-0.000895,3.5e-05,-0.00412,0.000802,-0.002496,-0.001549,0.000776,0.009228,0.007009,0.008018,0.009467,0.004971,0.00539,0.006632,0.006178,0.000505,-6.5e-05,-0.000697,-0.002295,-0.003602,-0.004801,-0.006221,-0.007144,-0.001522,-0.002383,-0.00292,0.002464,0.001857,0.001757,0.001935,0.007435,0.005536,-0.001511,-0.002034,-0.004402,0.000671,-5.5e-05,0.000442,0.000641,0.001045,-0.00406,-0.00512,9.7e-05,-0.005823,-0.004637,0.000812,-0.005481,0.000552,-0.004953,0.001436,0.000785,0.000961
-0.002076,-0.000982,-0.000937,7.9e-05,0.000411,-9e-06,-4.5e-05,0.0,0.000155,0.000354,0.000172,-0.004353,-1e-06,-0.003885,-5e-06,0.000256,-9e-06,-0.00058,0.000187,0.000434,-0.000677,-0.000814,-0.000657,-0.000486,0.000276,0.000863,-0.00032,0.00031,-0.00056,0.000147,0.000687,-0.000572,-0.000107,-6.3e-05,-0.000202,-0.000469,-0.0006,-0.000124,-0.000243,-0.000534,0.000519,0.000213,-0.00065,-9.5e-05,0.004821,0.000362,0.00568,0.006242,0.007606,0.005309,0.011189,0.011864,0.012615,0.017121,0.017309,0.017895,0.017529,0.0214,0.021053,0.020813,0.01975,0.019049,0.018405,0.017663,0.017192,0.0131,0.012656,0.01238,0.008138,0.00782,0.007756,0.007825,0.00382,0.002682,0.006125,0.005872,0.00473,0.000527,-2.5e-05,0.000212,0.000307,0.000503,0.005105,0.004398,4.9e-05,0.004062,0.004841,0.000597,0.004232,0.000265,0.004485,0.00069,0.000378,0.00046
-0.001699,5.1e-05,5.4e-05,4.6e-05,3.1e-05,5e-06,3e-06,0.019415,-0.000461,0.104041,-0.000804,0.034404,0.01412,0.031492,-1.4e-05,3.2e-05,2.7e-05,0.001003,1.2e-05,0.000182,0.001006,0.000989,-0.002469,0.000806,7e-06,0.0002,-0.002816,-0.001563,-0.00513,0.005651,-0.00595,-0.002665,5e-05,0.001381,5.4e-05,4.3e-05,0.122308,-0.004336,0.000898,-9.5e-05,0.000224,6.4e-05,0.001037,-0.227273,0.089703,0.037684,-0.033967,-0.037735,-0.033424,0.002089,-0.034659,-0.032604,-0.035749,-0.068407,-0.071261,-0.068882,-0.068615,-0.103411,-0.103425,-0.105115,2.291941,-0.113198,-0.104523,-0.111014,0.692582,-0.070563,2.331297,0.163089,-0.036155,-0.034018,-0.034483,-0.034444,-0.000539,0.000264,-0.035021,-0.034487,-0.035001,-0.001001,-1.7e-05,1.7e-05,-1e-05,0.000508,-0.038507,-0.040217,-0.000139,-0.03543,0.198337,-0.00117,-0.035,-2.4e-05,-0.03498,0.000545,-4e-06,0.000547
