0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.001424,0.000613,0.00063,0.000564,0.000758,0.000695,0.000654,0.006166,-0.000188,-0.00732,-0.007702,-0.001041,-0.000889,-0.001074,-0.000737,-0.00787,-0.006902,-0.000888,-0.007238,-0.007181,-0.008048,-0.001395,-0.001346,-0.000455,-0.001148,0.000703,0.001064,0.001009,-0.000121,-0.000198,-0.006768,-0.000394,-0.006396,-0.000189,-1.3e-05,-0.000984,-0.000207,-0.00082,-6.6e-05,-3.1e-05,-0.000164,-0.000251,-0.00682,-0.000832,-0.001588,-0.001954,-0.007933,-0.000959,-0.000635,0.005977,0.006407,0.006393,6e-06,0.006752,-0.000591,-0.000589,-0.000689,-0.000925,-0.006529,0.000332,-0.00667,0.000717,0.000648,0.000678,0.000565,0.000649,0.000247,-0.00047,0.000224,-0.000617,-0.000188,0.006301,-0.000756,-0.000115,-0.000295,0.000777,-0.005961,-0.00626,-4.4e-05,-0.000551,-0.006786,-0.001328
-0.008314,-0.003843,-0.003902,-0.003661,-0.00432,-0.004107,-0.003994,0.002871,0.000652,0.001129,0.002465,0.003606,0.003098,0.003739,0.000901,0.003173,-0.00185,0.001476,-0.000599,-0.000742,0.003977,0.004964,0.004818,3e-05,0.004152,-0.005755,-0.00706,-0.006893,-0.001183,-0.000903,-0.00199,-0.000179,-0.003319,-0.000913,-0.001561,0.003586,-0.00082,0.003008,-0.001328,-0.00146,-0.000975,-0.000663,-0.001603,0.001504,0.005856,0.007253,0.004225,0.003555,0.002352,0.002971,0.001373,0.001428,-2.7e-05,-0.001451,0.002175,0.002165,0.002547,0.003415,-0.002424,-0.002791,-0.000352,-0.004232,-0.00397,-0.004087,-0.003664,-0.003984,-0.002485,0.001734,-0.002386,0.00228,-0.000842,0.000126,0.002806,-0.001126,0.00109,-0.004448,-0.002923,-0.001803,0.000174,0.003601,0.001708,0.008063
0.010793,0.005607,0.005571,0.005733,0.005302,0.005431,0.005499,0.001244,0.000435,0.001447,0.002336,0.002395,0.002051,0.002477,0.008743,0.002761,0.007596,0.009091,0.008426,0.008278,0.003226,0.003201,0.003092,0.008084,0.00267,0.012442,0.011615,0.011702,0.007293,0.007469,0.007396,0.007914,0.006559,0.007446,0.007042,0.002232,0.007496,0.001864,0.007172,0.007089,0.007381,0.007569,0.007578,0.00888,0.003563,0.004382,0.003115,0.002132,0.00141,0.001213,0.000254,0.000288,-2e-05,0.006478,0.001296,0.001291,0.001518,0.00203,0.007013,0.006236,0.000342,0.005388,0.00554,0.005472,0.005727,0.005537,0.006418,0.001022,0.006478,0.001338,0.007381,0.007402,0.001637,0.007205,0.000634,0.005272,-0.001161,-0.000508,0.000105,-0.005761,-0.006367,-0.011017
-0.105312,0.393882,-0.033819,-1.409816,-1.369244,-0.386861,-1.784244,-3.991457,0.057301,0.048457,0.044499,0.099666,-0.986003,0.069298,0.134237,0.081766,0.106091,0.002643,-3.161625,-0.043776,-0.438204,-0.324534,-0.026916,0.079999,-2.773228,0.146033,-0.066692,-2.217848,-0.029007,-0.022291,-0.031028,-0.033452,-0.043179,0.048327,-0.040481,-0.006444,-0.04084,-0.006314,-0.042533,-0.040009,0.059876,0.014013,0.084106,-0.036601,0.210928,-0.430681,0.0063,0.000559,0.001553,0.013118,0.034286,0.060144,0.258831,0.041809,0.317656,0.139739,0.048972,0.009862,-0.006157,0.02806,0.244321,0.045726,0.201111,-0.035705,0.188245,-0.041726,0.142163,-0.00531,-0.034511,-0.003919,-0.034013,-0.0319,0.000577,-0.033959,5e-06,-0.034515,-0.002586,-0.006961,-0.007862,0.262116,2.383923,-0.268185
-1.375763,-0.882517,-1.323775,-1.010732,-0.28773,-1.165966,-2.295943,-0.258328,-0.747328,-0.535409,-0.421165,-0.768108,-0.44552,-0.484902,-0.866777,-0.438095,-0.664783,-0.232787,0.331111,-0.038054,-0.268917,-0.053563,-0.175058,-0.358203,-0.109242,-0.658943,-0.075688,-1.345212,-0.062624,-0.060095,-0.047605,-0.009458,0.021658,-0.204753,0.012652,0.006401,0.005291,0.007444,0.009345,0.002456,-0.227363,-0.119557,-0.31876,-0.206842,-0.57653,-0.613788,-0.012852,-0.010805,-0.004995,-0.090647,-0.08588,-0.134284,-0.596425,-0.174001,-0.667014,-0.348933,-0.153916,-0.082767,-0.058136,-0.181999,-0.48456,-0.163791,-0.48675,0.035771,0.139688,0.009023,-0.364036,0.061842,-0.001126,-0.011125,-0.009759,-0.024925,-0.008519,-0.009733,-7e-06,-0.001232,0.023682,0.024685,0.015181,0.142846,1.354499,0.639296
-0.325049,-0.978972,-0.073353,-0.965654,-0.963576,-0.350136,1.801168,-3.342986,0.572348,0.400511,0.479754,0.381495,-0.85208,0.479585,0.33338,0.253342,0.369372,0.378898,-4.371144,0.160133,-0.147636,-0.165439,0.044875,0.089746,-4.578601,0.144096,0.124136,1.345774,0.189526,0.161833,0.135947,0.004268,-0.020952,-0.061533,-0.01985,0.031257,0.007103,0.032156,0.008602,0.005578,-0.100257,-0.065998,0.074456,-0.068204,0.050352,-1.466873,-0.011089,0.024116,-0.004167,0.208725,0.000681,-0.015226,0.003876,-0.049497,-0.224171,0.124123,0.155648,0.206669,-0.052253,0.121205,-0.199938,-0.079967,-0.187006,-0.021989,-0.077083,-0.023638,-0.101742,-0.188904,-0.023785,0.028601,0.003643,0.032816,0.027606,0.003534,2.8e-05,-0.024033,-0.056766,-0.027166,0.003084,-0.052601,-0.522155,0.246676
-0.000582,-0.000414,-0.00016,0.006589,-0.000113,4.5e-05,1.4e-05,2.8e-05,-0.0,0.0,-8e-06,-3e-06,-3e-06,-3e-06,-3e-06,-5e-06,7.4e-05,-3e-06,2.6e-05,5.4e-05,2.1e-05,-3e-06,1e-06,0.000142,1.4e-05,0.000101,9.6e-05,1.6e-05,-3e-06,2e-06,-1.3e-05,-4e-06,5.9e-05,-0.0,-4.1e-05,-1.3e-05,-5e-06,-1e-06,-4e-06,-0.00014,-8.1e-05,-0.00014,-0.000125,-2e-05,-0.00011,-0.000134,-9.4e-05,6e-06,-0.006723,-0.006556,4e-06,-0.00686,1.1e-05,-0.006574,7e-05,-4.2e-05,-0.00676,-0.006775,-8.3e-05,7e-05,-7.2e-05,0.000136,-0.006676,-0.006669,-0.006716,-0.00672,-0.006757,3.7e-05,-3e-06,-0.00672,-0.006707,-0.006713,-1.1e-05,-0.006718,1.9e-05,-1e-06,2e-06,8.8e-05,-3e-06,0.006568,-0.000137,-4e-05
-0.003305,-0.002353,0.003359,-0.001582,-0.00065,0.000249,7.6e-05,0.004437,1e-06,1e-06,-4.3e-05,4e-06,1e-06,1e-06,-0.0,1e-06,0.000439,-9e-06,0.000149,0.000305,0.000125,-1.9e-05,-3e-06,0.000812,8e-05,0.00057,0.000544,0.000108,-1.3e-05,-1.1e-05,-9.6e-05,-3.3e-05,0.000335,-9e-06,-0.000232,-8.2e-05,-2.1e-05,8e-06,6e-06,-0.00078,-0.000452,-0.00079,-0.000697,-0.000105,-0.000608,-0.000758,-0.000539,3.1e-05,0.000822,0.001764,2e-05,5.2e-05,6.1e-05,0.001649,0.000404,-0.004464,-0.003617,0.000541,-0.000442,0.000391,-0.000376,0.000739,0.001075,0.001111,0.000853,0.000841,0.00063,0.000194,-9e-06,0.000838,0.000898,0.000877,-4.7e-05,0.000834,9.6e-05,-5e-06,3e-06,0.000458,-1.2e-05,-0.001628,-0.000716,-0.000213
-0.002069,-0.001475,-0.005984,-0.001115,-0.00041,0.000155,4.6e-05,-0.005304,0.0,2e-06,-2.7e-05,6e-06,6e-06,5e-06,4e-06,3e-06,0.000278,-6e-06,9.2e-05,0.00019,7.6e-05,-1.2e-05,-4e-06,0.000507,4.9e-05,0.000357,0.000342,6.9e-05,-7e-06,-1e-05,-6.2e-05,-2.1e-05,0.000209,-6e-06,-0.000146,-5e-05,-1.4e-05,6e-06,5e-06,-0.000489,-0.000285,-0.000498,-0.000438,-6.7e-05,-0.000383,-0.000477,-0.000338,2e-05,0.000637,0.00123,1.6e-05,0.000151,4.2e-05,0.001159,0.000258,0.005293,0.005938,0.00046,-0.000274,0.000248,-0.000234,0.000467,0.00079,0.000814,0.000653,0.000646,0.000513,0.000129,1e-06,0.000643,0.000678,0.000664,-2.3e-05,0.000634,6.2e-05,-2e-06,-0.0,0.000286,-9e-06,-0.001134,-0.000452,-0.000135
-0.002671,-0.001778,0.035919,0.000996,7e-06,-2e-06,1e-05,0.035761,-0.000107,-8.4e-05,-7.2e-05,-0.000114,-9.3e-05,0.003998,3.9e-05,-0.000277,-0.010377,0.001449,3.4e-05,-8.8e-05,-0.000583,-5.7e-05,-0.000322,0.004109,0.000384,-0.000129,-0.00022,-0.000132,-0.000198,-6.9e-05,-6e-05,-5.4e-05,-0.000129,-7.3e-05,-5.3e-05,-3.5e-05,-0.000558,-9.3e-05,-0.000113,-3.5e-05,-0.000279,-0.000103,-0.00051,0.225398,-0.000313,-0.000117,-0.000156,-6e-05,-0.001425,-8.3e-05,-0.000169,-0.002614,0.000927,-0.001053,-0.002392,-0.039417,-0.038221,-0.001039,-3.8e-05,-0.000715,-8.3e-05,0.00145,-0.001028,-0.001008,-0.001013,-0.000991,-0.001,-1.5e-05,9e-06,-0.000992,-0.000994,-0.001009,-3.7e-05,-0.000992,0.0,-1.4e-05,-1.5e-05,1e-06,7e-06,-0.000561,-9e-06,-1.5e-05
