0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0.001666,0.001058,0.00109,0.007823,0.007807,0.007841,0.007989,0.00806,0.008133,0.007301,0.000335,0.000157,-0.000108,-0.000308,-0.000352,-0.000471,-0.000546,-0.000383,-0.000256,-0.007465,0.000201,-0.000445,0.000387,-0.005563,0.000407,-0.006247,-0.006018,-0.006007,-0.005998,-0.006809,-0.000244,-0.007013,0.006257,0.000209,-0.000563,0.000164,0.000133,0.000105,0.000847,0.000128,0.000862,0.000233,-0.005694,-0.006396,0.000224,0.000215,-0.007277,7.3e-05,-0.000756,-1.2e-05,-0.00067,-6.3e-05,-0.000811,2.7e-05,-0.000566,-0.000504,-0.006915,-0.000126,2e-06,-0.006559,2.2e-05,5.3e-05,-0.006546,-0.007182,4.8e-05,-0.00719,-0.006438,-0.001085,-0.007601,-0.008032,-0.001301,-0.008299,-0.008506,-0.008352,-0.008569,-0.002018,-0.008318,-0.007431
-0.012616,-0.008037,-0.008297,-0.007132,-0.006967,-0.00719,-0.008288,-0.008781,-0.009249,-0.00297,-0.002491,-0.001126,0.000879,0.002391,0.002719,0.003621,0.004175,0.002983,0.001994,0.004675,-0.001438,0.003333,-0.002855,-0.009495,-0.003058,-0.004399,-0.006196,-0.006291,-0.00638,-0.000235,0.001918,0.001419,0.004521,-0.001427,0.004406,-0.001107,-0.000865,-0.000662,-0.00626,-0.000852,-0.006398,-0.001676,-0.008341,-0.003035,-0.001589,-0.001498,0.003989,-0.000364,0.005965,0.000304,0.005296,0.000676,0.00644,4.9e-05,0.004565,0.004029,0.00145,0.001,-0.000113,-0.00141,-0.000165,-0.000466,-0.00149,0.003364,-0.000392,0.003464,-0.002386,0.008287,0.006512,0.009791,0.009679,0.011621,0.012812,0.011452,0.012687,0.013465,0.00932,0.001799
0.015511,0.010675,0.010454,0.0107,0.010843,0.010647,0.009694,0.009269,0.008869,0.005481,0.006687,0.00787,0.00959,0.010867,0.011128,0.011849,0.012269,0.011221,0.010371,0.004643,0.007474,0.002759,0.006297,0.010207,0.006116,0.005764,0.004285,0.004208,0.004136,0.000547,0.001578,0.001896,0.002971,0.007448,0.003583,0.007694,0.007882,0.008038,0.012087,0.00787,0.011967,0.007197,0.011126,0.006817,0.007257,0.007328,0.00378,0.008201,0.004666,0.008699,0.00412,0.008946,0.004977,0.008448,0.003502,0.003087,0.001779,0.000769,-9e-05,-0.000402,-0.000124,-0.000349,-0.000468,-0.005133,-0.000294,-0.005057,-0.001151,-0.010398,-0.011143,-0.016941,-0.017682,-0.023906,-0.031398,-0.032486,-0.040036,-0.048777,-0.051762,-0.049601
0.731865,0.20726,0.129588,-0.03106,-0.046555,-0.078597,-0.067234,-0.06719,-0.069898,-0.031656,-0.033921,-0.033999,-0.032091,-0.034076,0.179238,-0.065919,-0.724133,0.012351,0.444643,0.21128,0.208066,0.445527,0.148894,0.252905,-0.822076,0.21024,-0.00789,-0.045754,-0.006962,-0.033775,0.024505,-0.0071,0.059538,0.005751,-0.01067,0.036296,-0.045362,-0.051684,-0.047751,-0.012647,0.136476,0.250518,-0.054029,0.17881,-0.044911,-0.047573,-2.971417,0.239704,-0.012657,-0.2073,-0.009212,-1.265112,-0.007597,-0.210927,-0.858546,0.253309,0.003632,0.000236,-1.429196,0.077595,-0.743918,-0.472383,-0.000863,0.032938,0.000284,0.033148,0.003147,0.322359,2.308676,0.586634,0.110954,-0.090507,-0.152959,-0.410716,-0.296503,-0.516532,-0.473855,-0.412632
0.758731,-0.322444,-0.346206,-0.080464,-0.062325,-0.000551,-0.013545,-0.014211,0.000629,-0.022516,-0.007389,-0.007403,-0.022588,-0.028031,-0.549279,-0.214721,-2.168875,-0.351421,-1.015609,-0.770067,-0.561122,-0.838513,-0.377682,-0.621532,-1.094191,-0.585388,-0.126259,-0.068579,-0.118697,0.135954,-0.052376,0.009899,-0.023128,-0.065763,-0.002321,-0.104448,0.004719,0.007991,-0.045556,-0.050228,-0.271795,-0.414866,-0.025569,-0.269233,-0.005251,0.000839,-1.42574,-0.353244,-0.007228,-0.254378,-0.005271,-2.139539,-0.053792,-0.185995,-0.385525,-0.389852,0.025663,0.000692,-1.913329,-0.080757,-0.541321,-0.633906,0.016497,0.022829,0.000307,0.006505,0.022355,0.177448,2.327744,0.548839,-0.101882,0.28622,0.423801,0.728967,0.596471,0.70228,0.668589,0.486804
-2.081645,-0.302542,-0.284092,-0.067126,-0.019639,0.022998,0.01636,0.015744,-0.009026,0.034495,0.005077,0.005007,0.029348,0.016777,0.005171,0.185472,2.235866,0.252177,0.106186,-0.114577,0.112884,-0.026392,-0.015771,-0.308587,-1.090735,0.288602,0.075823,0.114927,0.085087,-0.191059,-0.005282,0.000783,-0.178891,-0.036764,0.029422,-0.058804,0.008787,0.008333,-0.054513,-0.032267,-0.179668,-0.267475,-0.081748,-0.184868,-0.003866,0.000978,-4.508523,-0.198356,0.046048,-0.492426,0.015938,1.291381,-0.015384,0.100796,-1.376136,0.039804,-0.031098,-0.012225,1.375858,-0.094398,-1.252381,0.450002,-0.028139,-0.03299,0.000901,-0.007555,-0.034312,0.410911,0.059756,-0.253284,0.186546,0.165468,0.263107,0.446505,0.604474,1.20681,1.01804,0.938287
-0.00722,-0.007211,-0.007084,7.2e-05,0.000114,3.8e-05,0.007103,0.007121,6e-06,7e-06,-0.007163,8.1e-05,4.5e-05,8.8e-05,8.7e-05,-0.006991,0.000189,0.000203,0.000228,0.000236,-0.006834,0.000309,0.000377,0.000419,-0.006663,-0.00666,0.000352,0.000145,9.8e-05,-1.2e-05,-1.2e-05,-2e-06,2.4e-05,1e-06,-3e-06,2e-06,3e-06,0.0,3e-06,7e-06,3e-06,3e-06,4e-06,1e-05,4e-06,4e-06,6.5e-05,2e-06,2e-06,-0.0,0.0,0.0,2e-06,1e-06,1e-06,1e-06,1e-06,2e-06,1e-06,0.0,1e-06,2e-06,0.007113,-0.0,-2e-06,-1e-06,-0.0,-2e-06,-1e-06,-1e-06,-1e-06,0.0,0.007177,0.007193,0.007292,0.007347,0.007363,0.007406
-7.8e-05,1.6e-05,0.001171,0.000656,0.001029,0.000348,-0.000978,-0.000826,5.7e-05,5.9e-05,0.000447,0.000746,0.000427,0.000829,0.000825,0.001999,0.001744,0.001876,0.002086,0.002154,0.00326,0.002815,0.003394,0.003773,0.004583,0.004557,0.003167,0.00131,0.000899,-8.7e-05,-0.000117,-2.9e-05,0.000194,-4e-06,-3.1e-05,1e-06,1.3e-05,-4e-06,1.4e-05,4e-05,-5e-06,-2e-06,-2e-06,6.7e-05,-4e-06,-3e-06,0.000532,-5e-06,3e-06,2e-06,1e-06,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,6e-06,-3e-06,-0.000387,3e-06,1e-06,1e-06,1e-06,-1.6e-05,3e-06,2e-06,2e-06,7e-06,0.005379,0.005545,0.001318,0.00193,0.002174,0.00262
9e-06,9.5e-05,0.00118,0.000624,0.000973,0.000328,-0.000993,-0.000852,5.2e-05,5.5e-05,0.000491,0.000705,0.000405,0.000782,0.000777,0.001953,0.00164,0.001764,0.001961,0.002019,0.003118,0.00263,0.003164,0.003508,0.004315,0.004283,0.002922,0.001206,0.000827,-8.1e-05,-0.000109,-2.6e-05,0.000178,-6e-06,-2.9e-05,0.0,1e-05,-3e-06,1.2e-05,3.6e-05,-8e-06,-6e-06,-7e-06,5.8e-05,-8e-06,-7e-06,0.000484,-9e-06,1e-06,-0.0,-1e-06,-1e-06,-1e-06,-2e-06,-2e-06,-1e-06,-1e-06,-1e-06,-3e-06,-1e-06,3e-06,-5e-06,-0.000429,2e-06,1e-06,-0.0,-1e-06,-1.6e-05,1e-06,-1e-06,-2e-06,2e-06,-0.004388,-0.004238,0.001122,0.001678,0.001893,0.002297
0.000413,-0.004185,-0.000638,-0.13033,0.009364,-5.8e-05,0.000815,0.000849,-9.8e-05,-5.4e-05,-0.001178,0.000588,0.096359,-0.000158,-0.000129,-0.000492,-0.00013,0.000482,0.000555,-0.000106,-0.000343,-6.2e-05,0.000693,0.000699,-0.000288,-0.00028,0.000711,9e-06,-0.0,-7e-06,-5e-06,1e-06,3e-06,3e-06,-1e-06,7e-06,-1e-06,-3e-06,4e-06,3e-06,9e-06,2e-06,4e-06,1e-06,3e-06,3e-06,-3e-06,0.004958,1e-06,-1e-06,-0.0,-1e-06,5e-06,1e-06,1e-06,5e-06,5e-06,1.1e-05,1e-06,1e-06,-3e-06,4e-06,0.000984,2e-06,-3e-06,0.004956,8e-06,3e-06,-7e-06,-5e-06,5e-06,4e-06,0.039591,0.038622,-0.000735,0.002181,0.063849,-0.004254
