0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
0.007731,0.00797,0.008512,0.001038,0.008704,0.001219,0.006776,0.001012,0.000223,-0.006719,-0.000163,-0.001086,-0.001234,-0.001301,-0.001294,-0.001252,-0.001365,-0.000631,-0.000794,-0.000835,-0.00019,-0.000267,-0.000376,-0.006831,-0.000113,-0.006528,-0.000715,-0.000637,0.000361,0.000529,-0.00011,0.000632,-0.000136,-0.000823,-0.000526,0.006149,0.000739,8.1e-05,0.000806,0.000565,-0.000207,-0.000158,-0.000116,-0.000141,-0.00039,0.0003,-0.000749,-0.000334,-0.000502,-0.000698,-0.000444,-0.006764,-0.000333,5e-05,-0.005668,-0.005085,-0.005771,0.000471,-0.00573,0.000623,-0.005914,0.000343,0.000237,0.000329,0.000148,-0.000563,0.000424,0.000161,0.000778,0.00072,0.000127,0.000633,-0.007556
-0.007148,-0.008667,-0.012487,-0.007528,-0.01363,-0.008696,-0.00038,-0.007336,-0.001885,-0.000865,0.000601,0.006906,0.008456,0.008196,0.008218,0.007962,0.008684,0.003581,0.00462,0.004878,0.000346,0.000836,0.001531,0.000321,-0.000132,-0.001508,0.004169,0.003682,-0.003132,-0.004219,0.000279,-0.00487,0.000455,0.005271,0.003358,0.002748,-0.005165,-0.000541,-0.005579,-0.00402,0.001319,0.001008,0.000734,0.000901,0.002502,-0.002321,0.004811,0.00175,0.002831,0.004084,0.00243,0.001092,0.001752,-0.000713,-0.005955,-0.009835,-0.005037,-0.003126,-0.005377,-0.004149,-0.004235,-0.002291,-0.001587,-0.002214,-0.000995,0.004032,-0.002846,-0.000824,-0.00493,-0.004264,-1e-06,-0.003364,0.007628
0.010442,0.009149,0.014578,0.010935,0.013627,0.009955,0.00756,0.011122,0.007069,0.008703,0.009139,0.005783,0.00693,0.006758,0.006781,0.00653,0.007077,0.011368,0.012181,0.012327,0.017061,0.017413,0.017886,0.017578,0.016465,0.016075,0.011414,0.010998,0.014062,0.013224,0.008383,0.012714,0.008491,0.003883,0.002466,0.001361,0.00434,-0.000397,0.00404,0.005182,0.000962,0.000738,0.000538,0.00066,0.001828,0.006422,0.003501,0.009355,0.01011,0.010989,0.009766,0.009418,0.009249,0.007497,0.004428,0.001705,-0.002924,-0.002203,-0.003176,-0.002937,-0.00238,-0.001627,-0.001131,-0.001578,-0.00071,-0.005181,-0.002034,-0.008667,-0.011653,-0.019358,-0.024445,-0.027064,-0.034746
0.315307,-0.006553,0.424655,0.16373,0.213226,0.23548,-0.045836,-0.07223,-0.02729,0.138285,-0.046347,0.002745,-1.99065,-1.532973,-0.14349,0.002659,0.004623,-0.031934,-0.029821,-0.032028,-0.080902,0.000964,0.272965,-0.085674,-0.069452,-0.074253,0.116526,0.422878,-0.087025,-0.037104,0.071295,0.138734,0.21405,0.06149,0.000652,-0.009959,-0.046809,-7.4e-05,-0.036225,0.2755,-0.002435,8.5e-05,0.000102,0.030685,-0.009257,-0.04032,0.002032,0.271862,-0.036639,-0.032528,0.521025,-0.044459,-0.048208,-0.051849,0.335333,0.299259,0.236477,0.263539,0.103698,0.304094,-0.022287,-0.000775,-0.382306,-0.156782,4e-06,0.047109,0.014919,0.045969,-0.04465,0.128746,0.185976,0.132999,-0.239287
-0.403204,-0.171631,-0.544123,-0.248919,-0.344484,-0.310918,-0.013164,0.008012,-0.015223,-0.4706,-0.008832,-0.028374,-1.138848,-2.131334,-0.233636,-0.015328,-0.031137,-0.023788,-0.039414,-0.023752,-0.006151,-0.110882,-0.409757,-0.001616,-0.020681,0.074026,-0.185408,-0.493241,7.1e-05,0.048587,-0.122888,-0.221494,-0.269888,-0.087564,-0.013394,0.073128,0.016357,0.000299,0.006931,-0.336624,0.002452,9.6e-05,5.7e-05,0.157738,-0.006879,0.010564,-0.014715,-0.255877,-0.005723,-0.02244,0.672339,0.001498,-0.012379,0.006944,-0.376824,-0.348535,-0.232238,-0.366618,-0.095068,-0.321443,0.033446,0.000585,0.41498,0.187428,0.012174,-0.015423,0.004763,0.010948,0.015378,0.245474,1.134759,0.113502,0.8302
-0.268064,0.092725,-0.36777,-0.200909,-0.314079,-0.215167,0.033293,-0.012979,-0.013916,-0.763037,0.033037,0.050956,-4.987319,0.964208,0.137562,0.025174,0.049047,0.029069,0.053072,0.028817,0.009896,-0.035612,-0.257449,0.006467,-0.005659,-0.186743,-0.084756,-0.24072,0.011467,-0.227519,-0.071516,-0.146295,-0.150933,-0.02643,0.025964,-0.114779,-0.018479,0.000703,-0.019578,-0.179496,0.001189,0.000545,0.000439,-0.191744,0.019872,-0.019085,0.024976,-0.326012,0.005278,0.029561,-0.261657,0.001289,0.02778,0.006426,-0.267141,-0.339243,-0.206044,-0.033604,-0.147565,-0.2224,-0.03134,0.002532,0.223808,0.084483,-0.025234,0.024873,-0.006647,0.053372,0.217502,0.167297,0.194032,-0.031397,0.27034
-0.00023,-0.00025,-0.000249,-0.000166,-0.00019,-0.000148,-0.000235,-0.00019,-0.000201,-0.00017,-0.000165,-0.000346,-0.000144,-3.5e-05,-0.000157,-0.000142,-0.000158,-0.000213,-0.000279,-6.6e-05,-6.5e-05,-2.1e-05,6e-06,-4.5e-05,-0.00011,-0.000229,-0.000331,-0.000242,-0.00019,-0.00036,-0.000192,-0.000189,-0.000224,-0.000215,-0.000113,-5e-05,9.6e-05,0.000129,5.5e-05,6e-05,-8.2e-05,-0.000116,7.1e-05,0.000122,0.000168,8e-06,-0.000159,-0.000169,-7e-06,-3e-06,-0.000239,7.4e-05,-2e-06,-2.4e-05,-0.0,-1e-06,-7.8e-05,-0.0,-1e-06,-1.4e-05,-2e-05,-2e-06,1e-05,-3e-06,-4e-06,-0.000235,2.5e-05,-5e-06,0.000151,0.000177,0.000242,7.4e-05,0.000148
-0.00126,-0.001365,-0.001349,-0.0009,-0.001041,-0.000804,-0.001283,-0.001038,-0.001099,-0.000918,-0.000893,-0.006043,-0.00078,-0.000195,-0.000854,-0.000764,-0.000861,-0.001162,-0.001515,-0.000358,-0.000356,-0.000114,2.9e-05,-0.000244,-0.000592,-0.001241,-0.001794,-0.001311,-0.001026,-0.001947,-0.001032,-0.001018,-0.001206,-0.001171,-0.000612,-0.000271,0.000521,0.000695,0.000297,0.000327,-0.004602,-0.004787,0.000396,0.000672,0.000928,-0.004112,-0.005016,-0.005072,-2.5e-05,-1.6e-05,-0.005466,0.000414,0.0,-0.000126,3e-06,1e-06,-0.000409,5e-06,1e-06,-7.1e-05,-0.0001,6e-06,7.4e-05,-3e-06,-8e-06,-0.00544,0.000149,-6e-06,0.000833,0.000967,0.00132,-0.003762,-0.00336
-0.000948,-0.001028,-0.001017,-0.000678,-0.000786,-0.000607,-0.000972,-0.000785,-0.000831,-0.000694,-0.000676,0.00379,-0.000593,-0.000149,-0.000647,-0.000579,-0.000652,-0.000883,-0.001153,-0.000272,-0.00027,-8.6e-05,2.3e-05,-0.000185,-0.000451,-0.000948,-0.001371,-0.001,-0.000784,-0.001489,-0.000791,-0.000779,-0.000925,-0.000901,-0.000473,-0.000209,0.000402,0.000535,0.000227,0.000252,0.004892,0.004752,0.0003,0.000514,0.000711,0.005273,0.00458,0.004538,-1.9e-05,-1e-05,0.00424,0.000317,-0.0,-9.5e-05,4e-06,2e-06,-0.000312,4e-06,2e-06,-5.3e-05,-7.6e-05,7e-06,5.8e-05,-1e-06,-5e-06,0.004262,0.000113,-3e-06,0.000637,0.000739,0.001008,0.005547,0.005854
4e-05,2.8e-05,7e-06,3e-06,1.2e-05,3e-06,2e-06,2e-06,5e-06,1e-06,0.0,-0.035181,-1e-06,6e-06,-0.000596,-9e-06,2e-06,-3e-06,-9e-06,0.0,-2e-06,-3e-06,-8e-06,-6e-06,-6e-06,-4e-06,-0.000604,-0.000602,-8e-06,-0.000598,-1e-05,-1e-06,-0.000611,-6e-06,1e-06,1e-06,-9e-06,0.000591,-3e-06,-4e-06,-0.035191,-0.035184,-9e-06,-0.0,-9e-06,-0.034582,-0.035205,-0.035198,1e-06,1.4e-05,-0.03519,5e-06,-1e-06,-1e-06,5e-06,2e-06,-3e-06,0.0,-0.000179,-2e-05,8e-06,-0.0,1e-06,-4e-06,-6e-06,-0.035212,-9e-06,-1e-06,-0.002072,-3.8e-05,-2e-06,-0.034582,-0.035217
