0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0.033852,0.026844,0.02704,0.013583,0.013981,0.007217,0.000385,0.000375,0.000792,0.001201,0.001588,0.001596,0.000822,-0.006503,-0.013426,-0.006969,0.006862,0.000395,-0.006516,-0.006534,-0.006541,-0.006959,-6.7e-05,-0.006934,-7e-06,-0.006929,1e-06,-2e-06,0.000387,-7e-06,0.006932,0.006933,0.006929,0.000372,1e-06,1e-06,3e-05,0.006942,-1e-05,0.006926,-0.0,-0.0,5e-06,-9e-06,-1.9e-05,-1e-05,-2e-05,-1.5e-05,1e-06,1e-06,-1.2e-05,-3.4e-05,-0.000438,-1.8e-05,1e-06,0.000397,0.0,-8e-06,0.006923,-2.6e-05,-4e-05,-0.000395,1e-06,-4e-06,-0.0,-1.3e-05,-0.0,-1.7e-05,-0.006969,-4e-05,-9.7e-05,-0.000446,-0.000401,-1.6e-05,-0.000438,-0.000461,-0.007798,-0.015878,-0.016369,-0.017338,-0.017026,-0.01744,-0.017391,-0.023814,-0.030709,-0.030814,-0.030894,-0.024069,-0.017949,-0.003915,-0.003749,0.003751,0.005095,0.006925,0.007434,0.009254,0.002953,0.002714,0.008734,0.000328,0.005534,0.011849,0.010895,0.01685,0.023438,0.023786,0.03204,0.039911,0.048356,0.050468,0.067777,0.076756,0.08461,0.077934,0.070304,0.039504,-0.006864,-0.044055,-0.051398
-0.013091,-0.010817,-0.005918,-0.004609,-0.009848,-0.007599,-0.007797,-0.00837,-0.012228,-0.017409,-0.024173,-0.023177,-0.0091,-0.005391,-0.007089,-0.003612,-0.002653,-0.005526,-0.005515,-0.006074,-0.006188,-0.001931,-0.002448,-0.000439,-0.000282,-0.000203,2.4e-05,-1.8e-05,-0.005339,-0.000246,0.00022,0.000282,6.2e-05,-0.006238,4.5e-05,9.9e-05,0.001397,0.000738,-0.000406,-4.4e-05,-1.6e-05,1.2e-05,0.000223,-0.000431,-0.001047,-0.000511,-0.001058,-0.000806,7.9e-05,2.5e-05,-0.000645,-0.001816,0.003107,-0.00095,-4e-06,-0.005391,1.2e-05,-0.000564,-0.001192,-0.001515,-0.000638,0.005413,-1.6e-05,-0.000313,2e-05,-0.000708,3e-06,-0.001063,-0.001456,-0.002455,-0.004553,0.002407,0.004978,-0.001262,0.003034,0.00177,0.007563,0.024064,0.030433,0.048469,0.049218,0.05313,0.048641,0.040088,0.035069,0.032179,0.02072,0.012137,0.013581,-0.000809,-0.007327,-0.005844,0.00258,-0.0096,-0.002475,-0.014455,-0.024371,-0.02789,-0.031828,-0.024212,-0.012573,-0.013744,-0.021294,-0.010753,3.2e-05,0.001212,-0.009606,-0.006858,-0.016247,-0.028216,-0.034287,-0.035734,-0.01179,-0.009065,-0.005858,0.001919,0.017115,0.026634,0.032857
-0.004522,-0.010962,-0.007017,-0.004921,-0.000567,0.001847,0.002242,0.001766,0.007304,0.011764,0.014915,0.015768,0.009979,0.004849,0.003978,-0.002496,-0.002769,0.004177,0.004738,0.00427,0.004173,-0.001072,-0.002057,0.000178,-0.000232,0.000372,2.2e-05,-1.6e-05,0.00434,-0.000209,-0.000359,-0.000307,-0.000492,0.003581,3.8e-05,8.2e-05,0.001179,7.6e-05,-0.000343,-0.000585,-1.5e-05,9e-06,0.000186,-0.000365,-0.000884,-0.000432,-0.000893,-0.00068,6.8e-05,2.2e-05,-0.000545,-0.001533,-0.006228,-0.000803,-4e-06,0.004296,9e-06,-0.000479,-0.001564,-0.001286,-0.000634,-0.004275,-1.3e-05,-0.000268,1.6e-05,-0.000605,0.0,-0.000906,-0.000683,-0.002089,-0.003942,-0.006847,-0.004642,-0.001078,-0.006314,-0.007398,-0.010774,-0.022749,-0.026158,-0.037089,-0.036395,-0.041514,-0.045109,-0.043283,-0.047111,-0.04967,-0.051193,-0.050675,-0.059398,-0.056362,-0.053924,-0.044282,-0.026591,-0.000768,0.006573,0.032634,0.04204,0.038484,0.024658,0.004379,-0.022767,-0.034227,-0.052609,-0.073089,-0.082931,-0.083674,-0.078247,-0.077988,-0.069744,-0.054016,-0.031248,-0.011504,0.0198,0.058487,0.074516,0.09804,0.108438,0.109164,0.104248
-2.783436,-0.418924,-2.925105,-0.184484,-0.707154,-1.098535,-0.069998,-0.054571,-0.111394,-0.268983,0.15047,1.198465,-0.110214,-0.060422,-0.359256,-3.459582,-0.022669,-0.047743,-0.037683,-0.052318,-0.0504,-0.015803,0.972576,-0.001889,0.000168,-0.001909,0.000106,6.6e-05,-0.022822,0.000399,0.005191,-0.011218,0.002708,-0.036533,0.012218,-5.8e-05,-3.1e-05,0.002024,-2.3e-05,0.002036,0.001669,3.2e-05,8e-06,0.006081,-0.060845,0.00892,0.001202,-0.00017,0.000661,1.9e-05,-0.044226,-0.001087,0.034566,0.000887,-9.1e-05,-0.023825,0.002293,-7e-05,0.001963,-6.4e-05,3.281124,0.039639,-7.4e-05,-0.199352,0.001948,-0.001877,-9.6e-05,0.332507,-0.162428,0.009008,3.628135,-0.329846,-0.046478,-0.282157,-0.262058,0.505659,-0.631214,-0.502003,2.249782,2.006678,0.069771,1.805161,1.834708,-0.296798,-1.01045,-1.056558,-0.979432,-1.073888,-0.922163,1.582311,2.094645,0.164532,0.338207,1.109316,1.022632,0.792352,0.585849,0.161802,0.039611,-0.048981,1.236301,0.142494,-0.523385,-0.288816,-0.355904,-1.575235,-0.879682,-0.139629,0.039336,-0.012846,0.097218,0.201445,0.811424,1.026694,0.336898,-3.583553,0.273879,0.217819,-0.220242
-3.509545,-0.933427,-2.569521,-0.186951,-0.998997,-0.866586,0.017473,0.03216,-0.420916,-0.338055,-0.116257,1.551455,0.12729,0.224509,-0.031747,-1.5614,0.195689,0.108994,0.026138,0.119921,0.12346,0.127127,1.881594,0.015169,8.2e-05,0.015277,4.7e-05,2.4e-05,-0.000831,-0.000458,-0.01838,0.090589,-0.016095,0.010413,-0.09746,-2.8e-05,-2.1e-05,-0.015216,-1e-05,-0.015205,0.002927,5.5e-05,-9e-06,-0.005834,0.091188,-0.008364,0.00174,-7.2e-05,0.001292,0.000129,0.059399,0.012641,0.003381,0.001751,-7e-06,-0.000701,-0.002374,-9.2e-05,-0.015251,-2e-05,2.245146,-0.011117,-7.8e-05,0.235895,-0.002064,0.01401,-5.6e-05,0.18184,0.206463,0.003235,1.885543,0.427744,-0.248508,-0.089143,0.524795,0.708611,0.391988,0.159795,4.099145,4.541049,1.880034,4.877865,4.877438,2.087042,0.756016,1.013173,1.424686,1.070699,1.159544,5.74185,5.477813,0.142768,-0.824956,-1.534372,-2.063997,-0.831003,-0.666628,-0.21762,1.41555,1.155937,1.695648,1.23852,1.123068,1.162169,1.192938,0.023806,0.792574,0.748609,0.159462,0.333024,0.025554,-0.218812,-1.05048,-2.364236,-2.017986,-4.561262,-0.882171,-0.723588,-0.121472
-4.801684,-2.306368,-4.585454,-0.810175,-1.591922,-1.119182,-0.074443,-0.048473,-0.565163,-0.583342,-0.577366,-2.077374,-0.197016,-0.389199,-0.602645,-4.336308,-0.338906,-0.189484,-0.046343,-0.216252,-0.219716,-0.226673,-1.775901,-0.028777,0.000229,-0.029059,0.000124,8.6e-05,-0.022154,-0.000256,0.02768,-0.1347,0.028663,-0.018417,0.172832,-8.5e-05,-5.1e-05,0.029202,-3e-05,0.029213,-0.002505,-6.1e-05,-1.4e-05,-0.002662,0.023822,-0.00375,-0.001946,-0.000171,-0.001275,-0.000251,0.039206,-0.025644,-0.007086,-0.001762,-0.000158,-0.022721,-0.001212,-0.000161,0.029152,-8.5e-05,3.968086,0.015637,-0.000205,0.138802,-0.001095,-0.025221,-0.00013,0.310612,0.086516,-0.028853,3.693836,0.233156,0.396308,1.350101,1.295287,2.505295,1.66507,1.597417,5.113579,4.969173,2.169023,4.296448,4.189386,1.981243,1.025675,0.962387,0.845208,0.693784,0.479364,1.431715,1.068874,-0.249079,0.362407,2.061793,2.127011,-0.446031,-0.357689,-0.054478,-2.615212,-2.886993,-0.890718,-1.112502,-0.548474,-0.723618,-0.368764,-0.399788,0.021038,-0.170172,-0.314548,-0.369502,-0.430644,-0.584645,-0.928564,1.569151,0.204808,-1.625562,-0.077341,-0.044461,0.154169
-0.006438,0.001042,-0.006438,0.00865,0.008555,0.008281,0.015461,0.015576,0.008219,0.008201,0.008372,0.008371,0.023379,0.030731,0.030612,0.030481,0.01558,0.015398,0.015257,0.007698,0.015099,0.007802,0.008117,0.001049,-0.006123,0.001247,0.001279,-0.006117,0.000933,0.000519,2.3e-05,-0.000196,-0.00018,0.007393,0.000187,0.000156,4.4e-05,-1.1e-05,-0.007306,5.5e-05,7.3e-05,-0.007063,0.000332,0.00025,0.000205,9.3e-05,0.000238,0.00049,-0.006603,-0.006704,-0.006802,-0.006903,0.000162,9.6e-05,8.3e-05,0.000116,0.000164,0.000139,0.000108,9.6e-05,-6e-06,5e-05,3.5e-05,-0.006963,-0.006941,-0.006982,-0.006921,-0.006694,-0.006684,-0.006776,0.000549,-0.005961,-0.00582,0.00125,0.000981,0.000837,0.000867,0.000583,-0.013168,-0.006136,-0.013135,-0.019818,-0.0197,-0.019769,-0.019964,-0.027126,-0.020877,-0.021083,-0.013628,-0.012787,-0.019239,-0.005853,-0.006712,0.012734,0.01274,0.012813,0.026546,0.026972,0.027203,0.020333,0.013729,0.013693,0.000251,-0.006384,-0.006586,-0.01357,-0.013765,-0.00688,-0.006886,-2e-05,-0.000503,-0.000759,-0.001283,0.004518,0.010829,0.017227,0.010269,0.010732,0.004032
-0.000963,-0.002099,0.004295,0.003541,0.008275,0.00622,-0.002275,0.004379,0.006392,0.00086,0.008426,0.002941,0.003642,0.003241,-0.003485,0.002058,0.009492,0.007953,0.006376,0.004707,0.005141,0.006894,0.005475,-0.003529,-0.007541,-0.007069,-0.006236,0.006369,0.009749,0.009403,0.002673,0.00586,0.006229,0.001912,0.003282,0.002893,0.001336,-0.000127,0.006137,0.000943,0.001257,0.010052,0.005625,0.011257,0.003479,0.008511,0.011037,0.015224,0.009255,0.007412,0.005543,0.00371,0.002639,0.001578,0.001363,0.001872,-0.004071,0.002238,0.001748,0.001553,-5e-05,-0.005835,0.000588,-0.004215,0.002655,-0.004491,-0.009996,0.006067,-0.000387,0.004494,0.019598,0.020677,0.022856,0.022251,0.018804,0.02277,0.023119,0.019431,0.01968,0.020596,0.018633,0.019395,0.008644,0.007572,0.010206,0.011269,0.01604,0.009086,0.014512,0.016357,0.018952,0.007424,-0.004156,-0.011281,-0.006899,-0.001625,-0.005649,0.002954,0.005436,-0.000197,0.001814,-0.003778,-0.002629,0.004138,-0.003332,-0.005428,-0.007167,-0.000922,-0.000949,-0.000191,-0.004791,-0.007247,-0.012257,-0.027497,-0.028256,-0.029851,-0.036749,-0.034668,-0.031882
0.021742,0.020131,0.017003,0.015962,0.010769,0.008024,0.00825,0.005577,0.008105,0.012131,0.010533,0.014626,0.015254,0.014504,0.017014,0.012781,0.011132,0.009178,0.007253,0.005384,0.005688,0.007915,0.016724,0.027286,0.033096,0.033343,0.034048,0.027559,0.020771,0.010183,0.002641,-0.003999,-0.003782,0.00195,0.00355,0.003095,0.001108,-0.000135,-0.003205,0.001029,0.00137,0.000953,0.005991,0.002001,0.003677,-0.000943,0.00173,0.006062,0.009758,0.007824,0.005864,0.003966,0.002699,0.00161,0.001387,0.001904,0.005525,0.00227,0.001773,0.001575,-4.8e-05,0.003744,0.000607,0.005177,0.002837,0.005271,0.009334,0.006274,0.009371,0.004656,0.00042,0.01104,0.012698,0.012167,0.008682,0.003063,0.003355,-0.000166,0.000303,0.000986,-0.000717,6.7e-05,0.00824,0.007233,0.000582,-0.007345,-0.021102,-0.018456,-0.013599,-0.002912,-0.000498,0.006814,0.005226,-0.00138,-0.006332,-0.010596,-0.005449,-0.006589,-0.004364,-0.000487,0.001442,0.005303,0.00657,0.003883,0.00604,0.004231,0.00263,-0.000743,-0.000771,-0.000165,-0.004382,-0.006647,-0.01132,-0.016671,-0.026802,-0.038424,-0.03701,-0.035692,-0.033161
0.247108,0.114319,-0.06583,-0.036746,0.011217,-0.00196,-0.0294,0.005252,0.001578,-0.204776,0.017713,0.351313,0.101918,-0.277912,-0.04253,-0.112976,-0.293761,-0.287706,-0.291862,-0.184612,0.111256,-0.015293,-0.266503,-0.321486,0.317769,0.230412,-0.151662,-0.75441,1.006153,-0.16858,4.081479,4.495881,5.624119,-0.08494,-0.273074,0.888403,3.693775,0.872255,0.056991,-0.002031,0.344181,0.032392,-0.001466,0.033389,-0.01612,1.173633,0.037329,0.035129,-0.005731,-0.004869,-0.000628,-0.001799,0.220069,0.11104,-0.012404,0.026035,-0.054675,-0.013971,-0.007722,-0.004146,-0.00952,-0.015438,0.258615,-3.799904,-0.878183,-0.011674,0.127149,-0.1184,-0.336364,-0.025832,0.041943,-0.001709,-4.16141,-0.00928,0.041209,-0.15605,-0.178456,0.131627,0.071973,-0.231303,0.014807,0.0696,-0.540157,-0.346949,-0.04478,1.161615,2.982041,1.712741,0.914078,0.445529,0.016337,-0.437213,-0.545908,-0.02497,0.876691,0.258356,-0.006086,0.054492,0.032367,-0.001147,0.263613,-0.036438,-0.035247,-0.000713,-0.040542,0.046149,-0.038922,-0.001787,0.002445,0.003672,-0.00939,-0.234102,0.025062,-0.544426,-1.0332,-0.305471,3.375645,1.257316,-0.002557
