0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0.005364,0.005404,0.011437,0.005435,0.010123,0.009981,0.004198,0.010915,0.005683,0.011474,0.013273,0.012901,0.006851,0.005531,0.006482,0.00625,0.006113,0.005899,0.005965,0.000236,0.000453,0.000538,-0.000301,0.005833,0.005661,0.000627,0.005283,0.000352,0.000117,-0.001057,-2.2e-05,-3e-06,8.3e-05,-0.000847,-0.000655,-0.000522,0.000491,0.000352,0.000259,0.000213,0.000234,8.9e-05,-0.0059,-0.006735,-0.019832,-0.02078,-0.02159,-0.011119,-0.011049,0.000767,0.011797,0.017199,0.030018,0.03642,0.045354,0.051065,0.051262,0.049755,0.0451,0.033741,0.028814
0.005908,0.005744,0.005705,0.005728,0.013414,0.014123,0.012905,0.008635,0.003793,0.0051,-0.005293,-0.003478,-0.003523,0.003648,-0.001745,-0.000674,-3.4e-05,0.000939,0.000648,-0.001043,-0.002021,-0.002396,0.002484,0.002383,0.003165,-0.002378,0.004849,-0.001549,-0.000503,0.005833,0.000102,-2e-06,-0.000363,0.004903,0.004053,0.003463,-0.001743,-0.001546,-0.001141,-0.000935,-0.001036,-0.000395,-0.000984,0.003884,0.010123,0.015856,0.020898,0.031391,0.032174,0.033232,0.037806,0.038998,0.032675,0.027563,0.009731,0.007894,0.005586,-0.016819,-0.022809,-0.025311,-0.028942
-0.018528,-0.018626,-0.019093,-0.018668,-0.022018,-0.021604,-0.021818,-0.017515,-0.012639,-0.012377,-0.003975,-0.002947,-0.002517,-0.005595,-0.001495,-0.000877,-0.000507,5.9e-05,-0.000109,-0.000608,-0.001176,-0.001395,-0.005788,-0.006335,-0.005883,-0.001464,-0.004893,-0.000916,-0.000297,-0.003816,6.1e-05,-0.0,-0.000214,-0.004359,-0.004862,-0.00521,-0.001105,-0.000918,-0.000679,-0.000555,-0.000617,-0.000234,-8.4e-05,-0.004452,-0.01425,-0.018033,-0.02223,-0.031247,-0.037773,-0.038051,-0.036045,-0.028406,-0.018873,-0.008125,0.008965,0.021548,0.02725,0.042688,0.046895,0.046522,0.045117
-0.073434,0.946347,0.08496,0.055505,-0.26165,0.021488,-0.121582,-0.318466,-0.174046,0.027291,0.018364,0.002407,0.029994,-0.218412,-0.004336,-0.223159,-0.044399,-0.029483,0.005996,-0.007393,-0.139405,-0.113309,-0.110419,0.035736,0.039712,4.60245,-0.170224,-0.172666,-0.020476,0.040415,0.000368,-0.193368,-0.032538,-0.105881,-0.082171,0.038542,4.706266,0.001781,-0.002095,0.00013,-0.000548,3.9e-05,-0.002004,-0.386431,0.032291,-0.324465,-1.374311,-4.577855,-4.529621,-1.357067,-1.413713,0.070438,-0.008893,0.138164,1.205721,0.395092,0.262895,0.164617,-0.087139,-0.199305,-0.272253
0.482889,0.668652,0.764498,0.841632,1.056379,1.162394,0.711119,1.082314,0.650338,0.152215,-0.122177,-0.015572,0.043924,0.548144,0.010422,0.437261,0.078008,0.046818,-0.02553,0.006751,0.301175,0.244376,0.329636,-0.010769,-0.020921,0.441716,0.452825,0.390279,0.029074,-0.017639,-0.000263,0.368841,0.059871,0.307598,0.253508,-0.004469,0.523187,-0.004914,0.01533,-5e-06,-0.001231,-2.3e-05,0.015204,-0.038643,0.268751,-0.021992,-0.183656,-0.608008,-0.561313,0.037793,0.123906,0.452694,0.835698,-0.322856,0.99749,-1.008078,-0.825407,-0.879531,-0.280903,-0.007273,0.080533
-0.087599,1.206137,0.462322,-0.081135,-0.016639,0.484155,-0.185468,0.076677,-0.011971,-0.08341,0.201094,0.034095,-0.039721,0.446009,0.025786,0.332859,0.090323,0.069484,0.021797,0.002058,0.204764,0.165822,0.21642,0.026245,0.014853,3.011595,0.343575,0.236389,0.017216,0.011711,-8.3e-05,0.503856,0.039965,0.238045,0.2005,-0.014501,2.838164,-0.003637,-0.024242,3.9e-05,0.001384,3.4e-05,-0.029227,-0.280297,-0.148539,-0.314657,-0.978334,-2.903168,-2.875391,-0.890841,-0.730098,0.158723,0.179475,-0.445167,-2.413317,-0.881462,-0.765004,-1.155015,-1.236648,-1.13827,-0.861075
-0.002563,-0.008568,-0.00868,-0.008613,-0.014451,-0.007938,-0.007639,-0.008475,-0.007732,-0.000455,0.00046,-0.00568,0.000264,-0.005823,-0.000404,-0.000953,-0.007128,-0.007517,-0.006587,5e-06,0.000889,-0.00521,-0.006146,-0.005122,0.000729,-0.005383,-0.005549,-0.006671,-0.00615,-0.000175,-0.000613,9.3e-05,0.000397,0.006266,4e-05,0.006131,0.006186,0.011935,0.019021,0.019575,0.020659,0.021763,0.028753,0.035499,0.035836,0.023002,0.022349,0.015162,0.008295,0.008302,0.002128,0.001475,0.007795,0.001809,0.007692,0.007356,0.007442,0.013505,0.013879,0.014061,0.013534
-0.00631,-0.004099,-0.004306,-0.004083,-0.001343,-0.002381,-0.001615,-0.007087,-0.001768,-0.001087,0.00109,0.003078,0.000633,0.002748,-0.004431,-0.005714,-0.003776,-0.004667,0.000999,-0.00345,0.002086,0.004215,-0.001441,0.00439,0.00169,0.003768,0.003375,-0.002649,0.001999,-0.00039,-0.00485,0.000221,0.000907,-0.001738,9.5e-05,-0.00205,-0.00193,-0.004861,-0.004709,7.6e-05,0.002713,0.009007,0.012695,0.012657,0.014064,0.017049,0.011776,0.007674,0.004002,0.004099,0.005679,0.000456,0.002829,0.008327,0.006067,0.005187,0.008917,0.010717,0.011816,0.012365,0.007524
-0.004077,-0.002719,-0.00287,-0.002746,-0.001058,-0.001651,-0.001152,0.003187,-0.001281,-0.000717,0.000734,0.001948,0.000424,0.001724,0.005042,0.004195,0.00538,0.00479,0.000562,0.005709,0.001388,0.002692,0.006938,0.002805,0.001125,0.002385,0.002125,0.00613,0.001217,-0.000253,0.004788,0.000147,0.000596,-0.001038,6.3e-05,-0.001244,-0.001169,-0.003005,-0.002818,-0.007659,-0.005942,-0.009794,-0.015259,-0.015232,-0.014345,-0.012643,-0.008058,-0.00294,0.002545,0.002577,0.003571,0.008055,0.001741,-0.002553,-0.003961,-0.004506,-0.009909,-0.016505,-0.0158,-0.015444,-0.010741
0.005312,-0.003078,0.001136,-0.003988,3.77072,0.968015,0.10883,0.873267,3.789507,0.219308,0.12418,-0.04631,1.247422,-0.008682,-0.0262,-0.032821,-0.040434,-0.076376,-0.03021,-0.033617,-0.001285,-0.001261,-0.035443,-0.001692,-0.00051,-0.001407,-0.001272,-0.034901,0.001756,-0.000375,-0.034019,0.36996,-0.000346,0.001643,-0.000811,0.000665,0.033854,0.038839,-0.002294,0.037883,0.168374,0.26644,0.408343,0.447603,0.409273,-5.222987,-0.776446,-3.978562,-0.00652,-3.195971,-0.904418,-0.235945,-2.754872,0.266611,-0.748751,-0.664829,-0.177661,-0.525216,0.037897,0.1103,0.080097
