0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0.000216,3.3e-05,-0.000239,0.005229,-7.5e-05,0.000343,0.004851,0.006228,0.005315,0.006908,1.1e-05,0.001172,0.001002,0.000932,0.006453,0.006537,0.006991,0.007227,0.001838,0.00755,0.0018,0.000612,0.00041,0.000304,0.00023,-5.4e-05,0.000462,0.000298,0.000199,0.000166,-0.005367,0.000535,0.000722,0.000943,0.001021,0.00109,0.00124,0.000978,0.00048,9.9e-05,-0.001398,-0.000256,-0.000108,5e-06,0.000273,-0.005482,3.7e-05,-1.1e-05,-2.7e-05,-0.005773,-8.2e-05,-0.000127,-0.000349,0.005001,-0.002749,-0.014641,-0.020254,-0.022143,-0.01219,-0.013067,0.005212,0.00625,0.006408,0.012434,0.01929,0.014027,0.022376,0.013826,0.012164,0.005301,0.004931,0.005436,0.005849,0.000862,0.002845,0.00159,0.002209,0.002516,0.003497,0.002926,0.003241,0.002128,0.001033
-0.00075,-0.000121,0.000945,0.002864,0.000254,-0.001183,0.005652,-0.00058,0.004074,-0.002877,0.001485,-0.003997,-0.003405,-0.003153,-0.001224,-0.001474,-0.002963,-0.003704,-0.006097,-0.004674,-0.005915,-0.000434,0.000246,0.000601,0.000842,0.001774,-0.0015,-0.000969,-0.000645,-0.000542,-0.002618,-0.001756,-0.002368,-0.003088,-0.003346,-0.003575,-0.004066,-0.003201,-0.001563,-0.000317,0.006177,0.000844,0.000356,-2.1e-05,-0.0009,-0.002329,-0.00012,3.1e-05,8.6e-05,-0.001378,0.000267,0.000425,0.001123,0.003892,0.01057,0.009111,0.007382,0.015734,0.023853,0.026931,0.023468,0.018029,0.017144,0.016809,0.011932,0.009275,-0.001604,-0.013954,-0.007157,-0.004419,-0.003288,-0.004891,-0.006203,-0.009227,-0.016993,-0.011485,-0.013417,-0.014197,-0.017428,-0.014033,-0.015009,-0.009926,-0.00489
-0.000431,-7.1e-05,0.000494,0.001174,0.000145,-0.000679,-0.004305,-0.000811,-0.005212,-0.002143,-0.006237,-0.002324,-0.001985,-0.001847,-0.001212,-0.001362,-0.002243,-0.002695,-0.003615,-0.003296,-0.003539,-0.007458,-0.007059,-0.006854,-0.006711,-0.00615,-0.000914,-0.000591,-0.000392,-0.00033,-0.001061,-0.001073,-0.001447,-0.00189,-0.002055,-0.0022,-0.002508,-0.001981,-0.000969,-0.000196,-0.003456,0.000524,0.000222,-1.2e-05,-0.000558,-0.000892,-7.5e-05,1.9e-05,5.4e-05,-0.000303,0.000166,0.000263,0.000681,0.001856,-0.000742,-0.000639,-0.001141,-0.003226,0.000605,0.002383,0.012873,0.016552,0.015856,0.015125,0.018744,0.017609,0.02495,0.025951,0.022802,0.024674,0.025263,0.024387,0.023696,0.022515,0.025407,0.021442,0.020513,0.020081,0.0186,0.013516,0.013042,0.008764,0.004424
0.250251,0.154439,-2.45555,0.132941,0.251847,0.011127,0.478453,0.113551,0.038984,-0.000727,0.033885,-0.009824,-0.014994,-0.002794,0.064048,0.000746,-0.003117,0.479209,-0.0065,-0.815933,-0.002442,0.033476,0.033428,0.041631,0.042285,0.038964,0.000773,-6.7e-05,0.007551,0.000592,-0.002114,-5.6e-05,-0.002697,-0.002687,-0.010898,-0.003807,-0.002645,-0.002628,9e-06,0.010947,0.036533,0.010909,0.004475,1e-05,-0.002703,-0.002088,-4e-05,-1.5e-05,0.151281,-0.000784,0.009553,0.000259,1.429959,0.666386,0.335408,4.825854,4.05796,3.269611,2.648491,-0.980539,-0.469997,-0.245656,0.047123,0.252566,0.389099,0.401159,0.277904,1.334841,0.360837,0.11392,-0.132668,0.305419,-0.119089,1.409315,-0.026181,-0.158506,-0.123869,5.870907,-0.147075,-0.138522,2.724674,-0.150896,-0.192228
-0.369179,-0.526847,-1.213442,-0.247349,-0.358591,-0.104429,-0.486139,-0.125753,-0.023547,0.001662,0.011799,0.020665,0.026563,0.016471,-0.085365,-0.013745,-0.00296,0.705745,0.016125,-0.149413,0.015993,0.011987,0.012003,0.004179,0.00591,0.00948,-0.000593,-1.3e-05,-0.004755,-0.000665,0.015186,1e-05,0.016074,0.016063,0.023894,0.01723,0.016114,0.016097,-1e-05,-0.008694,-0.004701,-0.008692,-0.00438,-9.8e-05,0.016117,0.015194,-5e-06,8e-06,0.194338,0.012225,-0.016205,-0.000921,2.080809,0.680972,1.013481,4.37999,4.315719,2.894795,0.965145,1.556627,1.10435,0.383745,-0.023922,-0.553708,-0.93804,-1.038006,-1.013916,-0.347412,0.329909,-0.422139,-0.015286,0.629854,-0.035393,1.346439,-0.280263,0.2149,0.136643,0.69021,-0.011025,0.065872,1.216849,0.209844,0.736085
-0.023265,-0.761089,-5.000723,0.115303,-0.015998,0.165332,-0.274836,-0.09043,0.043423,0.007111,-0.001581,-0.024751,-0.02007,-0.02309,-0.025868,0.030453,0.007532,-0.331007,-0.025675,-1.449696,-0.023515,-0.002047,-0.002127,-0.006426,-0.001813,0.000754,-0.000681,-0.000142,0.001213,-0.000567,-0.029385,-9.5e-05,-0.023837,-0.023812,-0.019546,-0.023028,-0.023683,-0.023719,3.8e-05,-0.001997,0.021011,-0.002105,-0.00258,-0.000184,-0.023832,-0.029317,-4.3e-05,-3.2e-05,-0.108441,-0.029995,-0.003673,0.007018,-1.053528,0.368994,0.005682,3.099697,2.704857,2.641316,4.18943,0.107065,0.534418,0.660284,-0.38079,-0.652708,-0.937072,-0.832321,-0.559585,0.928436,-0.704711,-0.552055,-0.153413,-0.959755,-0.200515,-2.442719,-0.94385,-0.362186,-0.276315,0.988005,-0.059688,0.008897,-0.990248,0.087969,0.1305
-0.023099,-0.023303,-0.02415,-0.024152,-0.023679,-0.022066,-0.026796,-0.01889,-0.017802,-0.017649,-0.011665,-0.016935,-0.01133,-0.011732,-0.011689,-0.011318,-0.011023,-0.010563,-0.010755,-0.01082,-0.010532,-0.004467,-0.004944,-0.004398,0.001837,0.001985,0.007589,0.00889,0.014312,0.009078,0.008461,0.007878,0.008591,0.008363,0.002546,0.003219,0.002209,0.00698,0.005918,0.005728,0.005723,0.005902,0.006041,0.000486,0.000603,0.000289,0.005642,0.006032,0.005895,0.005817,0.005781,0.006184,0.012215,0.006562,0.006805,0.013235,0.007446,0.007112,0.000755,0.006494,0.000265,-0.000441,-0.006671,-0.000782,-0.000646,-0.005263,0.00015,0.000837,0.000488,0.000897,0.001083,-0.004508,0.001648,-0.004015,-0.003442,-0.003335,-0.009168,-0.009322,-0.014759,-0.015048,-0.014002,-0.014611,-0.014502
-0.013804,-0.014138,-0.019615,-0.018986,-0.017184,-0.011735,-0.009638,-0.0018,-0.001996,-0.001518,-0.002992,0.003963,0.001371,0.000231,0.000344,0.001355,0.002146,0.003364,-0.000582,-0.00418,-0.00343,-0.004693,-0.00937,-0.004536,-0.005329,-0.001525,-0.003928,0.006402,0.003579,0.010437,0.005445,0.000519,0.005912,0.001958,0.003629,0.008905,0.00613,0.001693,-0.001251,-0.001782,-0.001807,-0.001303,-0.000908,0.001349,0.001711,0.000822,-0.002022,-0.000912,-0.001301,-0.001524,-0.001629,-0.000463,-0.001346,0.000666,0.001411,0.001802,0.003402,0.002444,0.002289,0.000625,0.000799,-0.001336,-0.001156,-0.002368,-0.001956,0.006558,0.000454,0.005958,0.00145,0.002709,0.00327,0.005347,0.004958,0.006779,0.008442,0.008704,0.009855,0.009342,0.011574,0.007188,0.013501,0.008212,0.008362
-0.007795,-0.008062,-0.004085,-0.003877,-0.002841,0.000419,0.009238,0.006529,0.013963,0.014262,0.013324,0.010064,0.008443,0.007742,0.007808,0.008421,0.008892,0.009618,0.014752,0.020093,0.02053,0.019734,0.02445,0.019803,0.019273,0.013995,0.012521,0.00353,0.001833,-0.001625,0.002929,0.007516,0.003153,0.00827,0.009267,0.004834,0.003305,0.000775,-0.000809,-0.001095,-0.001111,-0.000839,-0.000628,0.000673,0.000912,0.000436,-0.001224,-0.000631,-0.000841,-0.000959,-0.001017,-0.000396,-0.001008,0.000204,0.000598,0.000657,0.001648,0.00113,0.0012,0.000169,0.000416,-0.000705,-0.000459,-0.00125,-0.001032,-0.003585,0.000244,-0.004051,0.000734,0.001431,0.001728,0.002967,0.0026,0.0037,0.004551,0.004668,0.005405,0.005131,0.006424,0.011264,0.007356,0.011732,0.011772
0.132252,0.159629,0.451417,-0.249735,0.148383,0.012539,-0.540851,-0.006164,-0.074986,-1.121827,-0.067422,-0.035245,-0.033877,-0.041742,-0.034344,-0.038839,-0.126047,0.098162,-0.006893,0.118996,-0.818389,0.041776,-0.724013,0.197164,0.134976,0.156616,-0.041962,-0.008963,0.007083,0.030392,-0.188452,0.000229,-0.675012,-0.022941,-0.040421,5.5e-05,0.000714,-0.004405,0.220529,0.111128,-0.000631,-0.003502,-0.003186,-1.969996,-0.003344,0.080293,0.028956,0.054795,0.129298,0.001781,-0.009943,-0.004039,0.00218,0.005571,-0.177101,0.00427,0.0018,0.001584,-0.011507,0.013351,0.009434,0.000384,0.003985,0.009669,-0.169724,-0.101549,0.009816,-0.203401,-2.126146,0.011213,0.010091,0.006421,-0.058106,-4.6e-05,-0.024861,-0.029314,-0.327487,-0.064634,0.005366,-0.181432,-0.270524,-0.033977,0.166836
