0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0.012149,0.012113,0.019887,0.019931,0.019975,0.027883,0.020836,0.021315,0.021392,0.029,0.029049,0.029165,0.029749,0.029826,0.030261,0.022805,0.022831,0.022872,0.015334,0.015422,0.015458,0.007329,0.015554,0.007894,0.015576,0.015543,0.016079,0.008372,0.007801,0.008383,0.007805,0.007785,0.00063,0.007776,0.007777,0.007786,2.5e-05,0.007736,7e-06,1.7e-05,4.4e-05,6.2e-05,4.6e-05,5.5e-05,6.2e-05,3.7e-05,5.5e-05,8e-06,1.2e-05,-1e-06,-2.7e-05,1e-06,1e-06,1e-05,2.5e-05,4e-06,-2.3e-05,-2e-06,-1e-06,-1e-06,-2e-06,0.000581,0.000578,-1e-06,-1e-06,2.5e-05,0.0,-1e-06,1e-06,-0.007748,2e-06,1e-06,1e-06,-2.2e-05,-6e-05,-9.5e-05,-9.2e-05,-6.3e-05,-0.007714,-0.007726,-0.007725,-0.015436,-0.023152,-0.023164,-0.023176,-0.02372,-0.023246,-0.023761,-0.016076,-0.024048,-0.01679,-0.025195,-0.016854,-0.017281,-0.017182,-0.016955,-0.016849,-0.007892,-0.007239,-0.007121,0.001113,0.009288,0.001587,0.001578,0.008515,0.000447,0.000899,0.000304,0.007914,0.000404,0.008317,0.016117,0.01642
0.019385,0.018663,0.012791,0.013177,0.014021,0.009327,0.004775,0.000561,0.000934,0.001612,0.001752,0.003749,-0.000382,0.000858,-0.004301,-0.005394,-0.005788,-0.006081,-0.006388,-0.007307,-0.007474,-0.003002,-0.008098,-0.008013,-0.005986,-0.003872,-0.007907,-0.008084,-0.001673,-0.007551,-0.001477,-0.000871,-0.007095,-0.000485,-0.000479,-0.000612,-0.000555,0.000598,-0.000137,-0.000341,-0.000982,-0.001338,-0.000948,-0.001175,-0.001311,-0.000799,-0.001185,-0.000142,-0.000258,3.3e-05,0.000603,-1.7e-05,-1.5e-05,-0.000225,-0.000554,-8.5e-05,0.000525,3e-05,-5e-06,-6.7e-05,3e-06,-0.005646,-0.005591,-2e-06,-8e-06,-0.000545,4e-06,4e-06,7e-06,-0.000642,2.7e-05,-2e-06,-1e-06,0.000509,0.001339,0.00204,0.00199,0.001398,-0.001239,-0.001031,-0.001073,-0.002602,-0.004401,-0.005279,-0.006952,-0.003851,-0.010711,-0.007874,-0.00896,-0.009609,-0.003482,0.003714,0.001426,0.008558,0.012494,0.018735,0.021009,0.015547,0.015039,0.017757,0.015128,0.011128,0.012728,0.012288,0.014235,0.020093,0.011222,0.012388,0.014767,0.016479,0.011872,0.006366,-2e-06
-0.040908,-0.041925,-0.038966,-0.038642,-0.037797,-0.033545,-0.027802,-0.022358,-0.022103,-0.022193,-0.022143,-0.019946,-0.014326,-0.012946,-0.008487,-0.009075,-0.009744,-0.010165,-0.009777,-0.010905,-0.011353,-0.015937,-0.012327,-0.011331,-0.009754,-0.007038,-0.00104,-0.000286,-0.003246,0.000385,-0.003006,-0.002204,0.002014,-0.001694,-0.001692,-0.001873,-0.000744,-0.000258,-0.000185,-0.00046,-0.001321,-0.001798,-0.001276,-0.001579,-0.001763,-0.001075,-0.001594,-0.000191,-0.00035,4.6e-05,0.000812,-2.3e-05,-2e-05,-0.000306,-0.000749,-0.000115,0.000707,4e-05,-8e-06,-9.4e-05,1e-06,0.003949,0.004022,-5e-06,-1.4e-05,-0.000737,6e-06,7e-06,1.1e-05,0.000215,3.9e-05,0.0,1e-06,0.000688,0.001803,0.00274,0.002665,0.00187,-0.000593,-0.000322,-0.000385,-0.001409,-0.002815,-0.004051,-0.006383,-0.013905,-0.011672,-0.019801,-0.022587,-0.02256,-0.027088,-0.028178,-0.020476,-0.022354,-0.016636,-0.007507,-0.004157,0.011356,0.022531,0.026223,0.032864,0.037767,0.040108,0.03919,0.028956,0.025593,0.025267,0.015527,0.01754,0.020001,0.024342,0.027417,0.030208
-0.821274,-2.21453,-1.978488,-1.965516,-0.831496,-0.216237,-0.885769,-0.01108,-0.408297,-0.580058,-0.83005,-0.130698,-2.355992,-2.029048,-0.305569,-2.211835,-0.194065,-0.161197,-0.619233,-2.19802,-0.012511,-0.115232,0.020434,-0.244791,-0.156676,-0.62417,-0.008486,-0.038418,-0.000389,-0.036911,0.00019,-0.325792,0.265469,0.001943,-0.065655,0.001982,-1.1e-05,-0.324203,0.002648,-2.8e-05,-5.4e-05,-0.001388,0.000847,-0.002042,-0.002041,0.017745,-8.5e-05,-0.00011,-9.7e-05,0.009489,1.7e-05,0.008277,0.001049,-0.011973,-0.0009,-4.6e-05,-0.000148,-0.000107,-9.2e-05,-6.4e-05,-4.1e-05,-0.036536,-0.036527,-3e-05,-2.4e-05,-0.001943,-1.1e-05,-1.1e-05,-1.3e-05,-0.00205,-7e-06,-0.013328,-6e-06,-3e-06,0.01024,-0.072757,0.316698,-0.009808,0.815726,-0.079177,0.008801,0.813868,0.233843,-0.057648,-0.085991,0.751715,0.142196,2.520643,2.341466,0.675329,0.591384,-0.173516,-0.219506,-0.09074,-0.01167,0.864793,0.161461,0.943278,0.263835,0.536038,3.055904,3.4393,1.633155,1.214575,4.329895,4.06384,0.520813,3.994122,3.735944,-0.256973,-0.206986,-0.093693,0.074102
-0.042921,-1.16858,-1.780146,-1.785382,-0.246182,-0.0724,-0.215009,-0.010615,0.357497,0.234036,-0.47113,-0.194005,-1.885194,-2.342841,0.230308,-2.236136,0.178268,-0.235129,-0.718095,-2.354645,0.032224,0.180123,0.010784,0.260834,0.159777,0.137965,0.044747,0.00501,-0.020206,0.009078,-0.017487,0.295824,0.67361,-0.015431,-0.087101,-0.015287,-3e-06,0.298309,-0.001809,-8.3e-05,-3.9e-05,0.028118,-0.000812,0.015354,0.01539,-0.109931,-0.000202,-0.000112,-8.6e-05,-0.005921,-0.000281,-0.005348,-0.001028,0.025714,0.014418,-0.000315,-0.000134,-9.9e-05,-7e-05,-4.4e-05,-3.9e-05,0.009557,0.009573,-7e-06,3e-06,0.015458,-3e-06,-3e-06,-3e-06,0.015203,4e-06,0.106766,-8e-06,-2.1e-05,-0.011033,0.103513,0.531935,0.013382,0.770009,0.560288,0.022337,0.830371,0.29578,0.171731,0.300334,0.986665,0.450072,3.22037,3.378803,1.140821,1.238678,0.845225,0.300811,0.703696,0.722539,0.991126,-0.006225,0.989661,0.323594,-0.323631,2.861829,2.271882,2.561445,1.320012,3.418217,4.949156,2.745248,3.12412,3.335538,0.934996,0.764702,0.339752,0.248601
-0.672415,-4.288115,-4.3852,-4.56951,-0.950541,0.006023,-1.136157,-0.008403,0.490393,-0.024861,-0.97291,-0.269404,-4.207517,-4.466057,0.250254,-4.427662,0.174545,-0.360518,-1.33517,-4.40587,0.042274,0.091389,-0.008673,0.146373,0.127856,-1.702021,-0.02781,-0.009878,0.033376,-0.012905,0.030086,0.232212,-0.575609,0.029204,-0.084399,0.029332,4e-06,0.232814,-0.000839,-0.000146,-9e-05,-0.010016,-0.000518,-0.024405,-0.024371,0.165738,-0.000264,-0.000161,-0.000132,-0.002374,-0.00029,-0.002303,-0.000703,0.022835,-0.024943,-0.000365,-0.000223,-0.000142,-0.000123,-8.6e-05,-5.7e-05,-0.018663,-0.018671,-2.4e-05,-2.1e-05,-0.02425,-1.5e-05,-5e-06,-4e-06,-0.029252,-1e-05,-0.167264,-1e-06,9e-06,0.00113,0.055881,-0.363425,0.056897,1.21965,0.551404,-0.027432,1.221502,0.261417,-0.017904,0.110256,1.205166,0.325938,4.440344,4.142157,1.415999,1.495421,0.835219,0.324276,0.800038,0.608213,1.385112,0.037635,0.942411,0.233465,-0.309931,3.359221,3.39355,-0.707751,0.6326,5.011134,2.438308,-1.547099,3.010656,2.13796,-0.641534,-0.758159,-0.562449,-0.969163
-0.000361,0.007275,0.007364,0.007367,0.00757,0.015324,0.015301,0.015308,0.015253,0.015285,0.00763,0.007736,0.007736,0.007699,-0.000126,-0.000154,-0.000285,-0.000241,-0.007917,-0.000271,-2.1e-05,9.4e-05,-0.007257,0.00044,-0.006815,-0.006467,-0.013512,-0.013333,-0.012953,-0.012776,-0.012758,-0.012977,-0.020072,-0.027066,-0.026862,-0.026816,-0.02668,-0.019353,-0.019838,-0.019786,-0.026533,-0.026435,-0.019671,-0.019361,-0.019796,-0.012435,-0.013177,-0.006427,-0.006466,-0.006363,0.000629,0.000816,0.000787,0.000331,0.000165,-0.006557,-0.006805,-0.000123,-0.000278,-8e-05,-0.007143,-4.5e-05,-0.000125,-0.007041,4e-06,1e-06,1e-06,-0.0,0.006853,-0.000275,-0.000263,-0.000143,-6.5e-05,-4.2e-05,0.007067,0.00754,0.007202,0.007313,0.00728,0.007179,0.014261,0.014068,0.014079,0.014257,0.014197,0.014338,0.01438,0.014203,0.021175,0.021138,0.0139,0.013841,0.013476,0.006399,0.006275,0.006217,0.006085,0.005997,-0.000632,-0.000779,-0.000544,-0.000332,-0.000197,0.006893,-0.000184,-0.00014,-0.000113,6e-06,4.9e-05,0.000112,0.000127,-0.00684,-0.00658
0.002373,0.001525,0.007209,0.007329,0.01389,0.013933,0.013876,0.014194,0.014035,0.014565,0.009844,0.016281,0.011065,0.010914,0.004287,0.009545,0.003002,0.008783,0.008769,0.00308,0.010634,0.011595,0.019428,0.019801,0.022691,0.025139,0.034027,0.029656,0.031479,0.026449,0.026086,0.013564,0.015018,0.016612,0.017193,0.011599,0.011129,0.015629,0.007395,0.007159,0.013991,0.014122,0.006449,0.011906,0.005243,0.009878,0.001791,-0.000516,-0.000717,-0.00028,-0.001332,-0.000465,-0.000594,-0.006931,-0.007682,-0.001198,-0.002347,-0.004773,-0.005485,-0.000347,0.000313,-0.000199,-0.000569,0.000796,1.9e-05,1e-05,2e-06,0.0,-0.001642,-0.001241,-0.001191,-0.000651,-0.0003,-0.000205,-0.000817,0.005691,-6.5e-05,0.000449,0.000322,-0.000132,-0.000804,-0.001602,-0.001529,-0.000653,-0.000904,-0.000149,0.000104,-0.000759,-0.001784,-0.001984,-0.002396,-0.003088,-0.004994,-0.004528,-0.005372,-0.00583,-0.006668,-0.007311,0.000702,-0.004774,-0.003338,-0.002046,-0.001208,-0.002018,-0.001135,-0.000849,-0.000678,4.1e-05,0.000303,0.000676,0.000773,0.002302,0.008445
-0.008137,-0.009308,-0.013261,-0.012995,-0.015896,-0.015763,-0.015852,-0.015449,-0.015686,-0.015001,-0.009853,-0.012761,-0.008216,-0.008426,-0.005795,-0.010276,-0.007535,-0.011307,-0.011361,-0.007439,-0.008804,-0.007492,-0.008486,-0.007939,-0.004053,-0.000776,-0.000483,0.005071,0.007295,0.011781,0.011186,0.017157,0.018663,0.020254,0.020785,0.024375,0.023427,0.018234,0.018776,0.018309,0.015452,0.015499,0.017041,0.012815,0.015456,0.010599,0.01164,0.009284,0.009047,0.009501,0.008579,0.009506,0.009351,0.012425,0.011602,0.008402,0.00716,0.004794,0.004033,-0.000367,9.3e-05,-0.000209,-0.000608,0.000605,2.2e-05,1.4e-05,5e-06,2e-06,-0.001511,-0.001337,-0.001282,-0.000701,-0.000325,-0.000225,-0.000663,-0.00356,0.000176,0.000718,0.000574,8.6e-05,-0.00045,-0.001289,-0.001219,-0.000301,-0.000592,0.000189,0.000449,-0.000504,-0.001468,-0.001702,-0.002304,-0.00302,-0.005127,-0.004758,-0.005686,-0.006206,-0.007127,-0.007867,-0.009288,-0.005246,-0.003679,-0.00226,-0.001336,-0.002117,-0.001257,-0.00094,-0.000752,4.5e-05,0.000335,0.00075,0.000859,0.00243,-0.000892
3.836991,0.143478,0.408687,3.788347,1.238575,0.152122,0.065749,-0.184444,0.129804,0.102288,-0.048327,0.091231,0.08829,1.260695,0.031899,0.069105,1.259269,0.068536,0.076122,0.046563,0.065427,0.074348,0.112502,0.234501,0.143881,0.168237,0.322009,0.33187,0.318641,0.201043,0.102716,0.349528,0.820809,0.745283,-3.760425,0.365602,1.061778,-0.116566,-0.248639,-0.030097,0.11664,0.037087,0.240434,-0.989024,0.180268,0.123856,-0.043656,-0.035157,-0.035122,0.081632,0.201726,0.010618,-0.034444,-0.058219,-0.074612,-0.036021,-0.043149,-0.034734,-0.035443,0.000266,-0.004824,-0.006681,0.001006,-0.00517,0.218919,0.179186,0.028778,0.038271,-0.006803,0.001278,-0.007464,0.011533,-0.003847,-0.490522,-1.47651,0.039589,0.004217,-0.488293,-0.489497,0.00304,-1.478704,0.013474,0.007337,0.007486,0.007688,0.010673,0.007272,0.013882,0.006988,-0.477884,0.004627,-3.240295,0.006134,0.005631,-0.136897,0.002948,-0.035995,0.000446,-0.283648,-0.201339,0.148125,0.015437,-0.048259,0.014333,-0.252814,0.007327,-0.01696,0.018027,-0.220005,-0.351361,-0.018987,-0.202751,-0.0254
