0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.00098,0.000105,0.001231,0.000281,0.00641,0.000226,0.001893,0.001058,0.000815,0.00063,0.006889,0.007225,0.001225,0.001173,8.5e-05,-7e-06,0.006615,2.3e-05,0.006373,0.006661,0.006773,0.0062,0.000762,0.006052,0.005844,0.000591,-0.00028,-0.000531,-0.000535,-0.000466,0.007033,-0.00039,-0.000153,-7.8e-05,-0.000223,-9.9e-05,9.2e-05,0.000121,0.006117,0.006036,-0.000266,-0.006279,-0.00741,-0.021407,-0.015891,-0.015614,-0.015023,-0.014938,-0.014792,-0.01419,-0.013388,-0.012344,0.000777,0.002426,0.0036,0.003313,0.008355,0.007386,0.006896,0.012852,0.013782,0.007589,-0.000398,0.004855,-0.000814,-0.000959,0.000232,0.000236
-0.005724,-0.000554,-0.006876,-0.001317,0.001256,-0.001043,-0.009928,-0.004908,-0.003762,-0.002888,-0.000802,-0.003488,-0.006766,-0.006535,-0.000391,3e-05,0.00048,-0.000104,0.001573,0.00029,-0.000207,0.002385,-0.004625,0.00304,0.003952,-0.00385,0.001218,0.002319,0.002331,0.002019,-0.002566,0.001678,0.000657,0.000333,0.000965,0.000425,-0.000403,-0.000584,0.002649,0.002974,0.001154,-0.001909,0.004288,0.008174,0.01447,0.013697,0.011235,0.010681,0.01036,0.007567,0.003579,-0.002529,-0.001713,-0.010789,-0.017538,-0.016122,-0.006619,-0.001766,0.000602,0.004563,-0.000849,-0.004734,0.001809,0.009939,0.003641,0.004284,-0.002279,-0.002302
0.003596,-0.000505,0.002597,-0.001157,0.000217,-0.000916,-8.2e-05,-0.004319,-0.003321,-0.002559,-0.001618,0.004683,0.002687,0.002892,-0.00035,2.4e-05,-0.000487,-9.6e-05,0.00048,-0.000662,-0.001102,0.001196,0.004593,0.001776,0.002582,0.005277,0.001073,0.002042,0.002052,0.001775,0.005491,0.001471,0.000575,0.000294,0.000846,0.00037,-0.000355,-0.000497,0.001405,0.001687,0.001015,-0.000762,-0.003983,-0.007423,-0.011184,-0.012049,-0.014226,-0.014487,-0.014973,-0.017449,-0.020856,-0.017843,-0.018979,-0.01863,-0.016222,-0.015019,-0.016158,-0.011662,-0.009439,-0.006671,-0.002775,0.003473,0.00173,-0.000518,0.00349,0.004101,0.006838,0.006811
-0.052788,1.56801,-0.037429,0.005832,0.000663,-0.012705,0.500883,0.00204,0.022875,-0.003382,0.002036,-0.035983,-0.040568,-0.013725,-0.023117,0.000438,0.001772,0.014567,0.001818,0.007791,0.007175,-0.01905,-0.031963,0.008982,0.002298,0.517194,0.010564,0.000719,0.000456,0.007365,-0.031699,-0.014942,0.007344,-0.000377,0.002175,-0.000344,-0.000219,-1.252419,-0.007837,-0.165715,-0.588612,-1.811189,1.262691,1.426302,3.8533,0.479485,0.214555,5.419923,0.677682,0.278958,5.440932,0.117639,0.084361,0.109249,1.617905,0.065604,0.086267,1.561586,-0.146777,-0.014756,4.725441,0.200448,0.010241,0.242658,0.031941,0.055879,0.000866,0.159344
-0.239633,1.298031,-0.140109,-0.003235,-0.013152,-0.139337,0.4284,-0.018862,-0.101758,-0.000495,-0.014306,-0.031755,0.004848,-0.112775,-0.250742,0.002366,-0.014882,-0.121205,-0.015103,-0.021574,-0.024804,0.002328,0.018008,-0.030027,-0.010192,0.220533,-0.086997,-0.477636,0.004787,-0.058808,0.000505,-0.209728,0.005754,0.001283,-0.016527,0.000373,0.000252,0.995146,-0.02315,0.104609,0.101873,-0.409118,0.680316,1.201949,-1.848236,-1.203673,0.143877,-0.636315,0.025048,0.379136,0.042292,-0.0705,-0.329939,-0.645509,-0.24621,-0.429766,-0.341681,0.163051,-0.757565,-1.147354,1.234828,-0.603909,-0.110826,-0.724915,-0.238889,-0.290869,-0.165043,-0.402596
-0.207618,-1.86516,-0.146794,0.015136,0.030128,-0.105522,-0.652314,-0.039142,0.144364,0.003368,0.029223,0.021547,-0.015924,0.151533,-0.202854,0.002153,0.029165,0.160739,0.029253,0.036712,-0.002887,0.023943,-0.006465,0.027145,0.036637,-0.769057,-0.047935,-0.305108,0.003931,-0.000555,0.019267,-0.168535,0.013695,0.000396,0.022816,-0.000202,-0.000153,-0.507176,0.039791,0.145476,0.497099,2.164723,1.1586,1.138222,4.592691,3.067118,0.797876,2.959888,1.198604,2.090571,3.928922,1.84402,1.969962,1.152662,1.280915,0.524168,0.443491,0.972791,1.335876,1.312587,2.976365,0.017819,0.165205,0.03172,0.335126,0.303282,0.128694,-0.077651
-0.006912,-0.011618,-0.011086,-0.011994,-0.00659,-0.006876,-0.006905,-0.006743,-0.007598,-0.001533,-0.001384,-0.001803,-0.000862,-0.00547,-0.005008,-0.005636,-0.000486,-0.000845,-0.000652,-0.000428,-0.000564,-0.000229,0.006257,-0.000524,-0.000563,-0.000493,-0.000474,-0.000165,0.000181,1e-05,0.000326,0.000492,0.00072,0.000703,0.00046,0.000159,5e-06,0.00658,0.00016,0.001791,0.00111,0.000989,0.007639,0.007491,0.013778,0.013794,0.006675,0.013129,0.006932,0.006999,0.005063,0.004866,0.004872,0.000451,-0.005629,-0.005157,0.001441,0.000589,-0.006613,-0.000859,-0.000843,-0.00078,-0.000558,-0.000948,-0.001406,0.005149,-0.001564,-0.007677
-0.002547,0.007302,0.008491,0.002552,-0.005383,-0.006035,-0.006089,-0.005706,-0.011232,-0.014231,-0.010298,-0.011265,-0.009135,0.004443,0.005475,0.004028,-0.001097,-0.001911,-0.001475,-0.000971,-0.001281,-0.000516,-0.002629,-0.001191,-0.001278,-0.001117,-0.001077,-0.000374,0.000412,2.4e-05,0.000738,0.001115,0.001632,0.001606,0.001053,0.000368,1.4e-05,-0.001903,0.000362,0.007675,0.00254,0.002267,0.000545,0.000248,-0.00246,-0.002207,-0.001628,-0.003802,-0.000993,-0.000823,-0.00907,-0.009571,-0.009592,0.00109,0.004154,0.005283,0.003477,0.001422,0.001737,-0.002073,-0.002032,-0.001881,-0.001341,-0.002277,-0.003382,-0.005307,-0.003758,-0.00074
0.00625,0.005589,0.00664,0.010451,0.012699,0.012109,0.012062,0.0124,0.016481,0.014332,0.008847,0.008,0.009893,0.003426,0.004334,0.00305,-0.000964,-0.001681,-0.001301,-0.000857,-0.001131,-0.000454,-0.001817,-0.001057,-0.001133,-0.000991,-0.000957,-0.000338,0.000362,1.9e-05,0.000653,0.000988,0.001446,0.001419,0.000932,0.000325,1.2e-05,-0.001176,0.000307,-0.002212,0.002232,0.001988,0.000967,0.000682,-0.001107,-0.001003,-0.000971,-0.002356,-0.000431,-0.000289,0.001445,0.001006,0.000993,0.00095,0.003183,0.004165,0.003025,0.001238,0.001073,-0.001803,-0.001764,-0.00164,-0.001168,-0.001986,-0.002959,-0.004196,-0.003304,-0.001114
-0.015216,0.022758,0.058739,-4.011922,-0.06193,0.005382,0.036856,0.089669,0.007265,0.023352,-0.041713,-0.053035,0.002831,0.0066,-0.003309,0.000444,-0.000357,-0.062538,0.000205,0.011314,-0.005309,-0.000202,0.00034,0.132304,-0.001568,-0.000167,-0.001619,0.109346,0.037561,0.060495,0.118776,0.011715,-0.002951,-0.001214,-0.00039,0.003413,0.034617,0.011923,2.292712,0.085458,-0.00095,0.004661,0.964718,-0.089756,3.291814,0.980309,-1.276842,3.215294,-0.493177,-2.274632,-0.101781,-0.119934,-0.032491,-0.001555,-0.201093,-0.041724,0.045726,0.002394,0.045311,0.144813,0.193721,0.073253,0.026029,0.014352,0.101809,-0.010885,-0.00812,-0.001211
0.099127,0.103684,0.273059,-1.715869,0.047228,0.365078,0.390501,0.742672,0.527295,0.604077,0.020202,0.080806,0.343549,0.135946,0.093012,-0.002048,-0.000252,-0.267237,0.017497,0.053768,0.008864,-0.000205,-0.014405,0.618617,-0.01401,-0.000452,-0.013823,0.508015,0.170648,0.256645,0.458632,0.013925,-0.022949,-0.006723,-0.001105,0.00416,0.146355,0.02843,-0.897392,0.175363,-0.014236,-0.001053,0.752265,-0.429851,2.55779,0.697695,1.53705,1.722561,0.194471,0.359791,-0.235093,-0.575345,0.022623,-0.000961,0.12487,0.031999,0.044795,0.158713,0.42293,0.97449,0.688544,0.47756,0.284074,0.269813,0.414835,0.055472,0.097528,0.014102
0.026968,0.017567,0.130567,3.31663,-0.036132,0.175643,0.425534,0.420943,0.244822,0.337051,0.182316,-0.012717,0.195238,-0.194723,-0.181512,-0.003381,0.000383,-0.204041,-0.022485,-0.004417,-0.033396,-6.9e-05,0.029287,0.405057,-0.01164,-0.000206,-0.01179,0.33018,0.09887,0.158617,0.304035,0.033539,-0.018791,-0.004797,-0.000446,-0.002043,0.090154,0.048453,1.558994,0.146694,-0.014705,-0.013017,-1.087828,-0.235293,-3.592615,-1.064507,-2.495885,-3.831201,-0.961278,-1.506044,-0.020545,-0.110645,-0.002893,0.001752,-0.146877,-0.026007,-0.117222,-0.142166,-0.241584,-0.139609,-0.220818,-0.205102,-0.287457,-0.332361,0.019903,-0.158955,-0.206595,-0.030052
