0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0.014674,0.007372,0.00738,0.007381,0.000459,0.00045,0.000451,0.000447,0.007377,0.00782,0.007369,0.007828,0.000415,0.007379,-1e-06,1e-06,0.0,-1e-06,0.000456,0.000455,-1e-06,-0.007383,-1e-06,0.000456,-3e-06,1e-06,2e-06,3e-06,2e-06,-0.0,1e-06,-0.0,0.00739,2e-06,0.007394,1e-06,2e-06,4e-06,0.0,-5e-06,-4e-06,-0.0,0.0,3e-06,0.0,1e-06,1e-06,1e-06,-1e-06,1e-06,2e-06,-0.0,-0.0,-3e-06,-0.0,-2e-06,-2e-06,1e-06,2e-06,0.0,1e-06,1e-06,5e-06,3e-06,1e-06,1e-06,-3e-06,-0.000458,-0.00048,-0.008296,-0.01579,-0.015732,-0.016116,-0.023106,-0.023239,-0.015504,-0.015379,-0.008085,-0.008325,-0.000868,0.006187,0.005923,0.005993,0.012633,0.012814,0.01298,0.013075,0.005465,0.013377,0.006156,0.006266,-0.008572,-0.021959,-0.02202,-0.020601,-0.012966,-0.005524,0.009855,0.039718,0.03947,0.032175,0.008662,-0.014672,-0.0146,-0.007366
-0.004514,-0.000596,0.000771,0.001344,-0.002863,-0.003416,-0.003097,-0.003943,0.002089,-0.005186,-0.001066,-0.005748,-0.005292,-1.2e-05,-0.000753,-0.000372,2.3e-05,0.0001,-0.004744,-0.005018,-0.00145,-0.00034,-0.000129,-0.004914,0.001078,-0.001312,-0.001606,-0.001348,-0.000363,6.7e-05,2.2e-05,1.1e-05,0.000241,-0.000611,-0.000311,-8.7e-05,-0.000274,-0.000604,9e-06,0.001106,0.000713,-4.8e-05,-2.1e-05,-0.000593,7e-06,-0.000212,-0.000209,-0.000235,1.5e-05,-0.000349,2.2e-05,5.2e-05,-7e-06,-3e-06,-6e-06,-7e-06,-1e-06,3e-06,0.000185,-2.2e-05,6e-06,5e-06,-0.000469,-0.000565,-4.7e-05,3.3e-05,-0.000215,0.004289,0.004414,0.008887,0.00621,0.003726,0.008852,0.001912,-0.002309,-0.009491,-0.01872,-0.02337,-0.028204,-0.02938,-0.026701,-0.018949,-0.017473,0.002929,0.006701,0.010811,0.013961,0.021085,0.032334,0.033159,0.046933,0.046447,0.013031,0.006248,-0.029555,-0.044899,-0.045921,-0.045045,-0.013105,0.003349,0.000209,0.011808,0.02408,0.025153,0.032119
-0.006061,-0.001311,0.000118,0.000718,0.006934,0.006348,0.006681,0.0058,0.001484,0.003823,-0.001798,0.003231,0.004182,-0.0007,-0.000782,-0.000386,2.8e-05,0.000106,0.004969,0.004687,-0.001504,0.000346,-0.000134,0.004791,0.001116,-0.001364,-0.001674,-0.001405,-0.000378,6.8e-05,2.4e-05,1.1e-05,-0.000456,-0.000639,-0.001035,-9.5e-05,-0.000291,-0.000633,7e-06,0.001152,0.000742,-5.1e-05,-2.2e-05,-0.000619,8e-06,-0.00022,-0.000217,-0.000246,1.6e-05,-0.000364,2.5e-05,5.4e-05,-8e-06,-7e-06,-7e-06,-1e-05,-2e-06,6e-06,0.000196,-2.2e-05,7e-06,7e-06,-0.000485,-0.000587,-4.8e-05,3.6e-05,-0.000247,-0.005439,-0.00547,-0.009828,-0.012116,-0.014601,-0.019156,-0.015906,-0.020525,-0.018929,-0.01903,-0.025235,-0.03127,-0.033689,-0.042736,-0.045347,-0.044037,-0.053226,-0.049118,-0.044301,-0.04034,-0.030234,-0.016004,-0.002579,0.015309,0.026721,0.029629,0.021012,0.020375,0.011645,0.009546,0.008969,0.01296,0.022381,0.030132,0.035498,0.041179,0.041959,0.03776
-0.816236,0.024666,-0.23494,-0.240008,-0.086936,0.369505,0.179319,0.040441,-0.015687,-0.045906,-0.000112,-0.03666,-2.366628,1.157416,-0.004108,-0.011913,0.001206,0.369694,-0.038944,0.120421,-0.024991,-0.014619,-0.013389,-0.063145,-0.000626,-0.012331,-0.001692,9.4e-05,5.2e-05,4.6e-05,4.2e-05,-0.012427,-0.002598,-1.6e-05,0.000298,3.5e-05,3.2e-05,1.9e-05,0.000348,-0.077975,-0.008046,-0.001045,-0.012423,2.9e-05,0.000596,2.5e-05,0.012917,-0.079885,0.00042,-3.3e-05,0.001284,0.00014,-2.3e-05,-2.2e-05,-2e-05,-2.8e-05,0.000133,-3e-06,-0.012477,-6e-06,-2e-05,-1.2e-05,-8e-06,0.013377,0.002378,0.000334,0.58784,0.063352,2.936137,1.022584,4.290514,3.0994,0.988042,0.489316,0.267001,0.98222,3.086704,-0.004924,1.731325,1.057029,3.704029,1.177647,-0.257457,0.162787,-0.153133,0.064526,-0.071153,-0.258595,-0.879805,-0.622605,-0.760366,-0.731428,-0.677544,-0.834117,-0.579196,3.187916,-0.29566,5.019046,2.000118,0.412625,-0.272217,0.232569,0.277919,-0.148427,-0.820646
-0.813136,-0.023294,-0.259178,-0.256786,-0.000416,-0.355152,-0.30523,-0.099056,-0.056147,0.095257,-0.003568,0.004722,-2.837843,1.647742,0.000877,0.098267,0.000935,-0.295582,0.011987,-0.122089,0.105852,0.112907,0.008387,0.116216,-0.012141,0.097687,0.014248,8.4e-05,7.6e-05,4.3e-05,3.1e-05,0.097521,-0.012005,0.000129,-0.001009,4.9e-05,1.7e-05,2.2e-05,0.000734,-0.208427,0.00547,0.000857,0.097516,5e-05,0.001274,5.1e-05,-0.007961,-0.194858,0.0009,-2.2e-05,0.002891,0.000382,3e-06,3e-06,1e-06,2e-06,0.000269,-1e-06,0.097503,-1e-06,-1.1e-05,-1.3e-05,-1e-06,-0.005058,0.003239,0.000573,0.980612,0.426733,2.396109,0.891138,3.567404,2.423847,0.763672,2.467037,0.999876,0.843944,2.617303,0.331174,2.826177,0.789138,2.493718,0.831003,0.518247,0.119421,0.534539,0.401543,0.46627,0.415632,-1.281333,-1.951696,-0.977398,-0.528854,2.062438,1.144608,2.565211,4.786464,1.108838,3.392787,-0.363638,-1.661275,-2.716394,-1.002206,2.227042,2.974568,-0.872529
-1.187416,0.026496,-0.336297,-0.334914,-0.325312,-0.219225,-0.244303,-0.114698,0.010673,-0.160511,0.00861,-0.009487,-4.295165,-1.931184,0.004573,-0.17157,0.000554,-0.174897,-0.017216,-0.10148,-0.169706,-0.201175,0.003098,-0.188351,0.026221,-0.172533,-0.024815,0.0002,0.000129,8.7e-05,7.7e-05,-0.17284,0.030607,0.000176,0.004305,8.2e-05,5.6e-05,4.9e-05,-0.000506,0.191619,0.001906,0.000458,-0.172799,9.2e-05,-0.000849,3.5e-05,-0.002522,0.166694,-0.000843,-7.3e-05,-0.00223,-0.000321,-2.8e-05,-2.3e-05,-2.2e-05,-1.4e-05,-0.000217,-1.5e-05,-0.172891,-1.2e-05,5e-06,-0.0,-9e-06,0.001557,-0.003044,-0.000698,1.374038,0.485068,4.120721,1.184226,5.569187,4.122025,1.181018,-1.52418,-0.696527,1.117022,3.778761,-0.196311,-1.124669,0.935199,3.329702,0.751319,-0.088234,-0.192678,0.134634,0.119313,-0.093411,1.361572,2.969317,2.954328,1.834481,1.566194,-0.674463,0.127021,-2.316399,0.761257,-1.758889,-0.023398,-0.844766,-0.113974,2.228413,1.103587,-1.258974,-1.722684,1.82713
0.007863,0.015592,0.007667,-0.000158,-5.2e-05,4.7e-05,-0.000134,-0.000222,-0.007745,0.000301,0.000286,-4.3e-05,-0.000154,0.007684,0.007755,0.00766,0.007701,0.007632,0.007682,0.015446,0.007682,0.007656,0.007688,-2.3e-05,8.5e-05,-6.4e-05,5.8e-05,3.1e-05,2.7e-05,7.7e-05,7.8e-05,-2e-05,1.5e-05,4e-06,-1.6e-05,2.2e-05,5.7e-05,6e-05,-3e-05,-0.000225,-0.000217,-0.000186,-0.007772,-0.00767,6.9e-05,-0.015385,-0.007693,-0.007649,-0.007738,-0.007644,-3e-06,-2e-06,0.007648,-1.7e-05,0.00773,1e-05,-3.8e-05,-6e-05,2e-06,-3.5e-05,-6.4e-05,-2e-06,0.000112,0.000166,0.00015,0.000222,6.3e-05,0.000122,0.000246,0.023334,0.031021,0.008,0.015712,0.015456,0.015294,0.015344,0.015259,-8.9e-05,0.000161,-0.007483,-0.015212,-0.007414,-0.015185,-0.007658,1.5e-05,0.007641,9.6e-05,0.00781,0.007693,0.00012,0.007477,-0.000132,0.007561,-6.7e-05,2.9e-05,-0.007416,-0.007523,-0.01509,-0.022901,-0.015568,-0.023089,-0.023166,-0.015819,-0.015901,-0.001028
0.024353,0.017368,0.010409,0.010553,0.005571,0.000497,0.004658,-0.00267,0.007107,0.009678,0.009478,0.00562,0.004376,0.011179,0.012213,0.011289,0.005522,0.011291,0.005592,0.005994,0.005828,0.006228,0.006237,0.006556,0.001217,0.006012,0.000863,0.007423,0.007383,0.00113,0.001163,0.006716,0.000168,-2.5e-05,-0.000278,0.000274,0.000824,0.00088,-0.000419,0.003557,0.003658,0.00414,-0.001201,0.000406,0.000987,0.000225,0.000127,-0.005873,-0.000409,0.000827,-1.1e-05,-7e-06,0.005727,-0.00023,0.000301,0.000121,-0.000502,0.005792,1.6e-05,-0.000484,-0.000819,-1.8e-05,0.001507,-0.004365,0.001792,-0.003577,-0.005675,-0.004946,-0.003337,-0.002602,0.002643,0.019655,0.013269,0.009748,0.015521,0.008981,-0.000561,0.006594,-0.005203,-0.005344,0.001293,-0.00369,0.001592,0.007134,0.007875,0.008163,0.009423,0.003908,0.001953,-0.005477,-0.002237,-0.002886,-0.000947,0.006675,0.009866,0.011094,0.016666,0.015513,0.009935,0.006297,-0.000141,-0.000469,-0.008762,-0.015534,-0.025213
-0.013702,-0.011614,-0.009288,-0.008984,-0.004095,0.00067,-0.005321,-0.003607,-0.001914,0.001448,0.001168,-0.004019,-0.005696,-0.008231,-0.00685,-0.008098,-0.004281,-0.008109,-0.004206,-0.003827,-0.003904,-0.003171,-0.003375,-0.002771,0.001622,-0.003489,0.001152,-0.001607,-0.001666,0.001496,0.00154,-0.002552,0.000223,-3.7e-05,-0.000371,0.000361,0.001093,0.001165,-0.00056,-0.006754,-0.006625,-0.005981,-0.001424,0.000722,0.001327,0.000632,0.000334,0.003826,-0.000398,0.001245,-1.1e-05,-6e-06,-0.003999,-0.000312,0.000256,0.00016,-0.000672,-0.003781,2e-05,-0.000646,-0.001094,-2.4e-05,0.002011,0.005684,0.002408,0.006731,0.003939,0.004906,0.007046,0.00759,0.002734,0.002796,0.005564,0.000906,-0.002947,-0.000155,-0.001244,-0.002758,0.004531,0.004608,0.002158,0.006733,0.002513,-0.001824,-0.001105,-0.000935,0.00085,0.004758,0.002254,0.00417,-0.003073,-0.003656,-0.00146,-0.002649,0.001635,0.003158,-0.000903,-0.002167,-0.009014,-0.013837,-0.010755,-0.011271,-0.010967,-0.00854,-0.010225
0.109964,-0.070219,-0.139788,0.06033,0.038462,-0.001626,0.039147,-0.001949,-0.083563,-0.134026,-0.121552,-0.224476,-0.024837,0.025773,-0.07673,0.084127,0.051606,0.068318,-0.030041,0.019369,0.037185,5.007782,-0.064351,-0.178676,0.009269,0.038108,0.00267,0.033391,0.041071,-0.006933,-0.038164,-0.179459,-0.15013,-0.175224,-0.011503,-0.000704,-0.120715,0.00598,1.495918,0.01049,0.039992,-0.028543,0.148728,-0.014579,0.017021,-0.003975,-0.002852,-0.037859,-0.002725,-0.000966,-0.000447,-0.000365,0.036332,0.094824,-0.000401,-0.00011,5.4e-05,0.03565,4.7e-05,5.6e-05,2.7e-05,-0.007986,-0.007667,-0.047001,0.522692,-0.010651,-0.027882,0.027374,-0.291924,-5.066925,-0.094894,0.059833,0.021885,0.021955,-0.207816,0.471159,0.006366,0.029247,0.058546,0.067345,0.096237,-0.007985,0.045831,0.293623,0.08601,1.36037,0.146565,0.091349,0.152164,0.0369,0.101895,1.43243,-0.034934,1.201287,4.212829,0.120253,-0.17572,0.099106,-0.422623,-0.658413,-0.265753,-0.516947,-0.022675,1.02463,-0.318123
