0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
0.028089,0.028186,0.028229,0.028312,0.021254,0.028425,0.021369,0.021511,0.02209,0.015003,0.014918,0.007117,-2.9e-05,0.007693,0.007139,0.000665,0.000107,0.007321,0.000127,0.000105,-1.3e-05,-3.1e-05,0.000558,0.007728,0.000695,6e-05,0.007765,0.000649,5e-06,0.007204,0.000112,0.007305,0.000208,0.000187,0.000157,0.007303,0.00793,0.000196,0.007361,0.007441,0.008054,0.00744,0.00023,0.000216,0.000182,0.000218,0.000214,0.007458,0.000279,0.007499,0.000296,0.000285,0.007554,0.007619,0.000344,0.007581,0.000321,0.000291,0.000295,0.000231,0.00027,0.00023,-0.007008,0.000299,0.000248,0.000204,0.000239,0.0002,0.007549,0.000305,0.007658,0.000348,0.007772,0.0078,0.007847,0.000455,0.007741,0.007595,0.000187,2.2e-05,-1.4e-05,-8e-06,1.6e-05,5.8e-05,6.6e-05,0.000111,0.000118,9.7e-05,0.000123,-0.000571,0.000153,-0.000484,-0.000446,-0.000415,-0.007623,-0.00751,-0.000684,0.000156,-0.006276,0.001188,0.00135,-0.005218,-0.005804,0.001649,0.001603,0.001509,0.00147,0.000855,0.000697,0.000676,0.000661,-8.8e-05,-0.001361,-0.009126,-0.011218,-0.02058,-0.029795,-0.030071,-0.037152,-0.043749,-0.027817,-0.025368,-0.008722,-0.007701,-0.006657,0.001621,-0.005101,0.002088,0.002066,0.002147,0.002229,0.001886,0.008615,0.008366,0.008016,0.00785,0.015161,0.021706,0.015464,0.029643,0.023331,0.023354,0.023384,0.024084,0.024129,0.017065,0.024329
-0.005356,-0.005628,-0.005489,-0.005071,-0.005144,-0.004496,-0.005723,-0.004828,-0.009277,-0.009228,-0.006991,0.000184,0.000481,-0.004979,2.7e-05,-0.006745,-0.001653,-0.002636,-0.001968,-0.001602,0.000116,0.000534,-0.004999,-0.005179,-0.007197,-0.000926,-0.005599,-0.006384,-8.9e-05,-0.000431,-0.001698,-0.00185,-0.003104,-0.002783,-0.002278,-0.00151,-0.007308,-0.002825,-0.002091,-0.003112,-0.008582,-0.002846,-0.003119,-0.002903,-0.002429,-0.002905,-0.002839,-0.002659,-0.003656,-0.002978,-0.003768,-0.003633,-0.003337,-0.003994,-0.004212,-0.003308,-0.003834,-0.003459,-0.003488,-0.002739,-0.003217,-0.00273,-0.004004,-0.003579,-0.002927,-0.002414,-0.002837,-0.002368,-0.002092,-0.003607,-0.003213,-0.004068,-0.004355,-0.004513,-0.004862,-0.005102,-0.003434,-0.001701,-0.002031,-0.000204,0.000138,8.9e-05,-0.000175,-0.000637,-0.000733,-0.001208,-0.001311,-0.001051,-0.001328,0.00459,-0.001659,0.003632,0.003238,0.002951,0.000267,-0.001118,0.004649,-0.003561,-0.013814,-0.01365,-0.015862,-0.025779,-0.021333,-0.02008,-0.018778,-0.018405,-0.017967,-0.01197,-0.011144,-0.010877,-0.009672,-0.00403,0.006903,0.006665,0.024505,0.039263,0.052933,0.060696,0.06026,0.059405,0.060599,0.044504,0.036291,0.028759,0.020671,0.013744,0.006608,0.007907,0.006459,0.00252,-0.000463,-0.001026,-0.001703,-0.004004,-0.003073,-0.006034,-0.011784,-0.007343,-0.015831,-0.015375,-0.02149,-0.020777,-0.019311,-0.024156,-0.023901,-0.02386,-0.023433
-0.007712,-0.008079,-0.007997,-0.007692,-0.006997,-0.007281,-0.007682,-0.007023,-0.001971,-0.001177,0.00102,-0.000613,0.000464,0.003806,-0.000772,0.002845,-0.001651,-0.003432,-0.001974,-0.001611,0.000123,0.000533,0.004591,0.003614,0.002389,-0.000932,0.003187,0.003204,-9.2e-05,-0.001246,-0.00171,-0.002678,-0.003135,-0.002818,-0.00231,-0.00236,0.001429,-0.002881,-0.002973,-0.004029,9.1e-05,-0.00378,-0.003221,-0.002999,-0.002514,-0.003013,-0.00295,-0.003631,-0.003815,-0.003992,-0.003956,-0.00382,-0.00441,-0.005122,-0.004466,-0.004428,-0.004096,-0.003707,-0.003742,-0.002946,-0.003466,-0.002944,-0.003402,-0.003881,-0.003176,-0.002626,-0.003095,-0.002589,-0.003234,-0.00396,-0.004489,-0.004487,-0.005785,-0.005987,-0.006409,-0.005716,-0.00485,-0.002915,-0.002298,-0.000235,0.000153,0.0001,-0.000198,-0.000719,-0.000829,-0.001366,-0.001485,-0.001191,-0.001504,-0.005138,-0.001884,-0.00623,-0.006681,-0.007016,-0.009091,-0.010699,-0.015552,-0.014619,-0.015172,-0.016126,-0.018963,-0.019412,-0.025014,-0.024995,-0.023779,-0.023739,-0.023371,-0.02732,-0.026519,-0.026342,-0.025458,-0.029295,-0.038009,-0.037516,-0.048091,-0.049793,-0.052977,-0.041855,-0.02867,-0.004753,0.006883,0.030714,0.050917,0.062719,0.072278,0.081976,0.08235,0.0819,0.078067,0.072032,0.068165,0.056811,0.045157,0.033058,0.02447,0.012161,0.005865,4.3e-05,0.001904,0.000779,0.004942,0.005613,0.007007,0.011716,0.011954,0.012828,0.01239
-0.577594,0.132092,-0.094121,-0.320005,-1.258839,0.363505,-1.25044,-0.471426,-0.049777,-0.041834,-0.02971,-0.531738,-0.014285,-0.038967,-0.010759,0.125248,-0.013548,0.000184,-0.00956,-0.277684,-0.489312,-0.004215,-0.034172,-0.034546,-0.037783,6.3e-05,-0.033401,-0.035608,3e-05,0.00202,0.00193,0.000187,0.014143,-0.132668,0.015171,0.017051,-0.019527,-0.13098,-0.026531,0.001343,-0.03639,-0.011677,-0.590331,0.014521,-0.001666,0.002258,0.01596,0.004415,-0.001996,0.015594,-0.001722,0.01318,0.000626,0.007123,-0.001155,0.008414,-0.002152,-0.002065,-0.002058,0.012418,-0.001804,-0.047309,-0.012607,0.013491,0.0045,0.000915,-0.002158,-0.000135,-5.1e-05,-0.002069,0.007105,-0.580577,0.001428,-0.202591,0.002611,0.004717,0.004251,-0.000113,-0.002179,-0.000136,-0.000102,-7.7e-05,-6.9e-05,-4.5e-05,0.015994,0.002248,-7e-06,-0.013831,0.017949,0.036098,0.073859,0.786625,0.036117,0.051416,-0.001691,0.399742,1.005574,-0.054898,0.751574,0.139341,0.089011,-0.175736,-0.076103,0.141018,2.484796,-0.452297,-0.316249,2.875187,-0.35669,0.049955,3.505462,0.642684,0.120109,3.784869,1.395449,0.626009,1.496269,5.301343,-0.142666,3.77914,0.263573,1.067708,0.034779,0.342422,0.299869,0.012866,0.170502,1.404912,0.232321,0.007558,0.066257,0.192477,0.383233,-0.109294,-0.090657,-0.112523,-0.109275,-0.03173,-0.109386,-0.0988,-0.131039,-0.038088,0.081742,0.226172,-0.141567,-0.041618,-0.153117
-0.790636,-0.440494,-0.197635,-0.910363,-2.687661,-0.285241,-2.640528,-0.742615,-0.00581,-0.001087,-0.011845,-0.692438,0.109107,-0.009743,0.092986,-0.203685,0.00819,0.002836,-0.018131,-0.72969,-0.69193,-0.011815,-0.004142,-0.004939,0.02646,0.001579,-0.003091,0.011542,0.000265,-0.014937,0.004968,0.000392,0.008993,0.106282,0.007894,-0.006541,0.005637,0.10545,0.011669,-0.000751,0.009073,0.014655,0.384438,0.008788,0.014994,0.013125,-0.005129,-0.001995,0.015234,-0.006327,0.01506,0.011182,-0.000333,-0.003292,0.014761,-0.003761,0.0146,0.01531,0.015331,-0.005691,0.015126,-0.043608,0.04451,0.008295,0.004732,-0.000878,0.015159,-0.000147,8e-05,0.015315,-0.003338,0.39471,0.013691,0.142445,0.020474,0.011728,-0.002344,-0.000113,0.015174,-0.000153,-8.9e-05,-6.2e-05,-5.4e-05,-3.3e-05,-0.005079,0.013164,-0.000141,0.106261,0.073164,-0.009695,0.2217,2.128619,0.004175,-0.017391,0.111216,1.138855,3.347561,1.337372,1.223936,0.641069,2.235549,0.857201,0.14767,0.892509,3.361726,0.515738,0.419999,3.396632,0.476587,0.053125,5.005719,0.908873,0.247413,3.345159,1.287042,0.709969,1.213215,3.514539,1.3024,3.660001,0.434078,1.09459,0.022901,-0.478421,-0.423518,-0.203121,-0.266567,0.437787,-0.187709,0.142175,-0.039848,-0.202816,0.429939,0.550789,0.285576,0.431771,0.308,0.227953,0.240882,0.200154,0.238207,0.265302,-0.492195,0.400704,0.059575,0.181084,0.114657
-1.320382,-0.491345,-0.567663,-1.43415,-4.89305,-0.136789,-4.904689,-1.431817,0.009644,0.017507,0.007164,-1.411964,-0.16462,0.000974,-0.136739,-0.237956,0.002894,0.00549,-0.002437,0.433037,-1.444553,0.008089,0.005497,0.011227,-0.04312,0.000103,0.009517,-0.019664,0.000339,0.02961,-0.002766,0.005105,-0.025079,0.043138,-0.026275,0.004053,-0.014043,0.042276,0.053521,0.004201,-0.014362,0.020222,0.216307,-0.025407,-0.024716,-0.025449,0.000775,0.003754,-0.024546,0.003419,-0.024646,-0.022625,0.004473,0.00349,-0.024762,0.003395,-0.024131,-0.024433,-0.024408,-0.001905,-0.024569,0.181552,-0.03792,-0.026748,0.008877,-0.000821,-0.024678,-0.000278,0.004738,-0.024424,0.003436,0.225491,-0.020362,0.105504,-0.010524,-0.026179,0.00345,0.004488,-0.024663,-0.000266,-0.000186,-0.000127,-0.0001,-7.2e-05,0.000493,-0.025352,-0.000206,-0.167626,-0.066698,0.019713,-0.178805,-1.564848,-0.005093,0.017157,0.023541,1.585347,0.018283,1.833465,1.788747,0.519507,-1.276541,-0.441819,-0.124372,-0.889854,3.688495,-0.041003,-0.11005,3.36816,-0.008765,-0.115651,1.364411,-0.718968,-0.374743,3.269275,0.533604,-0.324494,0.387868,3.70779,0.818164,3.838693,0.073784,0.885079,-0.183861,-0.322666,-0.572139,-0.337955,-0.748534,0.072291,-1.15039,-1.176944,-1.096464,-1.253132,-1.583529,-0.77084,-0.675223,-0.656532,-0.46804,-0.337146,-0.307786,-0.290917,-0.35515,-0.347098,-0.546288,-1.010926,-0.200356,-0.426582,-0.186259
0.007642,-6.2e-05,-5e-06,-0.007363,3.3e-05,3.8e-05,0.000205,0.000536,0.000593,-0.006847,-0.006427,-0.006047,-0.00602,-0.005755,-0.012725,-0.012699,-0.005598,-0.01318,-0.013166,-0.013165,-0.013303,-0.013319,-0.005371,-0.005207,-0.012011,-0.011224,-0.003608,0.003073,0.002373,0.001727,0.001939,0.001776,-0.005132,-0.005139,-0.005065,-0.005468,-0.00567,-0.005636,-0.012585,-0.012415,-0.012908,-0.013344,-0.006812,-0.006568,-0.00678,-0.007263,-0.006945,0.000358,0.000534,0.000512,0.000563,0.000529,0.00025,0.000385,0.000401,0.001039,0.007884,0.007576,0.000611,0.001046,0.007484,0.007386,0.007413,0.000592,0.007562,0.000932,0.007442,0.000532,0.000538,-0.006277,0.000614,0.000611,0.000427,0.000916,0.000863,0.001021,0.001563,0.001066,0.000715,0.000135,0.006578,0.006538,-0.000218,-0.000169,0.00662,-0.000138,-0.000198,-0.000268,-0.000163,-0.000156,-0.000122,0.000196,0.006974,0.013438,0.013755,0.020835,0.01399,0.014137,0.020909,0.020983,0.021211,0.021373,0.014537,0.01444,0.014371,0.013959,0.020664,0.020391,0.013517,0.01354,0.020319,0.01352,0.013546,0.013544,0.013429,0.013151,0.006158,0.006018,0.005873,-0.001131,0.005751,-0.001009,-0.000788,-0.007567,-0.007303,-0.00024,-0.007026,-0.006935,-3.8e-05,-0.006814,-0.006805,2.1e-05,-1e-06,1.3e-05,2.6e-05,-0.00684,-0.006707,0.000209,0.000328,-0.006532,-0.006461,-0.006557,-0.006816,-0.006784,-0.000101,-0.00694,-5.7e-05
0.005378,-0.000406,-4e-05,0.001193,0.000207,0.00021,0.006087,0.012973,0.013279,0.013902,0.025782,0.03737,0.037123,0.04322,0.045244,0.039895,0.033482,0.022289,0.012713,0.008,-0.002074,-0.006735,0.001106,0.001912,0.004273,0.012515,0.018703,0.011387,0.007877,0.004607,0.010127,0.009298,0.010419,0.010324,0.010609,0.004076,-0.001383,-0.001241,-0.000728,0.004278,-0.002478,-0.00465,-0.007183,-0.001772,-0.00278,-0.009286,-0.003571,0.00171,0.002542,0.002434,0.002669,0.002513,-0.002997,-0.002365,-0.002278,0.004971,0.004093,-0.001544,-0.00122,0.005125,-0.001847,-0.002318,-0.002149,-0.001214,-0.001331,0.004765,-0.001868,-0.001477,-0.00144,-0.000618,-0.00103,-0.001055,-0.006218,0.000552,-0.003931,-0.003112,0.003951,0.001398,-0.000425,-0.003467,-0.001819,-0.002072,-0.001159,-0.000905,-0.001678,-0.000725,-0.001056,-0.001429,-0.000873,-0.000837,-0.00066,0.005298,0.004434,-0.002405,0.003608,0.004479,0.005039,0.006027,0.000987,0.001552,0.003233,0.004637,0.005107,0.004793,0.004606,0.001964,0.001061,-0.005486,-0.000779,-0.000934,-0.001338,-0.001131,-0.000954,-0.000931,-0.002074,-0.009804,-0.011333,-0.007793,-0.009421,-0.010379,-0.010884,-0.009577,-0.007445,-0.005927,-0.003347,-0.00225,-0.000621,-8.5e-05,-0.000336,0.006312,0.006388,0.000183,-1.8e-05,0.0001,0.000224,0.000995,0.002113,0.001786,0.002802,0.003514,0.004046,0.003213,-0.003888,0.001278,-0.005689,-0.004832,-0.005286
-0.00412,-0.000526,-5.2e-05,0.001368,0.000269,0.000272,-0.00336,-0.005692,-0.005293,-0.004628,-0.011734,-0.019128,-0.019374,-0.022641,-0.020157,-0.015832,-0.012685,-0.005124,0.004664,0.009626,0.018697,0.023629,0.022611,0.023501,0.025889,0.024888,0.021782,0.023544,0.019251,0.015387,0.011391,0.010376,0.011344,0.011196,0.011421,0.014161,0.01807,0.018181,0.01846,0.013902,0.016495,0.014167,0.011705,0.00765,0.006594,0.009513,0.005765,0.001771,0.002622,0.002505,0.002739,0.002576,0.006529,0.007167,0.00725,0.005049,0.004322,0.008126,0.008265,0.00513,0.007762,0.007285,0.007437,0.0082,0.00822,0.004676,0.007656,0.007895,0.007927,0.008588,0.008301,0.008269,0.012562,0.009776,0.014705,0.015464,0.012886,0.010442,0.008729,0.005887,-0.001601,-0.001838,-0.00108,-0.000844,-0.001476,-0.000677,-0.000986,-0.001335,-0.000818,-0.000783,-0.000617,-0.004195,-0.004916,-0.002092,-0.005623,-0.004751,-0.004307,-0.003402,0.001046,0.001556,0.00308,0.004334,0.004731,0.004396,0.004187,0.001747,0.000892,0.0039,-0.000847,-0.000948,-0.001378,-0.001156,-0.001011,-0.001002,-0.002045,-8.8e-05,-0.001416,-0.007238,-0.008785,-0.009716,-0.010252,-0.009019,-0.007057,-0.005562,-0.003121,-0.002146,-0.000526,-1.8e-05,-0.000313,-0.003179,-0.003108,0.000183,-1.1e-05,0.000101,0.00022,0.00101,0.002076,0.001715,0.002677,0.003395,0.003893,0.0031,0.005598,0.00126,0.003852,0.004701,0.004236
0.057775,-0.000391,-0.002642,-0.002758,0.123341,-0.220872,-0.223432,-0.134594,-0.26229,4.091455,0.023426,-0.153809,0.058571,-0.260366,0.065728,0.225317,-3.995265,0.302557,0.543881,0.482174,0.523667,0.200628,0.275081,0.261549,0.194268,-0.04012,-0.122437,-0.04394,-0.032733,-0.103198,0.002698,0.000258,0.037219,0.294675,0.004217,0.226978,0.107116,-0.061885,0.015172,0.022348,-0.030607,1.152053,-0.051982,-0.036917,-0.035774,-0.070598,-0.035809,-7.2e-05,-0.009907,-0.000581,0.002114,0.001469,-0.034139,-0.03474,-0.033046,0.000876,0.002401,-0.032757,-0.032173,-0.007298,-0.007622,0.038079,0.413011,0.00836,-0.031993,0.016172,-0.043289,-0.034396,-0.034279,0.027888,0.084408,0.384431,0.103237,0.130694,-0.05114,0.024619,0.376507,0.184555,-0.048406,-0.035109,0.002107,0.000633,-0.000419,0.001008,0.976879,-0.000692,0.001504,-0.017985,-0.010927,0.069885,-0.000907,-0.058277,0.045393,-0.280916,0.051269,-0.439703,0.992574,0.091597,-0.24103,-0.246435,-0.157695,0.01321,0.008371,-0.222856,-0.333127,-0.251811,0.192024,-0.202279,3.716816,0.0063,0.007238,0.000678,0.000918,1.184845,0.025481,0.221638,0.059813,-0.015019,-0.005112,3.709941,-0.001344,-0.001453,-0.002532,-0.004918,-0.213081,0.289976,0.550848,0.599247,0.007538,-0.05724,-0.161313,-0.057901,-0.183248,0.012169,-0.195773,-0.080341,0.010112,-0.25364,-0.223832,0.002493,0.13305,-0.15027,-0.032277,-0.00133,-0.036036,-0.034782,-0.035331
