0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0.001475,0.001918,0.001899,-0.004419,0.001874,0.001396,-0.005836,-0.006266,-0.006256,0.000512,0.000461,0.007176,0.000469,0.007204,0.006769,-1.7e-05,0.000461,-2.2e-05,-3.3e-05,-1e-06,0.0,-0.0,-6e-06,0.006757,2.5e-05,-1.8e-05,-0.000485,1e-06,1e-06,0.00676,0.006758,-4e-06,-2.4e-05,-0.0,-0.000479,2e-06,3e-06,-1.2e-05,-9e-06,0.006262,-1.7e-05,1.9e-05,-0.000936,-0.000488,1.4e-05,-3e-06,-1e-05,1e-06,0.0,-0.000488,2e-06,-3e-06,4e-06,5e-06,2.3e-05,-1.9e-05,3.8e-05,3.2e-05,-0.0,2e-06,-9e-06,-0.000488,1e-05,4e-06,1e-06,3e-06,0.0,1.3e-05,0.0,1.6e-05,5e-06,-2e-06,1e-06,1e-06,2e-06,1e-06,1.4e-05,1e-06,0.0,-0.0,1.9e-05,2.9e-05,5e-06,-0.0,-1.3e-05,1e-06,1.2e-05,0.006737,1e-06,0.006739,-0.000491,-0.000464,-0.000971,-0.008168,-0.015313,-0.015219,-0.022734,-0.023091,-0.023017,-0.023028,-0.029839,-0.029658,-0.029565,-0.036591,-0.023176,-0.016435,-0.009508,0.004778,0.011879,0.025987,0.046539,0.061397,0.083947,0.084596,0.086103,0.078901,0.070043,0.046243,0.003152,-0.031007,-0.044034
-0.015901,-0.019915,-0.019375,-0.022281,-0.019224,-0.014138,-0.008796,-0.005713,-0.006222,-0.007077,-0.004773,-0.002898,-0.005131,-0.003875,-0.000286,0.000553,-0.004434,0.00086,0.001253,-1.7e-05,-2.4e-05,-8e-06,0.000174,0.000401,-0.000935,0.000645,0.00519,-2.9e-05,-7e-06,0.000293,0.000369,0.00013,0.00081,0.0,0.004845,-7e-06,4e-06,0.000496,0.000343,0.005556,0.000643,-0.000543,0.009104,0.005286,-0.000327,0.000135,0.000382,1e-05,-6e-06,0.005194,-3e-06,0.000156,-1.3e-05,-0.00011,-0.000733,0.000699,-0.001252,-0.001024,5.6e-05,-4.6e-05,0.000318,0.005205,-0.000289,-7.9e-05,1.5e-05,-8e-05,1.1e-05,-0.000416,1.5e-05,-0.0005,-0.000156,6.8e-05,9e-06,0.0,2e-06,-1.2e-05,-0.000449,2e-06,2.1e-05,1e-05,-0.000532,-0.000912,-0.000141,2.5e-05,0.00043,1e-06,-0.00042,0.000481,-0.0,0.0004,0.005216,0.004495,0.010307,0.014795,0.017824,0.0158,0.021138,0.021441,0.015674,0.013668,0.012977,0.009295,0.009378,0.008912,0.009639,0.010475,0.012803,0.001605,-0.009317,-0.015286,-0.011531,-0.018879,-0.016418,-0.012483,-0.015031,-0.005494,0.014728,0.036629,0.044583,0.046222,0.046149
0.013213,0.018612,0.019031,0.025827,0.019229,0.014638,0.010787,0.004709,0.004342,0.003162,0.004852,0.005672,0.004588,0.004957,-0.000765,0.000402,0.005106,0.000631,0.000918,-1.1e-05,-1.9e-05,-7e-06,0.000126,-0.000259,-0.000686,0.000473,-0.004553,-2.3e-05,-6e-06,-0.000344,-0.000288,9.3e-05,0.000589,-1e-06,-0.004804,-6e-06,4e-06,0.000365,0.000251,-0.004837,0.000471,-0.000396,-0.010025,-0.004471,-0.000237,9.9e-05,0.00028,9e-06,-5e-06,-0.004539,-3e-06,0.000115,-9e-06,-8e-05,-0.000538,0.000513,-0.000915,-0.000751,4.1e-05,-3.4e-05,0.000234,-0.004524,-0.000214,-5.8e-05,1.2e-05,-5.9e-05,8e-06,-0.000305,1e-05,-0.000367,-0.000115,5e-05,9e-06,-1e-06,-0.0,-9e-06,-0.000329,-0.0,1.3e-05,7e-06,-0.00039,-0.00067,-0.000104,1.8e-05,0.000316,-1e-06,-0.00031,-0.000205,-3e-06,-0.000266,-0.00451,-0.005031,-0.009092,-0.013549,-0.019183,-0.020541,-0.032678,-0.040793,-0.045173,-0.046768,-0.046943,-0.041598,-0.041567,-0.041629,-0.042303,-0.042329,-0.041103,-0.034327,-0.03573,-0.033466,-0.041423,-0.04115,-0.023293,-0.010669,0.014265,0.032952,0.043252,0.064493,0.07381,0.075886,0.075516
0.453122,0.184777,-0.2677,-0.007402,0.26094,-0.078883,-0.099662,-0.050793,-0.027333,0.513151,0.39848,0.393665,-0.070586,-0.034817,0.419745,-0.006512,-0.036998,-0.007067,0.01325,0.005814,-0.165786,0.000114,-0.025085,-0.003079,-0.001783,-0.01197,0.037606,0.000198,4.3e-05,0.002463,0.002115,5.2e-05,4.1e-05,-0.009838,0.036463,5e-06,0.000572,8.2e-05,0.002607,0.038522,1.3e-05,0.002651,0.085927,0.013107,0.010374,6.1e-05,0.002313,0.000265,-6.2e-05,-0.074116,0.000572,0.006328,3.4e-05,0.016304,0.005639,1.8e-05,-0.001841,-5.2e-05,-3.8e-05,0.00478,1.3e-05,0.036358,-5e-05,-0.030288,0.000437,3e-06,0.010076,0.000145,-6.1e-05,-0.012246,-2.7e-05,-0.012232,0.005672,0.000839,-5.5e-05,-5.5e-05,-4.9e-05,-3.2e-05,-3e-06,-3.5e-05,-1.8e-05,-1.7e-05,-1.8e-05,0.000272,-5e-06,-0.012211,-1e-05,0.002037,-1.9e-05,0.002046,0.037733,0.195767,0.230935,0.270038,1.89247,0.187566,0.224529,0.303124,-0.34883,-0.415189,0.162562,2.495961,0.11616,1.697916,1.857583,2.469448,0.195182,0.189426,3.070592,-0.064545,0.18391,-0.00198,0.543772,0.80323,0.39828,0.302369,0.123305,-0.037493,-0.281768,-0.752322,-0.681339
-0.452578,-0.289439,-0.211372,-0.424816,-0.356416,-0.02374,0.04232,0.028053,0.008331,-0.377307,-0.332086,-0.331182,0.107652,-0.006465,-0.353259,-0.000963,0.008282,0.004933,-0.01536,-0.003129,-0.179549,0.000149,0.092411,-0.011844,0.012797,0.087522,-0.006062,0.00034,5.2e-05,-0.01447,-0.015071,7.2e-05,4.6e-05,0.091251,-0.008071,1.1e-05,0.001028,0.000141,0.004743,-0.023291,1e-05,0.004815,-0.021346,0.017514,-0.006369,-0.00029,0.004346,0.000546,-5.4e-05,-0.21766,0.001078,-0.002957,-0.000128,-0.006252,-0.000568,-0.000121,0.012761,-5.3e-05,-3.5e-05,-0.002997,-0.000146,-0.00843,-5e-05,-0.057847,0.000849,-7e-06,-0.005921,-0.000217,-6.6e-05,0.088738,-3.4e-05,0.088797,0.001942,-0.000653,-7e-05,-6.2e-05,-3e-05,-1.9e-05,-2.7e-05,-1e-06,-1.9e-05,-8e-06,-1.1e-05,0.000484,1.9e-05,0.088952,-0.0,-0.015211,1.2e-05,-0.015213,-0.0072,0.183554,0.17279,0.181801,2.034932,0.062259,0.182083,1.029116,0.75906,0.735421,1.16476,5.043096,1.469635,3.716252,3.930798,4.262192,2.062672,1.866255,3.663383,0.666591,0.728293,0.616859,0.34063,-0.055986,-0.42935,-0.783816,-1.129704,-0.358009,0.061057,0.650973,0.568424
-0.111306,-0.344579,-0.529407,-0.696259,-0.079413,-0.069632,-0.058613,-0.051469,-0.066236,-0.24226,-0.217126,-0.199773,-0.194894,0.011749,-0.17311,0.004282,-0.017834,0.001825,0.030913,-7e-05,-0.438485,0.000347,-0.181308,0.030256,-0.025557,-0.178267,0.018493,3e-05,0.000121,0.028931,0.029261,0.00015,0.000107,-0.180664,0.019513,5e-05,-0.000541,-4.1e-05,-0.002653,0.048676,1.4e-05,-0.002648,0.042549,0.041074,-0.001448,-0.00045,-0.002842,-0.000598,-0.000159,0.146476,-0.000715,-0.001212,-0.000229,0.000717,-0.002053,-0.000283,-0.02591,-0.00014,-9.3e-05,-0.00072,-0.000223,0.019212,-0.00012,0.035696,-0.000574,-5.5e-05,-0.000851,-0.00023,-0.000178,-0.177664,-7.9e-05,-0.177583,0.008402,-0.000339,-0.000176,-0.000139,-9.4e-05,-6.4e-05,-4.4e-05,-3.8e-05,-3.1e-05,-2.4e-05,-2.2e-05,-0.000303,-1.5e-05,-0.177482,-5e-06,0.029242,-2e-06,0.029245,0.022699,0.458747,0.474363,0.475618,4.857084,0.121705,-0.049758,1.660281,0.909293,1.129502,2.041304,3.645226,1.68523,4.317946,4.177065,4.267449,1.405269,1.417857,3.026472,-0.547373,-0.857993,-0.895522,-0.3508,-0.550345,-0.615086,-0.285951,0.389323,0.327641,0.260315,0.506157,0.430248
-0.013561,-0.013414,-0.006252,-0.006869,-0.007132,-1e-05,0.006946,0.014208,0.006989,0.00712,0.007301,0.000182,0.007502,0.000327,-0.006606,-0.006391,0.00092,-0.006236,0.000933,0.000823,-0.006468,-0.006351,0.000749,0.0006,0.000577,-0.006902,-0.007249,-0.007382,-0.00733,-0.014134,-0.020986,-0.020931,-0.020965,-0.013958,-0.013899,-0.013969,0.000259,0.000267,0.007521,-0.000305,0.006662,0.006631,-0.000413,2e-06,0.000207,0.000321,0.000221,0.000126,-8e-06,-0.007175,2.1e-05,0.000277,-0.00675,-0.006804,0.000254,9.4e-05,1.5e-05,-0.007147,1.8e-05,0.000271,0.000403,0.000466,0.000412,0.000173,-0.00701,0.000324,0.000361,7.4e-05,-0.00685,-0.006642,0.000377,0.000322,0.000321,1.2e-05,-6.2e-05,0.007162,-0.000176,8.7e-05,2.6e-05,-0.000307,9.1e-05,-0.00715,-0.00725,0.000134,0.007217,0.000114,0.007345,0.000403,0.000278,0.000362,0.000708,0.000948,0.001675,0.008826,0.00213,0.009267,0.023465,0.023073,0.023208,0.023087,0.015606,0.015567,0.015554,0.015849,0.008975,0.002465,0.002607,-0.004115,-0.010387,-0.010083,-0.01054,-0.010989,-0.012094,-0.006159,-0.013582,-0.007913,-0.001875,0.003609,0.009216,0.015683,0.015874
0.010717,0.011444,0.00429,-0.001156,0.001779,-3.4e-05,-0.003304,-0.004119,-0.003196,-0.002078,-0.000448,0.001628,0.001478,0.003077,0.006592,0.008362,0.008308,0.009459,0.003043,0.002102,0.001927,0.008147,0.001532,-0.005083,2.5e-05,-0.007426,-0.005204,-0.011567,-0.005755,-0.0019,0.006369,0.006381,0.005791,-0.000976,0.004214,-0.001203,-0.002957,-0.002895,0.002027,-0.00689,-0.008789,-0.004307,-0.002953,-1.5e-05,0.001448,0.002279,0.001573,0.000888,-7e-05,0.000485,0.000142,0.001919,0.003373,0.002967,0.001754,0.000651,0.000112,0.000584,0.000129,0.001824,0.002726,0.003148,0.002795,0.001192,0.00137,0.002189,0.002437,-0.004182,0.00236,0.00369,0.0025,0.002127,0.002105,8.3e-05,-0.00041,-0.000167,-0.005828,0.000576,0.00016,-0.006698,0.000606,0.000294,-0.000358,0.00087,0.000152,0.000763,0.001009,0.002638,0.001811,0.002386,0.009334,0.010988,0.015808,0.011458,0.019349,0.019739,0.025745,0.024422,0.027067,0.027098,0.019403,0.02026,0.020754,0.019902,0.020545,0.028755,0.030239,0.024987,0.028074,0.035204,0.024472,0.023878,0.01323,0.007856,-0.004712,-0.005968,-0.015843,-0.029616,-0.037835,-0.04247,-0.042187
0.012819,0.013538,0.015599,0.009162,0.00208,-3.2e-05,-0.003854,-0.004839,-0.003773,-0.002473,-0.000564,0.001904,0.001698,0.003607,0.007715,0.009716,0.009598,0.010866,0.013779,0.012674,0.012444,0.009133,0.01187,0.014675,0.010148,0.012079,0.004421,0.00755,0.003818,0.008045,0.006973,0.006928,0.006225,0.00893,0.004486,0.008615,0.006808,0.00687,0.002216,0.002586,0.000601,-0.00458,-0.003178,-1.9e-05,0.001558,0.002451,0.001691,0.000955,-7.6e-05,0.000472,0.000153,0.002058,0.003556,0.003116,0.001871,0.000698,0.000124,0.000569,0.000143,0.001937,0.002893,0.003334,0.002951,0.001257,0.001392,0.002309,0.002568,0.005457,0.002423,0.003806,0.002616,0.002224,0.002196,8.6e-05,-0.000425,-0.000113,0.003724,0.000598,0.000165,0.002817,0.000629,0.000252,-0.000428,0.000913,0.000222,0.00079,0.001109,0.002735,0.00188,0.002469,-0.000115,0.001578,0.006511,0.011679,0.009869,0.010211,0.006504,0.005008,0.007372,0.007281,0.009049,0.009688,0.010058,0.018102,0.018472,0.016687,0.017814,0.021717,0.023989,0.021163,0.020338,0.011162,0.002494,-0.001935,-0.003596,-0.013115,-0.012863,-0.016025,-0.023466,-0.028183,-0.028368
0.232566,-0.000155,-0.034319,-0.029737,-0.000786,0.003556,-0.123008,0.012141,0.000758,0.000624,-0.000236,-9.9e-05,0.000645,1.45022,-0.0002,-0.00043,-0.003745,0.122649,-0.046636,-0.047646,0.025442,0.011619,-0.047884,0.155665,-0.055137,-0.079489,-0.013946,0.086887,0.00854,0.021996,-0.026251,0.246336,0.20694,0.216137,-0.001964,-0.032391,-0.0339,-0.03406,0.001957,-0.035367,-0.033995,0.001462,0.000317,0.000204,0.000579,0.000223,-0.002796,0.00031,0.000629,-0.000733,0.000201,0.000598,0.088121,-0.001364,0.003638,-0.000161,-0.005632,-0.007451,-0.000135,0.002387,6.3e-05,0.000619,0.000595,0.000561,-0.000441,7e-05,0.000492,-0.034773,-0.003897,-0.000537,0.013413,-0.000726,3.1e-05,0.000108,0.175117,-0.008916,0.100517,0.004682,0.097849,-0.042177,0.030194,0.121344,0.066115,0.213873,0.128979,0.003677,0.003765,-0.008168,0.262494,0.030168,0.090734,0.098125,0.218938,-0.449939,0.03578,-0.002228,-0.188053,0.091618,0.075478,0.071189,-0.079373,0.057491,-0.21705,-0.068243,-0.205229,-0.269219,-0.237055,0.837565,-0.113994,-0.162983,-0.045866,0.08884,0.728711,-0.444189,-0.284762,3.918033,-0.253037,-0.290582,3.624182,-0.030782,-0.03715
