0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
2.4e-05,8.6e-05,0.007829,0.007475,0.007929,0.007919,0.007502,0.007469,0.014501,0.014425,0.013358,0.021052,0.013441,0.02076,0.013248,0.013648,0.014113,0.01405,0.007235,0.007288,0.007318,0.007336,1.7e-05,2.4e-05,2e-05,2.2e-05,1.3e-05,1e-06,-2.3e-05,-2.2e-05,-6e-06,-3e-06,1e-06,2.9e-05,2.8e-05,3.2e-05,3.9e-05,4.1e-05,3e-05,-1.2e-05,0.000496,-1.4e-05,-6e-06,0.007308,-1.5e-05,-3e-06,-3e-06,-9e-06,-2.6e-05,-3.9e-05,-2.5e-05,-3.2e-05,-1e-05,0.000502,-7e-06,0.000503,-1.7e-05,-1e-05,-5e-06,-9e-06,-2e-06,-0.0,1e-06,-1.2e-05,-5e-06,0.007306,-1.3e-05,-9e-06,-1.2e-05,-3e-06,-5e-06,-1.7e-05,-3e-06,-0.0,-0.007305,5e-06,7e-06,-0.0,-1e-06,-1e-06,-2e-05,-1.6e-05,-8e-06,-7e-06,1e-06,-0.0,-0.0,-0.0,4e-06,1e-06,1e-06,1.1e-05,1e-05,3e-05,-0.00726,0.000607,-0.007199,0.000121,0.000677,-0.006508,-0.005442,-0.005988,-0.006159,-0.013651,-0.014259,-0.006837,-0.006872,-0.007437,-0.015098,-0.01522,-0.015763,-0.015439,-0.01607,-0.008427,-0.008561,-0.00083,-0.008732,-0.000885,-0.00882,-0.008859,-0.008878,-0.008959,-0.009491,-0.010384,-0.0025,-0.002781,0.006304,0.006829,0.015666,0.016341,0.031878,0.032325,0.032379,0.032007,0.039501,0.032117,0.031978,0.024348,0.017417
0.000759,0.002573,0.005446,0.012994,0.010233,0.011842,0.018646,0.020535,0.027588,0.027151,0.037423,0.030947,0.027754,0.027386,0.025272,0.017791,0.011299,0.011556,0.003914,0.001003,-0.0003,-0.000858,-0.000671,-0.000963,-0.000765,-0.000792,-0.000479,-2e-06,0.000924,0.000811,0.000177,8.5e-05,-9.1e-05,-0.001182,-0.001115,-0.001242,-0.0015,-0.00165,-0.001189,0.000488,-0.004837,0.000532,0.000236,0.000932,0.000625,0.000124,0.000126,0.000316,0.0011,0.001528,0.000922,0.001265,0.000365,-0.005125,0.000262,-0.005198,0.000611,0.000359,0.000183,0.000328,1.6e-05,-1.7e-05,-1.8e-05,0.000489,0.000122,0.000474,0.000506,0.000304,0.000368,7.6e-05,0.00015,0.000587,9.1e-05,-1.3e-05,-0.000503,-0.000193,-0.000261,1.6e-05,4e-06,2.4e-05,0.000677,0.000565,0.000251,0.000254,-2.3e-05,-8e-06,-4.7e-05,-4.1e-05,-0.000103,-4.6e-05,-3.2e-05,-0.000372,-0.00035,-0.001036,-0.001962,-0.008688,-0.004821,-0.00449,-0.012181,-0.014181,-0.028863,-0.024934,-0.025458,-0.026201,-0.021009,-0.02108,-0.021164,-0.015396,-0.016434,-0.017926,-0.01316,-0.019853,-0.016373,-0.017364,-0.019071,-0.01823,-0.018283,-0.017053,-0.015486,-0.013361,-0.012412,-0.011521,-0.006658,0.005843,0.018183,0.043944,0.040014,0.038903,0.03592,0.02862,0.030802,0.01869,0.010852,0.010222,0.009769,0.002216,-0.000277,-0.002778,-0.013436
0.000949,0.003205,0.006032,0.004377,0.011819,0.013655,0.010991,0.01306,0.009774,0.009121,-0.000213,0.001875,-0.001146,-0.002356,-0.004049,-0.002191,0.000792,0.001044,0.003529,0.000311,-0.00113,-0.001746,-0.000747,-0.001068,-0.000845,-0.000875,-0.000531,-1e-06,0.001024,0.000896,0.000194,9.3e-05,-0.000102,-0.001308,-0.001236,-0.001375,-0.001664,-0.001833,-0.001323,0.000543,0.004837,0.000593,0.000262,0.000241,0.000693,0.000138,0.000141,0.000352,0.001221,0.001692,0.001021,0.001401,0.000403,0.004512,0.000291,0.004431,0.000674,0.0004,0.000203,0.000361,1.7e-05,-1.9e-05,-1.9e-05,0.000538,0.000134,-0.000269,0.000556,0.000332,0.000399,8.1e-05,0.000161,0.000644,9.8e-05,-1.6e-05,0.000244,-0.000213,-0.000287,1.7e-05,7e-06,2.8e-05,0.000745,0.000621,0.000275,0.000279,-2.4e-05,-1e-05,-5.3e-05,-4.4e-05,-0.000109,-4.9e-05,-3.4e-05,-0.000409,-0.000385,-0.001138,-0.001383,0.000589,-0.004516,-0.004966,-0.003289,-0.004926,-0.000847,-0.006852,-0.00757,-0.007701,-0.012387,-0.013516,-0.013729,-0.017789,-0.018478,-0.020626,-0.025866,-0.023637,-0.030887,-0.033316,-0.036304,-0.036778,-0.036792,-0.036312,-0.033877,-0.031349,-0.03021,-0.029363,-0.035031,-0.041668,-0.036028,-0.020784,-0.002043,0.008997,0.028352,0.041275,0.042036,0.04739,0.04702,0.045094,0.043101,0.044611,0.040711,0.038213,0.036442
-0.56628,-0.133756,-0.132348,-0.096319,-0.209032,-0.36772,0.370828,-0.784783,-0.372603,0.605249,-0.493256,-0.375859,-0.276249,0.02207,-0.018385,-0.068133,0.038645,0.036191,0.000409,0.011396,0.008539,0.000508,-0.000136,-0.000114,-7.6e-05,-7.4e-05,-5.1e-05,0.013076,0.305502,-0.002401,-0.000102,-9e-06,1.3e-05,-0.001883,-0.031354,0.000953,0.013108,-0.001902,1.1e-05,9e-06,-0.036505,5e-06,0.009793,0.002309,-0.324388,0.002043,2.5e-05,-2.1e-05,0.001889,7e-06,-6e-06,0.0019,5e-06,-0.036488,-0.007731,-0.036959,4.7e-05,-0.000303,7.4e-05,9.2e-05,-0.013056,4.5e-05,8.4e-05,-0.003556,5e-06,0.002102,-8.7e-05,4.1e-05,3.7e-05,2.7e-05,1.1e-05,0.001888,-6e-05,-9e-06,-0.002036,-8e-06,1.3e-05,8e-06,-0.00022,6e-05,7.7e-05,4.2e-05,1.5e-05,1.2e-05,0.0,5e-06,1e-06,0.013156,-7.7e-05,8.1e-05,8.9e-05,6e-05,4.6e-05,0.007439,-1.268419,-0.042374,-0.391151,-1.3311,-0.546326,-4.989536,-4.551232,-4.462533,-0.467153,0.043089,0.328698,0.357095,0.005429,0.180509,0.449508,0.411305,0.341814,-0.019111,0.160436,0.027521,0.315895,0.415272,0.043791,0.019955,0.024048,0.039373,0.028149,-0.277331,-1.162174,0.042683,-0.174208,0.131081,-0.215479,0.168349,-0.030771,0.356847,0.176458,0.01368,0.264241,0.140132,-4.080772,0.183099,0.109001,0.481433,-0.158491
1.061214,1.069057,0.317962,0.426316,0.252031,1.149339,1.856605,1.334542,1.343982,1.920747,1.004931,0.632896,0.626077,0.113955,0.177772,0.205706,0.039095,0.042941,0.066097,-0.027838,-0.022716,-0.000523,-0.0001,-6.3e-05,-4.3e-05,-0.000397,-1.7e-05,-0.109503,-0.411605,0.003065,-0.001218,-0.000203,-1.1e-05,0.015846,0.04317,-0.001251,-0.109305,0.015826,2e-05,-8e-06,0.01053,-1.7e-05,-0.012413,-0.015569,0.431675,-0.002659,-6e-05,1.1e-05,-0.015843,-6e-06,8e-06,-0.015842,0.0,0.010787,0.009422,0.01122,3.4e-05,0.001167,0.000214,5.3e-05,0.10792,-0.000138,0.000205,0.004768,0.000132,-0.015154,-0.003387,-5.1e-05,1.2e-05,1.6e-05,1e-06,-0.015769,-0.001197,-4.6e-05,0.015184,-4e-06,-1.5e-05,2.5e-05,0.000917,0.000177,3.8e-05,1.2e-05,1.6e-05,5e-06,-5e-06,-1e-05,-1.5e-05,-0.108959,0.000541,0.000119,2.9e-05,5.3e-05,3.5e-05,0.004741,-0.948934,0.026572,-0.256246,-0.970938,-0.331732,-3.010392,-3.032031,-2.951617,-0.192277,-0.101554,-0.571517,-0.526946,-0.864807,-2.077835,-0.740302,-0.655508,-0.556312,0.019217,-0.170527,0.005071,-0.416099,-0.519938,-0.015101,-0.007479,0.003155,-0.023394,0.088598,-1.721503,-0.742664,-0.137465,-0.360272,-0.000172,0.362521,-0.121756,-0.145677,1.785155,-0.068139,0.002954,-0.354276,-0.294721,-2.413982,-0.360427,-0.229303,0.153551,0.178133
-0.175636,0.078511,-0.095197,0.227331,0.321559,1.058516,1.835047,0.897734,0.994593,1.203936,0.497448,0.492911,0.174255,0.103484,0.110368,0.10547,-0.074585,-0.071907,-0.12122,0.0211,0.02395,0.005056,-3.7e-05,-6e-06,-1.1e-05,0.00049,-1.5e-05,0.165495,-0.296733,0.002199,0.001852,0.000291,2.5e-05,-0.024037,0.031002,-0.000912,0.165647,-0.02399,-1.4e-05,8e-06,-0.018164,1.9e-05,-0.008952,0.028987,0.310265,-0.001916,-5.7e-05,-4.2e-05,0.024011,-9e-06,-1.2e-05,0.024017,-8e-06,-0.018139,0.006769,-0.017633,2.5e-05,-0.000176,-6e-06,2.5e-05,-0.164069,0.000207,6.2e-05,0.003446,0.000119,0.029322,0.004887,0.000127,3.1e-05,-2.2e-05,-2.6e-05,0.023999,0.001679,5.3e-05,-0.029254,4.1e-05,4.3e-05,2.2e-05,-0.000122,8e-06,1.1e-05,-1e-05,-1.2e-05,-1.1e-05,-1.4e-05,-1.2e-05,2.3e-05,0.165861,-3.9e-05,5.3e-05,7.1e-05,5e-06,2e-06,-0.033298,-0.56581,-0.04234,-0.207442,-0.538988,-0.23929,-1.654887,-1.784279,-1.713467,-0.322459,-0.255697,-0.319459,-0.583029,-0.786017,2.211323,-0.241003,-0.213656,-0.13017,-0.001687,-0.138145,-0.016475,-0.306712,-0.326969,-0.032478,0.049364,0.018344,0.035006,-0.137543,2.150661,-0.963176,-0.006513,-0.063116,-0.158298,0.229072,0.159037,0.049469,-2.200542,-0.394012,-0.339578,-0.663904,-0.373165,-3.296219,-0.688495,-0.617276,-1.504122,-0.551452
-0.001486,-0.001567,-0.00177,0.006101,-0.002385,-0.002748,-0.002796,-0.002904,-0.002718,-0.002559,-0.002183,-0.001737,-0.001201,-0.001007,-0.000596,-7.7e-05,1.2e-05,0.000125,-0.00795,0.000223,0.00838,0.00822,0.008239,0.008275,0.008226,0.008219,-0.000125,-0.000191,-0.000375,0.0078,0.008163,0.008329,0.008816,0.001046,0.00125,0.001715,0.01015,0.010221,0.010272,0.018298,0.001839,0.001611,0.001295,0.000827,0.000615,0.000128,-0.008297,-0.008394,-0.008403,-0.008517,-0.008525,-0.000394,-0.000375,-0.000351,-0.000333,-0.000251,0.007915,0.007887,0.016067,0.016126,0.024422,0.024498,0.024512,0.024487,0.024497,0.016299,0.0081,-0.0082,-0.008198,-0.01628,-0.024472,-0.024496,-0.024496,-0.016301,-0.016265,-0.016219,-0.008048,-0.008139,-0.008107,-0.00803,0.000128,1.3e-05,0.008128,-7.2e-05,-1e-06,1.3e-05,-0.008131,2.9e-05,2.1e-05,1.5e-05,0.008266,0.008406,0.016681,0.008585,0.008572,0.008671,0.016823,0.008942,0.017158,0.017212,0.02511,0.017068,0.024795,0.016807,0.016471,0.01633,0.016222,0.015966,0.015818,0.008039,0.015903,0.00794,0.007948,6e-05,9.2e-05,0.000106,0.000112,6.7e-05,8.2e-05,7.1e-05,5.3e-05,-0.00011,9e-06,-0.000106,8e-06,-0.00787,-0.007874,-0.000146,-0.007861,-3.7e-05,-6.5e-05,0.007633,0.00758,-0.000303,-0.000496,-0.000376,-0.000447,-0.000418,0.007348
-0.005732,-0.006885,-0.008354,-0.009363,-0.017502,-0.020811,-0.021038,-0.021508,-0.01447,-0.018458,-0.01015,-0.006822,-0.002997,-0.006921,-0.004069,0.004369,2.5e-05,-0.004441,0.002287,0.001459,0.000595,-0.000466,-0.000332,-9.1e-05,-0.000408,-0.000466,-0.00088,-0.001344,-0.002661,-0.003535,-0.000991,0.000238,0.003918,0.002391,0.003974,0.002088,0.003873,-0.000847,0.000102,-0.000855,-0.006942,-0.008421,-0.010964,-0.014949,-0.01157,-0.009866,-0.001251,-0.002099,-0.002159,-0.003041,-0.003007,-0.003238,-0.003051,-0.002858,-0.002692,-0.00203,-0.002203,-0.002477,-0.002575,0.003419,0.004509,0.005311,0.005826,0.006019,0.000368,-7.7e-05,-0.000576,0.005594,0.005601,8.4e-05,-0.000327,-0.00632,-0.000276,-0.005514,0.000669,-0.004493,-0.00442,-0.005063,-0.004765,0.001281,0.001037,0.000119,-0.000454,-0.000556,6e-06,9.7e-05,0.000454,0.000213,0.000163,-0.005398,0.000621,0.001853,0.002669,0.003476,0.004546,0.010168,0.010141,0.013116,0.020723,0.015597,0.021511,0.01699,0.021604,0.016226,0.019944,0.012988,0.012127,0.009378,0.007694,-0.0049,-0.005347,0.000953,0.001167,0.001177,0.001806,0.002065,0.002188,0.001324,0.001583,0.00133,0.000985,1e-06,0.00014,-7.8e-05,5.8e-05,-0.000131,-7.6e-05,0.004874,7e-06,-0.000801,-0.001223,0.003285,0.002294,0.002063,0.007402,0.00834,0.014889,0.015335,0.021652
-0.01932,-0.020965,-0.023213,-0.024655,-0.02478,-0.029819,-0.030476,-0.031895,-0.03449,-0.0283,-0.028671,-0.023785,-0.017873,-0.011188,-0.006621,-0.006044,4.9e-05,0.005945,0.003517,0.002378,0.001193,-0.00055,-0.000342,4.1e-05,-0.000484,-0.000583,-0.001434,-0.002188,-0.004342,-0.005627,-0.001482,0.000527,0.006529,0.017008,0.019495,0.029259,0.031804,0.036997,0.037962,0.036096,0.038876,0.036562,0.032632,0.026781,0.01954,0.009957,-0.001802,-0.003016,-0.00311,-0.004387,-0.004357,-0.004644,-0.004388,-0.004127,-0.003893,-0.002945,-0.003141,-0.003557,-0.00366,-0.007147,-0.005597,-0.004473,-0.003815,-0.00362,0.000271,-0.000308,-0.000948,-0.003949,-0.003936,0.000295,-0.000272,0.003129,-0.000289,0.004193,0.000961,0.005608,0.005725,0.004763,0.005185,0.001806,0.001521,0.000176,-0.000577,-0.000811,7e-06,0.000144,0.000578,0.000318,0.000245,0.004328,0.000972,0.002749,0.003976,0.005071,0.006382,0.002539,0.002461,0.006633,0.005241,0.009844,0.00599,0.011347,0.005637,0.009984,0.003242,0.005362,0.004178,0.0005,-0.001739,0.004746,0.003944,0.001004,0.001277,0.001519,0.002338,0.002673,0.002825,0.001709,0.002041,0.001714,0.001269,-5.8e-05,0.000181,-0.000136,7.7e-05,6.1e-05,0.000131,-0.004989,0.000228,-0.001031,-0.001575,-0.007263,-0.008554,-0.008655,-0.012994,-0.011854,-0.014672,-0.014099,-0.017443
5.426199,0.099535,1.715643,1.689811,5.445292,0.482653,0.137355,-0.004239,0.01669,0.140909,0.029577,0.029942,0.034091,-0.015738,-0.000353,-0.473249,-0.181382,-0.051174,-0.026185,-0.027525,-0.015786,-0.008841,-0.004409,-0.00298,0.001603,0.001657,-0.000147,0.000452,0.00031,0.000681,0.001243,0.001214,0.066505,-0.018644,-0.02681,0.012084,-0.005212,-0.091566,-0.048418,0.859276,0.819862,-0.147699,-0.007307,-0.076316,0.933149,-0.07184,0.004961,-0.001359,-0.00144,-0.043666,0.001812,0.004328,0.003829,-0.000951,-0.000916,-0.00011,0.000915,0.005468,0.001829,0.037524,0.041355,0.039995,-0.065539,0.035116,0.006844,0.041874,0.000338,0.034092,0.034222,-0.002281,0.004626,-0.040661,0.547187,-0.041648,0.094526,-0.035126,-0.031771,-0.033122,0.003866,-0.001359,0.001414,-0.000374,0.000926,-6.4e-05,-0.000476,-0.000237,0.026073,0.454193,0.020401,0.30754,0.188087,0.022744,0.011338,-0.447209,-5.11036,0.001808,-1.4527,-0.421335,-1.820135,-1.453301,0.0672,0.034478,-0.291426,0.030267,0.04835,-0.114976,0.029675,0.039484,0.029794,-0.039466,-0.033039,0.001467,-0.000504,0.00094,0.001073,0.000184,0.000957,9.8e-05,0.00109,0.000521,0.001613,-5.016531,-0.00263,-5.015531,0.001855,-0.13573,-1.52394,-0.132281,0.00127,-0.053612,0.006738,0.037517,0.037913,0.036957,-4.964658,0.031759,-1.526545,0.100447,0.099742
