0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
-0.001328,0.005368,-0.001897,-0.002812,-0.003577,-0.003948,-0.004349,-0.004398,-0.004386,-0.004241,-0.003312,-0.002352,0.00497,0.012896,0.014469,0.015156,0.021861,0.015819,0.022687,0.015974,0.016234,0.0157,0.01606,0.015537,0.008049,0.0145,0.014031,0.013555,0.007073,0.007079,0.013017,0.012979,0.006571,0.012931,0.013355,0.013363,0.007472,0.007461,0.007539,0.01347,0.007168,0.006785,0.006906,0.006425,0.006417,-4.2e-05,0.006266,0.006197,0.0061,0.005941,0.005895,0.005869,-0.000355,0.006022,0.006764,6e-06,4.9e-05,-0.006208,4.1e-05,0.006374,0.000103,0.000143,0.000133,0.006465,0.006451,0.006454,0.006447,6.1e-05,0.006393,0.006393,5.4e-05
0.008025,0.005845,0.006812,0.012678,0.020741,0.025771,0.029979,0.028949,0.029392,0.033289,0.02883,0.024786,0.023761,0.026445,0.013371,0.006673,0.010222,0.003233,-0.002121,-0.00176,-0.00794,-0.002864,-0.009634,-0.005024,0.005485,0.002835,0.006709,0.008164,0.005779,0.004078,0.008722,0.007532,0.005831,0.006147,0.001166,-0.000278,-0.006062,-0.005724,-0.008013,-0.004488,-0.005978,-0.003485,-0.005852,-0.001201,-0.000901,0.000891,0.002177,0.003453,0.005068,0.007703,0.008325,0.008326,0.006014,0.005227,-0.00343,-0.000199,-0.000865,-0.002194,-0.000702,-0.000564,-0.001732,-0.002384,-0.002216,-0.001836,-0.001589,-0.001541,-0.001369,-0.000953,-0.000418,-0.000386,-0.000826
-0.019358,-0.021703,-0.029121,-0.041866,-0.052612,-0.057188,-0.062567,-0.063724,-0.063443,-0.060035,-0.046031,-0.031471,-0.023733,-0.003165,0.020858,0.032381,0.034934,0.046376,0.049255,0.049824,0.052606,0.047805,0.050482,0.045383,0.037181,0.034225,0.028824,0.021504,0.020068,0.018733,0.013457,0.012493,0.011705,0.011381,0.01572,0.014637,0.01897,0.019187,0.017567,0.011612,0.011093,0.004938,0.003303,-0.001364,-0.001155,0.000611,0.000979,0.001862,0.00297,0.00477,0.005184,0.005155,0.004079,0.003019,0.00496,-0.00014,-0.000586,-0.000966,-0.000477,-0.000903,-0.001176,-0.00162,-0.001511,-0.001779,-0.001613,-0.001582,-0.00147,-0.000659,-0.000822,-0.000801,-0.000573
-0.0004,0.675521,0.021691,3.038429,-0.261269,-0.313721,-0.365537,-0.44649,-0.359168,-0.327816,-0.452671,-0.305515,-0.218188,0.121843,0.529499,0.629955,0.416723,0.557078,-0.010251,0.272943,0.178726,0.532509,-0.098665,-0.193011,0.366131,-0.031534,-0.066354,-0.079644,0.206701,-0.078413,-0.032021,-0.053112,-0.041676,-0.021051,-0.022703,0.430723,0.69246,0.161144,0.008058,-0.081589,0.267294,0.441108,-0.037267,0.00223,0.000616,0.000338,0.004216,0.003432,0.004071,0.005949,0.019502,-0.008368,0.001951,0.004008,0.188928,0.501158,-0.002993,-0.002332,0.000109,0.00212,-0.00185,-0.001871,1.3e-05,0.000143,0.002051,0.002048,-0.001664,-0.000227,0.001079,0.002034,5e-06
0.082006,1.09761,0.377979,2.806198,0.498161,0.547418,0.594676,0.618129,0.454305,0.37031,2.457699,2.331301,0.418792,-0.002499,-0.496612,-0.551924,-0.544391,-0.666742,-0.185304,-0.423735,-0.361678,-0.641728,-0.128462,-0.11373,-0.429293,-0.094536,-0.122593,-0.064055,-0.303396,-0.030413,-0.06189,0.052093,-0.042806,-0.080405,-0.103034,-0.490629,2.085829,-0.269427,-0.136408,-0.024208,-0.264244,-0.360699,-0.002059,-0.014358,0.000391,0.000233,-0.030294,-0.031883,-0.030425,-0.045671,-0.070984,0.060375,-0.015145,-0.030349,-0.217098,-0.459741,0.002465,0.015635,6.6e-05,-0.015158,0.015215,0.015189,8e-06,-3e-05,-0.015199,-0.015205,-0.003928,-0.000513,-0.017296,-0.015236,-1e-06
0.315325,1.588519,0.308672,4.658859,0.836429,0.933473,0.971514,1.243047,1.124164,1.119514,-1.030145,-1.52798,0.212714,-0.019013,-0.443959,-0.809358,-0.420357,-0.567512,-0.194931,-0.386574,-0.396765,-0.596246,-0.21236,0.077649,-0.413518,-0.133439,0.083062,0.119938,-0.084071,0.071972,0.116414,-0.04761,0.088327,0.099042,0.056843,-0.234191,-1.880651,-0.15697,-0.068679,0.039777,-0.408939,-0.423037,0.013241,0.030423,0.005558,0.000438,0.053982,0.055095,0.053811,0.078102,0.061427,-0.089602,0.024543,0.053748,-0.129664,-0.294767,0.001402,-0.028841,0.000164,0.029339,-0.024349,-0.024383,2.3e-05,0.004825,0.029241,0.029253,0.007937,0.000425,0.030933,0.029283,8e-06
-0.008009,-0.0078,-0.007809,-0.007797,-0.007762,-0.014601,-0.014404,-0.021513,-0.014383,-0.014524,-0.014528,-0.007546,-0.007499,-0.014115,-0.013861,-0.034231,-0.03393,-0.040346,-0.046778,-0.046456,-0.045769,-0.05214,-0.045219,-0.044964,-0.038301,-0.031731,-0.025127,-0.025736,-0.005993,-0.006346,0.006726,0.006734,0.013368,0.020087,0.013425,0.020127,0.013625,0.013804,0.014135,0.00766,0.007966,0.008089,0.001536,0.001577,0.00138,-0.005242,-0.005156,-0.011704,-0.005333,0.001097,0.000849,0.000762,0.000623,0.007162,0.007039,0.000483,0.000346,0.000224,0.00672,5.3e-05,0.000239,0.0005,0.000593,0.0006,0.007151,0.00054,0.000351,0.000353,0.000365,-0.006402,0.000336
0.020387,0.015206,0.014763,0.015334,0.0166,0.011293,0.007052,0.013113,0.007334,0.012044,0.011605,0.018783,0.027128,0.025414,0.021466,0.01953,0.00987,0.008159,0.005398,0.007597,0.011822,0.00313,-0.002182,-0.001826,-0.008743,-0.011017,-0.01254,-0.01651,-0.016479,-0.018626,-0.017929,-0.009253,-0.006356,-0.002807,0.002727,-0.00269,-0.000393,0.000906,0.003407,0.001535,0.008561,0.005099,0.007085,0.007453,0.001371,0.002348,0.002927,0.004108,-0.003261,-0.009967,-0.016347,-0.01239,-0.008886,-0.010207,-0.006586,0.003774,0.002705,0.001761,0.000135,0.000409,0.001871,0.00394,1.3e-05,0.000276,-0.000841,0.004388,-0.001805,-0.001783,-0.00168,-0.007213,-0.001914
-0.026926,-0.022551,-0.022982,-0.022434,-0.021202,-0.016724,-0.011461,-0.014729,-0.011217,-0.016044,-0.016501,-0.019029,-0.020141,-0.012098,-0.006536,0.001475,0.010672,0.018324,0.024783,0.026726,0.03034,0.039977,0.043805,0.043619,0.045885,0.043523,0.042063,0.038477,0.02969,0.027867,0.019741,0.009638,0.003332,-0.002428,-0.006494,-0.002376,-0.000417,0.000664,0.002751,0.009911,0.007072,0.012804,0.014414,0.014669,0.018213,0.018986,0.019403,0.020305,0.022805,0.025876,0.029326,0.023983,0.018292,0.017207,0.011606,0.002827,0.00202,0.001312,1e-06,0.0003,0.001395,0.00293,0.008283,0.008502,0.007524,0.003224,0.006907,0.006922,0.006993,0.011281,0.006818
-0.709657,-0.505466,-0.388094,-0.264116,0.110327,-0.104262,0.065388,0.098756,0.064832,-0.195749,-0.080227,0.042654,0.143594,0.144061,0.103991,0.30129,0.220469,0.143899,0.422999,0.503055,0.299066,0.213265,-0.035819,0.028306,0.073334,-0.042337,-0.133388,-0.045265,0.009675,-0.076565,0.00315,1.467477,0.19986,0.085059,0.220994,0.004936,-0.002913,0.240462,0.287244,0.305628,0.144412,0.024793,0.127304,-0.054658,-0.067822,-0.064299,-0.064567,-0.069962,-0.104586,-0.132701,0.055271,-0.060068,0.113762,-0.07163,-0.015554,0.086103,-0.010281,-0.00166,0.007145,0.000629,-0.010016,0.140578,-1.324074,-4.387096,-0.037392,0.003069,-0.03263,-0.032668,-0.030517,-0.070823,-0.03448
