0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
0.005565,0.000648,9.5e-05,0.000211,0.005124,-0.00059,2e-05,-0.000601,-7e-06,-3e-05,-8.2e-05,0.00548,-5.7e-05,0.005544,0.005557,0.005524,0.005551,7e-06,-5.5e-05,0.005456,-0.00012,-0.000249,-0.000284,-0.000253,-0.000201,-0.000128,0.0,-6e-06,-0.000625,0.005543,0.010505,0.00492,0.010468,0.010396,0.005516,0.011069,0.000241,0.000383,-0.005843,-0.000246,-0.000991,-0.000946,-0.000173,0.005268,0.005163,-0.000889,-0.000627,0.004728,0.009789,0.004734,0.009977,0.010502,0.004497,0.005326,0.0007,0.000817,-0.005076,-0.010232,-0.004729,-0.005407,-0.005486,0.000554,0.000562,0.000538,0.005789,-0.000217,-7.8e-05,0.000206,0.000862,0.000299,0.000365,-0.000202,0.000541,-3e-06,8.1e-05,7.6e-05,0.000109,9.3e-05,-2e-05,-5.5e-05,0.000486,0.000447,0.000421,0.006402,0.001028,0.005814,0.00587,-6.3e-05,0.005362,0.005338,-5.3e-05,-8.8e-05,-5.8e-05,-0.000108,4e-06,-8.7e-05,-9.9e-05,-0.000215,-0.000264,0.000468,-0.00013,-3.6e-05,0.000623,-0.000146,-0.000109,-4.1e-05,4.3e-05,0.000109,1.1e-05,-5.7e-05,-3.6e-05,-8e-05,-7.2e-05,-3.9e-05,3e-06,-5.2e-05,0.000681,-2e-06,-4e-06,8.4e-05,-2e-06,-2.8e-05,-1e-06
0.000349,-0.006408,-0.001272,-0.002836,0.004088,0.005635,-0.000239,0.00581,9.9e-05,0.000411,0.001092,0.001472,0.000746,0.000602,0.00042,0.000837,0.0005,-8.9e-05,0.000675,0.001636,0.001445,0.003005,0.003432,0.003053,0.002417,0.001542,-6e-06,7.3e-05,0.005749,0.000366,0.005844,0.005951,0.006056,0.006727,0.000592,0.000695,-0.002452,-0.00391,0.00166,0.001433,0.008085,0.007631,0.000736,0.002184,0.00328,0.00821,0.006583,0.008746,0.013486,0.009052,0.011245,0.006688,0.010165,0.00285,-0.004488,-0.005587,-0.002381,-0.00523,-0.005529,0.000241,0.001098,-0.00369,-0.003773,-0.003546,-0.001625,0.002909,0.001542,-0.001232,-0.006707,-0.002088,-0.002718,0.001889,-0.004402,-2.3e-05,-0.000804,-0.000748,-0.001067,-0.000907,0.000168,0.000507,-0.003883,-0.003512,-0.003262,-0.00753,-0.008243,-0.002691,-0.003221,0.000543,0.000855,0.001094,0.000485,0.000821,0.000539,0.001004,-4.5e-05,0.000815,0.000922,0.002006,0.00245,-0.003612,0.001196,0.000333,-0.00507,0.001342,0.001002,0.000383,-0.000398,-0.001015,-0.000105,0.00052,0.000327,0.00072,0.000659,0.000348,-3.1e-05,0.000469,-0.005581,-1e-05,-5e-06,-0.0008,3e-06,0.000253,-5e-06
-0.000205,0.003461,-0.00063,-0.001408,-0.004988,-0.003843,-0.000118,-0.00375,4.8e-05,0.000203,0.00054,0.000352,0.000366,-8.1e-05,-0.000173,3.5e-05,-0.000132,-4.8e-05,0.000332,0.000434,0.000712,0.001487,0.001697,0.001507,0.001191,0.000757,-3e-06,3.4e-05,-0.003779,-0.000196,-0.004476,-0.004049,-0.004364,-0.004031,-9.3e-05,-0.00041,-0.00122,-0.001936,-0.005405,-0.005892,-0.009189,-0.009409,-0.006244,-0.005896,-0.005343,-0.002477,0.003308,0.004007,0.005959,0.010628,0.011257,0.015512,0.010966,0.013903,0.017229,0.016713,0.012105,0.011142,0.01067,0.006871,0.00725,0.011158,0.011115,0.011212,0.011724,0.007657,0.007046,0.005835,0.009833,0.005464,0.005193,0.000811,0.004473,-1.1e-05,-0.000345,-0.000321,-0.000458,-0.000391,7.1e-05,0.000218,0.004708,0.004871,0.004979,0.009221,0.009247,0.004915,0.004691,0.000227,4.1e-05,0.000141,0.000203,0.000345,0.000228,0.000425,-2e-05,0.000346,0.000388,0.000848,0.001035,0.004852,0.000502,0.000139,0.004239,0.000564,0.000419,0.00016,-0.000168,-0.000426,-4.4e-05,0.000218,0.000135,0.0003,0.000274,0.000144,-1.4e-05,0.000196,0.00403,-6e-06,-4e-06,-0.000337,0.0,0.000106,-3e-06
0.096958,0.005128,0.335211,-0.081069,0.045845,-0.440895,-0.207679,-0.059632,0.009455,-0.137106,0.001351,0.001618,-0.014137,0.001791,0.001865,0.001928,0.005521,0.006145,-0.013938,0.003972,-7.7e-05,0.001957,0.009344,0.00096,0.002267,0.017026,-0.062993,0.009781,0.036571,0.001919,0.024495,0.03854,0.024453,-0.039278,0.00233,-0.009955,-0.001916,-0.001956,0.035195,0.021853,0.054741,0.065634,0.289251,0.03648,-0.136548,0.298862,0.021422,0.001647,0.676457,0.048902,-0.033963,-0.062015,-0.043057,0.114334,-0.082219,-0.02879,-0.072678,-0.101311,0.066334,-0.006722,-0.037559,0.04513,-0.080861,-0.068696,0.020753,-0.044864,-0.048447,-0.03433,-0.070837,-0.034407,-0.047608,0.392799,0.218498,0.480142,-0.003299,-0.000235,0.00017,-0.015729,6.6e-05,5e-05,-0.013818,0.076535,-0.047507,-0.082108,-0.077255,0.083815,-0.046964,-0.003967,0.002166,0.002188,0.000106,7.2e-05,4.7e-05,4.1e-05,2.3e-05,0.002005,1.5e-05,0.002004,0.001992,-0.036444,1e-06,-3e-06,0.366439,-0.011374,-0.000288,3.6e-05,2.2e-05,-0.001959,-0.004798,-0.001566,-0.019152,-1.3e-05,6.3e-05,4.3e-05,3.3e-05,2.4e-05,-0.036415,2.9e-05,3e-05,2.5e-05,1.6e-05,5e-06,-0.013637
0.049893,-0.077172,0.439321,-0.005456,-0.104225,0.443282,0.304527,0.090851,-0.007966,0.136661,-0.001864,-0.01551,0.111607,-0.015365,-0.01531,-0.015292,-0.010523,-0.004678,0.111596,-0.031468,-3.5e-05,-0.01623,-0.020946,-0.000825,-0.015945,-0.024778,0.06954,-0.0071,-0.010085,-0.015306,0.087917,-0.025021,0.088808,-0.100422,-0.014352,0.082309,0.016419,0.016404,0.007175,0.021103,0.015217,-0.000841,0.214376,-0.008475,0.158872,0.173316,0.768478,0.016215,1.84896,0.137671,0.030511,-0.063332,0.058141,-0.211429,-0.048908,-0.081576,0.002714,0.137532,-0.116047,-0.04353,-0.014883,-0.115468,0.010846,-0.01318,-0.115913,0.001608,0.101512,-0.006679,0.002096,-0.006739,0.017523,-0.373898,-0.238159,-0.45412,0.003082,0.000544,9.6e-05,0.12224,5.7e-05,5.7e-05,0.063196,-0.119016,0.017538,0.01111,-0.075723,-0.220595,-0.002164,0.003579,-0.015036,-0.015128,4.4e-05,3e-05,1.3e-05,2.5e-05,1.8e-05,-0.015133,1.4e-05,-0.015157,-0.015143,0.008326,3e-06,2e-06,-0.384163,-0.004441,0.000333,3.3e-05,1.5e-05,0.015123,0.004155,-0.002906,0.109056,0.000136,2.6e-05,1.9e-05,2.3e-05,1.5e-05,0.008254,-2e-06,-9e-06,-9e-06,7e-06,5e-06,0.104127
0.051284,0.113615,-0.186546,0.228857,0.217392,0.341731,-0.021378,0.095889,-0.005067,0.100887,-0.001691,0.028612,-0.164312,0.028899,0.029012,0.029088,0.037283,-0.002608,-0.164145,0.052869,-0.00011,0.023689,0.020468,-0.000679,0.023657,0.020732,0.054686,-0.003788,0.018095,0.029091,-0.110675,0.047614,-0.110248,-0.034767,0.029516,-0.104487,-0.023418,-0.023456,-0.011666,-0.005207,0.014243,0.002682,0.375111,0.024142,0.151955,0.42091,-0.148685,0.073117,-1.165508,-0.073855,-0.052808,0.091466,-0.081739,-0.064752,-0.010664,-0.069896,-0.018196,-0.207047,-0.14312,-0.032062,-0.011475,-0.104097,-0.008046,0.010845,-0.025092,0.010222,-0.160926,0.005286,-0.013776,0.005227,-0.014053,-0.258379,-0.191924,-0.310715,0.002094,0.000572,0.000234,-0.191327,9.7e-05,7.8e-05,-0.064027,-0.074209,-0.014152,-0.00395,0.138008,0.103795,0.01859,0.002414,0.02951,0.029451,0.000133,8.3e-05,6e-05,4.5e-05,4e-05,0.02446,2.8e-05,0.024447,0.024441,-0.019313,-1e-06,1e-06,-0.279616,0.030039,0.000239,4.6e-05,4.3e-05,-0.024428,0.002422,-0.004824,-0.166014,0.000175,8.4e-05,7.7e-05,4.3e-05,4e-05,-0.019328,2.8e-05,2.7e-05,2.4e-05,1.6e-05,1.7e-05,-0.168878
-0.018007,-0.012102,-0.01224,-0.018164,-0.012029,-0.005957,-0.005921,0.00022,0.000148,0.000159,0.000133,2.3e-05,0.011598,0.011503,0.011157,0.016668,0.022281,0.028033,0.027656,0.03914,0.038897,0.044681,0.044363,0.049953,0.049632,0.055192,0.054653,0.054927,0.043366,0.027276,0.015487,-0.011821,-0.038794,-0.055974,-0.067615,-0.084551,-0.096587,-0.10813,-0.120089,-0.120399,-0.11506,-0.109966,-0.099507,-0.094728,-0.089976,-0.085336,-0.074468,-0.068636,-0.068262,-0.066465,-0.058872,-0.052017,-0.045399,-0.031335,-0.014671,-0.015039,0.00305,0.019848,0.019265,0.024295,0.024539,0.024231,0.023974,0.023919,0.017301,0.011822,0.0064,0.006947,0.007437,0.00238,0.002215,-0.002632,0.003387,0.003242,0.003547,0.003329,0.009045,0.007635,0.007062,0.006867,0.006637,0.000578,-0.005359,0.00054,-0.005136,-0.005048,-0.00451,-0.0045,-0.004033,-0.003764,-0.003413,-0.008967,-0.003033,-0.003056,-0.002646,-0.003255,-0.008578,-0.008199,-0.002889,0.001772,0.001858,0.001471,-0.00461,-0.004746,-0.005358,-0.00043,-0.006265,-0.000412,1.2e-05,-0.005427,-0.005495,-0.005935,-0.005713,-0.005738,-0.005926,-0.005722,-0.005724,0.00035,0.000309,-0.005313,0.000318,0.000335,0.00038
-0.002802,-0.004256,0.000754,0.002601,0.006017,0.007667,0.008239,0.004623,0.009968,0.010107,0.016395,0.02782,0.037243,0.036103,0.037331,0.039367,0.038475,0.030929,0.032904,0.026571,0.032004,0.027772,0.030169,0.029978,0.031464,0.028898,0.032886,0.026156,0.026728,0.014704,0.019521,0.008332,-0.007928,-0.009211,-0.008025,-0.01563,-0.013961,-0.017546,-0.009221,0.000739,-0.011688,-0.02394,-0.027903,-0.031053,-0.04217,-0.045299,-0.048498,-0.047008,-0.041386,-0.023928,-0.013633,-0.007421,-0.005992,0.009919,0.00298,0.001633,0.003494,0.001361,-0.000542,-0.004195,0.000347,-0.000669,-0.001473,-0.005128,-0.014255,-0.011914,-0.01285,-0.014175,-0.012151,-0.00796,-0.01218,-0.003637,-0.003725,-0.004286,0.000618,-0.000255,0.002294,-0.007146,-0.009542,-0.01038,-0.011357,-0.008232,-0.008176,-0.008432,-0.007242,-0.006878,-0.000931,-0.000926,0.001031,0.002168,-2.5e-05,0.001423,0.00141,0.001277,0.006513,0.000269,0.002493,0.0039,0.005122,0.000235,0.00415,0.002529,0.001389,0.000808,-0.001701,-0.005274,-0.005362,-0.001647,6.4e-05,0.001581,0.001297,-0.003981,0.000468,0.000367,-0.003895,-0.003088,-0.003091,0.001371,0.001202,0.002024,0.001232,0.001301,0.001471
-0.000922,-0.001923,-0.006343,-0.005133,-0.003438,-0.002713,-0.0024,0.002561,-0.001657,-0.00158,-0.005255,-0.0132,-0.022502,-0.023047,-0.029199,-0.035013,-0.035388,-0.032634,-0.038255,-0.03503,-0.038818,-0.034271,-0.032757,-0.03299,-0.031966,-0.026631,-0.031266,-0.028101,-0.027215,-0.020201,-0.023377,-0.022069,-0.017089,-0.017292,-0.016147,-0.006408,-0.005151,-0.000133,0.005338,0.004258,0.009831,0.015797,0.019885,0.024777,0.031859,0.037155,0.042517,0.043604,0.047621,0.04439,0.043618,0.040113,0.040879,0.028475,0.023914,0.023047,0.016599,0.00778,0.006628,0.004356,-0.000212,-0.000816,-0.001297,0.003743,0.012927,0.014401,0.021171,0.027601,0.028748,0.031194,0.03594,0.033543,0.033284,0.032866,0.028262,0.027756,0.021777,0.023984,0.022802,0.022404,0.021953,0.016784,0.017041,0.016723,0.017517,0.017699,0.013566,0.013559,0.014437,0.014938,0.020762,0.0216,0.021291,0.021204,0.016599,0.020666,0.02184,0.022356,0.015781,0.013483,0.008344,0.007675,0.007511,0.007283,0.006302,0.004611,0.00488,-0.000641,3e-05,0.000927,0.000816,0.00543,0.000494,0.000456,0.005469,0.005784,0.005788,0.000539,0.000473,0.001097,0.000481,0.000509,0.000571
-0.042097,0.100183,0.019078,-0.19889,-0.121613,-0.039684,-0.458784,-0.349855,-0.512923,-0.499953,-0.378316,-0.324451,-0.280073,0.143569,-0.310366,-0.279777,-0.231034,-0.152443,-0.178608,0.030249,-0.076314,0.878384,-0.187035,-0.126023,0.023658,-0.711387,-3.677241,-0.201995,-1.074051,-3.367072,-0.809513,-0.544247,0.605375,0.188467,0.285823,-0.268948,0.214196,-0.655653,-0.194076,-3.284023,0.337261,-0.10458,-0.461567,0.55898,0.470196,0.695469,0.815766,0.659011,0.72531,0.131285,-0.204275,-0.141214,-0.233437,-0.109213,-0.092073,-0.112233,-0.076895,-0.02367,-0.034748,-0.027356,-0.058584,0.00622,0.005141,-0.69427,0.090828,0.123912,0.309495,0.264907,-0.047512,0.11521,-0.107612,-0.171692,-0.063208,-0.046437,-0.137672,-0.136156,-0.092589,-0.021556,-0.135823,0.253823,-0.137201,0.29859,0.004951,-0.086309,-0.068187,-0.104581,-0.069574,-0.069467,-0.069812,0.033227,-0.126279,-0.105988,-0.070541,-0.098238,-0.068573,-0.094878,-0.108807,-0.095009,-0.057784,-0.053487,-0.143707,-0.205987,-0.018712,-0.289163,-0.116684,-0.034238,-0.036285,-0.00033,0.003566,-0.055379,-0.249088,-0.228844,0.020672,0.008183,-0.036298,-0.03517,-0.036081,0.000854,-0.000113,-0.001069,0.000961,-5.5e-05,-2e-05
