0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0.005338,0.011069,0.016797,0.016791,0.017266,0.01692,0.022715,0.017008,0.016586,0.00993,0.010543,0.010541,0.009919,0.010298,0.010744,0.016832,0.011575,0.012166,0.006495,0.000127,0.000135,7.2e-05,7.5e-05,-4e-06,-1e-05,-2e-06,-7e-06,-7.5e-05,-0.000115,-0.000166,0.005519,0.005452,0.011054,0.005262,0.005219,0.005157,0.01122,0.010991,0.005219,0.005712,0.011226,0.005313,0.000235,5.9e-05,-0.000338,-0.000295,-0.000447,-0.001562,-0.006003,-0.001007,-0.001494,-0.001386,0.003899,0.004032,0.00413,-0.001134,-0.00013,0.000199,0.000182,0.000816,0.000155,0.005441,0.00547,0.005116,0.009854,0.010271,0.00979,0.014965,0.010466,0.015871,0.005547,0.005385,0.005357,-0.005698,-0.005545,-0.010379,-0.005734,-0.00534,-0.00563,-0.005408,-0.005042,4.3e-05,0.000127,0.000137,0.00519,-3e-06,0.000666,-4e-06,-9.6e-05,-9e-05,0.005003,0.005016,0.005032,0.004959,-0.000302,0.004959,-3e-06,0.000695,0.005871,0.000632,0.000491,0.000315,0.000214,0.000192,0.000369,0.000582,0.000696,0.000771,0.000218,0.000145,7e-06,-1.1e-05,0.0
0.001672,0.001434,0.001476,0.002158,-0.003673,-0.000847,-0.001107,-0.001369,0.003423,0.012472,0.004965,0.005517,0.013271,0.01037,0.006427,0.004614,-0.000382,-0.00634,-0.007726,-0.001834,-0.001938,-0.001023,-0.001104,7.3e-05,0.000165,4.3e-05,0.000105,0.001101,0.001682,0.002398,0.003719,0.004591,0.006716,0.006744,0.007152,0.00767,0.005294,0.007544,0.00785,0.003292,0.00505,0.00706,0.001622,0.003556,0.007972,0.00745,0.00917,0.018705,0.007738,0.012618,0.016642,0.015379,0.017576,0.015582,0.014314,0.012254,0.002632,-0.000941,-0.000753,-0.006192,-0.000476,0.000922,0.000589,0.004185,0.01059,0.006698,0.011004,0.01177,0.003713,0.0028,-0.000582,0.000604,0.000773,0.004093,0.002966,-0.00065,0.004413,0.001125,0.003244,0.001287,-0.001982,-0.00041,-0.001152,-0.001239,0.000643,9e-06,-0.005368,1e-06,0.000843,0.000797,0.002322,0.002187,0.002022,0.002657,0.002644,0.00256,8e-06,-0.005475,-0.004766,-0.004928,-0.00375,-0.002288,-0.001465,-0.001291,-0.002759,-0.004521,-0.005451,-0.006071,-0.00182,-0.001211,-5e-05,9.9e-05,-2e-06
-0.006372,-0.006887,-0.007271,-0.006938,-0.003047,-0.008474,-0.009024,-0.008769,-0.013197,-0.021872,-0.018883,-0.018607,-0.021406,-0.016021,-0.011214,-0.005681,-0.001041,0.002666,0.002333,-0.000998,-0.001054,-0.000557,-0.000598,4.1e-05,9.1e-05,2.3e-05,5.8e-05,0.000595,0.000909,0.001294,0.001593,0.002059,0.00278,0.00319,0.0034,0.003658,0.008833,0.009974,0.010505,0.014896,0.015343,0.016666,0.021023,0.021892,0.023895,0.023555,0.024179,0.015184,0.016934,0.012187,0.007353,0.006705,0.007272,0.006349,0.005715,0.005142,0.00745,0.005959,0.006036,0.010158,0.006146,0.006396,0.006258,0.0077,0.009919,0.014599,0.016242,0.01613,0.019483,0.018832,0.018093,0.0185,0.018544,0.014045,0.013601,0.012567,0.007914,0.00677,0.001362,0.000698,-0.000413,-0.000136,-0.000392,-0.000421,-4e-05,1e-06,0.0043,-1e-06,0.000286,0.000269,0.000531,0.000485,0.000427,0.000642,0.000888,0.000605,-5e-06,0.004267,0.00426,0.004455,0.004854,0.005345,0.005624,0.005685,0.005198,0.004621,0.004315,0.00411,-0.000605,-0.000404,-1.7e-05,3.4e-05,-1e-06
0.978519,0.060829,0.048843,0.040642,0.01476,0.855018,-0.113706,0.021985,-0.033931,-0.245449,0.055513,-0.37966,-1.356497,0.066431,0.026453,0.040138,0.007994,-0.046572,-0.035417,-0.000651,-0.002415,-0.000374,-0.000259,-0.013711,-0.000145,-0.000102,-7.2e-05,-4.7e-05,0.001934,-1.7e-05,0.00401,0.004013,-0.007558,-0.009619,-0.107114,0.005533,-0.016104,-0.368939,-0.010129,-0.049034,-0.056686,-0.066732,-0.102691,-0.060716,-0.088833,0.296714,0.26019,0.312671,0.250334,0.006623,0.136737,0.395712,0.375699,-3.40957,-0.007366,0.006923,-0.032643,-0.363922,-0.028089,-3.655695,-0.033595,-0.044974,-0.031257,0.326148,-0.044995,-0.062728,-0.060774,0.724148,-0.114243,-0.024355,0.177068,-0.123355,-0.105825,-0.077156,-0.083227,0.109155,-0.048142,-0.036207,-0.013616,-0.004375,-0.016577,-0.000308,0.000165,0.000137,0.002142,8e-05,-0.036287,4.6e-05,3.6e-05,2.6e-05,0.003915,0.00391,0.00206,0.012843,-0.02186,0.010085,0.023078,-0.036994,-0.03445,-0.036434,-0.036409,0.833496,-0.036411,-0.034483,-0.03632,-0.03631,-0.036382,-0.036319,-0.00184,-0.001837,-8e-06,-7e-06,-4e-06
1.776754,0.01838,-0.056853,-0.046934,-0.042988,1.912481,0.093296,0.028497,0.12453,0.518277,0.080714,0.007866,-0.209538,0.050299,0.060611,-0.039025,-0.042776,0.087526,-0.005716,-0.000325,0.015742,-0.000191,-0.000127,0.109953,-5.7e-05,-5.3e-05,-3.3e-05,-4e-05,-0.015949,-1.7e-05,-0.031174,-0.031151,0.063681,0.078868,0.124257,-0.032721,-0.06319,-0.282339,-0.067107,-0.062906,-0.073088,-0.048646,-0.037612,-0.102849,-0.085698,-0.568189,-0.528029,-0.508486,-0.432934,-0.097545,-0.232348,-0.540597,-0.574383,-2.468352,0.04778,-0.04372,-0.004235,-0.189791,-0.09722,-2.313282,-0.005683,0.082187,-0.019876,-0.461149,0.051369,-0.058164,-0.073008,1.76356,-0.060529,-0.095464,-0.373867,-0.017155,-0.035099,-0.006257,-0.005027,-0.206672,0.00744,0.009374,0.012567,0.019593,0.038313,0.000691,0.000123,8.4e-05,-0.015156,6.1e-05,0.007279,2.6e-05,2.1e-05,1.2e-05,-0.029076,-0.029077,-0.015196,-0.032141,0.030371,-0.023338,0.048578,0.00604,-0.008318,0.006911,0.006905,1.804125,0.006718,-0.006872,0.006818,0.006762,0.006609,0.006731,0.013617,0.013615,8e-06,2e-06,0.0
-1.850813,0.003463,0.082046,0.083593,0.060582,-1.69858,0.039637,0.104263,0.227275,0.447815,0.148372,-0.075904,-0.588927,0.16379,0.153167,0.131559,0.057685,-0.126064,0.010076,-0.000567,-0.024323,-0.000309,-0.000211,-0.165238,-0.000128,-7.8e-05,-5.6e-05,-2.6e-05,0.023875,-2.5e-05,0.053158,0.053149,-0.082692,-0.111928,0.163648,0.052132,0.081895,-0.176766,0.07537,0.060515,0.094106,0.068234,0.042326,-0.009336,0.034659,-0.283807,-0.256103,-0.226694,-0.234212,0.010025,-0.055416,-0.249502,-0.250622,-3.711323,-0.063115,0.074396,0.005042,-0.323697,0.17505,-3.401383,0.006104,-0.13467,0.033838,-0.203738,-0.078085,0.093954,0.118512,-1.747653,0.10877,0.007311,-0.199238,0.055137,0.049793,0.011021,0.006332,-0.181604,0.007119,-0.023716,0.000187,-0.028527,-0.052002,0.000547,0.000202,0.000172,0.02937,5.5e-05,-0.019923,4.6e-05,4e-05,2.4e-05,0.054456,0.054449,0.029248,0.056202,0.057484,0.025281,-0.051441,-0.019581,0.008959,-0.020253,-0.020239,-1.893943,-0.020098,0.005025,-0.020254,-0.020238,-0.020097,-0.020212,-0.025343,-0.025333,-1.5e-05,-5e-06,4e-06
-0.006213,-0.00648,-0.006477,-0.006496,-0.012693,-0.018766,-0.012653,-0.012874,-0.012838,-0.019268,-0.019212,-0.019274,-0.025208,-0.030647,-0.036414,-0.03606,-0.035611,-0.035453,-0.029604,-0.011983,-0.00613,-0.000482,0.005128,0.022121,0.027746,0.033177,0.044213,0.038354,0.038027,0.020988,-0.001301,-0.012202,-0.028323,-0.044603,-0.055676,-0.06659,-0.078124,-0.090355,-0.091118,-0.086552,-0.08742,-0.081887,-0.082119,-0.076477,-0.070724,-0.070685,-0.064208,-0.05296,-0.035766,-0.035869,-0.023515,-0.010771,-0.003922,0.008228,0.01479,0.021182,0.025825,0.025654,0.032559,0.032155,0.031152,0.03088,0.024668,0.018862,0.008891,0.004421,0.004631,-0.00132,-0.001689,-0.002377,0.002819,-0.003237,-0.003705,-0.004572,0.000717,0.000101,-0.005423,-0.005471,-0.005372,-0.010712,-0.010634,-0.010604,-0.015713,-0.015941,-0.020736,-0.01459,-0.015248,-0.009576,-0.004225,-0.004519,0.000909,0.000848,0.005851,0.000313,0.000373,0.000462,5.4e-05,-5.2e-05,-0.005075,0.000926,0.000969,0.001523,0.001829,0.001255,0.006321,0.00074,0.001167,0.000586,0.000857,-0.004475,0.000639,0.000708,-0.004818
0.000657,0.005958,0.005581,0.006087,0.009888,0.010883,0.01131,0.016536,0.017936,0.030319,0.031432,0.039089,0.045741,0.037834,0.036534,0.030704,0.030951,0.030595,0.032036,0.032272,0.031795,0.035477,0.032875,0.030094,0.02952,0.034785,0.042945,0.040234,0.047643,0.042781,0.037135,0.030926,0.015893,0.004968,0.005393,-0.010225,-0.010891,-0.020398,-0.033,-0.031173,-0.032605,-0.022933,-0.025462,-0.02179,-0.02266,-0.021122,-0.016614,-0.021464,-0.023434,-0.023475,-0.018424,-0.015863,-0.009453,-0.012529,-0.010355,-0.005262,-0.013405,-0.013696,-0.005685,-0.006922,-0.006884,-0.003879,-0.005187,-0.008308,-0.007202,-0.00411,-0.002999,-0.00742,-0.00558,-0.009005,-0.00813,-0.006021,-0.004677,-0.00533,-0.003791,-0.003148,-0.00225,0.001196,0.001658,0.003438,0.000124,-0.003395,-0.004238,-0.008916,-0.004783,0.000527,-0.006021,0.000902,-0.000777,0.001515,0.000313,0.00366,0.000679,0.001363,0.001618,0.002003,-0.003359,-0.003813,-0.000923,0.000415,0.000605,0.003009,0.004341,-0.001758,-0.004336,-0.003987,0.001506,-0.004659,0.000151,0.001505,-0.000814,0.003124,0.003589
-0.006702,-0.011142,-0.011335,-0.011064,-0.008811,-0.008051,-0.00802,-0.012468,-0.01169,-0.01927,-0.018637,-0.021654,-0.02494,-0.021625,-0.022031,-0.01809,-0.017658,-0.017779,-0.024042,-0.024338,-0.0246,-0.029657,-0.030979,-0.032775,-0.03316,-0.037141,-0.039649,-0.033781,-0.036336,-0.031295,-0.026586,-0.022767,-0.016919,-0.009043,-0.008448,0.003237,0.003163,0.004788,0.011202,0.012018,0.018015,0.016521,0.021986,0.024025,0.03046,0.031393,0.033978,0.038122,0.036797,0.036864,0.032536,0.033725,0.030079,0.03517,0.036087,0.031569,0.034004,0.033785,0.030571,0.029888,0.022952,0.01749,0.01707,0.0226,0.037064,0.045293,0.04569,0.050568,0.044551,0.043114,0.03653,0.030986,0.024897,0.018046,0.011753,0.005404,0.006038,0.000753,0.000932,0.001897,0.007247,0.012522,0.01912,0.02399,0.02587,0.020921,0.025141,0.014144,0.013206,0.007435,0.006673,0.00128,-0.000102,0.000472,0.00056,0.000694,0.005383,0.005229,0.006571,0.006692,0.006757,0.00757,0.008001,0.01246,0.011251,0.011717,0.007013,0.011498,0.006562,0.007354,0.006243,0.001011,0.001516
1.289461,-0.291513,-0.248657,-0.225932,-0.119234,-0.217318,-0.106717,0.00466,-0.029507,-8.3e-05,0.043405,-0.025265,0.122458,-0.669005,-0.033446,-5.156012,-0.523749,-0.237605,-0.116967,-0.239734,-0.231595,-0.210366,-0.078875,-0.172433,-0.120875,0.131133,-1.205057,0.241521,0.995123,0.230869,-0.95378,0.412875,-0.054281,0.652858,0.347412,0.855713,0.918095,-3.748087,0.636436,0.247389,-0.57531,0.222316,0.48177,0.131651,-0.129579,0.053945,-0.124031,0.010621,0.217554,-0.913778,0.276052,-3.270314,-3.200534,0.262386,0.134052,-0.087858,0.239771,0.3157,-1.712367,-0.053123,-0.138719,-0.099835,-0.107806,-0.491967,-0.168232,-0.25549,-0.445144,-0.451254,-0.328893,-0.397406,0.519568,-0.381626,-0.081231,-0.086549,-0.063025,0.108913,-0.044049,0.001669,-0.003459,-0.238675,-0.025553,-0.072968,-0.06663,-0.138131,-0.139734,0.419275,-0.134624,1.081993,-0.069427,-0.035517,-0.034337,0.000732,0.000994,0.004502,-7.4e-05,-9.2e-05,-0.033469,-0.034991,-0.035004,-0.033993,-0.033986,-0.033988,-0.032741,-0.068106,-0.068293,-0.066963,-0.032837,-0.113391,-0.033245,-0.030241,-0.166772,0.009251,8.4e-05
