0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
-0.008991,-0.001969,-0.00177,-0.001655,-0.00187,-0.001512,-0.001749,-0.001958,-0.009005,-0.002273,-0.009315,-0.009309,-0.009292,-0.009586,-0.002459,-0.009556,0.004434,-0.002639,0.004422,0.00447,0.004578,0.011844,0.012156,0.019653,0.026831,0.034298,0.034925,0.042222,0.042404,0.042499,0.050011,0.050109,0.050539,0.043965,0.043998,0.030264,0.037857,0.031226,0.02409,0.024068,0.016919,0.017471,0.009724,0.009715,0.001484,0.001475,0.000929,-0.006676,0.00044,-0.006608,0.000377,-0.006683,0.000811,0.00021,0.000229,0.000264,0.000235,0.000303,0.000335,-0.000181,-0.000207,-0.000149,-9.5e-05,-0.000629,-0.000523,-0.000478,0.006317,0.006904,-0.000387,0.000262,0.006984,0.000294,-0.005907,0.000802,0.000785,0.000229,0.000251,0.000259,0.00028,0.000311,0.000313,0.000348,0.000388,-0.000101,0.000437,0.000425,0.000393,0.000358,0.000353,0.000377,0.000408,0.006535,0.000422,-0.000106,0.000455,-0.000136,-8.9e-05,-8.7e-05,-4.5e-05,-5.9e-05,-4.8e-05,-6.9e-05,-9.1e-05,-8.6e-05,-1.9e-05,-1e-06,3.8e-05,5e-05,1.5e-05,0.0,-7e-06,-1e-06,-2e-06,1.7e-05,3.6e-05
0.001066,0.001998,0.004363,0.005712,0.011519,0.007351,0.012893,0.010646,0.009984,0.015387,0.014906,0.015024,0.015267,0.020205,0.013861,0.013079,0.012884,0.012461,0.01288,0.01334,0.014394,0.00889,0.004096,0.000413,0.001182,-0.003106,-0.005408,-0.003338,-0.00135,0.000113,-0.004621,-0.002707,-0.008066,-0.01195,-0.009316,-0.013795,-0.017857,-0.021451,-0.020323,-0.019483,-0.01903,-0.024806,-0.017904,-0.017839,-0.007329,-0.007183,-0.001827,0.002696,0.002613,0.002091,0.004237,0.004776,0.001136,0.006573,0.007226,0.006306,0.005794,0.005228,0.004377,0.009151,0.009688,0.0085,0.007445,0.012685,0.010543,0.00963,0.009429,0.002973,0.007635,2.1e-05,0.000762,-0.00067,-0.006293,-0.005387,-0.005072,0.000617,0.000169,1.3e-05,-0.000402,-0.000997,-0.001049,-0.001757,-0.00248,0.001841,-0.003455,-0.003141,-0.002518,-0.001874,-0.001792,-0.00227,-0.00285,0.003085,-0.003126,0.001921,-0.003789,0.002505,0.001637,0.001608,0.000799,0.001081,0.000885,0.001275,0.001685,0.001563,0.000324,-7e-06,-0.000716,-0.000935,-0.000282,3.3e-05,0.000127,-1e-05,-7e-06,-0.000357,-0.000689
-0.025958,-0.025618,-0.023543,-0.022361,-0.026212,-0.020904,-0.02497,-0.027178,-0.027417,-0.03207,-0.032196,-0.032128,-0.03197,-0.036644,-0.034054,-0.034522,-0.035726,-0.035943,-0.036108,-0.035696,-0.034709,-0.031372,-0.026725,-0.021336,-0.02111,-0.016348,-0.008895,-0.007193,-0.005077,-0.003464,0.000552,0.002569,0.006558,0.012982,0.015795,0.022278,0.027071,0.033868,0.03581,0.036698,0.037873,0.041436,0.039649,0.039638,0.031729,0.031714,0.027444,0.023011,0.021991,0.022145,0.023383,0.024464,0.029364,0.025181,0.02553,0.024422,0.023865,0.02312,0.022163,0.017287,0.017697,0.016497,0.01545,0.011101,0.009147,0.008293,0.007418,0.010639,0.00647,0.00872,0.008696,0.008117,0.01271,0.012822,0.013078,0.009133,0.008747,0.008611,0.008256,0.007761,0.007709,0.007131,0.006541,0.001484,0.00575,0.006004,0.006502,0.007012,0.007075,0.006688,0.006223,0.001841,0.005999,0.001523,0.005472,0.001981,0.001294,0.001268,0.00063,0.00085,0.000698,0.001002,0.001324,0.001226,0.000255,-5e-06,-0.000561,-0.000732,-0.000221,2.7e-05,0.000101,-8e-06,-8e-06,-0.000281,-0.000542
-0.080097,-0.079198,-0.17748,-0.040774,-0.117881,-0.097983,-0.271497,-0.042396,-0.36515,-0.290677,-0.155155,-0.314256,-0.169972,-0.644152,-0.029872,-0.381538,-0.042805,-0.292583,-0.241726,-0.024218,-0.05439,-0.260666,-0.228604,-0.016417,0.092346,0.0478,0.005533,0.009556,-0.019304,0.004199,-0.028365,0.069812,0.031651,-3.81215,0.236641,0.244723,0.287231,0.033643,-0.062632,-0.104096,-0.218865,0.296801,0.056047,0.186025,0.356686,0.278655,0.104883,0.355738,0.041907,-0.098116,0.436563,-0.309558,0.456613,-3.055283,0.254748,0.005438,-2.928888,-0.06466,-0.078778,0.052541,-0.018029,-0.042906,0.036689,-0.292049,-0.006716,0.004911,0.006541,-0.030173,-0.008661,-0.032987,0.47683,-0.051198,0.135745,-0.078361,-0.076518,-0.13511,0.186506,-0.046562,-0.134142,-0.04448,-0.043401,-0.04535,-0.000152,0.006496,0.473541,0.012884,-0.035645,-0.034338,-0.034359,-0.034435,-0.047774,0.001721,0.143916,-0.015336,0.306661,-0.002412,0.000255,0.002448,0.000219,0.000112,-0.01538,-0.001424,0.001941,8.4e-05,0.000264,0.000104,5.2e-05,3.2e-05,2.5e-05,2.8e-05,1.9e-05,1.1e-05,-0.012966,1e-05,-4e-06
0.503108,0.479886,0.579693,0.356119,0.465683,0.415579,0.648031,0.423047,0.847973,0.645332,0.518261,0.70363,0.547837,-1.480031,0.397326,0.706014,0.284111,0.642562,0.503079,0.26082,0.290995,0.526469,0.403651,0.107494,-0.043359,-0.059612,-0.040551,-0.073714,-0.114834,-0.098904,-0.087286,-0.196406,-0.198749,-3.072725,-0.470456,-0.479367,-0.513473,-0.304485,-0.202111,-0.164109,-0.037651,-0.598398,-0.511294,-0.629618,-0.762453,-0.629755,-0.500112,-0.406943,-0.137298,-0.01298,-0.462289,-2.282235,-0.519581,-2.61831,-0.220135,-0.122831,-1.831792,0.000194,-0.007055,-0.126172,0.018237,-0.05035,-0.007863,-0.24751,0.061902,-0.030835,-0.04604,-0.036076,0.076537,-0.015715,-0.457671,0.001514,-0.174882,-0.0017,-0.014851,-0.060147,-0.205366,-0.011471,-0.058658,0.001711,0.000936,-0.003232,-0.049284,-0.014503,-0.449809,-0.057287,-0.004255,-0.005313,-0.005373,-0.00544,0.002831,-0.028447,-0.172015,-0.004269,-0.297419,-0.014463,0.000279,-0.01396,0.000246,9.3e-05,0.008865,-0.012432,-0.014747,7e-05,0.000355,0.000108,5.6e-05,3.9e-05,2.9e-05,1.4e-05,6e-06,1.2e-05,0.102734,3e-06,4e-06
-0.471572,-0.415162,-0.350735,-0.261014,-0.159238,-0.181014,-0.026664,-0.174986,0.069383,0.26045,0.134051,0.271559,0.159487,1.962294,0.054586,0.505666,0.265703,0.486425,0.449976,0.25383,0.281447,0.502924,0.367028,0.162183,0.070995,0.109367,0.100626,0.152516,0.152342,0.167591,0.193,0.095254,0.103767,-2.733552,-0.171097,-0.28998,-0.260498,-0.107698,-0.059818,-0.027197,0.028389,-0.466791,0.105399,0.023762,-0.070634,0.047538,-0.119361,-0.260589,-0.052574,0.037741,-0.250139,1.3886,-0.277362,-3.853428,-0.313499,0.00364,-4.404581,0.000666,0.031762,-0.005553,-0.111904,0.075413,-0.171375,-0.278172,-0.092818,0.049132,0.078246,0.059728,-0.117998,-0.00505,-0.259524,0.007213,-0.178414,-0.02262,0.004152,-0.103501,-0.129303,0.034921,-0.103607,0.009804,0.009327,0.003528,-0.022806,-0.013902,-0.278211,-0.03276,0.006806,0.006168,0.006095,0.005989,0.009334,0.054795,-0.104408,0.028767,-0.214061,0.02293,0.000448,0.024196,0.000156,0.000172,0.00286,0.025881,0.024786,0.000118,-7.3e-05,0.000116,9.2e-05,6.1e-05,5.4e-05,4.2e-05,2.9e-05,2.3e-05,-0.169771,1.5e-05,1.1e-05
-0.015808,-0.01585,-0.016021,-0.015481,-0.023034,-0.022525,-0.022394,-0.029823,-0.022392,-0.014809,-0.000162,0.007425,0.006661,0.020684,0.020165,0.019731,0.019897,0.005322,0.005478,-0.001814,-0.00123,-0.008633,-0.015651,-0.023316,-0.023235,-0.030494,-0.030162,-0.03028,-0.037766,-0.030042,-0.044478,-0.051848,-0.051492,-0.058821,-0.065555,-0.065019,-0.064673,-0.063572,-0.062564,-0.054884,-0.046852,-0.039281,-0.039101,-0.03917,-0.032623,-0.025882,-0.011907,-0.012428,-0.00556,-0.0058,0.00122,0.001193,0.001141,0.001128,0.001019,0.000999,0.000887,0.000952,-0.006202,-0.006127,-0.006128,-0.006219,-0.006063,-0.005966,-0.00563,0.001342,0.001233,-0.005701,0.001092,0.000922,0.000865,0.000742,-0.006253,-0.006386,0.000618,-0.006369,-0.006547,-0.006596,-0.006529,-0.006514,-0.00644,0.000342,0.000387,0.000644,0.000611,0.000631,0.000862,0.000589,0.000563,0.000579,0.000727,0.000838,-0.005939,0.00056,0.000576,0.00062,0.000418,-0.006623,0.00012,0.000142,1.7e-05,-6.2e-05,7.2e-05,0.000127,-0.000144,-0.000142,-1e-06,-6.5e-05,-6e-05,-3.6e-05,-3e-06,4e-06,0.0,-2e-06,-1.6e-05
0.008831,0.009261,0.011018,0.004931,0.005119,-0.001071,-0.002418,-0.003604,-0.002536,-0.003428,0.002571,0.001854,0.012728,0.026821,0.033344,0.037933,0.034591,0.02994,0.02712,0.025359,0.019115,0.018573,0.012914,0.015135,0.013599,0.008688,0.006287,0.008613,0.010888,0.006634,0.002433,0.005385,6.6e-05,0.002551,0.001601,0.008107,0.011105,0.006026,-0.000742,0.001802,-0.006012,-0.01131,-0.012191,-0.013631,-0.024854,-0.023289,-0.020515,-0.02467,-0.016801,-0.01869,-0.009704,-0.005101,-0.000683,-0.000962,0.003191,0.003027,-0.002669,0.002625,0.001778,0.002276,0.002207,-0.003275,-0.002188,-0.001511,0.005549,0.005193,0.004401,0.004794,0.00334,0.002122,0.001699,0.000781,0.00045,-0.00057,0.004422,0.00405,-0.001809,-0.002161,-0.001699,-0.001616,-0.001106,-0.00667,-0.006352,-0.00461,-0.009339,-0.004667,0.001413,-0.004951,-0.000626,-0.000517,0.000474,0.005732,0.006543,-0.00067,-0.000565,0.004208,0.002828,0.001698,0.000816,0.000956,0.000126,-0.004876,0.000499,0.000877,-0.005412,-0.005411,-9e-06,-0.000428,-0.0004,-0.000242,-2.2e-05,1.5e-05,1e-05,4e-06,-0.000103
-0.009345,-0.008839,-0.006702,-0.003347,-0.002499,0.000753,-0.000929,-0.001745,-0.001158,-0.00289,-0.00768,-0.009176,-0.017612,-0.023337,-0.026138,-0.031389,-0.035541,-0.039989,-0.043919,-0.045552,-0.042421,-0.042677,-0.038232,-0.034763,-0.025496,-0.020149,-0.011807,-0.008716,-0.005058,2.8e-05,0.006848,0.0111,0.015177,0.01869,0.028262,0.03587,0.039167,0.053398,0.065057,0.067119,0.077013,0.079474,0.077054,0.074857,0.071919,0.063231,0.056174,0.051779,0.040354,0.038466,0.028198,0.02314,0.017916,0.017665,0.012181,0.011979,0.015913,0.011545,0.010774,0.011194,0.011115,0.015253,0.016185,0.016761,0.01391,0.013491,0.012736,0.013082,0.011737,0.010658,0.010284,0.00948,0.009229,0.008363,0.0037,0.003423,0.007304,0.007008,0.007386,0.007449,0.007859,0.011966,0.012224,0.01364,0.018475,0.013572,0.009798,0.013316,0.008135,0.008211,0.008987,0.004549,0.005225,0.008047,0.008121,0.0033,0.002211,0.001381,0.00064,0.000749,9.9e-05,0.004729,0.000389,0.000682,0.004315,0.004315,-6e-06,-0.000331,-0.000312,-0.000189,-1.9e-05,1e-05,5e-06,5e-06,-7.7e-05
-0.764146,-0.610635,-1.896235,-0.240991,0.656559,0.697907,0.510173,-0.399412,0.152389,-0.60263,0.310094,0.059291,-0.168898,-0.23268,-1.203118,-0.695266,-1.755299,-1.063848,-4.419947,-4.543421,-0.939661,-0.421556,-0.630093,-0.229425,0.019738,-3.078739,0.041901,0.069432,-0.016751,-0.97538,-0.089524,0.254261,0.235988,-2.569263,0.976126,1.115706,1.068883,0.954395,0.71197,0.457102,0.457109,0.416992,-0.602852,0.582587,0.46374,0.211084,0.385546,0.511469,-0.108875,0.296114,-0.091987,-0.13207,0.225687,-3.3603,0.215169,0.06564,0.055389,-0.026487,-0.030745,-0.009377,-0.016424,-0.013008,-0.091729,-0.083548,-0.034569,-0.042075,-0.023897,0.062353,0.249877,0.044012,0.069914,0.069248,-0.041445,-0.047066,-0.003022,-0.012314,-0.029412,-0.039186,0.091693,-0.04662,-0.034622,-0.078974,0.065042,-0.004923,-0.077227,-0.04138,0.117594,-0.07262,-0.041079,-0.040242,-0.033737,0.001715,0.000653,-0.045383,-0.036719,-0.002543,0.00092,0.289615,-0.011191,0.039122,-0.01058,-0.039062,0.013929,0.128224,-0.037066,-0.035448,0.173328,-0.001735,0.001796,-0.000607,0.000103,7.8e-05,0.110993,-0.001533,6.2e-05
-1.670631,-1.247718,0.636241,-1.648743,-2.808826,-2.767549,-2.54114,-1.200791,-2.497471,-1.043757,-2.120423,-2.636289,-0.582601,-0.67265,0.866457,-1.066699,-0.105344,-1.300894,2.234189,2.26375,-1.159074,-0.339113,-0.715043,0.292037,0.038515,4.27626,0.093411,-0.081462,0.165307,1.345474,0.18418,0.283034,0.348156,4.81332,1.037551,1.367634,1.443579,1.160087,1.005832,-0.017221,0.649194,0.368846,1.329876,0.683991,0.652781,0.397104,0.49916,0.646257,0.054232,0.357679,0.120796,-0.002159,-0.750353,1.90958,0.046731,-0.114246,-0.067206,-0.22824,-0.090802,-0.072044,-0.079208,-0.009384,-0.006816,-0.107539,-0.016291,-0.040252,0.007499,0.144876,0.410895,0.116805,0.152171,0.136523,-0.003768,0.006759,-0.013194,-0.013878,-0.077935,-0.075419,0.210066,0.023231,-0.090079,0.011667,0.111092,0.107202,0.066781,0.068127,0.218748,0.017168,-0.008926,-0.007621,-0.013954,-0.028093,-0.013313,-0.013131,-0.002561,-0.018527,-0.014274,0.469461,-0.01368,0.063008,-0.011476,0.009358,0.027455,0.197115,0.011768,0.013949,0.260943,-0.002526,0.007859,-0.001042,-3.6e-05,-2.3e-05,0.170242,-0.002175,-3.9e-05
