0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
-0.00786,-0.008652,-0.008014,-0.007998,-0.015192,-0.015167,-0.008148,-0.015333,-0.014481,-0.015103,-0.013754,-0.021438,-0.020985,-0.021673,-0.021795,-0.021866,-0.02183,-0.021851,-0.021255,-0.021276,-0.021257,-0.014178,-0.014141,-0.014123,-0.014053,-0.006532,0.001075,0.001059,0.00817,0.00103,0.001016,0.000514,0.000526,0.000512,2.3e-05,6e-06,0.007128,-1.6e-05,-4.8e-05,-4.1e-05,-0.007723,-2.5e-05,-0.007036,-1.3e-05,-0.007161,-0.007659,-0.007647,-0.014787,-0.015189,-0.015242,-0.021865,-0.015229,-0.014731,-0.014733,-0.014731,-0.014264,-0.014268,-0.014722,-0.014717,-0.007585,-0.014724,-0.007168,-0.014309,-0.007184,-0.007153,-0.007144,-0.007116,1.4e-05,-0.007117,-0.007086,7.3e-05,0.000486,9.9e-05,8.9e-05,8.4e-05,0.00048,0.000471,0.000443,4.8e-05,5e-05,4.8e-05,0.000429,3.5e-05,0.00043,0.000103,-0.007033,-0.007022,7.1e-05,-0.006596,-0.00697,-0.006971,-0.006975,-0.006976,-0.006981,-0.01401,-0.013994,-0.006954,4.5e-05,2.9e-05,-0.007023,-0.00702,1.9e-05,2.6e-05,0.000386,6.1e-05,0.000427,7.3e-05,9.1e-05,5.2e-05,-0.006983,-0.007015,-0.007022,-0.007019,-1.3e-05,1e-06,1e-05,0.0,-0.0,-1e-06,-1e-06,-4e-06,4e-06,-1e-06,2.2e-05,-2e-06,2.1e-05,1e-05,2.7e-05,1.5e-05,1.9e-05,3e-05,4.7e-05,3.4e-05,-0.00698,-1e-06,-4e-06,-2e-06,-1e-06,-3e-06,1e-05,0.0,-0.0,-1e-06,-1e-06,2e-05,3.6e-05,2.5e-05,3e-05,4.6e-05,3.9e-05,-0.007009,-1.6e-05,-5.2e-05,0.006922,0.006866,0.013547,0.020872,0.020895,0.02093,0.020636,0.02106,0.021089,0.014054,0.014074,0.014083,0.007024,-0.00043,-3.3e-05,-0.007117,-2.7e-05,-2.2e-05,-1.7e-05,-1.6e-05,-1e-06,1e-05,6e-06,-0.007078,-0.000405,-0.00041,-0.00749,-0.007908,-0.015376,-0.015754,-0.009017,-0.008955,-0.015895,-0.015856,-0.015733
0.00488,0.011102,0.006132,0.006119,0.006474,0.006354,0.007576,0.008047,0.000763,0.005768,-0.005722,-0.001761,-0.005442,0.00076,0.002377,0.00337,0.003124,0.003667,-0.002155,-0.001851,-0.002286,-0.001511,-0.002759,-0.003455,-0.002753,-0.008144,-0.012303,-0.012003,-0.01115,-0.010803,-0.010577,-0.005575,-0.005811,-0.005386,-0.000786,-0.000292,0.001032,0.000267,0.000312,0.000888,0.005638,-3.2e-05,-0.000515,7.2e-05,-0.000638,0.004656,0.004278,0.004088,0.009169,0.008455,0.002074,0.008957,0.003371,0.003963,0.003997,-0.001651,-0.002556,0.003895,0.004102,0.002717,0.002208,-0.003623,-0.002753,-0.00247,-0.00073,-0.000129,0.001353,0.000827,0.00105,0.002339,0.003474,-0.001491,0.00463,0.004226,0.004158,-0.001568,-0.001957,-0.003149,0.00271,0.002766,0.002756,-0.003755,0.001933,-0.003735,0.0023,0.001942,0.002498,0.003131,-0.002202,0.003659,0.00323,0.002757,0.002412,0.00217,0.002109,0.002183,0.002166,0.001175,0.000728,0.000209,0.000223,0.000486,0.000618,-0.004505,0.001382,-0.003565,0.001651,0.001975,0.001134,0.000678,1.7e-05,-0.000148,-7.2e-05,-0.000229,4e-06,0.000164,-3e-06,-2e-06,-6e-06,2e-06,-5.3e-05,7.5e-05,-5e-06,0.000445,-6e-06,0.000467,0.000199,0.00053,0.000302,0.00037,0.000593,0.0009,0.00066,0.000575,-2.4e-05,-1.1e-05,-4e-06,-5e-06,-6e-06,0.000212,-4e-06,-1.3e-05,-9e-06,-8e-06,0.000375,0.000654,0.000437,0.000545,0.000806,0.000703,-6.5e-05,-0.000245,-0.000903,-0.001492,-0.002632,0.002398,-0.00403,-0.004452,-0.004104,0.002215,-0.002427,-0.001782,-0.002122,-0.001764,-0.001807,-0.002023,0.003898,-0.002303,-0.003297,-0.00176,-0.001419,-0.001044,-0.000972,-0.000121,0.000515,0.000418,3.2e-05,0.005501,0.005043,0.004453,0.008497,0.012814,0.018311,0.025152,0.026156,0.026856,0.026967,0.028281
-0.013397,-0.016807,-0.012061,-0.012059,-0.010851,-0.01097,-0.010701,-0.009351,-0.007008,-0.011604,-0.003913,-0.008721,-0.00288,-0.00628,-0.004726,-0.003785,-0.004042,-0.003539,0.000196,0.000467,2.3e-05,1.8e-05,-0.001227,-0.001921,-0.001402,0.002228,0.006916,0.007226,0.007349,0.008408,0.008651,0.004052,0.003816,0.004234,-0.000782,-0.000283,0.000301,0.00028,0.000316,0.000897,-0.003222,-1.7e-05,6e-05,9.1e-05,0.000115,-0.004235,-0.004584,-0.004056,-0.008656,-0.009307,-0.005392,-0.008829,-0.004825,-0.004254,-0.004228,-0.000292,-0.001213,-0.004378,-0.004175,-0.006226,-0.006105,-0.002988,-0.001491,-0.001853,-0.0001,0.000503,0.001992,0.00084,0.001679,0.002971,0.003493,0.008115,0.004628,0.004207,0.004125,0.007991,0.007598,0.006415,0.002668,0.002718,0.002701,0.00581,0.001892,0.005823,0.002249,0.002489,0.003022,0.00304,0.00788,0.00412,0.003692,0.003227,0.002885,0.002648,0.003138,0.003195,0.002622,0.001129,0.0007,0.000744,0.000756,0.000463,0.000588,0.005051,0.001311,0.005939,0.001561,0.001866,0.001073,0.001171,0.000545,0.000387,0.000456,-0.000213,7e-06,0.000159,-2e-06,-2e-06,-6e-06,3e-06,-5e-05,7.1e-05,-5e-06,0.000417,-8e-06,0.000437,0.000187,0.000498,0.000286,0.000351,0.000561,0.000846,0.000622,0.001057,-1.9e-05,-9e-06,-1e-06,-2e-06,-4e-06,0.000201,-3e-06,-1e-05,-9e-06,-8e-06,0.000351,0.000612,0.00041,0.00051,0.000757,0.00066,0.000448,-0.000228,-0.000846,-0.001915,-0.002989,-0.008075,-0.005409,-0.005863,-0.005562,-0.008938,-0.004059,-0.003459,-0.003232,-0.002902,-0.00296,-0.002569,-0.005657,-0.002232,-0.002589,-0.001708,-0.001379,-0.001012,-0.000945,-0.000115,0.000503,0.000408,0.000634,-0.004098,-0.00454,-0.004512,-0.010026,-0.014674,-0.018757,-0.022077,-0.02104,-0.01972,-0.019584,-0.018242
2.169415,2.152277,1.032813,-0.081528,0.207013,0.110941,3.111005,2.065366,1.250445,3.730503,0.288591,1.022435,0.225649,3.660264,1.061226,-0.922329,0.139733,0.121749,-0.104941,-0.084907,-0.153931,1.203141,0.321279,-0.170833,5.037159,-0.107418,1.334225,-0.16851,0.028846,1.501817,-0.249026,0.018336,-0.040714,0.089666,0.157385,-0.097454,0.065362,0.15591,-1.020085,-0.194242,0.017944,-0.656054,-5.327744,0.025491,-0.770137,-2.396618,-0.257036,-1.343985,-4.577029,0.110099,0.044613,0.115996,0.034084,0.037504,0.033093,-0.128036,-0.017135,-0.128955,-0.023963,-0.045146,0.245592,0.009402,-0.013834,-0.963649,-0.00153,0.009749,-0.002547,-0.315515,-0.018482,0.002293,0.003963,-0.039227,0.038268,0.082493,0.133457,0.032436,0.016517,0.04117,0.070507,0.131665,0.237967,0.024099,0.085328,0.082535,-3.972535,-1.144011,-0.996127,-1.139458,-0.023425,0.142638,0.01997,0.073247,-1.362755,0.34458,0.044968,-0.008973,0.017134,-1.467308,0.006313,0.000704,-0.005915,0.032456,-0.43722,-0.043954,0.00298,-0.044584,-0.001159,-0.009117,-0.002423,-0.007175,-0.001778,-0.001745,-0.001716,0.001741,0.000141,8.7e-05,0.000229,0.012215,-0.000779,0.00011,0.000108,-0.011813,0.000266,7.3e-05,3.7e-05,0.074032,-0.001048,-4e-06,0.000106,6.5e-05,-0.00929,7.6e-05,-0.007374,-0.011458,0.001256,0.354517,-0.002261,0.00031,0.000186,0.000121,0.000293,9.8e-05,3.9e-05,3.7e-05,-0.013255,-0.000269,0.003301,0.000137,0.042989,-0.00109,-0.001934,0.002889,-0.007042,-0.343962,-0.036128,1.322407,0.030349,0.134705,-0.089108,0.107586,1.142945,-0.086534,0.064432,-0.268887,-0.371633,-0.471956,-0.053357,-0.055671,0.022568,-0.000537,-0.002027,-0.000908,-0.000746,-0.013018,-0.000706,-0.000828,-0.290668,0.038906,0.002567,-0.214534,-0.003608,-0.351314,-0.276768,-0.198764,-0.521356,-0.529024,-0.617544,-0.54623
2.095848,2.012924,2.472693,0.251679,0.920554,-0.038946,1.433865,2.483232,1.047765,1.992228,1.099847,1.139923,2.008102,2.177123,1.312885,-0.599447,0.958101,1.115665,0.535205,0.50029,0.666902,1.174715,0.645535,0.695193,1.136767,0.837312,0.96753,0.561664,0.893998,0.447373,0.724309,0.035133,0.007417,-0.504775,-0.643245,-0.23588,-0.411105,-0.717771,-1.84566,-0.691822,-0.550788,-2.114329,-0.920484,-1.351861,-2.608278,-2.208834,-0.726755,-0.413857,-0.34528,-0.25355,-0.054552,-0.13402,0.039191,0.023308,0.035398,0.024314,0.153067,0.51327,0.227203,0.341456,1.044764,0.549299,0.226338,-1.359199,0.016132,-0.09302,0.015164,-0.52693,0.08903,0.001353,-0.011828,0.009433,-0.153127,-0.39019,-0.688351,-0.314733,-0.264311,-0.975685,-0.709558,-0.564995,-0.898342,-0.534382,-0.485278,-0.708654,-1.17676,-0.625154,-0.68901,-2.256074,-0.597965,-0.431589,-0.213108,-0.215745,-1.907512,-0.524495,-0.156543,0.027469,-0.150506,-1.80718,-0.016543,0.001653,0.023832,-0.061912,-0.706072,0.022423,0.003655,0.105799,-0.008571,-0.000711,0.004706,0.011968,0.016951,0.015388,0.015458,0.001931,8.3e-05,2.8e-05,0.00019,-0.03648,0.00112,7.5e-05,4.4e-05,0.106985,0.000277,3.7e-05,1.5e-05,-0.132715,0.002038,0.000326,5.7e-05,1.9e-05,0.109884,6e-05,0.008275,0.010944,0.00618,-0.545981,0.002856,0.000325,0.000126,7.2e-05,0.000288,7.2e-05,1.9e-05,2.5e-05,0.010814,0.000567,0.003701,0.000107,-0.098928,0.001484,0.015316,0.003197,0.021432,0.539528,0.084988,2.0867,-0.222031,0.07972,0.133255,0.160014,2.077074,0.03,0.18523,0.352005,0.398819,0.556534,0.035005,0.173014,0.054998,-0.001976,-0.001273,-0.000354,-0.000303,0.107262,7.9e-05,0.000317,0.439962,-0.014518,0.044893,0.349281,0.223162,0.753941,0.607422,0.641426,1.080591,1.110651,1.341221,1.248932
4.906545,5.02629,-0.711696,0.493722,0.18569,0.501756,4.762182,0.292893,1.255963,3.763083,-0.993336,0.659891,-0.905893,2.942616,0.24332,1.612953,-0.118301,-0.084843,-0.214479,-0.240541,-0.132791,0.776559,0.037776,0.12992,1.68332,0.027618,0.674902,0.096573,-0.733541,0.275293,0.223432,-0.08122,-0.016459,-0.345368,-0.444692,-0.182393,-0.47667,-0.443475,1.636378,0.395522,-0.637883,1.542646,-1.654171,-0.388418,1.577435,1.015106,-0.060356,-0.468073,-2.618214,0.281168,0.076742,-0.113802,-0.065153,-0.044312,-0.064333,-0.140581,-0.248832,0.275912,0.1048,0.182705,-0.582483,-0.191033,-0.39964,1.648773,-0.032679,0.136353,-0.029558,0.682273,0.05363,-0.011006,0.01887,0.011647,-0.076434,0.008434,0.048464,0.036208,0.065879,0.120273,-0.272741,0.125611,-0.103618,0.318179,0.410601,-0.103712,-3.292171,-0.751374,-1.243978,1.583806,0.290845,0.176004,0.286223,0.079743,1.449074,-0.366148,0.078283,-0.0297,0.141801,1.484278,-0.024854,-0.048894,-0.027381,-0.048714,0.413238,-0.014787,-0.001963,-0.16159,-0.017234,0.02486,0.001342,-0.042258,-0.028854,-0.02875,-0.029041,-0.001276,0.000154,0.000128,-0.000209,-0.032651,0.000582,0.00021,0.00017,-0.167125,-0.000151,3.5e-05,5.2e-05,-0.087805,0.000457,0.000273,0.00017,0.000129,-0.169603,2.5e-05,0.001676,-0.00333,-0.001976,-0.307713,0.001194,0.000245,0.000288,0.000203,-6e-05,8.7e-05,6.6e-05,5.6e-05,-0.000431,0.000413,-0.002801,7.9e-05,-0.035933,0.000694,-0.02899,-0.002386,-0.022658,0.331408,0.097441,-0.935932,0.445983,0.134864,0.34651,0.207449,-1.039175,0.379653,0.159163,0.4831,0.593393,0.622952,0.315846,0.050499,-0.004875,-0.002582,-0.000455,-0.000927,-0.000757,-0.167507,-0.000414,-0.000241,0.265595,0.015764,0.059525,0.219987,-0.102285,0.243306,0.415011,0.274905,0.586384,0.617017,0.51524,0.486223
1e-06,1.7e-05,2e-05,0.007459,0.000127,0.007497,0.007536,0.007569,0.007575,0.007598,0.007565,0.00757,0.007552,0.000172,0.007467,0.007453,0.007442,0.007426,2.4e-05,0.007362,0.00736,0.007396,0.007318,0.007386,0.007331,0.007429,7.7e-05,2.1e-05,0.007325,1e-06,3e-06,0.007286,0.007323,0.007335,0.007292,1.8e-05,2e-06,2e-06,1e-06,0.007259,1e-06,-2.5e-05,-2e-06,0.007245,0.007327,0.00721,0.01455,0.021838,0.021874,0.021823,0.021802,0.021917,0.014463,0.014468,0.014605,0.021927,0.014634,0.021979,0.014636,0.014632,0.014651,0.014628,0.01463,0.02193,0.021951,0.021724,0.021973,0.022003,0.022019,0.021778,0.014518,0.021903,0.014598,0.021702,0.02206,0.022062,0.022084,0.022394,0.022352,0.014916,0.014806,0.007729,0.007715,0.007338,0.007763,1e-06,-0.0,1.1e-05,0.007421,6.3e-05,5.7e-05,0.007433,0.0001,0.007459,0.00749,0.014919,0.014925,0.007538,0.007506,0.007533,0.007525,0.007477,0.000115,8.3e-05,5.6e-05,3e-05,0.007477,0.007418,7e-06,3e-05,2.6e-05,0.007441,0.007462,0.007421,-1e-06,-4e-06,6e-06,1.5e-05,4.3e-05,8e-05,0.007512,5e-05,2.8e-05,6e-06,0.007443,-2e-06,-3e-06,-2e-06,-1e-06,3e-06,-3e-06,-0.0,1.4e-05,9e-06,0.0,6e-06,-1.1e-05,-6e-06,1e-06,8e-06,2.5e-05,1.6e-05,6.2e-05,1.6e-05,0.007417,1.4e-05,-2e-06,-1e-06,-2e-06,-2e-06,-2e-06,-4e-06,-1e-06,0.0,-0.007447,-0.015315,-0.022321,-0.022801,-0.030144,-0.03034,-0.03741,-0.03737,-0.037334,-0.037299,-0.036967,-0.037271,-0.036958,-0.036664,-0.036651,-0.029278,-0.029519,-0.014564,-0.014565,-0.00737,2.5e-05,2.6e-05,0.007386,0.014743,0.014741,0.021905,0.022137,0.014562,0.014579,0.022058,0.014497,0.021991,0.014313,0.021781
0.0,0.000159,0.000185,0.000396,0.001217,0.000817,0.001232,0.001614,0.001764,0.002027,0.007352,0.001933,0.001806,0.001898,0.000966,0.000881,0.000764,0.00061,0.000251,-0.000102,-0.000124,0.000351,0.00543,0.000277,0.005671,0.000907,0.000982,0.000255,-0.000384,-2.1e-05,6e-06,0.005413,-0.000347,-0.000181,0.005226,0.000224,-7e-06,-5e-06,-5e-06,0.005212,3e-06,-0.000369,-4.4e-05,0.005175,-0.000152,0.004739,0.004623,0.004472,0.005025,0.004879,0.004764,-0.000846,0.004557,0.005039,-0.000807,-0.000593,0.000134,0.00083,0.000437,0.000206,0.000226,-0.000115,0.000136,-0.000431,-0.000252,0.004402,-0.001161,-0.002204,-0.002488,0.002731,0.00076,0.000204,-0.000391,0.004506,-0.000815,-0.000292,0.000179,-0.003713,-0.002633,-0.001631,0.000279,-0.004551,-0.004361,0.00108,-0.00496,-1.8e-05,-1.9e-05,-0.000153,-2.7e-05,-0.000846,-0.000747,-0.000106,-0.001275,-0.000379,-0.000714,-0.000601,-0.000613,-0.001112,-0.000677,-0.000919,-0.000805,-0.000213,-0.001225,-0.000874,-0.000567,-0.000304,-0.000147,0.000479,-6.7e-05,-0.0003,-0.000265,0.000273,4.2e-05,0.000481,1.6e-05,8e-06,-7.2e-05,-0.00016,-0.00043,-0.000798,-0.000414,-0.000494,-0.00027,-5.6e-05,0.000315,1.8e-05,1.6e-05,1e-06,-3e-06,-4.7e-05,8e-06,2e-06,-0.000143,-8.2e-05,0.0,-6.3e-05,9.9e-05,5.3e-05,-4e-06,-7.8e-05,-0.000252,-0.000149,-0.00061,-0.00015,0.000621,-0.000131,1.3e-05,6e-06,4e-06,6e-06,7e-06,6e-06,-3e-06,-2e-06,-0.0003,0.004715,-0.000849,0.005592,0.004595,0.008277,0.00399,0.003744,0.004252,0.004446,5.9e-05,0.005964,0.001018,-0.003985,-0.004694,-0.005417,-7.9e-05,-0.005812,-0.005308,0.001034,0.00187,0.001912,0.001138,-0.000286,-0.001366,0.003728,-0.003712,0.000253,-8e-06,-0.003917,-0.000315,-0.000559,0.005209,0.005732
-4e-06,0.000155,0.000178,0.00032,0.001207,0.000731,0.00114,0.001511,0.001655,0.001907,-0.002505,0.001798,0.001665,0.001862,0.000827,0.000744,0.000625,0.000472,0.000239,-0.000235,-0.000257,0.000209,-0.004436,0.000134,-0.004203,0.000744,0.000954,0.000244,-0.000528,-2.4e-05,0.0,-0.00447,-0.000496,-0.000336,-0.004678,0.000216,-9e-06,-8e-06,-8e-06,-0.004668,1e-06,-0.000365,-4.6e-05,-0.00471,-0.000323,-0.005151,-0.005482,-0.005804,-0.005311,-0.005461,-0.005606,-0.001517,-0.005625,-0.005175,-0.001315,-0.001388,-0.000436,-7.8e-05,-0.000167,-0.000406,-0.000435,-0.000747,-0.000512,-0.001398,-0.001275,-0.006331,-0.002222,-0.003294,-0.003596,-0.008116,-0.009737,-0.01075,-0.010969,-0.016257,-0.011975,-0.011482,-0.011077,-0.005304,-0.004215,-0.002713,-0.000747,0.004636,0.004833,0.000586,0.004208,-2.7e-05,-2.3e-05,-0.000161,-0.000564,-0.000883,-0.000781,-0.000659,-0.001335,-0.000951,-0.001309,-0.00176,-0.001782,-0.001746,-0.001294,-0.001553,-0.001436,-0.000821,-0.001294,-0.000926,-0.000601,-0.000323,-0.000758,-9.9e-05,-7.2e-05,-0.000318,-0.000282,-0.00032,-0.000567,-0.000107,1.3e-05,3e-06,-7.8e-05,-0.000172,-0.000455,-0.000842,-0.001049,-0.000522,-0.000285,-6.1e-05,-0.000286,1.5e-05,1.2e-05,-4e-06,-7e-06,-5.4e-05,7e-06,1e-06,-0.000153,-8.6e-05,0.0,-6.9e-05,0.000102,5.3e-05,-6e-06,-8.4e-05,-0.00027,-0.00016,-0.000649,-0.000161,3.3e-05,-0.00014,1.4e-05,6e-06,6e-06,8e-06,8e-06,8e-06,-1e-06,3e-06,0.000308,-0.003776,0.000921,-0.002304,-0.002811,-0.008978,-0.003075,-0.003399,-0.00298,-0.002934,0.002327,-0.001498,0.003113,0.007717,0.006899,0.005691,0.001278,0.004525,0.005034,0.001395,0.001944,0.001982,0.000867,-0.000927,-0.002067,-0.007013,-0.004886,-0.010375,-0.010671,-0.015229,-0.02117,-0.021988,-0.025536,-0.025542
0.002285,5e-05,1.1e-05,0.001143,0.001226,0.001577,0.003105,0.002111,0.004077,0.004566,0.0382,0.000206,-0.005078,0.277135,-0.000814,-0.008593,-0.002307,0.001409,-0.515468,0.0012,0.002005,0.00739,0.038171,0.003562,0.032502,0.002356,0.001291,0.001338,0.003369,0.001401,0.000298,0.037378,0.001236,0.003984,-1.526279,0.000108,0.005592,0.002181,1.6e-05,-0.484038,9.6e-05,-7e-06,0.002744,0.027254,0.001637,0.039051,-1.532522,-0.483532,-1.533558,0.036235,0.042865,0.303378,0.028196,-0.275191,0.170513,-0.009982,-0.378795,-1.701776,-0.387303,0.086274,-1.728068,0.02967,0.338441,2.221487,-0.186785,-0.084758,-0.006225,0.008745,0.006264,-0.134519,0.034626,0.028521,0.037728,0.068128,0.034939,-0.016903,0.623789,0.30724,0.038297,0.311148,0.069434,0.008183,0.032835,-0.016647,-0.048255,0.015966,0.050903,0.011727,0.041549,0.04037,0.006153,0.306961,-0.004324,0.150002,0.289555,0.094507,-0.007648,-0.003006,0.122855,0.118084,-0.009364,0.065255,-0.001601,0.001801,0.000374,0.00023,0.000179,0.001113,0.012254,-0.004752,-0.005979,0.001059,0.000111,-0.000425,-0.000481,0.000265,0.000891,8.5e-05,5.5e-05,3.4e-05,1.9e-05,0.002379,0.201412,-0.010067,0.000771,6.4e-05,4e-05,3.3e-05,2.8e-05,2.6e-05,2.9e-05,5.3e-05,0.046735,-0.000955,-3.5e-05,6.6e-05,3e-05,4e-05,5.4e-05,-0.005178,1e-06,8.9e-05,7.1e-05,4.9e-05,0.003582,-0.005443,0.098876,-0.001172,-1.2e-05,0.00013,6.4e-05,3.5e-05,4.9e-05,-0.015009,-0.013637,-0.010786,-0.225324,-0.179683,-0.528311,-0.217624,-0.12558,-0.813829,-0.073784,1.227857,-0.561555,-0.773201,0.921409,-0.089063,0.824766,1.165878,0.372134,-0.05201,-0.049467,-0.006104,-0.003413,0.004183,0.008356,-0.092687,0.002787,0.037898,0.004646,0.039566,0.037399,0.066502,0.072664,0.096982,0.188787,0.048447
