0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
-0.016721,-0.016808,-0.024705,-0.023636,-0.030996,-0.030512,-0.030341,-0.038506,-0.038106,-0.03841,-0.038605,-0.039247,-0.031417,-0.03141,-0.03138,-0.023489,-0.015624,-0.007737,-0.015512,-0.007686,0.000144,0.008359,0.000596,0.007922,0.000142,0.008738,0.001031,0.001018,0.001445,0.001436,0.00142,0.001859,0.002752,0.002753,0.002744,0.002724,0.003165,-0.004623,0.002251,0.001804,-0.006464,-0.006921,-8e-06,0.000442,-0.000453,-0.000448,6e-06,-0.008265,1.3e-05,-0.008236,-0.000419,-0.007767,7.4e-05,-0.007714,-0.007679,0.000128,0.000146,-0.007199,0.000148,-0.00758,-0.015292,-0.022548,-0.022863,-0.02275,-0.022311,-0.014541,-0.006811,-0.006472,0.001519,0.001117,0.00147,0.009103,0.001472,0.001467,0.001468,-0.006541,-0.006251,-0.014287,-0.006723,-0.01476,-0.014799,-0.014838,-0.022794,-0.007328,-0.007289,-0.007629,-2e-06,-0.007626,-1.5e-05,0.000296,0.000261,-2e-06,-0.007348,-0.007723,-4.8e-05,-3.9e-05,-0.0,1e-06,0.000239,9e-06,0.0,4.1e-05,2e-06,-2.7e-05,2e-06,1e-06,-2.7e-05,-9e-06,-0.000119,0.007496,0.014698,0.015045,0.014754,0.022366,0.022367,0.022206,0.021882,0.022328,0.014856,0.007615,-0.000444,-0.000445,-0.008232,-0.000983,-0.001109,-0.001614,-0.001691,-0.001811,-0.009599,-0.001851,-0.001804,-0.001765,-0.009869,-0.002151,-0.01018,-0.002377,-0.00243,-0.001873,-0.001769,0.00665,-0.000173,0.000368,0.008521,0.001687
0.005944,0.006419,0.006958,-0.002968,-0.007974,-0.013113,-0.015286,-0.01294,-0.016801,-0.01386,-0.010989,-0.00301,-0.001435,0.000232,0.00104,0.002847,0.003603,0.005419,0.005503,0.005993,0.007387,0.0019,0.002545,0.010311,0.009832,-0.001236,-0.000913,-0.001125,-0.008344,-0.008704,-0.009738,-0.016198,-0.027673,-0.028019,-0.028586,-0.029591,-0.035903,-0.036657,-0.025592,-0.019701,-0.014922,-0.009916,0.000235,-0.005434,0.005293,0.005359,0.000245,0.004997,0.000554,0.005833,0.006341,0.001488,0.003444,0.003456,0.004607,0.00577,0.006449,0.000234,0.006347,0.006075,0.006246,0.000998,0.007218,0.008166,0.003091,0.003884,0.004563,-0.00164,-0.007521,-0.002745,-0.008284,-0.008076,-0.008032,-0.00805,-0.00799,-0.00316,-0.010423,-0.006479,-0.007327,-0.003413,-0.004105,-0.004728,0.000564,-0.005126,-0.004669,6.2e-05,-2e-06,7.5e-05,-0.000156,-0.00516,-0.005517,9e-06,-0.005185,-0.000851,-0.000471,-0.000397,2.2e-05,1.1e-05,-0.005725,0.00011,5e-06,0.000424,3e-06,-0.000282,1.9e-05,1.2e-05,-0.000292,-7.9e-05,-0.001283,-0.001645,0.001792,-0.003058,0.002188,0.001436,0.001205,-0.00148,0.003633,-0.000641,0.002413,-0.001401,0.003648,0.0037,0.001965,0.005828,0.003552,0.006329,0.005075,0.003148,0.002415,0.002965,0.003814,0.004647,0.012192,0.019857,0.036436,0.047232,0.056736,0.054625,0.056295,0.048697,0.039196,0.038075,0.028961,0.017747
-0.046292,-0.045919,-0.044492,-0.035272,-0.029716,-0.025303,-0.016865,-0.012665,-0.006296,-0.002287,0.001658,0.000896,0.00206,0.00433,0.005355,0.006894,0.007017,0.008631,0.009547,0.00933,0.010346,0.0136,0.015297,0.013291,0.013348,0.02062,0.021817,0.0214,0.023175,0.022661,0.021248,0.024114,0.031711,0.031339,0.030604,0.029314,0.032455,0.032315,0.023257,0.019579,0.01531,0.010516,0.000298,0.004256,-0.004426,-0.004344,0.000311,-0.004,0.000704,-0.002951,-0.003105,0.002653,0.004312,0.005095,0.006505,0.00714,0.007937,0.011966,0.007749,0.008113,0.009023,0.014147,0.010728,0.011723,0.016339,0.01648,0.016509,0.019833,0.022872,0.01778,0.02187,0.021446,0.022069,0.021992,0.022035,0.01766,0.019904,0.014584,0.013043,0.007698,0.006932,0.006245,0.002356,0.005139,0.005627,0.000571,4e-06,0.000578,-0.000163,0.004598,0.004211,1.3e-05,0.005054,-0.00043,-0.000505,-0.000426,2.5e-05,1.4e-05,0.003985,0.000119,6e-06,0.000459,4e-06,-0.000305,2e-05,1.1e-05,-0.000316,-8.8e-05,-0.001389,-0.002271,-0.009242,-0.004352,-0.008868,-0.010257,-0.01058,-0.013602,-0.018288,-0.012802,-0.00886,-0.002185,-0.006291,-0.006227,-0.007568,-0.014217,-0.016803,-0.024156,-0.025637,-0.027972,-0.028386,-0.028518,-0.027594,-0.026743,-0.028198,-0.030153,-0.031176,-0.029503,-0.028835,-0.020632,-0.018682,-0.007052,0.0035,0.012385,0.021783,0.029919
0.096328,-0.099536,-0.162482,0.031691,0.076234,0.039309,-0.016162,0.149218,-0.384651,-1.102569,-0.045482,-0.006883,-0.004118,-0.111443,-0.001743,-0.365565,-0.049035,-0.371293,-0.079427,-0.142835,-0.532121,-0.51129,-0.351763,-0.184038,0.022232,0.645017,-0.069997,0.335432,0.353677,0.230224,0.024567,0.212442,3.810709,0.331421,0.403855,0.370897,0.236452,0.37225,1.570079,0.118777,-0.067133,-0.088448,0.00408,-0.04103,-0.2453,-0.102918,-0.194514,-0.220856,-0.102051,-0.081332,0.007005,0.023741,0.000531,0.0041,0.00184,0.001228,0.003948,-0.035327,0.003657,-0.008345,-0.000218,-0.050938,-0.016249,0.073383,0.164711,0.28913,-0.049008,-0.022106,-0.109462,-0.072044,-0.108864,0.194171,-0.074008,0.229559,0.018749,0.364301,-0.107762,-0.072451,0.1385,-0.001107,0.00488,0.157667,-0.011984,-0.045021,-0.033347,-0.008067,7.6e-05,-0.015741,-0.009162,-0.036835,-0.045944,0.003826,-0.018487,-0.01236,1.6e-05,0.000181,0.050415,-0.001272,-0.036372,6.2e-05,-8.5e-05,1.6e-05,-6e-06,1e-06,-4e-06,-1.2e-05,-0.000727,-5.2e-05,-3.5e-05,0.002028,-0.21863,-0.468703,0.033943,-0.204139,-0.29278,-0.095684,-0.062509,-0.240408,0.032713,-0.267047,0.032878,-0.082038,-0.328946,-0.696879,-1.419818,-0.338641,-0.484627,-0.108924,-0.302972,-0.168134,-0.047458,-0.353267,-3.53181,-0.887654,-0.138146,0.13492,0.073335,-0.120209,0.016431,0.067935,0.146711,-0.068445,0.024134,-0.050016
0.136963,0.298271,0.409798,0.116005,0.018946,0.010702,0.126689,-0.105981,-0.56991,-1.858379,0.092172,0.081358,0.067199,-0.136242,0.052028,0.549665,0.024676,0.427911,0.155213,0.14525,0.76208,0.571327,0.596785,0.06765,-0.180408,1.834004,-0.028012,-0.519434,-0.306443,-0.453137,-0.214506,-0.432889,1.265403,-0.537459,-0.244711,-0.650508,-0.588189,-0.858384,1.148626,-0.384629,-0.049321,0.041682,0.004656,0.001743,0.216538,0.133231,0.29076,0.308006,0.082188,-0.239817,-0.018161,-0.082703,-0.173366,-0.001824,0.004959,-0.014224,-0.025577,-0.002713,-0.027512,0.087021,0.003122,0.039785,0.022422,-0.106851,-0.250737,-0.432445,-0.000673,-0.06969,0.002623,-0.009245,0.000603,-0.455399,-0.069922,-0.476569,-0.097692,-0.494674,-0.075268,-0.065329,-0.365295,-0.114162,-0.048459,-0.241776,0.04236,0.028221,-0.067363,0.022408,0.000224,0.101842,0.007755,0.011312,0.017651,-0.014781,-0.013628,0.028003,0.000362,0.000109,-0.084635,0.001588,0.010573,4e-06,-7e-06,-1.2e-05,1.8e-05,-5e-06,-0.0,9e-06,-0.000139,-1.8e-05,-1.1e-05,-0.015205,0.375905,0.714299,0.342416,0.271467,0.47706,0.179138,0.239365,0.461996,-0.000608,0.461157,0.016799,0.177322,0.457942,-0.086159,-1.62658,0.391795,0.442589,0.179432,0.10084,0.244467,0.043749,-0.20966,-4.54183,-2.017726,0.005248,-0.30203,-0.458809,0.231628,-0.291102,-0.323842,-0.007551,-0.280345,-0.037619,0.130756
0.184628,0.521622,0.620864,0.115954,-0.023034,-0.06072,-0.217514,-0.377516,0.297052,1.445333,-0.167112,-0.150312,-0.121849,0.068206,-0.098576,0.250147,0.210977,0.506595,0.116323,0.389236,0.598271,0.728251,0.710855,0.605682,0.237793,-1.835531,0.035149,-0.281354,-0.517671,-0.279042,-0.164701,-0.30068,3.403135,-0.388727,0.015636,-0.463433,-0.511714,-0.714044,-1.908001,-0.296044,-0.15843,-0.027258,0.000287,-0.008511,0.428899,0.327043,0.163851,0.381561,0.309248,0.343091,0.246094,0.181854,0.238972,-0.007425,-0.008607,0.023973,0.049412,0.001572,0.04937,-0.155162,-0.008974,-0.059448,-0.047958,-0.086836,-0.214064,-0.226435,0.03053,-0.064648,0.003615,0.016975,-0.001497,-0.230534,-0.046683,-0.250372,-0.141069,-0.329092,0.101313,0.089627,-0.017922,0.083595,-0.104987,-0.22058,-0.102019,-0.055085,0.122965,-0.026074,0.000946,-0.206689,-0.003395,-0.01765,-0.024066,-0.017971,-0.076544,-0.026077,0.000701,0.00053,-0.0473,0.00075,-0.018001,0.000194,5.3e-05,1.1e-05,7e-06,5e-06,3e-06,3e-06,0.000166,-8.3e-05,-5.4e-05,0.029191,0.240833,0.39372,0.299794,0.478321,0.386863,0.186786,0.047525,0.091743,0.08039,0.009889,0.008291,0.119658,0.251487,0.817897,1.945166,0.562591,0.774513,0.522032,0.664819,0.555332,0.448895,0.118702,-2.014046,2.437097,0.835689,0.689308,0.270794,0.395273,-0.072482,-0.314857,-0.003473,-0.381619,-0.011892,-0.208246
0.008192,0.008166,0.000281,0.000224,0.00815,0.008097,0.015869,0.007958,0.007979,0.007951,0.007841,0.015662,0.015794,0.015864,0.015756,0.00805,0.015865,0.008007,0.000253,0.0001,4.1e-05,-2.8e-05,-3.6e-05,-1.1e-05,-4.2e-05,0.007536,0.007612,0.015175,0.022787,0.022785,0.030627,0.022904,0.030716,0.022952,0.023142,0.015381,0.007779,0.007782,-0.0,-0.00021,-3e-06,-1e-06,-0.0,0.00778,0.007781,-1e-06,0.007776,0.007556,0.007779,0.007785,0.007553,0.015578,0.007802,0.007805,2e-05,-0.000226,0.007575,0.007574,0.007573,2.2e-05,0.007828,0.007836,0.00759,0.015429,0.007619,0.007636,0.007649,0.007382,0.007395,-0.000406,0.007432,0.00716,-0.000388,-0.000399,-0.00042,0.007406,0.007397,0.007696,0.015249,0.015566,0.007408,0.015572,0.007624,6.8e-05,4.7e-05,2.7e-05,-2e-06,-1.4e-05,-6e-06,2.7e-05,1.9e-05,2.6e-05,2.3e-05,1e-05,-1e-06,-8e-06,-1.2e-05,0.0,4e-06,1e-06,-1e-06,-1e-06,-2e-06,-2e-06,-9e-06,-2.4e-05,-6e-06,-1.9e-05,-0.015823,-0.007964,-0.023728,-0.039193,-0.047059,-0.062827,-0.062989,-0.055003,-0.054956,-0.039132,-0.031204,-0.023305,-0.007681,-7.1e-05,0.007613,0.01521,0.015063,0.022567,0.022545,0.014468,0.02217,0.01435,0.006287,0.014191,0.006345,0.006201,-0.001411,-0.001102,-0.008661,-0.008549,-0.015833,-0.015357,-0.022854,-0.014508,-0.021826,-0.01359
0.008421,0.00823,0.008787,0.008286,0.008651,0.013939,0.013297,0.013267,0.013671,0.013715,0.012683,0.013061,0.00827,0.003481,0.009158,0.004012,0.004642,0.003728,-0.00296,0.001703,0.000737,-0.000446,-0.000583,-0.000177,-0.000659,0.003318,-0.002772,0.000676,0.004464,0.004548,0.005445,0.006916,0.008397,0.009347,0.005024,0.005459,-3.9e-05,0.000234,-1.5e-05,0.005323,-0.000269,2.9e-05,-4e-06,0.000142,0.000104,-1.7e-05,-0.000185,0.004773,-0.000864,-0.001063,0.004254,-0.001686,-0.002419,-0.002326,-0.002782,0.002932,0.002977,0.003416,0.003554,-0.001936,-0.001424,-0.001569,0.003023,0.002348,0.00194,0.001557,0.001298,0.006317,0.005955,0.004688,0.004898,0.009947,0.004224,0.004759,0.00526,0.006618,0.006935,0.001686,0.00724,0.001962,0.006935,0.002297,0.001593,-0.001379,-0.000928,-0.000525,5.4e-05,0.000318,0.00015,-0.000547,-0.000377,-0.000559,-0.000484,-0.00021,2.3e-05,0.000179,0.000251,-3e-06,-7.9e-05,-6e-06,5e-06,2e-06,1e-06,-0.0,0.000148,0.000513,0.000145,0.000424,0.000472,0.001465,0.001001,-0.004545,-0.004697,-0.004299,0.002657,0.00321,0.0034,0.003815,0.004096,0.004164,0.002956,0.006583,0.003803,0.007408,0.004204,0.004955,0.003868,0.005791,0.009639,0.009541,0.014657,0.01383,0.01522,0.022819,0.021965,0.022404,0.023023,0.026671,0.020547,0.020397,0.017188,0.016955,0.022581,0.02056
-0.00059,-0.000841,-9.2e-05,-0.000731,-0.000376,-0.004849,-0.005754,-0.005712,-0.005228,-0.005189,-0.006473,-0.006168,-0.001131,0.003906,-0.000108,0.004657,0.005224,0.004284,0.007236,0.002032,0.00088,-0.000531,-0.000695,-0.000212,-0.000791,-0.007011,-0.003531,-0.010434,-0.017008,-0.016947,-0.016229,-0.014277,-0.012851,-0.011401,-0.005815,-0.004962,-0.00042,-8.5e-05,-2.5e-05,-0.004412,-0.000334,3.4e-05,-6e-06,-0.000191,-0.000244,-2.7e-05,-0.000613,-0.005479,-0.001477,-0.00173,-0.006148,-0.002934,-0.00344,-0.003333,-0.003481,-0.007403,-0.007791,-0.007246,-0.007083,-0.002449,-0.002256,-0.002453,-0.007799,-0.009157,-0.009211,-0.009726,-0.010085,-0.014903,-0.015404,-0.016573,-0.016871,-0.021668,-0.017314,-0.01666,-0.016018,-0.014798,-0.014409,-0.009938,-0.014647,-0.010224,-0.014558,-0.009842,-0.010169,-0.001946,-0.00131,-0.000738,7.6e-05,0.000448,0.000211,-0.000772,-0.000533,-0.00079,-0.000684,-0.000298,3e-05,0.000253,0.000353,-4e-06,-0.000113,-7e-06,5e-06,3e-06,4e-06,3e-06,0.000214,0.000728,0.000208,0.000605,0.001978,0.002719,0.003299,0.008495,0.008705,0.009944,0.007255,0.007146,0.007204,0.006807,0.006711,0.006419,0.004275,-0.002706,-0.00671,-0.013711,-0.018146,-0.029272,-0.030912,-0.040199,-0.047564,-0.048003,-0.052742,-0.05504,-0.053273,-0.054554,-0.043019,-0.029455,-0.014928,-0.009019,0.007654,0.020136,0.028068,0.039358,0.046953,0.054446
0.014556,0.0123,0.046083,0.038894,0.043214,-0.944423,0.075718,0.071895,0.071596,0.06439,0.06776,0.071356,-0.994645,-0.001832,0.040912,-0.004715,0.003792,-0.00121,-0.045285,0.000419,0.000237,0.000168,0.00013,9.3e-05,6.6e-05,0.036779,0.001684,0.040035,-0.98772,0.068755,0.073645,0.061202,0.060152,0.063158,0.026617,1.097898,0.00042,0.001068,7.6e-05,0.035809,5.2e-05,3.8e-05,0.005826,0.001888,0.000907,-6.9e-05,0.000936,0.036722,0.000983,0.000992,0.036756,0.001335,0.003186,0.006028,-0.003978,0.035713,0.03815,0.036891,0.036619,0.006195,0.00211,0.00113,0.0389,0.037227,0.036887,0.038463,-0.001163,-0.031256,-0.03043,0.072379,0.072996,0.067834,0.050842,0.039208,-1.423332,0.056589,-0.376635,0.03536,0.072587,0.037038,0.0711,0.037579,-4.880554,-0.000104,-6.9e-05,-5.7e-05,-4.4e-05,-1.5e-05,0.000305,-0.000895,6.8e-05,-0.000962,4e-05,2.3e-05,5e-06,1.7e-05,1.1e-05,8e-06,6e-06,1e-06,-2e-06,7e-06,1.3e-05,8e-06,1e-06,0.000145,0.000109,5.9e-05,-0.001935,-0.000955,-0.001981,-0.037937,0.911795,0.036466,0.924017,0.901631,0.049948,0.762297,-0.01646,-0.040468,-0.002977,-0.03734,-0.253645,-0.025214,-0.079184,-0.018391,0.463138,-0.043125,-0.056119,-0.014545,0.079903,0.076199,0.063034,0.247444,0.710692,0.176691,0.132943,0.134271,0.133975,0.101369,0.035551,-0.167636,0.027318,0.030987
