0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
-0.011289,-0.005172,-0.011264,-0.005463,-0.005399,-0.004238,-0.0041,-0.009945,-0.011525,-0.017118,-0.017204,-0.017242,-0.01802,-0.022878,-0.018285,-0.023548,-0.016716,-0.017124,-0.017357,-0.016313,-0.016113,-0.018013,-0.011426,-0.011281,-0.004945,-0.010822,-0.010858,-0.016876,-0.016058,-0.016699,-0.021872,-0.022197,-0.022418,-0.021936,-0.023255,-0.018087,-0.024302,-0.023651,-0.030312,-0.02424,-0.024149,-0.017375,-0.017994,-0.017943,-0.018483,-0.011792,-0.005556,0.000607,0.000544,0.000219,-0.006253,-0.006276,-0.00628,-0.01242,-0.012369,-0.006751,-0.000676,-0.006669,-0.006124,-5.8e-05,-1.9e-05,-5.6e-05,-0.000705,-0.000322,-0.000372,-0.000411,0.005603,-0.001097,0.004192,-0.0014,-0.00735,-0.006746,-0.012975,-0.006385,-0.012108,-0.006254,-0.000357,-0.000278,0.005603,0.005842,0.000315,-0.005151,-0.010927,-0.011042,-0.02307,-0.023227,-0.023144,-0.023374,-0.017476,-0.023426,-0.017482,-0.01679,-0.01688,-0.011056,-0.017286,-0.01738,-0.011637,-0.01201,-0.012405,-0.006358,-0.000347,-0.000332,0.006207,-0.000144,-0.006172,0.000209,-0.005885,-0.012056,-0.011786,-0.005688,-0.005772,-0.005485,0.0004,0.000441,0.00047,0.000456,0.000779,0.000476,0.000876,0.000941,-0.004864,0.00169,0.00176,-0.003985,-0.010431,-0.004358,-0.01088,-0.017661,-0.011689,-0.012081,-0.012099,-0.006016,-0.006026,-0.006012,0.00035,0.000362,0.000308,0.00034,0.000123,-0.00573,0.000344,-0.005753,-0.00599,8e-05,5.5e-05,-0.005995,6e-05,-0.00605,-0.006026,-0.006008,0.000128,2.3e-05,3.8e-05,-1e-06,0.006011,0.018039,0.024211,0.024508,0.024441,0.024258,0.02425,0.017887,0.012093
0.003846,0.001352,0.002151,0.001582,-6.8e-05,-0.007585,-0.008267,-0.008804,-0.000587,-0.002232,-0.001909,-0.001781,0.002949,-0.003379,0.004376,0.000833,-0.004947,-0.002244,-0.000589,-0.0075,-0.009252,0.002926,-0.001753,-0.002857,-0.005906,-0.006389,-0.006351,-0.00728,-0.013354,-0.009567,-0.017137,-0.016264,-0.015684,-0.019988,-0.010249,-0.00212,-0.000925,-0.006312,-0.001441,-0.001121,-0.002249,-0.009404,-0.003912,-0.005053,-0.000127,-0.006762,-0.009689,-0.010834,-0.009805,-0.003951,0.002138,0.002615,0.002856,0.003388,0.002606,0.008076,0.009098,0.00688,0.000748,0.001375,0.000458,0.001248,0.009756,0.007067,0.008186,0.009006,0.008955,0.017611,0.026977,0.023617,0.023987,0.017255,0.01995,0.011345,0.008743,0.009591,0.008769,0.006811,0.005379,-0.000495,-0.007559,-0.017115,-0.020265,-0.02064,-0.020133,-0.018554,-0.015932,-0.007855,-0.003496,-0.004149,-0.007417,-0.025122,-0.028715,-0.030889,-0.032569,-0.027012,-0.018435,-0.011085,-0.00636,-0.009048,-0.013437,-0.012835,-0.017741,-0.005605,0.000891,0.008114,0.010975,0.009996,0.001572,-0.000476,-0.003146,-0.009364,-0.002727,-0.001588,-0.00079,-0.001139,-0.006408,-0.000474,-0.003402,-0.001342,-0.006019,-0.008557,-0.006316,-0.009816,-0.004787,-0.006785,-0.00499,0.003535,-0.000431,0.00216,0.001619,0.001375,0.001121,0.001344,-0.003821,-0.003614,-0.004555,-0.003981,0.002248,-0.003775,-0.003854,-0.004177,0.001527,0.001388,0.000943,0.001303,0.001008,0.000348,0.000711,0.000975,-6.6e-05,0.000357,0.000614,-1.2e-05,-0.000942,-0.002924,-0.001592,0.004501,0.003749,0.00017,4.9e-05,0.00628,-0.000894
-0.031605,-0.026456,-0.025689,-0.019517,-0.013488,-0.003642,-0.004019,-0.003906,-0.006448,-0.006915,-0.006739,-0.006668,-0.01109,-0.007118,-0.010295,-0.011816,-0.008424,-0.013973,-0.020124,-0.016997,-0.018092,-0.025371,-0.021499,-0.022203,-0.017415,-0.017344,-0.01737,-0.017515,-0.01414,-0.019209,-0.016171,-0.015781,-0.008095,-0.003478,-0.004625,0.000186,0.001471,0.005416,0.00161,0.001299,0.000555,0.002856,-0.001049,-0.001811,-0.006093,-0.003447,-0.0059,-0.007177,-0.006545,-0.002649,0.001939,0.002255,0.002413,0.003252,0.002729,-0.001692,-0.001506,-0.002492,0.000983,0.00091,0.000303,0.000826,-0.001086,0.004638,0.005359,0.00586,0.005313,0.003905,0.002004,0.007578,0.008124,0.011137,0.005894,0.007319,0.00614,0.006187,0.005216,0.004029,0.002741,-0.000725,-0.004468,-0.009765,-0.011275,-0.011657,-0.010614,-0.009704,-0.000858,0.004191,0.006475,0.006499,0.00401,0.007563,0.005308,0.003482,0.002819,0.006375,0.003982,0.001224,-0.003254,-0.005469,-0.008864,-0.008548,-0.00467,-0.003777,0.001051,0.005457,0.007802,0.007536,0.009538,0.007742,0.00598,0.009503,0.005815,0.006558,0.007073,0.006841,0.011,0.007261,0.012933,0.014232,0.01922,0.024684,0.02605,0.031752,0.027771,0.02607,0.020119,0.010797,0.008001,0.002138,0.001816,0.001246,0.001089,0.001219,0.00513,0.005248,0.004701,0.005035,0.001312,0.005578,0.005113,0.005347,0.00131,0.000807,0.000549,0.001175,0.000586,0.000623,0.000834,0.000985,-8.1e-05,0.000211,0.000355,-1e-05,-0.000967,-0.002962,-0.002627,0.000891,0.000449,-0.00163,-0.001709,-0.005003,-0.001399
2.81268,-0.345796,0.25462,3.667812,0.153263,-0.209691,-0.001902,-0.022556,-0.161693,-0.101308,-0.087615,0.036541,-0.08161,-0.130712,0.00945,0.006569,-0.015776,-0.188533,-0.044888,0.333621,-0.102597,-0.101058,0.022595,-0.018566,-0.113481,4.854316,4.893915,-0.121775,5.078024,5.167884,0.016676,0.035368,0.007969,0.034934,-0.009454,-0.017168,-0.00253,1.478408,0.446882,-0.002238,0.00494,-0.417931,0.003182,-0.006874,0.039815,0.099013,-0.046723,-0.049396,-0.007739,-0.019944,-0.009883,-0.357716,-0.029687,-0.067786,0.000606,0.028407,0.005849,-0.005396,-0.018553,0.014421,0.000426,0.000345,-0.001465,-0.942403,-0.157304,-0.059443,-0.933888,0.043673,0.022922,-0.123808,-0.063332,-0.080951,0.007418,0.021485,-0.75594,0.009573,-0.030108,-0.015946,0.000788,0.002171,-0.008254,-0.006273,0.627577,0.031819,0.067856,0.004185,-0.052062,-0.031327,-0.028461,-0.044031,-0.044906,-0.109132,-0.005222,0.153137,-0.116467,0.181375,-0.070818,-0.043612,-0.007839,0.00498,-0.007628,0.00495,1.550299,0.010035,-0.002202,-0.818319,0.003706,0.001447,-0.03616,-0.036943,-0.039073,-0.074629,-0.040459,-0.037338,-0.036881,-0.0361,-0.04408,0.009692,-0.06084,-0.047954,-0.090807,-0.091037,-0.098918,-0.132863,-0.096726,-0.125722,-0.086654,0.058438,-0.027559,0.009759,0.009602,0.009981,-0.001887,0.019898,-0.012703,-0.023213,-0.036243,-0.036252,-0.000788,-0.040099,-0.030846,-0.038627,-0.002282,0.001641,-5.3e-05,-0.002066,-2.6e-05,-0.000529,-0.001853,-0.002057,4.773557,-0.000214,-7.8e-05,-5.1e-05,0.002022,-0.038249,-0.056929,-0.023108,-0.092211,-0.098795,-0.016897,0.007503,-0.111755
0.826703,1.806145,2.422603,0.136135,0.797703,-0.446715,0.241537,0.136487,0.498695,0.383188,0.355858,0.021962,0.553586,0.509263,0.261328,0.218021,0.191915,0.788259,0.488296,0.437019,0.940162,0.858179,0.132594,0.462176,0.701204,-0.100863,-0.194674,0.688454,-0.711466,-0.772848,0.112892,-0.005759,-0.018908,-0.31618,0.095145,0.165733,0.078635,-0.160899,0.005273,0.049867,0.014444,-0.557318,-0.00194,0.047102,-0.059808,0.224615,0.304146,0.271273,0.001842,0.109282,0.033062,-0.526718,0.223606,0.495737,-0.001354,0.028837,0.173428,0.24802,0.118983,-0.121752,-0.000206,-8.6e-05,0.245526,-1.60678,0.284569,0.194215,-1.20108,-0.051716,0.319734,0.363832,0.666561,0.559829,0.02537,-0.167063,-1.648989,-0.024767,0.169961,0.090479,0.512315,-0.01854,0.066116,0.059796,1.754483,-0.176461,-0.489691,-0.049508,0.127497,-0.034098,-0.065942,0.075592,0.070686,-0.003564,-0.051853,0.652852,0.057451,0.417272,-0.03442,0.065203,0.063026,-0.066116,0.045293,-0.05568,-0.076872,-0.096597,0.015207,-1.573395,-0.01326,0.001568,0.01226,0.011338,0.02816,0.034485,0.035099,-0.00716,0.011125,0.000982,-0.258803,-0.430727,-0.096837,-0.228818,-0.170675,-0.409766,-0.380833,-0.392228,-0.387668,-0.134701,-0.188909,-0.699601,-0.069019,-0.087017,-0.070542,-0.087384,0.015195,-0.134544,-0.149969,-0.102816,0.012421,0.012395,-0.005651,0.027758,-0.036839,0.029076,0.014795,-0.014757,-9e-06,0.015217,-1e-05,0.016772,0.015416,0.015209,-0.30865,-0.000225,1.5e-05,-6e-06,-0.015179,0.243445,0.35057,0.123734,0.570714,0.586563,0.086682,0.143934,0.617575
3.620263,-0.313503,-0.471235,2.871775,-0.067149,0.370329,-0.391452,-0.259744,0.281692,0.132565,0.109974,-0.117689,0.3042,0.174536,-0.170375,0.002639,-0.04085,0.40061,0.186902,0.447225,0.536637,0.194019,0.060049,0.181904,0.376342,2.680815,2.57571,0.325583,1.929542,2.019714,-0.187868,0.006585,0.003103,-0.248317,-0.13375,-0.255928,-0.110399,0.299767,0.050469,-0.100316,-0.156106,0.436605,-0.121224,-0.086957,0.069689,-0.250502,0.097386,0.133978,-0.063907,0.044121,0.227647,0.620573,0.150699,0.317336,-0.051706,0.004772,0.185623,0.163872,-0.201742,0.156778,5.2e-05,0.000128,0.240875,2.07616,0.591962,0.048976,2.481699,0.048377,0.420057,0.4548,0.352692,0.252583,0.147674,0.188042,2.062243,0.000886,0.195453,0.138198,0.132832,0.03694,-0.015563,-0.134825,-2.268701,-0.349999,-0.382687,-0.095155,-0.168322,0.026423,0.081711,-0.135285,-0.096846,0.007773,-0.620969,-0.836908,-0.258133,-1.041856,0.052154,-0.095017,-0.106058,0.089594,-0.066698,0.103654,0.455766,0.139506,-0.02932,2.180818,0.012899,-0.015809,-0.029979,-0.022448,-0.015436,-0.032955,-0.00259,0.006152,0.016197,0.005203,-0.194309,-0.039168,0.1914,-0.132902,0.077278,-0.259209,-0.011939,-0.044334,-0.085586,-0.121548,0.030025,-0.265103,0.122371,0.136347,0.10922,0.140736,-0.02919,-0.120698,-0.083015,0.178741,-0.017176,-0.017209,0.030552,-0.013563,-0.048395,-0.045607,-0.029109,0.02468,-7e-06,-0.029273,-3e-06,-0.031466,-0.029554,-0.029247,2.763462,3.8e-05,-4e-05,-3.7e-05,0.029199,0.227859,0.368956,0.4982,0.539783,0.515897,0.214813,0.230885,0.45887
0.006784,0.006907,0.006947,0.000655,0.006659,0.000412,0.000527,0.000836,0.000898,0.000996,0.000844,0.006642,0.006624,0.006587,0.00646,0.006453,0.012509,0.012731,0.006874,0.006873,0.000958,0.00662,0.006417,0.012212,0.011912,0.00583,0.01176,0.011695,0.005833,0.005948,0.005891,0.005764,-0.000119,-0.000112,0.005765,-0.000215,0.005644,-0.000361,-0.000562,0.00536,-0.000618,-0.000469,-0.000376,-0.000278,0.00581,0.006021,0.006333,0.006372,0.0124,0.01237,0.018042,0.017886,0.02378,0.029746,0.029757,0.029783,0.029722,0.035595,0.029685,0.029428,0.023763,0.023726,0.017836,0.017884,0.01193,0.011931,0.0,0.000198,-0.005966,-0.005965,-0.011925,-0.012114,-0.011939,-0.01195,-0.005995,-0.005982,-0.005976,-0.006003,-4.9e-05,0.005745,0.005916,0.017876,0.017895,0.023986,0.024144,0.024228,0.024371,0.018371,0.018412,0.018466,0.01247,0.012712,0.006718,0.007059,0.000564,0.000398,-0.006008,0.000235,-0.006012,0.006553,0.000282,0.0065,0.006397,0.006174,-0.000325,-8.7e-05,0.005911,0.005989,0.012681,0.018662,0.018896,0.018809,0.018772,0.018835,0.012709,0.012749,0.00689,0.006566,0.00698,0.000486,-0.005825,-4.3e-05,-0.006269,-0.005921,0.00023,0.000298,0.000415,0.006684,0.000124,0.000229,-0.000127,-0.000103,0.006649,0.00628,0.000375,0.000532,5e-06,8.5e-05,0.000477,-6e-05,-1.2e-05,0.006229,0.006087,-4e-06,-3.1e-05,0.000359,2e-06,5e-06,-1.4e-05,0.00659,2e-06,4e-06,-1.5e-05,-9e-05,-0.000457,-0.000512,-0.013886,-0.019634,-0.025721,-0.031634,-0.031689,-0.024856,-0.01883
0.013591,0.014744,0.015153,0.009595,0.008695,0.0033,0.004263,0.011204,0.007265,0.012531,0.007319,0.004707,0.004643,0.004396,0.00346,0.003525,0.003705,0.00592,0.007217,0.007735,0.008747,0.001218,-0.000524,-0.002172,-0.000268,-0.001385,-0.001833,-0.002544,-0.001467,-0.000835,-0.000875,-0.007176,-0.006196,-0.001186,-0.002373,-0.00234,-0.003806,-0.00395,-0.006134,-0.002145,-0.006785,-0.000185,-0.004188,0.001889,0.002532,-0.000143,0.008163,0.004054,0.009648,0.004525,0.000767,0.004252,0.003083,0.00299,0.009507,0.011227,0.011755,0.012012,0.006094,0.008494,-0.004233,-0.005165,-0.003874,-0.001107,-8e-05,-2.7e-05,0.000986,-0.005256,-0.000112,0.001253,0.000228,0.004221,-0.001748,-0.001893,-0.002254,-0.00106,-0.000393,-0.001971,-0.003074,0.000496,-0.004679,-0.007918,-0.009618,-0.013125,-0.014019,-0.014078,-0.011881,-0.008715,-0.006741,-0.0078,-0.009849,-0.01625,-0.019901,-0.025106,-0.017937,-0.010984,-0.007294,-0.007526,-0.007971,-0.007494,-0.008787,-0.006353,-0.003018,0.003598,0.009395,0.005224,0.009853,0.006968,-0.002599,0.001903,-0.001834,-0.000359,-0.000116,-0.001377,-0.00335,-0.003865,-0.009573,-0.005263,-0.008769,-0.00718,-0.006405,0.000643,0.00023,-0.004856,-0.003314,-0.004379,-0.006178,-0.006578,-0.001851,-0.003423,0.001851,0.001513,-0.006102,-0.000662,-0.005493,-0.007814,-0.000139,-0.000819,-0.006939,0.000839,0.000136,0.000457,0.002387,4e-05,0.000399,-0.00507,-2.5e-05,-5.9e-05,0.0002,-0.004626,-1.1e-05,-8e-06,0.000213,0.001223,0.006399,0.00725,0.020235,0.014142,0.012715,0.009943,0.009016,-0.000643,0.000219
-0.007655,-0.007049,-0.006837,-0.002266,-0.002929,0.001704,0.00219,-0.001457,0.003714,-0.000803,0.003553,0.00218,0.002135,0.002003,0.00152,0.001547,0.00143,0.002517,0.003333,0.003583,0.00424,0.007436,0.006583,0.005579,-0.000549,-0.00088,-0.001301,-0.001644,-0.000922,-0.00063,-0.000632,0.003387,0.004063,-0.000577,-0.001355,-0.001138,-0.002054,-0.001925,-0.002997,-0.008356,-0.003341,-0.007209,-0.002082,-0.006192,-0.006073,-0.000277,-0.00329,0.001813,-0.002732,0.001823,-0.000241,-0.005613,-0.006392,-0.006642,-0.010501,-0.00964,-0.009364,-0.009422,-0.005078,-0.010933,-0.002942,-0.003395,-0.00256,-0.001176,-0.000462,-0.000432,0.00048,0.004444,0.000142,0.00083,0.000521,-0.004557,-0.000461,-0.000534,-0.000916,-0.000319,1.1e-05,-0.000783,-0.001537,-0.007041,-0.002569,-0.004637,-0.005526,-0.007587,-0.00814,-0.008214,-0.007142,-0.005304,-0.004278,-0.00486,-0.005791,-0.009357,-0.011225,-0.00692,-0.010209,-0.006333,-0.003985,-0.004364,-0.004423,-0.004634,-0.005178,-0.004001,-0.002028,0.001895,0.005547,0.01059,0.005523,0.00381,0.005512,0.000389,0.005709,0.006549,0.00668,0.005952,0.005055,0.004767,0.009212,0.004101,0.009735,0.010868,0.011553,0.007852,0.007842,0.012429,0.013056,0.012452,0.011444,0.010995,0.006412,0.005541,0.001025,0.000834,0.003827,-0.0006,0.004394,0.003112,-7.8e-05,-0.000505,0.003601,0.000461,7.1e-05,1.7e-05,0.001086,1.9e-05,0.000219,0.004644,-1.6e-05,-3.4e-05,0.000112,0.004659,-4e-06,-3e-06,0.00012,0.000681,-0.003907,-0.003432,-0.01067,-0.01377,-0.014303,-0.00817,-0.016174,-0.014205,-0.021399
0.076564,-1.252301,-1.252877,-0.356331,0.039768,-0.081403,-1.29006,0.036052,-0.006476,0.304626,-4.071784,0.257957,0.073308,-0.031104,0.00337,0.004902,-0.318247,0.006349,-0.974785,-0.006895,-1.091139,0.120722,-0.0219,-0.047918,0.002256,-0.009576,-0.008695,0.061925,0.029036,1.13804,0.050405,0.085284,-0.030742,0.004496,0.000682,0.006324,0.006339,0.005294,-0.000676,0.003784,-0.001441,-0.3193,0.008499,0.043389,0.049482,0.003362,-1.478541,0.004616,-0.347007,0.005829,0.003921,0.032572,0.043047,0.035615,-0.042844,0.074218,-0.036399,0.090029,0.037088,0.002317,-1.176697,0.003909,0.009825,-0.006127,0.000603,0.120135,-0.001264,-0.047841,-0.003228,-0.003292,-0.003837,-0.144777,-0.283708,-0.00233,-0.189953,0.009635,-0.002293,-0.182931,0.009795,0.049239,0.01103,0.002942,0.031073,-0.002212,-0.016845,0.16303,-0.020106,-0.014619,-0.004592,-0.009572,0.249575,-0.019203,-0.025451,0.171423,-0.017667,1.598655,0.075258,-0.025142,0.134607,1.369996,0.451667,-0.000352,0.00018,-0.004978,0.004144,0.180937,0.207689,-0.002869,0.03818,0.046854,-0.039213,-0.03753,0.162777,0.019077,0.182385,0.21842,0.223724,-3.237407,-1.591328,0.210696,0.374004,0.163201,0.083658,0.212315,-0.045673,-0.226471,0.221321,-0.008869,0.058725,0.005218,0.031239,0.064796,-0.025184,0.077757,0.210272,0.139823,0.006481,2.193709,0.049686,0.004911,0.006105,0.124214,-0.006906,5.4e-05,0.000215,-0.043292,0.005705,-0.00734,-0.001353,-0.03439,0.000105,9.4e-05,0.005824,-0.059724,0.03742,-0.032706,-0.238037,-1.062619,-0.2461,-0.841953,-4.112675,-0.554669,-0.35497
