0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
-0.023459,-0.025557,-0.020479,-0.027688,-0.029304,-0.028544,-0.027262,-0.020754,-0.019627,-0.024058,-0.019076,-0.018617,-0.024615,-0.017791,-0.017198,-0.023732,-0.025925,-0.020393,-0.020582,-0.014138,-0.014244,-0.008442,-0.008293,-0.012611,-0.000708,0.000236,0.008019,0.008387,0.009797,0.017656,0.017582,0.0111,0.011173,0.002786,0.005946,-0.000826,-0.001159,0.003912,0.00475,0.004825,-0.001667,-0.001127,-0.001435,-0.002047,-0.002355,-0.002324,-0.003216,-0.001422,0.001079,0.003039,0.004661,0.00707,0.008389,0.007986,0.005913,0.010036,0.00818,0.001221,0.005718,0.003274,-0.002748,-0.002813,-0.002351,-0.000808,0.000667,0.001572,0.00811,0.008399,0.008844,0.01481,0.014989,0.015,0.01442,0.013674,0.01358,0.006463,-0.00042,-0.000273,1.1e-05,4e-06,0.000143,0.00015,0.00015,-0.006326,-0.007445,-0.015309,-0.010482,-0.025175,-0.025401,-0.032489,-0.024039,-0.028696,-0.020796,-0.026519,-0.024965,-0.018719,-0.017817,-0.011287,-0.017801,-0.019516,-0.012729,-0.013064,-0.013653,-0.013805,-0.006848,0.000714,0.001159,0.001292,0.000544,0.007048,0.000507,0.000436,-0.006117,-0.000466,0.000359,0.000408,-0.000302,0.000469,0.000459,-0.000291,0.000624,-0.006787,-0.00678,-0.007004,-0.006964,-0.012698,-0.01269,-0.006266,-0.006336,-0.006245,-0.006897,-0.006681,-1.5e-05,0.000127,0.000158,8.4e-05,6.8e-05,1.4e-05,-0.000104,0.000675,-1e-06,2e-06,-1e-06,-1.6e-05,-1e-05,0.000132,8e-06,2.4e-05,0.006583,0.012464,0.011917,0.017571,0.023983,0.018125,0.019352,0.013,0.005724,-0.000421,-0.00682,-0.021643,-0.02874
-0.010752,-0.002429,0.003608,0.004961,0.012741,0.008653,0.002585,0.003626,-0.002037,-0.012312,-0.004159,-0.005846,-0.0088,-0.009769,-0.012639,-0.013625,-0.002834,0.002576,0.003647,0.004871,0.005574,0.010948,0.010235,-0.003305,0.004506,-0.001262,-0.008119,-0.00991,-0.017808,-0.024546,-0.023655,-0.024433,-0.024662,-0.015631,0.004026,0.003973,0.005583,0.014746,0.00954,0.009107,0.007939,0.00537,0.007924,0.011927,0.014513,0.014336,0.019746,0.010091,-0.002948,-0.012332,-0.021135,-0.033647,-0.040948,-0.038999,-0.029016,-0.014417,-0.005562,-0.006775,0.004581,0.01682,0.011304,0.011607,0.009521,0.002457,-0.005479,-0.009612,-0.006761,-0.008022,-0.009893,-0.004171,-0.004838,-0.004655,-0.001967,0.001284,0.00169,0.002204,0.001726,0.001121,-5.4e-05,-1.7e-05,-0.000587,-0.000614,-0.000613,-0.002749,0.003251,0.008332,0.018909,0.023992,0.025305,0.027052,0.018446,0.006447,-0.000313,-0.006058,-0.015264,-0.01265,-0.018062,-0.01682,-0.017918,-0.006429,-0.006489,-0.003506,0.000783,0.002534,0.00077,-0.005458,-0.008243,-0.009056,-0.003924,-0.003036,-0.003655,-0.003221,-0.003797,0.002871,-0.002724,-0.003023,0.001868,-0.003403,-0.003346,0.001815,-0.004395,0.00102,0.000987,0.002476,0.002265,-0.003837,-0.003857,-0.002557,-0.002032,-0.002646,0.002089,0.000606,9.1e-05,-0.000914,-0.001126,-0.000593,-0.000482,-9.8e-05,0.000729,-0.004892,-1e-05,-1.3e-05,8e-06,0.000112,7.7e-05,-0.000925,-4.8e-05,-0.000168,0.000107,0.005295,0.009203,0.016129,0.018208,0.013092,0.005956,0.004801,0.008743,0.005008,0.00263,0.011768,0.014417
-0.013274,-0.015067,-0.011252,-0.009317,-0.011584,-0.00649,-0.002936,-0.002984,0.000877,0.001962,-0.000802,-0.002132,-0.003623,-0.005199,-0.007393,-0.007496,-0.00739,-0.00395,-0.003134,-0.002947,-0.002418,-0.007265,-0.007724,-0.001038,-0.004769,-0.000988,0.0012,-0.000217,0.001878,0.00412,0.004776,0.004905,0.004708,0.004314,0.002437,0.003199,0.004491,0.002578,0.006804,0.006438,0.006265,0.00422,-0.002125,-0.007318,-0.013596,-0.013624,-0.017752,-0.017006,-0.019028,-0.026744,-0.025654,-0.028038,-0.026342,-0.025059,-0.016845,-0.013913,-0.00602,0.002816,0.012183,0.01414,0.018886,0.019053,0.017056,0.010858,0.01275,0.009201,0.002029,0.000944,-0.000684,-0.005466,-0.006071,-0.005966,-0.003654,-0.000811,-0.00046,0.000961,0.001511,0.000979,-5.2e-05,-1.6e-05,-0.000517,-0.00054,-0.000538,-0.001451,-0.005025,-0.008437,-0.008917,-0.011387,-0.010246,-0.007844,0.00118,0.009076,0.019606,0.024039,0.03334,0.034607,0.038554,0.038689,0.038521,0.030637,0.029713,0.023563,0.018493,0.01149,0.009453,0.012352,0.01029,0.009698,0.005291,0.005281,0.005497,0.005816,0.006059,0.002099,0.006178,0.005961,0.001362,0.005682,0.005724,0.001319,0.004963,0.001393,0.001369,0.002439,0.00228,0.006649,0.006632,0.006923,0.007288,0.006846,0.00211,0.001053,6.8e-05,-0.000645,-0.000797,-0.000421,-0.000342,-6.9e-05,0.000516,0.004623,-6e-06,-9e-06,6e-06,7.9e-05,5.6e-05,-0.000654,-3.3e-05,-0.00012,-0.000551,-0.005592,-0.010918,-0.022808,-0.030117,-0.033156,-0.038531,-0.038975,-0.035492,-0.029399,-0.02227,-0.022072,-0.019268
2.853348,0.286037,3.268902,0.419298,2.79184,2.9401,-0.274735,-0.449597,-0.308262,-0.263213,-1.818073,-4.236251,-4.504548,-1.16454,-3.938844,-1.780298,-0.18308,-0.049107,-0.009367,-0.019741,-0.156204,-0.125167,5.045872,6.195667,-0.172337,1.354245,-0.054767,-0.096663,-0.142158,-0.156579,-0.107981,-0.101137,-0.104217,-0.064589,0.042717,-0.376461,-0.024249,-0.338601,0.000512,0.100099,-0.066224,-0.240718,-0.003519,-0.054512,-0.072406,-4.99259,-1.815046,-1.058326,0.133587,0.032696,0.136473,0.096013,0.04741,0.024393,0.009666,0.101509,0.091158,0.080427,-4.318315,0.106901,-0.433218,-0.011003,-0.013411,-0.019028,-0.066327,-0.060987,0.388196,-0.040328,-0.036722,-0.002252,0.005355,-0.001063,0.001705,0.004122,0.001829,0.002077,0.002534,-0.010532,0.000158,9.9e-05,7.2e-05,5.1e-05,3.2e-05,-0.006939,0.032147,0.065732,1.360401,-0.39582,-0.092852,-0.196809,1.271754,0.411111,1.337458,0.43406,4.446094,-0.069607,1.197627,0.052451,0.192957,0.05628,-0.113522,1.151814,-0.057967,0.03733,0.019617,0.121292,0.153807,-0.064024,-0.016357,-0.02494,0.060061,0.000869,0.235544,0.00016,0.043809,0.049764,0.280003,-0.028888,-0.039918,-0.005,0.020522,0.074715,0.067252,-0.001038,0.135098,0.263692,0.111922,-0.022496,-0.037493,-0.036722,0.064245,-0.009966,-0.000341,0.008398,0.104532,-0.001103,0.007726,0.03639,-0.003671,-0.036426,-8.1e-05,0.003332,-0.003208,0.02436,-0.00081,-0.001994,-7.5e-05,-4.9e-05,-0.130453,-0.139854,-0.411675,0.208043,-3.968712,-0.509216,-0.171134,-0.479034,-0.230127,0.148442,0.107643,0.122052,-0.049269
-0.335285,0.519451,-0.309519,0.770039,-0.099238,-0.19539,1.137779,1.347785,1.028748,0.801191,-1.165329,1.852075,1.678223,0.05455,1.471869,-1.707447,0.260165,0.226142,0.250399,0.240419,0.895478,0.931131,-0.31427,1.511498,1.839889,1.630221,1.710268,1.389062,0.321689,0.341389,0.012387,0.004517,-0.047822,0.040653,-0.050692,-0.432961,-0.045628,-0.473727,-0.055363,0.575254,0.173477,-0.093025,0.008281,0.041814,-0.064008,1.282316,-0.232492,-1.394926,-0.405168,-0.615264,-0.495551,-0.647589,-0.521201,-0.420073,-0.350244,-0.547545,-0.480649,-0.569506,-0.651732,-0.4715,-0.712368,-0.175752,-0.155144,-0.137624,0.003091,-0.100604,0.569533,0.001896,0.005741,-0.001412,0.009538,-9.7e-05,-0.015064,-0.030414,-0.014922,-0.015225,-0.01466,0.002632,1.6e-05,-3.9e-05,-8e-06,-1.1e-05,-1.4e-05,0.033921,0.008584,0.016751,-0.175296,-0.183062,0.725415,0.913167,0.626734,0.072995,0.059244,-0.248142,0.344436,-0.305708,-0.040983,-0.761285,-1.018756,-0.582085,-0.124905,-0.052539,-0.098439,-0.146921,-0.185083,-0.485566,-0.526833,-0.009045,-0.112579,-0.022787,-0.204013,-0.067328,-0.574638,-0.011029,-0.61732,-0.157666,-0.652377,-0.079147,0.013453,0.011874,-0.105241,-0.130707,-0.113899,0.007518,-0.333148,-0.571692,-0.265564,-0.019074,0.00939,0.007905,-0.119577,0.03177,0.000473,0.024126,-0.204565,0.002117,-0.014801,-0.073219,-0.002381,0.006753,3.3e-05,-0.001969,0.006636,-0.049075,0.00146,0.014064,9e-06,1.8e-05,0.253238,0.266813,0.859133,1.247252,0.27919,0.543387,0.681279,0.505347,0.556342,0.002018,0.029314,0.152924,0.467055
4.08823,1.455892,3.682103,1.111545,3.745479,3.79348,-0.414275,-0.131176,-0.105983,-0.420975,1.148439,-3.385567,-3.77507,-1.663896,-4.115816,0.74322,-0.474899,-0.361128,-0.171694,0.098905,0.599887,0.384558,3.141494,1.387805,0.100638,0.780428,-0.227768,-0.291106,-0.589247,-0.583741,-0.043554,-0.072317,-0.108554,-0.048367,0.058927,0.730955,0.069335,0.810039,0.06288,0.458104,0.466545,0.187769,0.016918,-0.011606,-0.20492,-1.58824,0.05766,2.293575,0.632017,0.937397,1.147355,0.959491,0.767405,0.615355,0.542777,0.475987,0.392822,0.303027,-3.245102,0.301803,0.837036,0.249115,0.248562,0.197471,-0.023937,0.129868,-0.594608,-0.011093,-0.015114,0.012167,0.000654,0.010831,0.034468,0.058514,0.034317,0.02925,0.024429,-0.007201,0.000122,7.7e-05,3.5e-05,4.9e-05,4.6e-05,-0.048543,-0.006064,-0.014223,1.192546,0.649235,0.574579,0.661263,1.28433,0.194801,1.029501,-0.06549,3.121195,-0.034315,0.978033,-0.081996,-0.309751,0.015437,0.119943,1.458589,0.148431,-0.12753,0.123394,-0.091224,-0.144086,-0.019048,0.17477,0.029386,-0.118051,-0.065557,-0.392557,0.026836,-0.152718,-0.125546,-0.173918,0.159868,-0.015668,0.008246,-0.087966,-0.121327,-0.111411,0.00051,-0.009999,-0.407497,-0.264516,-0.039993,-0.023663,-0.024576,-0.110246,-0.019026,0.000143,-0.033194,-0.156612,0.001177,-0.008214,-0.043172,0.032289,-0.020288,-3.2e-05,0.001755,0.004016,-0.028989,0.000746,-0.025189,-8.9e-05,-4.6e-05,0.193089,0.486481,0.854837,0.537162,-3.419168,0.135628,0.260163,0.045174,0.271753,-0.003263,-0.048809,-0.223673,-0.011099
0.014712,0.021416,0.014904,0.014813,0.008197,0.014461,0.008044,0.00134,0.008062,0.007776,0.000941,0.007611,0.00734,0.000568,0.007268,0.000476,0.000756,0.00722,0.000912,0.00768,0.000879,0.007681,0.007596,0.007617,0.007462,0.007337,0.007428,0.000743,0.001094,0.001269,0.007868,0.001315,0.00075,0.000454,-0.000317,-0.000363,-0.000396,9.9e-05,-0.000108,0.000314,-5.8e-05,5e-05,-0.000116,-0.000541,-0.00044,-0.006496,0.000169,-0.000384,-0.007026,-0.000256,-0.00691,-0.000199,-0.00019,-0.000114,-0.000232,-0.000433,-0.000305,-0.000366,-0.000368,-0.000366,-0.000629,-0.000653,-0.000493,-0.006808,-9.1e-05,-0.006394,-0.006595,-0.006618,-2e-06,1e-06,-0.006617,3e-06,0.006611,-1.3e-05,-6.3e-05,-3.2e-05,2e-06,-2e-06,-2e-06,-5.1e-05,0.006736,0.000212,5.9e-05,-0.000102,-0.0,0.006619,0.006719,0.006895,0.006898,0.013127,0.020167,0.013106,0.013839,0.013751,0.01354,0.01356,0.007116,0.007186,0.007209,0.007285,0.007276,0.007946,0.014055,0.00781,0.014367,0.014164,0.014389,0.020924,0.014469,0.021219,0.0212,0.021434,0.021281,0.02111,0.020532,0.020681,0.013808,0.006951,4.7e-05,-2.4e-05,-0.006616,-0.006824,6.3e-05,0.000223,1e-05,-0.000261,9.6e-05,0.006588,-4e-06,-1e-06,0.006571,-1.3e-05,-9e-06,3e-06,1e-06,-0.000114,-0.000255,1e-06,-2e-06,-1.4e-05,-4.5e-05,-0.000136,-0.000154,-0.000128,0.000124,-7.8e-05,-0.000163,6e-06,-0.006546,-0.006127,-0.012908,-0.020247,-0.026187,-0.032504,-0.033998,-0.028342,-0.028883,-0.028443,-0.028157,-0.021503,-0.014938
0.004664,0.003241,0.00542,0.001517,0.003313,-0.003216,0.002934,0.004341,0.003069,0.002172,0.003077,0.00545,0.00457,0.005611,0.004368,0.005302,0.006237,0.000503,0.003023,0.002093,0.002929,0.002168,0.001896,0.002009,0.001522,0.001107,0.005218,0.006319,0.011306,0.011912,0.010619,0.01209,0.006356,0.005336,-0.001112,-0.001264,-0.001377,0.00411,-0.000379,0.00486,0.003559,0.003929,0.00335,-0.001893,-0.001548,0.005367,0.004332,-0.001346,-0.000236,-0.000889,0.000196,-0.000687,-0.000647,-0.000387,-0.000791,-0.001479,-0.001045,-0.001259,-0.001255,-0.001245,-0.002149,-0.002229,-0.00168,0.000634,-0.000313,0.002044,0.001361,0.001281,-5e-06,-4e-06,0.001282,7e-06,-0.001299,-3.9e-05,-0.00021,-0.000109,1.6e-05,1.1e-05,8e-06,-0.000168,-0.00088,0.000723,0.000197,-0.000351,-1e-06,-0.001289,-0.000943,-0.000334,-0.00032,-0.002952,-0.00274,-0.006826,-0.000376,-0.000645,-0.0014,-0.001313,0.000619,0.000922,0.001019,0.001356,0.001351,0.007886,0.000916,0.007479,0.006259,0.001513,0.00656,0.005375,0.007162,0.007005,0.007244,0.012491,0.012115,0.011716,0.005283,0.006143,0.00166,0.00112,0.000242,-0.000119,0.000576,-0.004518,0.000322,0.001126,5.7e-05,-0.005349,0.000494,-0.00071,-1.3e-05,-7e-06,-0.000802,-6.6e-05,-4.2e-05,1e-05,1e-05,-0.000578,-0.005354,-1e-06,-5e-06,-7e-05,-0.000233,-0.000689,-0.000784,-0.000654,0.000627,-0.000396,-0.000827,3.3e-05,0.000956,0.01115,0.01085,0.007732,0.011591,0.017286,0.010374,0.013585,0.01552,0.021435,0.022819,0.018527,0.017632
-0.004623,-0.005554,-0.004066,0.001471,0.002674,0.006361,0.002364,0.003285,0.002451,0.001764,0.002313,-0.004253,-0.004915,-0.00425,-0.005061,-0.004477,-0.003773,0.000484,0.002257,0.00167,0.00218,0.001712,0.001502,0.001577,0.001209,0.000898,-0.004449,-0.003724,-0.008416,-0.007966,-0.008824,-0.007817,-0.00368,-0.004426,-0.000815,-0.000928,-0.001012,-0.005326,-0.000278,-0.004774,-0.005726,-0.005455,-0.005881,-0.001396,-0.001144,-0.004474,-0.00515,-0.000996,-0.000265,-0.000657,5.7e-05,-0.000505,-0.000476,-0.000282,-0.000584,-0.001099,-0.000778,-0.000939,-0.000936,-0.00093,-0.001608,-0.001668,-0.00126,0.00037,-0.000234,0.001428,0.000916,0.000857,-0.0,1e-06,0.000858,7e-06,-0.000865,-2.8e-05,-0.000156,-8.1e-05,1.3e-05,9e-06,6e-06,-0.000126,-0.000553,0.000544,0.000149,-0.000265,-1e-06,-0.000866,-0.000609,-0.000158,-0.00015,-0.002036,-0.001797,0.003452,-0.000133,-0.000341,-0.000913,-0.000852,0.000515,0.000738,0.000807,0.001053,0.001044,-0.002486,0.000757,-0.002801,-0.003673,0.001119,-0.003474,-0.004333,-0.003055,-0.003177,-0.003029,-0.007545,-0.007786,-0.00809,-0.004514,-0.003906,0.001096,0.000746,0.000164,-9e-05,0.000448,0.004996,0.000232,0.000804,4.2e-05,0.004367,0.000351,-0.000545,-1.1e-05,-7e-06,-0.000611,-4.7e-05,-3e-05,7e-06,6e-06,-0.000411,0.004365,-2e-06,-5e-06,-4.9e-05,-0.000167,-0.00049,-0.000558,-0.000466,0.000445,-0.000283,-0.00059,2.4e-05,0.000721,-0.008369,-0.008545,-0.010735,-0.007956,-0.012017,-0.017021,-0.031195,-0.038158,-0.042116,-0.04119,-0.036139,-0.036792
0.039416,0.040914,0.03735,-0.00359,0.001526,-0.032166,0.000792,-2.3e-05,0.023133,0.004005,0.004719,0.039833,0.041776,0.038695,-0.099412,0.040062,0.039758,-0.631524,0.000924,0.004214,-0.005653,0.002295,0.003332,0.003949,0.000695,0.005645,-0.015522,0.038916,0.071552,0.0472,0.022278,0.070061,0.0191,0.035196,-0.02708,0.000397,3.5e-05,0.034754,-1.5e-05,0.034754,0.034024,0.036577,0.03417,-0.002702,0.003554,0.033909,-0.082379,-0.00152,-0.001519,-0.00471,-0.000964,1.1e-05,1.1e-05,3e-06,2e-06,-0.000687,-4e-06,-1e-05,-3e-06,-1.3e-05,-6e-06,-0.000691,-6e-06,-0.000985,-1.1e-05,-0.000997,-0.000986,-0.000986,-4e-06,3e-06,-0.000985,-2e-06,0.00098,-1e-06,-5e-06,-1e-06,-8e-06,-1.4e-05,-1.8e-05,-1e-06,0.000973,6e-06,-3e-06,-1e-05,-0.0,0.000979,0.001,-0.001657,0.00061,0.119716,0.098565,-0.007245,0.028761,0.023246,-1.9e-05,0.029427,0.035402,0.002091,0.033899,0.041032,0.086144,0.043888,0.036587,0.092738,0.069613,-2.104575,0.140513,0.111734,0.17515,-0.010717,-0.172238,-2.116437,0.066477,0.060435,0.037142,0.028288,-0.005909,0.001001,7.8e-05,6.5e-05,-0.001973,-0.024307,0.005243,-0.001382,0.000568,-0.037135,-0.004575,-0.001114,-0.001115,-3.9e-05,0.07661,-0.000753,5.1e-05,6.5e-05,2.7e-05,-0.001821,-0.035389,-0.003789,-0.000198,3.2e-05,3.7e-05,2.6e-05,2e-05,-0.004859,-0.005014,-0.004208,-0.000709,4.9e-05,0.003836,-0.085719,-0.192928,-0.336901,1.459223,-0.404779,-0.410861,-0.600789,-0.348797,-0.275261,-0.201605,-0.20804,-0.133431
