0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
-0.008873,-0.009585,-0.016593,-0.017081,-0.031375,-0.02419,-0.031775,-0.031518,-0.032258,-0.032182,-0.038976,-0.038751,-0.03888,-0.031134,-0.031657,-0.031595,-0.032547,-0.032503,-0.025166,-0.017848,-0.017834,-0.017347,-0.008658,-0.008152,-0.007689,-0.007199,0.000548,0.000593,0.001029,0.000999,0.001005,0.008682,0.000964,0.008217,0.0082,0.008198,7.8e-05,0.008181,0.008188,0.000529,0.000968,0.000966,0.000962,0.000946,-0.006716,-0.006722,-0.006251,-0.013851,-0.013827,-0.021836,-0.021771,-0.021744,-0.014495,-0.014872,-0.014877,-0.014906,-0.014947,-0.007077,-0.007072,-0.007429,0.000484,0.000521,0.000492,0.000483,0.000424,0.000434,0.000416,6.2e-05,0.000437,-0.007448,-0.007087,-0.007069,-0.007068,-0.007084,-0.007132,-0.015,-0.014992,-0.007539,-0.007534,-2e-06,2e-06,0.007538,-0.0,0.007856,0.007507,-1.1e-05,-5e-06,1e-06,4e-06,-2.7e-05,-2.6e-05,-9e-06,-3.9e-05,0.007482,0.015045,0.014987,0.014662,0.01508,0.007556,0.007658,0.007675,0.00015,0.007658,0.000111,-0.000358,-0.008064,-0.009009,-0.009129,-0.017673
0.008075,0.012702,0.00611,0.009221,-0.002279,0.000797,-0.002015,-0.004683,0.002935,0.003605,-0.00486,-0.004826,-0.002463,-0.000771,0.004781,0.004154,0.014692,0.013944,0.017946,0.022351,0.021574,0.015786,0.007876,0.005323,0.000805,-0.002517,-0.000857,0.000908,-0.004327,-0.005313,-0.004989,-0.005151,-0.006479,-0.000434,-0.000714,-0.000596,0.004752,-0.000556,0.00016,0.000863,-0.005017,-0.004929,-0.005142,-0.006268,-0.007774,-0.008002,-0.011652,-0.009667,-0.008737,-0.002809,-0.002212,-0.00252,0.00298,0.007398,0.0062,0.005102,0.003608,-0.003179,-0.00317,0.002393,-0.003007,-0.002269,-0.002827,-0.003021,-0.004176,-0.003987,-0.004322,0.001258,-0.003948,0.001808,-0.003637,-0.003286,-0.003263,-0.003512,-0.004327,0.001295,0.001338,-2.1e-05,3.7e-05,-2e-06,5.4e-05,4.5e-05,-5e-06,-0.005552,-0.000426,-0.00018,-8.5e-05,1e-05,5.9e-05,-0.000411,-0.000402,-0.000138,-0.000591,-0.000818,-0.001412,-0.00169,0.004333,-0.000206,0.000204,0.002358,0.002887,0.003204,0.002992,0.00243,0.005754,0.001558,0.008235,0.00575,0.011355
-0.031603,-0.047567,-0.054741,-0.062106,-0.064045,-0.062459,-0.054715,-0.047242,-0.037661,-0.025452,-0.012671,-0.001074,0.002015,0.003133,-0.001021,-0.002023,-0.011082,-0.012169,-0.01941,-0.026062,-0.027181,-0.023513,-0.011808,-0.003535,0.00199,0.009176,0.010636,0.013061,0.017509,0.016095,0.016482,0.015427,0.014397,0.010116,0.009728,0.009871,0.006296,0.009854,0.010781,0.012475,0.016077,0.016167,0.015851,0.014371,0.013222,0.012926,0.019403,0.02263,0.023747,0.020742,0.021329,0.020781,0.015879,0.010297,0.00877,0.007421,0.005594,0.007557,0.007553,0.003467,0.007104,0.007965,0.007305,0.00707,0.005711,0.005933,0.005538,0.001471,0.005973,0.002729,0.006949,0.007349,0.007375,0.007077,0.00613,0.002682,0.002721,0.000565,0.000624,9e-06,6.9e-05,-0.00051,-9e-06,0.003541,-0.001064,-0.000209,-0.000101,8e-06,6.6e-05,-0.000477,-0.000464,-0.000161,-0.000684,-0.001526,-0.002921,-0.003153,-0.006754,-0.001477,-0.000396,0.002093,0.002698,0.003689,0.002805,0.002789,-0.003869,-0.008062,-0.021371,-0.024299,-0.038468
0.134799,-0.580515,-0.426574,-0.486847,-0.45462,-0.188709,-0.294816,-1.481441,-0.276342,-0.314737,-0.216134,8.2e-05,-0.017577,0.013723,0.041955,-0.481126,0.068166,-0.241056,-0.331497,-0.181964,-0.259818,0.084562,-0.034281,0.030669,0.005958,-0.050238,0.10503,0.31355,0.306827,-0.086698,0.295425,-0.053787,-0.019716,1.007699,-0.001193,0.2634,0.170257,0.005658,-0.04287,0.054111,-0.079408,0.285513,0.215821,-0.006992,0.036823,0.40442,0.238674,0.282921,0.051536,1.202939,-0.05783,-0.739573,0.192604,0.04115,0.214579,-0.029519,0.00063,-0.045085,-0.013638,-0.008628,0.063183,-0.05135,-0.054483,-0.053482,0.119416,-0.050478,0.134619,-0.009696,0.004192,0.021935,-0.057839,0.45117,-0.011895,0.304496,0.057391,0.349961,-0.019677,-0.010906,-0.001748,0.001032,-0.018103,0.002111,-0.011846,-0.046221,0.002132,6e-05,-0.011968,1.9e-05,7e-06,-3e-06,-6e-06,-0.000103,0.013964,0.394496,2.186198,0.02295,1.314509,-0.322626,-0.152836,-0.083057,-0.496599,-0.046048,-0.433341,-0.068149,-0.164299,-0.346112,-1.678067,-0.717699,-0.928731
0.131717,0.871048,0.699511,0.808401,0.687017,0.429334,0.494774,-1.372175,0.387043,-0.563717,0.229264,-0.096683,0.097514,0.056359,0.055086,0.433388,0.08867,0.356612,0.375805,0.356267,0.429832,0.107588,0.118804,0.108768,0.017847,0.122053,-0.138991,0.137768,-0.239869,-0.000521,0.123727,-0.051352,-0.063072,0.863426,-0.066666,0.548115,-0.176698,-0.068463,-0.042509,-0.124823,-0.024207,-0.387601,-0.291582,-0.099937,-0.110559,-0.528541,-0.406151,-0.379832,-0.241721,0.078485,-0.000744,-2.403082,-0.118087,-0.053831,0.187904,0.13005,0.021598,0.024705,-0.019616,0.006208,-0.094032,0.006691,0.020594,0.005398,-0.051864,0.021135,-0.158026,-0.012615,-0.053033,-0.020503,0.030161,-0.548582,-0.028606,-0.36019,-0.072292,-0.34869,0.041425,0.023084,0.015885,0.002004,-0.005,-0.014661,0.102459,0.098926,-0.015117,6.2e-05,0.102323,3.4e-05,2.8e-05,1.5e-05,1.5e-05,3.6e-05,-0.010051,0.735534,1.661824,-0.051736,2.036656,0.280889,0.150106,0.082304,0.476462,0.054359,0.419224,0.090542,0.210451,0.409536,-1.20924,-0.20484,0.996114
-0.224171,0.248376,0.296209,0.413728,0.369872,0.300008,0.271182,2.001447,0.278749,0.69057,0.153349,0.053458,-0.13355,-0.127054,-0.100332,0.239314,-0.020262,0.167464,0.465625,0.278827,0.291558,0.044722,0.069801,-0.181464,-0.025179,-0.18847,-0.096853,0.30801,-0.402017,0.016292,0.285737,-0.019241,-0.027563,0.988392,-0.003616,-0.596785,-0.090419,-0.004125,0.052686,-0.053975,-0.008689,-0.276633,-0.193188,-0.066792,-0.15129,-0.186535,-0.139427,-0.378523,-0.028906,1.161155,-0.115569,1.179731,-0.354289,-0.057047,0.387029,-0.203632,-0.035596,-0.055256,-0.050767,-0.002701,-0.091678,0.008277,-0.019352,0.004429,-0.293464,-0.015217,-0.124513,0.018268,-0.033802,-0.062112,-0.059175,-0.121427,-0.06225,-0.280402,-0.121271,-0.317198,-0.057448,-0.027152,-0.028154,-9.6e-05,0.009089,0.02981,-0.16972,-0.158142,0.029471,0.000152,-0.170022,8.8e-05,5.9e-05,4.1e-05,3.6e-05,-9.3e-05,0.001441,-0.380292,4.936496,0.062177,-1.259871,0.244595,0.150835,0.101687,0.32613,0.08581,0.300778,0.074623,0.170412,0.22183,2.096944,1.023966,1.078898
0.0,4e-06,-1e-06,2e-06,2e-06,9.5e-05,0.00018,0.000178,0.000152,0.000126,0.000123,1.4e-05,-5e-06,4.9e-05,5e-05,2.5e-05,1.4e-05,5.5e-05,8.4e-05,7.4e-05,5.1e-05,6.9e-05,-2e-06,-5.2e-05,-3.4e-05,2e-06,0.00765,0.015306,0.022987,0.04579,0.045775,0.053394,0.061027,0.06112,0.053445,0.045839,0.038139,0.038136,0.022885,0.015255,0.007626,0.007626,-1.1e-05,-2.1e-05,0.000257,-4.6e-05,-8.5e-05,-9e-05,0.007525,0.000208,0.000192,0.000193,0.000197,0.000189,0.000193,0.007802,0.000204,0.007767,0.008037,0.015598,0.015531,0.015518,0.01553,0.023165,0.02327,0.023335,0.015436,0.015086,0.015085,0.007889,-0.000109,-5.3e-05,-3.8e-05,-0.007607,4e-06,2.6e-05,1e-06,-1e-05,-6e-06,1e-06,1e-06,-1e-06,-1e-06,2.1e-05,-2e-06,1.4e-05,-2e-06,-4e-06,-4e-06,3.9e-05,3.3e-05,7.5e-05,-0.007777,-0.008096,-0.023201,-0.023581,-0.031717,-0.039198,-0.03177,-0.032017,-0.024433,-0.024342,-0.016451,-0.016424,-0.008628,-0.001126,-0.000862,0.006644,0.006646
3e-06,6.2e-05,-6e-06,-4e-06,4e-06,0.001085,0.002079,0.00209,0.001779,0.001488,-0.004575,0.00017,-5.7e-05,0.000558,0.000561,0.000281,0.000168,0.000658,0.000988,0.00088,0.000615,0.000814,-9e-06,-0.000595,-0.000392,-1e-06,-0.00019,-0.00075,-0.000431,0.004708,0.00542,0.005585,0.006481,0.00198,0.00198,0.001821,0.002084,0.001339,0.0007,0.000583,0.000327,0.000331,0.000388,0.000695,-0.004244,0.001396,0.002624,0.002718,0.003104,-0.002761,-0.002315,-0.002377,-0.00251,-0.002335,-0.002471,-0.002352,-0.002771,-0.001549,-0.006078,-0.005056,-0.003867,-0.003968,-0.00427,-0.005069,-0.006721,-0.007626,-0.003146,0.001996,0.002011,-0.003873,0.001388,0.000679,0.000504,-0.000118,-7.4e-05,-0.000359,-4e-06,0.000151,5.5e-05,-1e-05,1e-06,1e-06,1e-06,-0.000297,4e-06,-0.000209,4e-06,3e-06,3e-06,-0.000537,-0.000454,-0.001036,0.002419,0.007112,0.005575,0.011438,0.020759,0.019556,0.023208,0.029486,0.030278,0.030429,0.024166,0.02378,0.017726,0.018289,0.012022,0.012267,0.01233
4e-06,7e-05,-1e-05,-1e-05,-0.0,0.001272,0.002435,0.002446,0.00208,0.001738,0.005275,0.000199,-6.5e-05,0.000648,0.000654,0.000326,0.000197,0.000767,0.001148,0.001024,0.000713,0.000944,-8e-06,-0.000692,-0.000457,-4e-06,-0.000343,-0.001117,-0.00093,-0.006147,-0.005547,-0.005701,-0.005239,-0.000252,-0.000227,-0.00017,0.000344,-0.00065,-0.000553,-0.000272,-0.000111,-0.000105,0.000438,0.000801,0.005638,0.001618,0.003033,0.003139,0.003102,0.007332,0.007837,0.007757,0.0076,0.007792,0.007627,0.007277,0.007274,0.008161,0.013421,0.014061,0.015338,0.015169,0.014806,0.013332,0.011454,0.010437,0.005642,0.001028,0.001031,0.005389,0.001519,0.000745,0.000555,0.000457,-7.8e-05,-0.000392,-2e-06,0.000167,6.1e-05,-1e-05,-0.0,2e-06,2e-06,-0.000324,7e-06,-0.000227,8e-06,7e-06,3e-06,-0.000588,-0.000499,-0.001135,-0.007014,-0.012102,-0.012694,-0.016549,-0.02634,-0.027221,-0.034073,-0.037485,-0.037089,-0.036983,-0.034162,-0.034637,-0.031619,-0.031462,-0.028303,-0.02849,-0.02853
0.000282,-8.4e-05,-6.3e-05,-5.8e-05,-5.6e-05,0.00074,0.000748,0.000755,-2e-06,0.000791,-0.035627,8e-06,0.0,-9e-06,-1.1e-05,-0.004373,-6e-06,6.2e-05,0.000825,0.005403,3.1e-05,0.000793,1.2e-05,8e-06,8e-06,0.207237,-0.145367,-0.559828,-0.533118,0.237806,0.057234,0.266551,-0.665866,0.007751,-0.131569,-0.900332,-0.014564,-0.006055,-0.001974,0.021648,0.009672,0.001604,0.000368,0.000417,-0.029296,9.1e-05,0.001,5.2e-05,0.007403,-0.029375,-0.034837,-0.034826,-0.037704,-0.045464,-0.023409,0.009325,-0.009651,0.027952,-0.035435,0.119859,0.226232,0.072028,0.261826,0.262899,0.127579,0.193887,0.268126,0.307338,0.169339,0.223252,0.001108,-0.222215,-0.163934,-0.09973,-0.139377,0.001605,0.000127,-5.2e-05,-5e-05,-2.1e-05,9.3e-05,-1.8e-05,-2.3e-05,-1.4e-05,-2.2e-05,-6e-06,-1e-05,-0.155612,7.3e-05,-5e-06,-1e-06,-0.00093,-0.009235,-0.261683,-0.530339,0.613128,-0.046368,-0.002573,-0.711426,-0.503109,-0.508329,-1.82617,-0.318633,-0.723118,-0.563963,-0.516376,-0.168563,-0.069731,0.107481
