0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0.000754,0.000669,0.001618,0.000839,0.007398,0.007236,0.006903,0.006667,0.006947,0.006957,0.000432,-0.000104,0.006101,0.007044,-0.000724,-0.000993,0.005602,0.006643,-0.000154,0.006261,0.000384,0.000563,0.001017,0.000769,0.000499,0.001044,-0.006619,8.6e-05,0.000412,0.000586,0.000754,0.001079,8.5e-05,0.000784,1.4e-05,0.000174,0.000573,0.000722,-0.000226,0.007056,0.006881,0.006706,0.006598,9e-06,0.006877,0.000547,0.001286,0.001146,0.000861,0.000328,0.001552,0.00186,0.002231,0.001416,0.00215,0.008628,0.000423,0.006752,-0.000827,0.005741,0.006419,-0.001513,-0.002684,-0.001582,-0.001407,-0.001523,-0.001379,-0.000805,-0.001883,0.003842,0.004642,0.004705,0.005336,0.006002,0.000456,0.007141,0.007272,0.00663,0.006719,0.006444,0.007151,0.000649,0.000546,-0.000473,0.000157,3.5e-05,0.000161,-0.000546,0.000311,-0.000538,-0.00021,3.5e-05,-0.0009,6.4e-05,0.006465,-5.6e-05,0.006593,0.006606,0.006464,0.012324,0.012305,0.006511,0.006306,0.006269,0.006776
-0.003643,-0.003227,-0.00888,-0.004044,-0.002177,-0.001386,0.000239,0.001351,3.8e-05,8e-06,-0.002027,0.00164,0.006339,0.00085,0.005733,0.006986,0.008718,0.002752,0.001928,0.004494,-0.001589,-0.002406,-0.005837,-0.004714,-0.003499,-0.007187,-0.002946,-0.001638,-0.003124,-0.003905,-0.004665,-0.006127,-0.000404,-0.004776,-7.7e-05,-0.000787,-0.002605,-0.003275,0.002265,-0.000195,0.000616,0.00142,0.001879,-2e-05,0.000635,-0.002426,-0.006789,-0.006325,-0.005068,-0.001473,-0.008121,-0.009282,-0.011099,-0.006256,-0.010739,-0.008033,-0.001847,0.001517,0.003586,0.005822,0.001543,0.006472,0.012766,0.006698,0.005972,0.006454,0.005837,0.002074,0.007967,0.014686,0.009868,0.009562,0.006841,0.004021,-0.00327,-0.002073,-0.002607,0.00141,0.00105,0.002163,-0.002099,-0.004044,-0.003627,0.001877,-0.002105,-0.001637,-0.002129,0.002074,-0.002718,0.0021,0.000765,-0.000152,0.00499,-8.1e-05,0.002032,0.000327,0.001521,0.001473,0.00201,0.007831,0.007885,0.001826,0.00257,0.002663,0.0008
-0.002541,-0.002258,0.002068,-0.002842,-0.002235,-0.001684,-0.000539,0.000244,-0.000684,-0.000705,-0.00144,-0.007172,-0.012883,-0.008461,-0.012607,-0.011703,-0.011183,-0.007112,-0.006979,-0.005859,-0.001268,-0.001861,0.004156,0.004969,0.00585,0.011566,0.006986,0.007193,0.006123,0.005566,0.005021,0.003955,-0.000293,0.004939,-5.7e-05,-0.000565,-0.001875,-0.002362,-0.006755,-0.000887,-0.000302,0.000275,0.000614,-2.7e-05,-0.000284,-0.001757,0.003305,0.003815,0.004732,-0.001071,0.002503,0.001462,0.000311,-0.004611,0.000542,0.00175,-0.001377,0.000342,0.002661,0.003531,0.008837,0.004771,0.000909,0.004886,0.004346,0.004678,0.00421,0.00987,0.005706,0.001366,0.006245,0.006012,0.004071,0.002089,0.005994,0.006112,0.005736,0.000256,1.1e-05,0.000786,0.006101,0.005466,0.005762,0.001307,0.006824,0.00715,0.006806,0.001448,0.006396,0.001458,0.000534,-0.000104,-0.00481,-0.000147,0.000691,0.000138,0.000334,0.000297,0.00066,-0.004298,-0.00426,0.000528,0.001041,0.001103,-0.000185
0.00474,-0.004393,0.009179,-0.010033,-0.005852,-0.006331,0.01422,0.030275,-0.010555,-0.015668,0.029668,0.011718,0.072315,0.066802,0.096907,0.050527,0.056713,0.020427,0.019422,0.014072,5.169609,5.174435,0.457269,0.010762,-0.026158,-0.076773,-0.038167,-0.049377,-0.083443,-0.019288,-0.032209,1.525947,-0.001485,-0.048185,-0.007242,-0.018902,0.042436,0.12895,1.57286,0.016693,-0.019837,1.224926,-0.017575,1.570106,0.032487,0.477662,5.184199,-0.05476,-0.053318,0.057093,0.032637,5.234008,-0.04621,-0.022768,-0.010795,0.008952,0.037004,-0.017793,0.051705,-0.003852,-0.049349,0.028051,0.018385,0.142894,-0.016015,0.000244,0.014743,-0.001692,0.05863,0.028816,-0.009364,0.001039,0.004161,0.001895,-0.060023,-0.027026,-0.020188,0.013094,-0.167695,0.010558,-0.026998,0.001095,-0.01711,-1.608437,-0.513857,-0.02856,-0.038583,-0.055114,-0.044563,-0.016641,-0.358033,0.030483,-0.1288,-5.442787,0.014659,-5.393982,-0.469757,0.008993,-0.052289,-0.132431,-1.587471,-0.126712,-0.028201,-0.478096,0.000619
-0.063907,-0.006542,0.165918,-0.00774,-0.019351,0.052036,0.343964,0.567883,0.215642,0.158366,0.656628,0.62626,0.404106,0.582172,0.623516,0.642397,0.616273,0.581589,0.202457,0.001102,-1.869922,-1.753612,0.196303,0.082856,-0.076564,-0.20973,-0.184651,-0.480724,-0.734765,-0.050917,0.016949,-0.59652,0.00058,-0.00375,0.534899,0.028674,0.290452,0.27112,0.317673,0.749493,0.505582,-1.380627,0.161249,-0.516756,0.188664,0.345017,-1.281238,0.331088,0.161062,0.683326,0.643249,-1.182037,0.352023,0.541451,0.361929,0.367801,0.579159,0.110116,0.238896,0.062078,0.061468,0.061171,-0.016528,-0.070788,-0.001771,-0.027965,0.242883,-0.07568,0.671487,-0.035711,0.004218,-0.048902,-0.026117,-0.013527,-0.467044,0.001944,-0.021234,0.000347,-0.723367,-0.256342,-0.261101,-0.636085,-0.190851,-0.496767,-0.34328,-0.608362,-0.78878,-1.658376,-0.460778,-0.825849,-1.573852,-0.726658,-0.70858,0.442993,-0.20914,0.970585,-0.460134,-0.407369,-0.818641,-0.67728,-0.594205,-0.186275,-0.727911,-1.046684,-0.754696
0.161383,0.002858,0.159429,-0.029228,0.000463,0.025725,0.183294,0.273503,0.126003,0.094192,0.2394,0.235054,0.220283,0.270457,0.274608,0.26962,0.327909,0.263914,0.072101,0.05351,0.433819,0.402348,0.134261,-0.275457,0.165502,-0.10308,-0.103518,-0.185137,-0.330026,-0.03392,-0.014837,0.080425,3.7e-05,-0.025915,0.212465,0.007086,0.127726,0.111877,0.453416,0.306402,-0.009708,2.642399,0.092219,0.158234,0.114676,0.138062,-0.401727,0.108293,0.04172,0.270711,0.412682,-0.487401,0.062387,0.153173,0.085699,0.335219,0.191805,0.080648,0.407268,0.089921,0.059781,0.3647,0.079874,1.008101,0.031467,0.044508,0.123222,0.258501,0.270322,0.105061,0.098425,0.076146,0.055575,0.024555,-0.206057,0.010185,0.025581,0.032798,-0.21548,-0.032941,-0.096309,-0.272933,-0.07049,-0.071192,-0.343568,-0.225347,-0.298219,2.351204,-0.388994,-0.290579,2.337735,-0.28005,-0.268319,-0.443095,-0.046876,-0.456009,-0.21807,-0.12654,-0.291559,-0.123982,-0.510279,-0.282202,-0.23566,-0.742273,-0.681511
0.010909,0.004092,0.011131,0.004446,-0.00294,-0.003059,-0.003078,-0.003237,-0.00353,-0.003758,-0.004603,-0.005519,0.00076,0.000169,-0.00035,-0.000304,-0.000132,0.000214,0.000565,0.000663,0.000698,-0.005777,0.000907,0.000896,0.000981,0.000612,0.000526,0.000522,0.000457,0.0001,0.006662,8.6e-05,5.2e-05,5.8e-05,0.000662,0.000816,0.001117,0.001344,0.001167,0.000824,0.000617,0.006409,-0.000777,-0.000593,-0.000371,2.3e-05,0.000182,0.000265,0.000219,0.000318,0.000544,0.000666,0.000892,0.000873,0.000821,0.000875,0.000786,0.000628,0.00031,-6e-06,-0.000155,-0.000223,-0.000242,5e-06,0.000112,-0.006424,0.000233,6.9e-05,0.000106,-0.006593,-0.006643,-0.006687,-0.006715,-0.006797,-0.006989,-0.007127,-0.007381,-0.007632,-0.001147,-0.001248,-0.007917,-0.001402,-0.001305,-0.001229,-0.001171,-0.001139,-0.001016,-0.000917,-0.007494,-0.00053,-0.007177,-0.000234,-0.000349,-0.000369,-0.000134,-0.000136,-0.00014,-0.000219,-0.000266,-0.000451,-0.000473,-0.00041,-0.000415,-0.000493,-0.000675
0.03029,0.032117,0.032438,0.030234,0.0191,0.018354,0.018089,0.01694,0.010731,0.013597,0.004275,-0.005359,-0.012531,-0.015899,-0.018879,-0.018663,-0.013431,-0.002939,-0.000962,-0.000414,-0.000208,-0.00259,-0.003253,-0.003314,0.001428,0.003551,0.003037,0.007267,0.002613,0.004832,0.003659,0.004737,0.004532,0.000299,0.003833,0.000483,0.002236,0.007826,0.002547,0.000572,-0.000625,-0.010307,-0.013033,-0.007698,-0.006405,-0.004125,0.001093,0.001564,-0.002975,-0.002392,0.003208,-0.000351,0.000954,0.005124,0.000548,-0.003397,-0.003896,-0.004813,-0.010958,-0.008518,-0.009365,-0.009809,-0.009937,6.2e-05,0.000667,0.001752,0.001356,0.000395,0.000608,0.000752,0.000463,0.000212,6.8e-05,-0.000388,-0.001428,-0.002179,-0.003522,-0.00481,-0.006239,-0.002533,-0.006089,-0.00748,-0.002785,-0.002387,-0.002057,-0.001886,-0.005429,-0.004877,0.000679,0.001354,-0.001762,0.002931,-0.001832,-0.001931,-0.000701,-0.000704,-0.000721,-0.001135,-0.001389,-0.002356,-0.002465,-0.002135,-0.002166,-0.002571,-0.003513
0.005087,0.00621,0.006241,0.012816,0.021493,0.02085,0.020422,0.019433,0.023303,0.016979,0.018967,0.020853,0.02424,0.022137,0.020292,0.020457,0.015708,0.006204,0.007447,0.007787,0.007911,0.014582,0.014034,0.013992,0.008885,0.002178,0.001857,-0.003551,0.001591,-0.005037,-0.005887,-0.00509,-0.005213,0.000182,0.002334,0.008255,0.009302,0.00471,0.009456,0.008262,0.007544,0.009563,0.008091,0.003341,0.004111,0.005477,0.000654,0.000935,0.006163,0.00651,0.001905,0.00772,0.00848,0.003017,0.008224,0.013802,0.013503,0.012967,0.017287,0.010826,0.010339,0.010093,0.010022,3.8e-05,0.000389,0.001176,0.000791,0.000231,0.000357,0.000598,0.00043,0.000283,0.000198,-6.8e-05,-0.000673,-0.001114,-0.0019,-0.002664,-0.003658,-0.009426,-0.00347,-0.004459,-0.009637,-0.009423,-0.009241,-0.009146,-0.003305,-0.00298,-0.007491,-0.007203,-0.000962,-0.006237,-0.001129,-0.001191,-0.000432,-0.000435,-0.000446,-0.000701,-0.000862,-0.001462,-0.001533,-0.00133,-0.001349,-0.001604,-0.002195
-2.672275,0.059873,0.072417,-0.119686,-0.039531,-0.113948,-0.064432,-0.027301,-0.067228,-0.031671,0.777002,-0.034004,-0.149651,-0.146332,2.40112,-0.112978,0.718063,0.074391,-0.042141,-0.039044,-0.028779,-0.08052,0.784732,-0.071957,2.547263,-0.000107,1.1e-05,0.043737,-0.012468,0.037055,0.03923,0.03639,0.036502,0.004782,0.001546,-0.034398,-0.031798,0.003218,-0.032964,-0.032675,-0.037226,-0.075976,-0.078839,-0.035413,2.438283,-0.078214,0.005057,0.005852,-0.034154,0.214206,-0.000273,-0.032561,-0.145548,-0.029031,-0.055304,-0.056076,-0.002779,2.460116,-0.188609,2.511419,0.582767,-0.093691,-0.078309,-0.000889,-0.027826,-0.001245,0.006054,-0.112347,-0.006618,-0.063429,0.014412,0.000676,-0.016592,-0.000628,-0.000952,-0.000968,-0.00257,-0.085684,-0.002057,0.034346,-0.002589,-0.001598,0.064053,0.033889,0.034271,0.034279,-0.067877,-0.00144,0.033322,0.035874,-0.002315,0.035869,-0.001586,-0.001592,-4e-06,-4e-06,-1.3e-05,-1e-06,-0.000488,-0.001658,-0.001574,-0.002749,-0.001738,0.058543,0.006711
