0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.001729,0.008853,0.00836,0.015377,0.007905,0.015356,0.015804,0.008157,0.008021,0.007976,0.008604,0.007963,0.008551,0.007851,0.00719,0.007094,0.007117,0.007051,0.007058,0.007124,0.007251,0.007362,0.006829,0.006908,0.007562,0.006801,-0.000747,-0.00078,-0.00081,0.006562,-0.000326,-0.001062,-0.001,-0.000946,-0.001442,-0.00138,-0.001299,-0.008636,-0.008534,-0.007652,-0.008133,-0.007448,-0.014228,0.000563,-0.000212,-0.000326,-0.000509,-0.000607,-0.000664,-7.7e-05,-0.000148,-0.000169,0.007302,-0.000207,-0.000224,0.007185,-0.000321,0.007692,-0.00036,0.00033,0.000345,0.000343,0.000357,0.001009,-0.006469,-0.006486,-0.005797,-0.006343,-0.006247,-0.006177,9.9e-05,8.2e-05,8.4e-05,3e-06,-8.6e-05,0.007199,0.000345,-0.000335,-0.000231,-0.006994,0.000514,0.000539,0.001139,0.008614,0.001173,0.001758,0.00177,0.008609
-0.016599,-0.013167,-0.008797,-0.003302,-0.004101,-0.00192,-0.004661,-0.004307,-0.002337,-0.00176,-0.007434,-0.00169,-0.006752,-0.00037,0.005416,0.00645,0.005985,0.006527,0.006334,0.005264,0.003695,0.002462,0.00655,0.00567,0.000224,0.006747,0.006366,0.006694,0.006997,0.008932,0.003358,0.009491,0.008844,0.00831,0.012025,0.011402,0.01066,0.008942,0.007917,0.000124,0.003563,-0.002364,-0.009089,-0.006445,0.000451,0.001792,0.003977,0.005165,0.005855,0.000966,0.001839,0.002063,0.002803,0.002482,0.002647,0.003983,0.003759,-0.000175,0.004051,-0.001918,-0.002142,-0.002128,-0.002284,-0.007817,-0.00806,-0.007929,-0.013898,-0.009604,-0.01086,-0.011744,-0.00132,-0.001122,-0.000965,-0.000144,0.0014,0.00374,-0.002026,0.00388,0.002711,-0.003954,-0.004114,-0.004417,-0.009435,-0.009051,-0.009868,-0.014705,-0.014879,-0.008756
0.012229,0.004581,-0.000954,-0.006107,-0.006142,-0.004473,0.003065,0.004553,0.007001,0.007706,0.011609,0.007773,0.012416,0.00936,0.005571,0.006806,0.006209,0.006831,0.006576,0.005253,0.003353,0.001871,-0.003948,-0.005006,-0.000828,-0.003718,-0.003082,-0.002684,-0.002322,-0.001101,0.004006,0.000644,-0.000135,-0.000777,-0.006994,-0.007727,-0.008598,-0.009557,-0.010772,-0.00941,-0.015994,-0.012437,-0.008815,-0.007802,-0.010242,-0.008617,-0.005958,-0.004503,-0.00366,0.001183,0.002249,0.002517,0.002356,0.003017,0.003212,0.003768,0.00454,0.009445,0.004856,0.008378,0.008095,0.008105,0.007917,0.011963,0.012716,0.012863,0.01641,0.010869,0.00941,0.008381,-0.001539,-0.001309,-0.0012,-0.00018,0.001593,0.003358,0.008161,0.004509,0.003143,0.006916,0.005716,0.005356,0.010037,0.009474,0.009541,0.014434,0.014241,0.009823
-0.042103,-0.083784,0.487029,-0.068905,3.985975,0.040136,-0.030355,-0.053372,-0.035148,-0.071616,0.288982,-0.082111,1.005988,-0.232082,-0.256567,-0.251066,-0.158783,-0.030508,-0.173282,-0.286789,-0.205942,-0.141255,-0.115719,-0.16792,-0.444476,0.01745,-0.071388,-0.030174,0.043054,0.026038,0.000761,-0.028115,0.042877,0.045783,-0.115173,0.08404,0.092409,0.092314,0.086567,0.044168,-0.011548,0.227448,0.022906,0.050275,0.024784,0.03809,0.031905,0.035493,0.036631,0.000192,0.009007,0.00629,-0.002311,-0.098026,0.001634,0.004173,0.001947,-0.032483,0.001563,-0.034563,0.11109,-0.03874,-0.018496,0.148061,0.144434,-0.882674,0.110937,-4.183235,0.325809,0.314592,0.20051,0.30607,-4.436822,-0.779214,-3.720842,-0.9016,-0.891457,1.334369,-0.074398,-1.098831,-0.038098,0.218506,-0.071611,-0.068065,0.210258,-0.195387,-0.144426,0.171728
-0.034262,0.146917,0.585377,0.489326,-0.194546,0.104019,-0.033861,0.094521,-0.023257,0.049141,0.866499,0.156205,0.461602,0.48585,0.543229,0.524765,0.331755,0.389055,0.456017,0.310497,0.94416,0.492656,0.528198,0.263731,0.029348,0.12378,0.293973,0.188273,-0.008524,0.086924,0.08005,0.180234,-0.038711,-0.030524,0.472717,-0.027654,-0.115724,-0.115345,-0.102887,-0.071261,-1.111208,-0.433316,-0.03029,-0.184924,0.022385,-0.013547,-0.00301,-0.011205,-0.00952,1.5e-05,-0.012833,-0.01108,0.007241,0.612074,-0.003579,-0.031648,-0.015956,-0.02194,-0.016693,-0.006882,-0.274659,0.059367,-0.066813,-0.581171,-0.52771,-2.455616,-0.635054,-1.227523,-1.025089,-1.022475,-0.826531,-1.069496,-1.652918,-1.088262,-0.846704,-0.681427,-0.723425,1.595604,-0.120876,0.027945,-0.007403,-0.556788,0.004007,0.001719,-0.454674,-0.367611,0.02398,-0.449864
-0.339643,-0.198559,-0.484639,0.391999,3.649103,-0.188127,0.034966,-0.153511,0.036602,0.089167,-0.285742,-0.076526,1.207883,0.139276,0.439405,0.45615,0.294038,0.212839,0.131172,1.046813,0.293742,-0.116924,-0.069706,0.055907,0.617348,-0.102957,0.245567,0.146612,0.013988,-0.087628,-0.158801,0.168382,0.046666,0.031828,0.351235,0.023727,0.207664,0.17413,0.145866,0.107143,0.475334,-0.375994,-0.172766,0.042536,0.00375,-0.022283,0.025164,0.021361,0.019235,0.000145,-0.006755,-0.006681,0.04728,0.15239,-0.002103,0.052772,0.023848,0.034358,0.024732,0.005235,-0.417113,-0.194602,-0.041015,-0.423653,-0.421964,1.299458,-0.282962,-3.878875,-0.49476,-0.544757,-0.405184,-0.583288,-3.92406,-1.453208,-4.559169,-0.983835,-1.390174,-1.335843,0.082772,-1.310022,-0.001158,-0.475123,-0.012953,-0.006494,-0.318218,-0.651676,-0.061573,-0.310825
8.6e-05,-0.007576,0.000222,-0.007357,-0.007202,-0.007127,0.000546,0.000477,0.000324,0.000156,0.000142,3e-05,1.1e-05,2.7e-05,5.2e-05,0.000114,-0.007508,0.00018,0.000295,0.000331,-0.007352,-0.007347,-0.007284,0.000236,-0.007368,-0.007505,6.3e-05,-1.5e-05,-0.007675,-4.2e-05,-0.007693,-2.5e-05,-0.007751,-0.007748,-7.7e-05,-5e-05,-1.3e-05,1e-06,4e-06,9e-06,0.007682,0.00771,0.007709,5.1e-05,-6e-05,1.4e-05,7.4e-05,0.000146,0.000167,0.000176,9.8e-05,9.2e-05,3.3e-05,-5e-06,-5e-05,-7e-06,-2.2e-05,-9.3e-05,-0.007872,-0.007946,-0.00042,-0.015889,-0.008227,-0.016007,-0.00837,-0.0085,-0.016263,-0.016391,-0.016468,-0.008662,-0.016317,-0.008408,-0.008265,-0.008259,-0.0082,-0.008247,-0.008256,-0.008207,-0.008069,-0.007932,-0.007808,-0.007766,-0.007794,0.000127,3e-06,-2.1e-05,-9e-06,0.007885
0.001406,0.003227,0.01067,0.006483,0.008533,0.009379,0.008477,0.007418,0.005109,0.002497,0.002266,0.000503,0.00019,0.00043,0.000834,0.001786,0.002666,0.002809,-0.002326,-0.00178,-0.002003,-0.001908,-0.007708,-0.003127,-0.008829,-0.004127,-0.005525,-0.000166,3.1e-05,-0.00054,-0.000207,-0.000304,-0.000863,-0.006977,-0.007117,-0.006745,-0.006276,2.1e-05,5.2e-05,0.000113,-0.000203,0.000147,0.000158,0.000643,0.005488,0.00018,0.000922,0.001832,0.002103,0.002234,0.00123,0.001179,0.000429,-5.5e-05,-0.000631,-8.2e-05,-0.000263,-0.001157,-0.002282,-0.00312,-0.004992,-0.005472,-0.011817,-0.006099,-0.012505,-0.013308,-0.018606,-0.018976,-0.01326,-0.018762,-0.016476,-0.010195,-0.008734,-0.008573,-0.007931,-0.007857,-0.008141,-0.012863,-0.011598,-0.005194,0.001074,-0.003828,0.001155,0.000991,5.4e-05,-0.000143,-5.8e-05,-0.000411
0.001764,0.00423,0.002253,0.008297,0.010707,0.011656,0.010296,0.008979,0.006145,0.002993,0.002715,0.000602,0.000227,0.000514,0.000998,0.002133,0.003351,0.003341,0.007962,0.008598,0.008486,0.008592,0.012418,0.006982,0.011089,0.005956,0.004173,-0.000189,0.000183,-0.000627,-0.000102,-0.000349,-0.000875,0.002598,0.002306,0.002742,0.00329,2.7e-05,6.1e-05,0.000131,-0.00036,4.9e-05,6.1e-05,0.000754,-0.004213,0.00021,0.00108,0.002148,0.002459,0.00261,0.001434,0.001375,0.000501,-6.1e-05,-0.000736,-9.5e-05,-0.000305,-0.00135,-0.002539,-0.003526,-0.005852,-0.00624,-0.003166,-0.007068,-0.004096,-0.005133,-0.000672,-0.001222,-0.00525,-0.001138,0.001637,-0.001643,0.000149,0.000341,0.001125,0.001234,0.000835,0.005995,0.007586,0.004538,0.001315,0.00626,0.001405,0.001256,6.7e-05,-0.000183,-7.9e-05,-0.000467
0.004233,-1.779624,0.040035,-4.077008,0.002011,-0.003319,0.008512,0.001916,0.000987,0.000137,0.000904,0.000623,0.00037,3.2e-05,0.001979,3.8e-05,-0.000179,8e-06,-0.034876,-0.03488,1.518905,-0.036822,-0.072995,-0.040533,-0.075923,-0.037206,-0.038537,-0.000949,-0.002546,-0.000429,-0.001189,-0.001264,-0.004394,-0.038114,-0.03278,-0.038023,-0.037127,-3e-05,-4e-06,1e-06,0.000996,0.001008,0.00484,-0.002507,0.031374,-0.000449,0.06222,0.001239,0.076255,-0.004962,0.044816,0.000109,0.000241,0.000267,0.000176,0.000149,0.005552,-0.000718,-0.002413,-0.003301,-0.124644,-0.008204,0.117395,-0.000138,-0.035777,-0.033999,0.067542,-0.083146,1.286884,-0.073399,-0.072738,1.286592,-0.035643,-0.035357,-0.035474,4.334815,-0.040442,-0.071342,-0.06777,-0.037779,-0.001584,-0.037006,-0.001264,-0.000224,-0.000161,-0.000115,-9.4e-05,0.000917
