0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0.007515,0.008305,0.007859,0.001526,0.000913,0.000926,0.00098,0.000555,0.000737,0.000788,0.000697,0.00059,0.001011,0.000699,-1.2e-05,-5e-06,0.000837,0.006265,0.000437,0.000552,0.000779,-0.005011,0.001031,0.000871,0.000806,0.000768,-0.005448,-0.005499,-0.0056,-0.005647,-0.006434,-0.006387,-0.006247,-7.3e-05,0.000323,-0.006449,-0.000309,-0.00023,-0.000262,-0.00035,-0.000466,-7e-06,-0.001119,-0.000531,-0.00086,-0.001178,-0.000604,-0.00086,-0.001035,0.004983,-0.00109,-0.000194,-0.000756,-0.000702,-0.000356,-0.000316,0.005772,0.005898,0.005935,0.005997,0.000661,0.006548,0.005759,0.006325,0.005617,0.005583,0.011711,0.011904,0.018798,0.018902,0.025681,0.019648,0.024746,0.018631,0.018679,0.012578,0.005557,0.000349,-0.000585,-0.000788,-0.000799,-0.000749,-0.000499,0.00649,-0.00021,0.005993,0.012039,0.012652,0.012628,0.012537
-0.012476,-0.018932,-0.015381,-0.012608,-0.007673,-0.007764,-0.008248,-0.005062,-0.006718,-0.007161,-0.006338,-0.005389,-0.008506,-0.005676,9.9e-05,4.4e-05,-0.006969,-0.001897,-0.003974,-0.005008,-0.007105,-0.009818,-0.009427,-0.007967,-0.007386,-0.007039,-0.006291,-0.005915,-0.005066,-0.004711,0.001811,0.001364,-3.6e-05,-0.00023,-0.003819,0.000781,0.001103,0.000354,0.000687,0.001545,0.002701,-0.000836,0.009085,0.004318,0.007518,0.01063,0.005966,0.008444,0.010123,0.011444,0.01063,0.002831,0.007343,0.006802,0.00344,0.003028,0.003161,0.001909,0.00152,0.000967,-0.005414,-0.003378,0.003152,-0.001352,0.004339,0.00454,0.004068,0.002347,-0.003816,-0.004291,-0.009234,-0.009353,-0.001421,-0.001454,-0.001713,-0.002019,0.003888,-0.002623,0.003787,0.005069,0.005137,0.00481,0.003194,-0.002704,0.001309,0.000852,0.00142,-0.002826,-0.00263,-0.002085
0.013367,0.016556,0.011583,0.006571,0.002417,0.002367,0.002056,-0.003246,-0.004318,-0.004629,-0.004116,-0.003508,0.00187,0.003721,6.6e-05,2.9e-05,0.002878,-0.001755,-0.002607,-0.003294,-0.004689,-0.006,-0.006282,-0.005343,-0.004983,-0.004761,-0.003739,-0.003498,-0.002927,-0.002688,-0.005834,-0.006145,-0.007117,-0.007802,-0.010258,-0.014282,-0.014625,-0.015206,-0.015019,-0.014426,-0.013625,-0.008418,-0.008991,-0.004658,-0.002311,-3.6e-05,0.004348,0.00612,0.007284,0.007618,0.007565,0.009661,0.005162,0.004767,0.002403,0.00211,0.001658,0.000785,0.000513,0.000123,0.003825,0.0047,0.001637,0.0061,0.002447,0.002578,0.001699,0.000515,0.003283,0.003038,0.006551,0.007022,0.004328,0.004864,0.004684,0.005043,0.002081,0.005775,0.002655,0.00346,0.003492,0.003263,0.002161,0.00514,0.000875,6e-06,-0.000175,0.004479,0.004611,0.004972
-0.124201,0.480971,0.075912,0.077078,-0.043579,-0.040785,-0.038697,-0.00409,-0.003576,-0.004271,-0.005977,-0.003384,-0.040434,0.014066,-0.004009,0.034691,-0.177841,-0.087493,0.356495,-0.101617,-0.03073,-0.034617,-0.003565,0.012318,-0.130298,0.432958,-0.047368,0.076505,-0.0026,-0.101367,-0.063141,0.016523,-0.116451,-0.133318,5.478472,-0.009149,-0.025233,0.013911,0.032193,0.012329,0.01511,-0.030125,0.040821,-0.001591,0.08686,0.059067,-0.027838,0.013036,0.009457,0.057483,0.000114,-0.026437,0.21187,0.01587,0.043452,0.083973,0.075394,0.181634,0.11961,0.070117,-0.006423,-0.042363,-0.006346,-0.002681,0.048275,0.040482,0.080064,-0.361209,0.04214,-5.126953,0.1475,0.034862,0.095839,0.148578,0.018939,0.078813,0.188055,0.677381,-4.856093,0.01324,0.102429,0.013168,0.010737,0.160545,0.264949,0.004843,0.02919,-0.132089,0.083169,0.287511
0.116853,1.220378,-0.540568,-0.449636,0.025466,0.015696,0.004592,0.012148,0.013409,0.011628,0.029807,0.013933,0.022351,0.175338,-0.009904,0.189542,0.465883,0.285373,2.002537,0.400646,1.135891,0.189689,0.022154,-0.102619,0.468675,0.265649,0.166533,0.606321,0.039098,0.486141,0.533255,0.027194,0.57612,0.601724,0.145352,0.438276,0.472117,0.23979,0.08876,0.24885,0.360779,0.289096,0.044948,0.134141,-0.475941,-0.20617,0.153298,-0.07688,0.025231,-0.288109,0.09522,-0.056998,-1.563809,-0.072592,-0.21356,-0.514072,-0.915579,-2.043306,-0.67793,-0.381324,-0.110379,0.078105,-0.63631,-0.185221,-0.275071,-0.219617,-0.617149,-0.823092,-0.528519,-1.767402,-1.120033,-0.531372,-0.600125,-0.789244,-0.498981,-0.519797,-0.736154,1.571404,-1.040139,-0.123518,-0.333623,-0.119553,-0.10133,-0.567184,-0.747562,-0.129881,-0.181618,-0.79698,-0.346653,-0.790016
-0.159814,-2.533567,-0.452189,-0.391818,-0.006045,-0.008194,-0.012183,-0.017598,-0.019086,-0.017001,-0.041738,-0.019759,-0.036798,-0.217083,0.004412,-0.178598,0.309072,0.263699,-2.185001,0.023834,-0.603322,-0.208007,-0.050628,0.141,0.3202,0.203919,0.057838,-0.7619,-0.064367,0.340461,0.26179,-0.023292,0.366873,0.452792,0.007938,-0.06856,0.062982,-0.102069,0.050297,0.176988,-0.078782,0.183812,0.087717,0.130878,0.81292,0.235762,0.146569,0.096412,-0.082825,-0.008754,-0.102117,0.073636,2.076601,0.089859,-0.141871,-0.290631,0.25709,1.683124,-0.504396,-0.262344,-0.375988,-0.187663,0.700311,-0.105188,-0.152128,-0.103585,-0.278281,-0.355965,0.02797,-1.549174,-0.252058,-0.08965,-0.082239,0.023445,0.297607,0.188086,0.00574,-1.64681,-2.090818,0.190136,0.031009,0.191413,0.163718,-0.147048,-0.073527,0.182249,0.187603,-0.509198,0.029015,-0.053845
0.001289,0.001323,0.001475,0.001381,0.001023,0.001362,0.001136,0.001262,0.001052,-0.004773,-0.004598,-0.0104,-0.010356,-0.017149,-0.023479,-0.017619,-0.023807,-0.024191,-0.023927,-0.023903,-0.017873,-0.011667,-0.005706,-0.005152,0.001057,0.001304,0.001066,0.006865,0.000981,0.000689,0.000686,0.001077,0.00067,-0.005428,-0.00517,0.000937,-0.005464,-0.005424,-0.005457,0.000487,-0.005987,-0.000337,-0.001128,-0.000719,-0.001494,-0.001241,-0.001635,-0.002068,-0.002743,-0.002857,-0.003081,-0.00353,-0.004024,-0.003914,-0.00295,-0.008883,-0.002152,-0.001714,-0.001432,0.004864,0.005282,0.005743,0.005892,0.005728,0.006585,0.006277,0.000477,0.000387,0.000287,0.000174,9.6e-05,8.1e-05,0.006237,0.006228,0.005999,0.012674,0.013034,0.012886,0.019238,0.019281,0.013196,0.019347,0.013276,0.007128,0.007291,0.007331,0.001367,0.007756,0.007525,0.007381
0.007262,0.007449,0.008301,0.007771,0.001825,0.007695,0.002508,0.003597,-0.001479,0.000599,-0.002851,-0.000731,-0.004535,-0.01579,-0.01654,-0.018134,-0.017932,-0.019613,-0.014398,-0.01035,-0.007425,-0.003801,-0.005004,0.001197,0.001081,0.005906,0.004839,0.003016,0.004516,-0.000553,-0.000554,0.001282,-0.004335,-0.007668,-0.002726,-0.003069,-0.007836,-0.007653,-0.007802,-0.008901,-0.010227,-0.012694,-0.016344,-0.006965,-0.014306,-0.009464,-0.011245,-0.013219,-0.016289,-0.013015,-0.014002,-0.019783,-0.025723,-0.025222,-0.017037,-0.01866,-0.017176,-0.019006,-0.017746,-0.0185,-0.012871,-0.003207,0.001249,-0.003375,0.003964,-0.000858,0.001795,0.001815,0.001353,-0.003694,-0.003408,0.000405,-0.000988,-0.001034,-0.006204,-0.001094,0.000594,-2.7e-05,-0.000367,-0.004033,-0.002155,-0.003526,-0.0056,-0.004147,-0.003178,-0.002529,-0.000471,0.003691,-0.001592,0.001751
0.005048,0.005164,0.005719,0.005324,0.0089,0.005223,0.009303,0.009949,0.014124,0.015544,0.020824,0.022268,0.027239,0.035054,0.034712,0.033642,0.033945,0.032989,0.02878,0.023855,0.018115,0.012776,0.011945,0.008232,0.008032,0.003493,0.002848,0.001648,0.002637,0.007015,0.007008,0.008069,0.012138,0.017667,0.013188,0.012856,0.017585,0.017698,0.017627,0.016879,0.0163,0.01481,0.012818,0.003437,0.006676,0.00206,0.001063,-5.7e-05,-0.001811,-0.007395,-0.007999,-0.003983,-6.4e-05,0.000188,-0.00257,0.004099,0.004875,0.011394,0.012184,0.011648,0.007395,-0.00205,-0.007018,-0.002163,-0.005323,-0.000635,0.001135,0.001095,0.000812,0.005497,0.005587,0.000244,-0.000709,-0.000742,0.003823,-0.000894,0.000139,-0.000261,-0.000598,0.004825,0.006069,0.005119,0.011624,0.012529,0.013185,0.01345,0.014875,0.009551,0.014035,0.008387
0.50268,0.001051,-0.001605,0.020722,-0.036964,0.027006,-0.03555,5.43808,5.419972,5.337188,-0.110367,1.50272,1.455316,-0.107096,-0.219385,-0.167612,0.446572,-0.064432,-0.107146,0.085424,0.198311,-0.141522,0.023074,-0.052173,-0.015372,-0.041638,-0.00281,-0.016816,-0.014519,-0.024277,0.235377,0.235821,0.109487,0.151739,-0.031215,-0.002755,0.129579,-0.416691,0.223265,-1.000188,0.122645,0.360913,0.389576,0.274842,0.336942,-0.74871,0.387197,0.05847,-0.01412,0.219313,0.159677,0.239853,1.29093,0.246971,0.275893,0.267018,0.650878,0.163052,0.144763,0.367084,1.724487,-0.013528,0.040574,0.003032,2.327037,0.074307,2.381049,-0.006795,-0.435996,2.168671,-0.171145,0.091761,-0.048334,0.050636,2.870939,-0.03417,2.951814,0.601169,0.779254,-0.155418,-0.31151,-0.225627,-0.072817,2.000263,-0.46517,3.682725,-0.23443,0.118011,-0.21329,-0.137815
