0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
9.3e-05,0.007659,0.000877,0.007729,0.00089,0.000768,0.000922,8.7e-05,-0.000603,-0.000575,-0.000621,0.006085,0.006089,0.00628,0.006966,0.007624,0.007051,0.006942,2.1e-05,0.006837,0.000114,0.000486,0.007244,6.9e-05,-0.000876,-0.000239,-0.000297,-0.000321,-0.000275,-7e-05,-0.006972,-0.007773,-0.00105,-0.001135,-0.000454,-0.000243,-8.9e-05,-0.000159,-0.000108,6e-06,-0.000702,-0.000747,-0.00077,-0.000802,-0.000737,-0.001457,-0.000788,-0.000783,0.006088,4.6e-05,9e-06,-1e-06,4.6e-05,0.000198,7.4e-05,-0.006935,-2e-06,6.5e-05,-0.006829,-0.000168,0.000481,0.000574,-0.005497,-0.006902,-0.013647,-0.013378,-0.014938,-0.015567,-0.00822,-0.008714,-0.008418,-0.001709,-0.002793,-0.003124,-0.002669,-0.00337,0.004,-0.002262,-0.001603,-0.001275,-0.001039,-0.001247,0.00532,0.005577,0.006388,0.006278,0.0061,0.01283,0.007182,0.006812,0.007712,0.008095,0.002503,0.008959,0.002472,0.002758,0.002266,0.001053,0.000506
0.000437,-0.003226,-0.004535,-0.003505,-0.004558,-0.003926,-0.004704,0.000543,0.005056,0.004924,0.005179,0.007096,0.007091,0.006136,0.001731,-0.002543,0.001366,0.001939,0.001019,0.002498,0.000598,-0.002275,-0.000504,-0.00031,0.005291,0.00115,0.001425,0.001533,0.001301,0.000328,-0.000691,0.004246,0.006111,0.006519,0.00216,0.001171,0.000435,0.000767,0.000526,-3e-06,0.004473,0.004696,0.004816,0.004969,0.004666,0.009192,0.00488,0.00487,0.005828,-0.000205,-2.8e-05,1e-05,-0.000205,-0.000927,-0.000344,-0.000661,1.3e-05,-0.000305,-0.001166,0.000781,-0.003442,-0.003888,-0.009863,-0.000938,-0.002513,-0.003786,0.006026,0.01023,0.008892,0.012423,0.010924,0.012703,0.019293,0.02104,0.017589,0.021403,0.018556,0.013677,0.009301,0.006617,0.0044,0.00543,0.007357,0.004936,-0.000292,0.000232,0.000905,0.001608,-0.00567,-0.002901,-0.008399,-0.010384,-0.017602,-0.014439,-0.016356,-0.017792,-0.014254,-0.006222,-0.002479
-0.008114,-0.003058,-0.003291,-0.003282,-0.003327,-0.002871,-0.003448,-0.008092,-0.013266,-0.013366,-0.013182,-0.012518,-0.012521,-0.013243,-0.008016,-0.002687,-0.008307,-0.007887,-0.007811,-0.007476,-0.008139,-0.001744,-0.001188,-0.000242,-0.004555,0.000879,0.001089,0.001171,0.000993,0.000252,0.000267,-0.004554,-0.003927,-0.003616,0.00164,0.00089,0.000331,0.000581,0.0004,-0.0,-0.005165,-0.004995,-0.004903,-0.004785,-0.005012,-0.010127,-0.004847,-0.004854,-0.004909,-0.000156,-2.1e-05,6e-06,-0.000157,-0.000705,-0.000261,0.000282,1.2e-05,-0.00023,-0.0001,0.000596,0.005938,0.005601,0.010416,8.2e-05,-0.000328,-0.001296,-0.010965,-0.016326,-0.018107,-0.023972,-0.025115,-0.024527,-0.028022,-0.026644,-0.020724,-0.017735,-0.012121,-0.006547,-0.001379,0.005076,0.011857,0.012615,0.013258,0.019803,0.024249,0.024583,0.024992,0.024695,0.028458,0.022091,0.026451,0.025038,0.028942,0.022242,0.021627,0.020638,0.014871,0.003941,-0.001723
0.040329,-0.010905,-0.003475,0.009057,0.054101,-0.001156,-0.000921,0.034459,0.059824,0.097057,0.062678,0.062497,0.048612,0.090837,0.025528,-0.000272,0.027542,0.021691,0.018383,0.023858,0.026495,-0.009545,-0.009368,-0.003202,0.075334,-0.007502,0.002227,-0.001071,0.000476,0.000317,-0.001779,0.030041,0.043933,0.035676,0.001468,0.001418,0.000127,0.001409,6.8e-05,5.7e-05,0.035535,0.035524,0.03411,0.02657,0.03578,0.067097,0.016356,0.029964,0.037857,0.007078,0.004767,0.000373,0.000329,-0.001064,-0.001706,-0.002632,0.009605,0.009452,0.00725,0.016341,-0.009091,-0.002182,-0.073688,-0.008012,0.021594,0.007606,0.080653,0.050235,0.10126,0.129698,0.139394,0.108333,0.153876,0.157073,-0.334378,0.134303,0.106031,0.075399,-0.005201,0.016814,-0.174087,-0.021393,-0.064914,-0.062412,-0.1025,-1.708024,-0.110331,-0.151502,-0.127393,-0.092544,-0.161686,0.873465,-0.201184,-0.172784,-0.138423,1.03366,-0.105726,-0.040669,0.004639
0.303162,0.025885,-0.000918,-0.075018,0.0996,0.009173,0.009823,0.008034,0.006643,0.466611,0.237853,0.431382,0.191423,0.430861,0.055088,-0.011054,0.011343,0.072243,0.043332,-0.027302,0.09946,-0.015651,-0.000203,-0.014478,0.677365,-0.030976,-0.010863,-0.006137,-6.4e-05,-8.1e-05,0.015141,0.176712,-0.077929,-0.002482,-0.010758,-0.010739,-1.4e-05,-0.010577,-1e-05,9e-06,-0.002195,-0.002263,-0.008651,0.074477,-0.002713,-0.018931,0.466848,-0.018023,-0.018229,0.459624,-0.092146,-0.000557,-8.9e-05,0.010998,-0.008379,0.010475,-0.076729,-0.100611,0.018455,-0.287537,-0.520162,-0.435545,-1.129148,-0.839877,-0.519761,-0.135298,-0.523916,-0.552759,0.025277,0.159211,0.46398,0.881703,0.427942,0.290806,-0.277652,0.22398,-0.042714,-0.019683,-0.128047,-0.10661,-0.141015,-0.120696,-0.415837,-0.612321,-0.172142,0.226382,-0.791112,-0.606852,-0.273304,-0.06606,-0.703961,0.614027,-0.895135,-0.862198,0.022828,0.92452,0.026792,0.000805,-0.074897
0.105545,0.011189,-0.031511,0.191195,-0.270186,-0.025362,-0.026972,-0.004396,0.016301,0.196936,0.104731,0.028557,0.198169,0.21846,0.04734,0.211766,0.030779,0.0494,0.007371,0.015362,0.030922,-0.013838,0.002171,-0.006134,0.295376,0.066045,0.025287,0.015042,-0.000138,2.5e-05,-0.029248,0.058937,0.206218,0.022495,0.026752,0.026712,1e-06,0.026304,3.6e-05,1.6e-05,0.02252,0.022549,0.019762,0.053634,0.018119,0.038573,0.433548,0.015395,0.051414,0.195258,0.176386,-0.000191,8e-06,-0.02655,-0.003641,-0.031299,0.183277,-0.042011,-0.028126,-0.120768,-0.241077,-0.20382,-0.772067,-0.815125,-0.494625,-0.548188,-0.446563,-0.485726,0.013384,0.091086,0.194748,0.519434,0.045577,-0.017381,2.477989,0.017705,0.079932,0.067977,0.288031,0.226515,-0.054365,-0.014037,-0.129472,-0.20832,-0.234429,-0.532938,-0.29677,-0.192277,-0.081067,0.002995,-0.305631,-2.519341,-0.434983,-0.419393,-0.252512,-2.407122,-0.049805,-0.015967,0.189615
0.000429,-0.006531,0.000514,0.000866,0.001059,0.00113,0.000745,0.000348,0.000196,0.000132,-2e-06,9.8e-05,5e-06,0.000155,0.000125,0.00021,0.007211,0.000171,0.000185,0.000129,6e-05,-9.6e-05,-2e-06,-8.7e-05,-2e-06,-7e-06,-9.4e-05,0.006903,-8e-06,2e-06,-0.0,-3e-05,-0.000142,-1.8e-05,-0.00011,-0.00023,-0.000226,-9.2e-05,-0.000215,0.006741,0.006655,-0.000316,0.006768,0.006963,0.007025,4e-06,-5e-06,-1e-05,-0.0,1e-06,0.000137,0.007204,0.007119,-7e-06,0.000112,0.007091,0.007142,0.007336,0.007641,0.014752,0.014488,0.007466,0.007893,0.015147,0.015242,0.008277,0.008172,0.008168,0.007904,0.007638,0.00045,0.000265,-0.007169,-0.007225,-0.007366,-0.007506,-0.007851,-0.007943,-0.015125,-0.0153,-0.008776,-0.008964,-0.009,-0.00935,-0.009269,-0.009322,-0.009064,-0.00887,-0.008667,-0.007805,0.007257,0.00048,0.000596,0.007898,0.008536,0.008803,0.016169,0.009842,0.010096
0.002087,0.003451,0.00249,0.008349,0.013459,0.013811,0.011969,0.009983,0.00924,0.008922,0.004105,0.004617,-1e-06,0.000756,-0.003562,-0.003144,0.000161,0.000846,0.000914,0.000632,0.000301,-0.00463,-1.2e-05,-0.000416,1.1e-05,3e-06,-0.004594,-0.005506,-2.5e-05,5e-06,7e-06,-0.000145,-0.000697,-9.3e-05,-0.000545,-0.001134,-0.001109,-0.000458,-0.001055,-0.002217,-0.002645,-0.001572,-0.00212,-0.001149,-0.000849,1.6e-05,-2.1e-05,-4.6e-05,9e-06,1e-05,0.000688,6e-05,-0.000352,-4e-05,0.000569,0.003733,0.003992,0.005022,0.006731,0.00653,0.00955,0.010268,0.008486,0.009419,0.010137,0.011182,0.006433,0.006498,0.005076,0.00356,0.002743,-0.003256,-0.005094,-0.005371,-0.006192,-0.007177,-0.013206,-0.00926,-0.009698,-0.006157,-0.009236,-0.014519,-0.010157,-0.016122,-0.011148,-0.011326,-0.005445,-0.008575,-0.007434,0.001396,0.008424,0.01095,0.011548,0.011902,0.015398,0.016955,0.022381,0.027445,0.029295
0.001573,0.002595,0.001873,-0.002361,-0.007159,-0.006907,-0.008289,-0.009747,-0.010292,-0.010526,-0.005526,-0.005148,-3e-06,0.00056,0.00593,0.006238,0.000108,0.000625,0.000675,0.000466,0.000222,0.005138,-7e-06,-0.000306,1e-05,7e-06,0.005167,0.004482,-2e-05,2e-06,3e-06,-0.00011,-0.000516,-7.1e-05,-0.000405,-0.000842,-0.000822,-0.00034,-0.000783,-0.001657,-0.001975,-0.001169,-0.001592,-0.000869,-0.000649,1e-05,-1.8e-05,-3.6e-05,4e-06,4e-06,0.000507,2.4e-05,-0.000284,-3.5e-05,0.000417,-0.005835,-0.005642,-0.004877,-0.003636,-0.00381,-0.010142,-0.009581,-0.002356,-0.001743,-0.001231,-0.000442,0.004568,0.004602,0.003561,0.002468,0.001957,0.006132,0.004881,0.004681,0.004096,0.003351,0.007518,0.001877,0.00161,-0.004338,-0.006675,-0.002046,-0.007443,-0.003372,-0.00834,-0.008514,-0.012858,-0.006555,-0.005698,-0.007627,-0.010906,-0.008954,-0.008488,-0.008222,-0.00556,-0.004378,-0.008962,-0.005172,-0.003906
-0.005026,0.001706,0.000262,0.027213,0.064405,0.074882,-1.458498,-0.493987,-0.033709,0.062647,0.03698,0.026531,0.000337,0.000364,-0.035348,-0.034023,0.001201,-0.00951,0.000541,0.000111,2e-05,-0.035732,5e-06,3e-06,-4e-06,-4e-06,-0.035755,-0.034772,-3e-06,3e-06,-4e-06,-3e-06,0.000151,0.000128,8.4e-05,6e-05,4.6e-05,3.1e-05,-0.001393,0.001145,-0.000297,-0.001322,-0.000368,0.001034,0.001021,3.3e-05,2.6e-05,2.5e-05,1.2e-05,9e-06,1e-05,0.001146,0.001096,0.001963,0.002157,0.032116,0.034304,0.028387,1.524294,-0.381698,0.072953,-0.351483,0.03109,-0.402137,0.032133,0.02898,-0.035851,-0.019059,-0.024302,-0.147913,-0.021491,-3.037008,-0.045417,-0.042291,-0.036976,1.693803,-0.028184,-0.041737,-1.284388,-0.373477,-0.018783,0.284665,-0.062834,-0.182633,-0.079427,-0.356765,-2.856488,-0.04113,-0.255345,-0.688117,0.037028,-0.618157,-0.125226,-0.355362,-2.516443,-0.494565,-2.557943,0.009797,-2.494323
