0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0.000104,0.000284,0.000641,0.000744,0.00102,0.000925,0.000745,0.000688,0.005793,0.000382,0.000411,0.000245,0.000338,0.000697,0.000679,0.001346,0.001769,0.007217,0.006752,0.006157,0.005728,3.1e-05,-0.000298,-0.000381,0.005102,0.004921,-0.001004,-0.00113,-0.001398,-0.001554,-0.001544,-0.00131,-0.001366,0.00434,-0.001197,0.005572,0.004301,-0.001062,-0.000545,-0.00049,-0.002017,-0.000966,-0.000932,-0.000761,-0.000589,4e-05,0.000602,0.000655,0.000729,0.001229,0.006535,0.001044,0.000601,6.5e-05,-0.000648,-0.000922,-0.001255,0.003031,0.004471,-0.000633,0.00379,-0.001162,0.004324,0.004334,0.00428,0.009641,0.004235,0.004148,0.010789,0.009279,0.009746,0.011088,0.011079,0.011564,0.005963,0.012312,0.007287,0.007617,0.00744
-0.000125,-0.000898,-0.002021,-0.002336,-0.003207,-0.002892,-0.002325,-0.002162,0.000667,-0.00097,-0.001303,-0.000909,-0.001055,-0.002012,-0.002095,-0.004139,-0.005415,-0.003576,-0.002071,-0.000279,0.001022,-9.1e-05,0.000901,0.001145,0.002905,0.003336,0.002895,0.003385,0.004189,0.004652,0.004627,0.00393,0.004096,0.004952,0.003584,-0.000337,0.005112,0.003168,0.001621,0.001456,0.007689,0.002879,0.00278,0.002273,0.001762,-0.000118,-0.001803,-0.001953,-0.00218,-0.003673,-0.001594,-0.003121,-0.001773,-0.00019,0.001933,0.00275,0.003732,0.010496,0.004528,0.001853,0.008198,0.005419,0.006542,0.006519,0.006636,0.008451,0.006675,0.006922,0.003374,0.009329,0.008109,0.002555,0.002547,0.001268,0.00013,-0.00071,-0.003401,-0.004222,-0.003728
-0.000128,-0.000439,-0.000991,-0.001151,-0.00159,-0.001436,-0.001153,-0.001079,-1.8e-05,-0.000626,-0.000644,-0.000443,-0.000522,-0.001193,-0.001046,-0.00208,-0.002735,-0.002174,-0.00144,-0.00051,0.000153,-4.3e-05,0.000465,0.000587,0.001114,0.001357,0.001499,0.001723,0.002118,0.002343,0.002327,0.001969,0.002044,0.002137,0.001778,0.006341,0.002181,0.00156,0.000796,0.000715,-0.003058,0.001412,0.001359,0.001111,0.000862,-5.7e-05,-0.00088,-0.000953,-0.001067,-0.001799,-0.001116,-0.001532,-0.000892,-9.5e-05,0.000953,0.001356,0.001832,-0.002011,0.001896,0.000918,-0.003147,-0.004361,-0.003916,-0.003921,-0.003859,-0.003306,-0.003843,-0.003727,0.000989,-0.002872,-0.003455,0.000621,0.000568,-2.4e-05,-0.000292,-0.001037,-0.002035,-0.002447,-0.00222
4.664231,1.274978,0.203133,-0.215709,-0.33076,-0.162287,0.335552,-0.221648,-0.173681,5.332538,-0.152594,-0.18699,0.037962,5.419786,-0.032178,0.081861,0.036166,0.106061,1.701004,0.088435,0.076569,0.164426,0.170527,0.042396,0.04262,1.145319,1.199549,0.145613,0.032335,0.031557,0.031632,0.016869,0.030149,1.212284,0.02852,-0.007741,0.033421,0.032102,0.074287,0.0574,0.061493,0.043422,0.0299,0.024236,0.098318,0.014282,0.012994,0.014854,0.014674,0.012917,-0.215636,0.006807,1.396049,0.006962,0.014927,0.001943,0.001987,-0.242245,0.140166,0.171476,-1.051884,-4.419026,0.467268,-0.88352,-0.892063,-0.963401,0.138165,0.146395,0.033288,-0.920086,-4.534281,-4.348672,0.603773,-4.078821,0.488281,0.276969,0.591054,0.462605,0.621436
-0.271038,1.170412,1.047895,0.926729,1.255869,0.836822,0.762989,1.094918,1.355913,0.429313,1.812884,0.439187,1.597607,1.047217,1.40351,1.14702,0.870628,0.751941,1.031616,0.969417,0.81024,0.452012,0.240903,0.457359,0.215492,-0.753142,-1.258977,-0.224395,-0.234491,-0.213778,-0.212991,-0.113652,-0.211146,-1.282785,-0.209579,-0.207835,-0.227186,-0.212633,-0.43223,-0.222757,-0.195929,-0.29596,-0.210742,-0.196556,-0.437637,-0.096774,-0.084697,-0.09912,-0.098773,-0.084774,0.492778,-0.014439,0.817302,-0.012868,-0.100077,-0.014642,-0.014486,-0.651696,-0.381866,-0.577704,-1.798027,-3.686809,-1.246989,-2.261288,-2.252209,-2.052454,-1.620563,-1.722815,-1.574383,-2.155968,-2.546612,-2.526981,-1.833804,-2.264057,-1.767473,-1.761254,-1.589812,-1.21616,-1.59582
2.554338,0.772557,0.386656,0.083857,0.326727,0.04629,0.096701,0.459087,0.464729,0.50942,0.333213,2.523378,0.072137,-0.653593,-0.109102,0.230402,0.228999,0.738952,0.173598,0.634259,0.717228,0.200129,0.334982,0.507979,0.613374,2.746575,2.646687,0.639049,0.355747,0.36822,0.368616,0.196843,0.365528,2.398783,0.362483,0.342391,0.396334,0.368302,0.203687,0.405907,0.360523,0.512382,0.364233,0.373879,0.230272,0.173239,0.146871,0.171661,0.170887,0.146856,0.580546,-0.009975,-0.108496,-0.009103,0.171382,0.024899,0.024914,-0.054135,-0.195071,-0.352007,-0.04021,-0.371801,-0.679407,-1.150475,-1.283753,-1.105224,-1.36557,-1.247295,-0.950701,-1.642341,-2.815846,-3.30364,-0.848018,-3.68348,-0.840001,-0.909083,-0.552705,-0.059062,-0.097806
-0.009417,-0.004774,-0.011339,-0.005382,-0.005227,0.000857,0.000934,0.000952,0.001299,0.000528,0.000154,7.4e-05,0.000201,0.000111,0.000259,-8e-06,-5e-06,-9.1e-05,-0.000911,-0.000635,-8.4e-05,-0.000196,-0.001124,-0.001333,-0.001638,0.004287,0.003987,0.009556,0.009544,0.009592,0.010257,0.010225,0.009308,0.009137,0.013476,0.012849,0.006283,0.012321,0.007615,0.008078,0.002143,-0.00343,-0.002875,-0.008934,-0.008176,-0.007518,-0.012852,-0.012296,-0.01235,-0.005809,-0.012039,-0.006246,-0.006339,-0.006139,-0.006144,-0.006462,-0.00099,-0.000813,-0.001354,-0.0019,-0.001584,-0.001039,-0.001028,-0.000236,0.000299,0.006294,-0.000417,0.005173,-0.000743,-0.000512,0.000411,0.000635,0.000373,0.000141,2.7e-05,-1.7e-05,-3.5e-05,4e-06,-4.8e-05
0.005053,-0.002677,-0.006979,-0.007702,-0.007275,-0.007651,-0.007442,-0.007401,-0.003095,-0.005305,-0.00626,-0.003129,0.000573,0.00032,0.000717,-1.7e-05,-1.5e-05,-0.000248,-0.005864,-0.005101,-0.000222,-0.000527,-0.006444,-0.007105,-0.00786,-0.005364,-0.006232,-0.008127,-0.008244,-0.008187,-0.00296,-0.003109,-0.009217,-0.00639,-0.015465,-0.014116,-0.015212,-0.016153,-0.011609,-0.010375,-0.012713,-0.010363,-0.00866,-0.011097,-0.005314,-0.003277,-1e-05,0.001679,-0.001925,-0.001611,-0.004412,-0.006288,-0.009993,-0.009399,-0.009407,-0.013765,-0.016608,-0.012651,-0.014179,-0.015738,-0.014875,-0.00987,-0.009851,-0.004139,-0.002635,-0.004132,-0.008154,-0.0108,-0.005572,-0.004925,0.001173,0.001798,0.001059,0.000405,7.5e-05,-4.5e-05,-0.000103,1e-05,-0.000136
0.009907,0.012934,0.018066,0.017513,0.017736,0.017354,0.017458,0.017482,0.012525,0.011553,0.011048,0.005527,0.000266,0.000149,0.000335,-6e-06,-7e-06,-0.000117,0.00426,0.004618,-0.000104,-0.000244,0.004001,0.003759,0.003349,-0.002744,-0.00316,-0.004292,-0.004362,-0.004351,-0.00893,-0.009008,-0.004872,-0.010619,-0.008151,-0.014674,-0.015126,-0.015852,-0.01347,-0.012909,-0.006765,-0.005402,-0.004545,0.001594,-0.00266,-0.00159,0.000289,0.001193,0.006607,0.006638,0.012635,0.011499,0.016893,0.017235,0.017256,0.022331,0.020724,0.015471,0.014691,0.013906,0.014391,0.009632,0.009645,0.005237,0.006025,0.005083,0.010554,0.009023,0.00451,0.004848,0.000611,0.000933,0.000548,0.000211,3.8e-05,-2.5e-05,-5.4e-05,3e-06,-7.1e-05
-0.040011,-0.071408,-0.050629,0.572886,0.094655,-0.090847,-0.113031,-0.117421,-0.073728,2.414668,-0.072056,-0.03601,-0.001952,-0.01373,-0.064287,0.009706,0.000141,-0.001059,-0.187686,-0.034975,0.203593,-0.005348,-0.03075,2.648734,-0.037827,-0.001648,-0.000137,0.006647,0.006417,0.000612,0.034139,0.034855,0.837604,0.055341,-0.003684,0.040184,0.03188,0.038618,0.032728,0.032838,-0.001608,0.250482,0.002939,-0.033547,-0.004205,-0.003588,-0.002213,0.010025,-0.031451,-0.039223,-0.078903,-0.071006,-0.036425,0.809544,-0.07244,0.244442,0.05914,0.032134,-0.096043,0.128675,-0.098057,0.210549,-0.067698,-0.039045,-0.034879,0.086228,-0.053766,-0.073028,-0.043424,-0.034582,0.750378,8.7e-05,-0.000243,-0.000103,-5.2e-05,-2.5e-05,-0.009038,-4e-05,-3.6e-05
0.026307,0.031018,0.036009,-0.46399,-0.091136,0.08815,0.04341,0.024747,0.018226,0.250299,0.030161,0.0086,0.000332,-0.028733,-0.108128,0.017115,0.000617,-0.000221,-0.256935,0.024099,-0.241496,0.003805,0.042798,0.387677,0.03432,-0.000756,-0.001986,-0.104855,-0.104961,-0.016789,-0.036403,-0.036127,0.117267,-0.019846,-0.015309,-0.113369,0.002759,-0.100823,-0.009906,-0.009687,0.01107,0.076142,0.021082,-0.041423,0.028229,0.028693,0.029402,0.020046,-0.040142,0.01418,0.038513,0.058137,0.211805,0.219886,0.028842,0.325829,0.394598,0.148916,-0.016195,0.479205,-0.023577,0.126618,-0.059684,0.008614,0.018133,0.297807,0.08942,0.010623,-0.001904,-0.082993,-0.444051,-0.011852,-0.000101,-2.5e-05,-4e-05,-2.3e-05,0.079619,-9e-06,-7e-06
-0.024938,-0.009669,-0.053091,0.266053,0.043578,0.002694,-0.023771,0.000722,0.018533,-4.938427,-0.005911,0.009986,-0.007496,-0.019891,-0.055925,0.003467,0.000715,0.000255,-0.138808,-0.014726,0.275042,-0.001663,-0.037956,-4.834467,-0.041558,0.003378,0.004055,0.21181,0.211722,0.033639,0.048657,0.048989,-1.413869,-0.016311,0.035598,0.205055,-0.028259,0.179158,-0.003559,-0.00203,-0.021244,-0.482413,-0.046991,0.106849,-0.055731,-0.055322,-0.058728,-0.052253,0.10319,-0.01953,-0.069481,-0.056296,-0.010749,-1.07058,0.156045,-0.19798,0.295669,0.45591,0.134458,0.351572,0.135574,-0.247771,0.144241,-0.019141,-0.015263,0.137008,-0.011244,-0.005943,-0.023954,0.157598,0.285268,0.026105,0.000149,0.000145,9.7e-05,7.3e-05,-0.18196,4e-05,4e-05
