0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0.023222,0.030585,0.022721,0.030181,0.02287,0.030977,0.023126,0.023339,0.02245,0.022544,0.014495,0.01334,0.006378,-0.001295,0.006172,-0.001996,-0.001508,-0.009105,-0.001106,-0.001185,-0.001209,-0.000684,-0.000693,0.006762,-0.000749,-0.000756,-0.000753,-0.001329,-0.001299,-0.008137,-0.008062,-0.001184,-0.008002,-0.007984,-0.008006,-0.008042,-0.007506,-0.000174,-0.000162,0.007182,-0.00015,-0.000159,0.00714,-0.000217,0.007086,0.007552,0.007455,0.007938,0.007998,0.007466,0.007538,0.007626,0.014358,0.014435,0.021717,0.014452,0.02218,0.014257,0.021448,0.021371,0.014067,0.014117,0.014245,0.007187,0.007315,0.008015,0.001505,0.001435,0.002055,-0.004573,-0.00528
3.6e-05,-0.004888,-0.004662,-0.005971,-0.009712,-0.016709,-0.013462,-0.015649,-0.006125,-0.005763,-0.000545,0.012159,0.00759,0.008245,0.010245,0.016504,0.012632,0.013394,0.010823,0.012501,0.013021,0.008428,0.008627,0.009952,0.009862,0.010032,0.009957,0.015812,0.015185,0.008537,0.006944,0.013033,0.00636,0.006271,0.006963,0.008349,0.003385,0.00504,0.004708,0.005331,0.004272,0.004417,0.005545,0.005327,0.006597,0.002387,0.004084,-0.000542,-0.001907,0.002695,0.000961,-0.000942,0.004035,0.002356,0.00257,0.002117,-0.001858,0.004494,0.005632,0.00607,0.005993,0.005132,0.003398,0.000917,-0.000471,-0.006453,-0.01315,-0.01244,-0.017367,-0.023565,-0.017742
0.018702,0.012207,0.002749,0.000452,-0.00313,-0.001662,-0.007643,-0.010372,-0.020591,-0.020396,-0.024041,-0.030401,-0.024137,-0.022567,-0.021111,-0.023343,-0.017204,-0.015265,-0.008439,-0.006314,-0.005655,-0.000411,-0.000171,0.00052,0.00136,0.001548,0.00144,-0.002215,-0.003007,0.000592,-0.001361,-0.005656,-0.002094,-0.002209,-0.001363,0.000313,0.005013,0.006104,0.005686,0.00553,0.00511,0.005273,0.00571,0.006326,0.006914,0.012435,0.014356,0.019321,0.017702,0.012552,0.010523,0.008348,0.002798,0.000874,0.000215,0.000585,0.005358,0.003206,0.00355,0.003995,0.004817,0.003823,0.001877,5.5e-05,-0.001514,0.002,0.005678,0.006485,0.011129,0.015434,0.011774
-0.120431,-0.103808,-0.338724,-0.092099,-0.097828,-0.146524,-0.170415,-0.149097,-0.185648,-0.268352,-0.185823,-0.031426,5.286478,-0.066703,0.147233,0.010161,-0.005598,0.096857,0.048728,0.088033,0.27009,0.066326,0.066931,-0.026612,-0.013088,0.065082,0.162318,0.083244,0.088537,0.02209,0.428193,0.095269,0.060267,0.058482,-0.197918,0.066807,-0.392393,0.248522,0.233298,0.311606,0.259972,0.284027,0.366359,-0.900421,0.150719,0.541564,0.629258,0.269066,0.456122,0.560025,0.250353,0.602683,0.323433,-0.723344,0.074109,0.473658,-2.865655,0.144686,-0.175354,0.182659,0.376735,-0.716392,-0.086129,0.288441,-0.58694,0.533059,0.179424,-0.23711,-2.958986,-0.538846,-0.136793
0.375963,0.264525,0.88834,0.354594,0.374349,0.666824,0.567125,0.498547,0.899181,1.245373,1.10735,0.701862,2.197755,0.73585,-0.185937,0.694878,0.65958,0.146784,0.174416,-0.020162,-0.637325,-0.259921,-0.25812,0.03974,-0.001419,-0.252852,-0.512681,-0.14826,-0.249618,-0.257078,-1.124312,-0.148568,-0.116782,-0.111277,0.447404,-0.167249,-0.429153,-0.592364,-0.574131,-1.13131,-0.729681,-0.825124,-1.329745,-1.875824,-0.603694,-1.189077,-1.379101,-1.584199,-1.311323,-0.955263,-0.871741,-1.026577,-1.104926,-1.184369,-0.277945,-0.463817,-1.95567,-0.697399,-0.394943,-0.729262,-0.544734,-0.837352,-0.409547,-0.296048,-0.882139,-0.533898,-0.244403,-0.242651,-1.737072,-0.859163,-0.318189
-0.556578,-0.390873,-0.102628,-0.388775,-0.429696,-0.541938,-0.300282,-0.172429,-0.114881,0.150165,0.008919,0.139943,0.53129,0.869169,2.499093,0.49084,0.731346,0.658627,0.155039,0.113317,0.932693,0.378275,0.363177,0.619857,0.542214,0.359712,0.170914,0.242476,0.389862,0.332863,2.757264,0.185486,0.139281,0.14499,0.327239,0.226708,0.046373,-0.158237,-0.160466,-0.136275,-0.026427,-0.090257,-0.135051,-0.492043,0.116952,-0.326331,0.062272,-0.425349,0.0363,0.019458,0.129433,0.010388,-0.413491,-1.116464,0.145791,-0.26499,-4.509279,-0.622342,-0.341256,-0.622256,-0.323813,-1.366588,-0.474314,-0.193927,-1.518337,-0.399456,-0.301891,-0.533504,-4.411402,-1.803353,-0.67196
-0.006445,-0.00644,0.000816,0.000862,-0.006148,0.000693,-0.006312,0.000825,-0.006417,0.000694,-0.006395,0.000381,4.9e-05,-0.00714,1.1e-05,-0.000389,-0.000407,-0.000542,-0.000393,-0.000707,0.006331,-0.000965,-0.001123,-0.001432,-0.001314,0.005782,-0.001532,-0.001605,-0.001445,0.005745,-0.001308,-0.001186,0.006353,0.006484,-0.000618,0.006779,0.006644,0.006683,0.006513,0.006548,0.006324,0.006332,0.006315,0.006256,0.006366,0.006395,0.014089,0.006581,0.014209,0.014434,0.006952,0.007138,-0.00013,-7.2e-05,-6.5e-05,0.007567,-7.8e-05,-0.000118,-0.00011,-0.000181,0.007224,-0.000361,-0.000427,0.007238,0.007253,-0.00041,0.007332,0.00738,0.00752,0.007631,0.007675
0.009204,0.004618,0.004909,0.005183,0.006244,-0.000388,0.000644,0.00041,-0.004542,-0.004883,-0.004392,-0.011206,-0.017696,-0.017752,-0.013372,-0.020278,-0.020406,-0.02122,-0.015822,-0.017711,-0.018997,-0.014748,-0.015744,-0.017631,-0.01237,-0.013778,-0.013731,-0.014184,-0.013247,-0.019088,-0.017066,-0.016356,-0.015735,-0.019706,-0.012978,-0.013413,-0.014359,-0.009571,-0.010684,-0.005924,-0.00746,-0.007485,-0.007762,-0.008325,-0.007709,-0.007727,-0.007118,-0.011757,-0.011598,-0.010298,-0.014572,-0.013319,-0.005882,-0.005472,-0.005441,-0.000442,-0.005545,-0.005843,-0.000774,-0.001299,-0.008076,-0.007615,-0.013112,-0.008133,-0.008125,-0.013064,-0.007701,-0.00744,-0.001349,-0.00054,-0.000215
-6.3e-05,0.004955,0.005376,0.005664,0.006673,0.009557,0.01054,0.010376,0.014838,0.014557,0.014952,0.017686,0.020685,0.02053,0.015427,0.018051,0.017954,0.017127,0.012966,0.011035,0.009812,0.004327,0.00329,0.001304,-0.003076,-0.004493,-0.004602,-0.005115,-0.004161,-0.000325,0.00171,0.00247,0.00325,0.009066,0.006141,0.005788,0.004749,-0.000202,-0.001435,-0.006443,-0.008186,-0.008239,-0.008603,-0.009303,-0.008639,-0.008718,-0.007989,-0.002964,-0.002715,-0.001246,0.004265,0.005717,0.003727,0.004207,0.004248,-0.000456,0.004127,0.003781,-0.000901,-0.001516,0.001235,0.001712,0.0059,0.001159,0.001163,0.005949,0.00165,0.001948,-0.001556,-0.000603,-0.000223
0.044707,0.007977,0.004504,-0.088828,-0.113111,-0.034662,-0.0361,-0.035136,-0.070971,1.025197,0.06631,0.14472,0.062803,0.01416,-0.097853,-0.056534,-0.017815,0.083072,0.012158,0.050795,0.106789,0.015275,0.056647,0.270682,0.090063,0.247771,0.038328,-0.41541,0.183088,0.168574,-0.018656,0.302591,0.003801,0.024013,-0.0567,-0.069297,0.150135,0.146696,-0.046029,-0.006533,0.002533,0.060178,-0.011342,-0.00964,-0.000794,0.001065,-0.003746,0.104214,0.043997,0.138594,-0.079564,0.147898,-0.038471,0.019277,0.196788,0.06005,-0.046741,0.020732,0.026414,0.14144,-0.044615,-0.020512,0.222211,-0.039817,-0.040497,0.052961,-0.044122,-0.020925,0.015179,0.001014,-0.002528
-0.006507,-0.002885,-0.010611,-0.179462,-0.220133,0.003045,-0.002056,-0.017181,0.014378,-0.377564,0.141176,0.455681,0.505287,0.365174,0.091935,0.237152,0.302672,0.548348,0.287875,0.353703,0.428108,0.226236,0.292483,0.631258,0.266157,0.529719,0.192682,0.941683,0.423108,0.515018,0.155524,0.666855,0.177559,0.270864,0.082322,0.038072,0.397171,0.319773,0.000708,-0.009575,0.013096,0.107483,0.00248,0.006241,-0.009653,0.014374,-0.025891,0.27577,0.258282,0.303165,0.031375,0.391163,0.025803,0.010349,0.467117,0.103461,0.007945,-0.100572,0.05826,0.250498,0.007178,-0.041708,0.511022,0.012937,0.007552,0.25432,-0.006746,0.049033,-0.022857,-0.014964,-0.010792
0.016239,-0.013235,0.027346,-0.091598,-0.122848,0.008037,0.001532,0.03099,-0.014819,-1.169141,0.312061,0.290118,0.31347,0.138817,0.033696,0.09835,0.136484,0.279397,0.114231,0.152227,0.230831,0.071639,0.103821,0.288049,0.118019,0.261978,0.042916,-0.362686,0.158666,0.259554,0.020688,0.285933,0.0773,0.129909,0.018916,0.026977,0.163626,0.147972,-0.016353,0.001413,-0.019817,0.071289,-0.016299,-0.009001,0.004986,-0.019879,0.034537,0.102697,-0.058824,0.180815,-0.010755,0.189916,0.005827,0.215639,0.263982,0.106186,-0.00598,0.032371,0.043123,0.129437,-0.004845,0.157924,0.162626,-0.015699,-0.014847,0.035159,0.019925,0.017117,-0.013278,0.029118,0.043547
