0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
-0.019116,-0.019085,-0.013614,-0.019162,-0.00688,-0.006968,-0.007052,-0.000265,-0.000845,0.005373,0.005425,0.011714,0.011892,0.006058,0.006112,0.006109,0.006045,0.005985,0.006112,6e-06,-1e-06,7.2e-05,0.000134,-0.005921,0.000181,-0.006039,-5e-06,-1e-06,-3e-06,0.006068,-1.4e-05,2e-06,6e-06,3.1e-05,0.000132,0.000157,0.000137,0.00011,-0.005912,-0.006655,-0.006663,-0.000627,-4e-06,-0.006074,-0.00605,0.000245,0.00011,7.4e-05,0.00615,-0.000677,0.005314,-0.00067,0.005501,6.3e-05,8.8e-05,-0.000616,9.6e-05,-0.006673,-0.000424,0.000232,-0.006374,-0.000358,-0.006414,-0.000278,-0.006429,-0.006428,-0.001046,-0.000993,-0.000224,-0.000216,-7.6e-05,0.000138,-0.005901,0.000133,0.000666,0.000671,-9.1e-05,-0.00018,0.000323,0.00022,-0.006133,-0.00014,-0.006227,-0.000119,-0.00015,-0.000198,-0.000334,-0.000403,-0.000389,0.005724,0.005693,0.005643,0.005623,0.011692
0.0035,0.003694,0.011024,0.005422,0.007535,0.008972,0.010375,0.004855,0.009903,0.008847,0.008115,0.006016,0.003834,0.000656,0.000235,0.000127,0.000816,0.001415,0.000133,-7.1e-05,1.7e-05,-0.000708,-0.00133,-0.002096,-0.001816,-0.000931,4.7e-05,2.1e-05,1.1e-05,0.000653,0.000159,-4e-06,-5.5e-05,-0.00032,-0.001326,-0.001578,-0.001374,-0.001098,-0.002305,0.004126,0.00422,0.005284,4.6e-05,-0.000632,-0.000901,-0.000753,-0.001159,-0.000758,-0.000115,0.005813,0.007278,0.005756,0.005281,-0.000591,-0.000859,0.005168,-0.000937,0.004515,0.003227,-0.00235,0.001419,0.002548,0.001835,0.001676,0.00199,0.001973,0.008611,0.007996,0.001066,0.000907,-0.000641,-0.002989,-0.004036,-0.00297,-0.007355,-0.007456,-0.000498,0.000478,-0.003539,-0.00249,-0.000552,0.001515,0.000525,0.001325,0.001649,0.00222,0.003753,0.004513,0.004344,0.00475,0.005014,0.00546,0.005539,0.006103
0.004051,0.004153,0.000873,0.005274,0.005608,0.006526,0.007417,0.010794,0.006484,0.005245,0.004754,0.002873,0.001457,-8.9e-05,-0.000367,-0.000429,1.3e-05,0.000401,-0.000427,-5.2e-05,6e-06,-0.000458,-0.000859,-0.000844,-0.001171,-9e-05,3.6e-05,1.5e-05,8e-06,-8.4e-05,0.000101,-3e-06,-3.6e-05,-0.000208,-0.000858,-0.001022,-0.000891,-0.000713,-0.000985,-0.004329,-0.004264,-0.004081,3.2e-05,0.000101,-7.8e-05,-0.000617,-0.000755,-0.000493,-0.000584,-0.003734,-0.003286,-0.003766,-0.004581,-0.000387,-0.000563,-0.004138,-0.000613,-0.004049,-0.0054,-0.001536,-0.006075,-0.005847,-0.005803,-0.006424,-0.005703,-0.005713,-0.009362,-0.009759,-0.006831,-0.006933,-0.007981,-0.009591,-0.009795,-0.009632,-0.005043,-0.00514,-0.008002,-0.007338,-0.002467,-0.001734,0.000155,0.001062,0.000907,0.000926,0.001149,0.001544,0.002606,0.003125,0.002997,0.002735,0.00291,0.003205,0.003245,0.003095
-0.01189,-0.020111,-0.014594,-0.037305,-0.460904,-0.439504,0.974302,-0.406355,-0.20659,-0.033778,-0.148227,-0.103515,0.042352,-0.23666,0.887542,-0.331926,0.007777,-0.308282,-0.301867,-0.051268,-0.139436,0.01192,-0.002505,-0.002535,-0.00435,0.003709,-0.000171,-0.000183,-0.208584,0.003899,0.007134,0.000816,0.003506,0.003509,0.014133,0.005545,-0.006592,0.013806,-0.469849,-0.127838,-0.338175,0.052174,0.013935,0.010902,0.011274,3.010588,-0.016758,-0.09664,-0.122024,-0.112447,0.014306,-0.076795,0.020955,-0.138689,-0.149118,0.014592,-0.010878,0.023156,0.014925,-0.015379,0.032253,0.03646,0.034444,0.034844,0.035688,0.13951,0.372374,0.441699,0.340903,0.552727,0.47311,0.283835,0.208955,0.429672,0.406363,0.588655,0.38526,0.115374,0.334309,0.350578,0.205811,0.461645,0.397174,0.339379,0.404899,-0.132732,0.267448,0.183118,0.107714,0.035695,0.333372,0.129222,0.045897,-0.002251
-0.03447,0.072381,0.0819,-0.017991,0.415687,0.377078,1.125229,0.309606,0.130485,-0.06281,0.038438,0.076283,0.137197,0.235581,1.436102,0.374909,0.056457,0.278783,0.277151,0.063949,0.24196,-0.008487,0.014867,0.014486,0.017188,0.01109,-0.000461,-0.000276,0.206881,-0.016771,-0.004354,-0.000949,-0.002634,-0.002704,-0.004803,-0.004278,0.021406,-0.008374,0.454694,0.172588,0.365684,-0.018369,-0.008328,0.011661,0.006517,4.64541,0.013792,0.079074,0.117461,0.120048,-0.008896,0.213128,0.190541,0.357569,0.274906,0.124275,0.108964,0.115711,0.124001,0.113497,0.0219,-0.009715,0.005476,0.006433,0.019687,-0.170753,-0.407575,-0.324472,-0.230691,-0.428298,-0.47486,-0.087897,-0.084968,-0.532727,-0.758781,-1.004453,-0.898601,-1.132004,-0.589399,-0.871646,-0.345297,-0.766069,-0.75304,-0.660637,-0.759092,-0.858607,-0.632246,-0.393929,-0.179928,-0.089106,-0.59257,-0.225208,-0.10902,-0.053552
0.123462,-0.044794,0.033596,0.176632,0.56221,0.56873,1.583679,0.52903,0.414064,0.301887,0.387112,0.17463,0.147812,0.223031,0.295764,0.316014,0.049914,0.267779,0.265381,0.045346,-0.06304,-0.008131,-0.024109,-0.029315,-0.028408,-0.033346,-0.000122,-3.2e-05,0.165689,0.027872,-0.006842,-0.000968,-0.002498,-0.002529,-0.007937,0.000715,0.017427,-0.007402,0.339419,0.125662,0.284506,0.008433,-0.00743,-0.035067,-0.03435,0.250762,-0.072018,-0.236182,0.139476,-0.165525,-0.005927,-0.048361,-0.282225,-0.226392,-0.038608,-0.13371,-0.158757,-0.166856,-0.16378,-0.162367,-0.034289,0.018554,-0.010707,-0.004195,-0.027921,-0.476554,-0.285193,-0.727414,-0.690345,-1.102053,-0.877639,-0.786444,-0.660741,-0.725978,-0.609018,-0.849402,-0.66076,-0.765916,-0.493417,-0.694126,-0.317296,-0.569008,-0.35771,-0.272542,-0.350626,-0.201145,0.044401,-0.02016,-0.104495,0.007869,-0.132973,-0.099374,-0.009287,0.07493
0.012139,0.005898,0.005803,0.00584,0.005756,0.005755,-0.00051,0.005502,0.00599,-0.000514,0.005984,2e-06,-0.000351,-0.000642,-0.000485,-0.000837,-0.001256,-0.001033,-0.000856,-0.000855,0.006082,0.006442,0.019235,0.020261,0.020369,0.026464,0.026112,0.026146,0.02613,0.025592,0.024642,0.018341,0.012108,-0.000186,-0.006344,-0.012126,-0.017839,-0.024166,-0.018542,-0.025149,-0.018924,-0.018903,-0.023734,-0.011274,-0.00427,-0.00403,-0.003612,-0.003507,-0.003257,-0.002812,-0.002502,-0.00904,-0.008926,-0.009689,-0.009883,-0.010249,-0.004845,-0.010961,-0.005064,-0.005284,-0.000446,-0.006377,-0.000429,-0.006066,-0.0003,-0.006667,-0.00062,-0.007111,-0.000944,-0.006196,-0.005785,-0.004736,-0.004733,-0.010481,-0.004766,-0.00499,-0.005275,-0.00511,-0.00565,1e-06,5.6e-05,9e-05,0.000482,0.005683,0.005326,-0.000594,-0.000965,0.004012,0.003897,0.003744,0.003275,0.003135,0.003314,-0.002347
-0.001539,-0.001415,-0.001785,-0.001645,-0.001974,-0.001986,-0.005572,-0.006571,-0.00109,-0.00561,-0.001138,1e-05,-0.00499,-0.006113,-0.0055,-0.010504,-0.015785,-0.014891,-0.014201,-0.017861,-0.011814,-0.010407,-0.009772,-0.001817,-0.001204,-0.00165,-0.002719,0.001645,0.005577,0.003513,-0.004622,-0.005087,-0.005253,-0.004262,-0.008404,-0.006264,-0.003735,-0.008007,-0.014573,-0.016058,-0.012032,-0.011825,0.002128,0.00176,0.008545,0.009503,0.011148,0.007776,0.008778,0.010542,0.011708,0.006369,0.010393,0.003438,0.006127,0.004611,0.001919,0.001537,0.004184,0.003312,-0.005338,-0.004516,-0.005266,-0.003308,-0.004719,-0.009208,-0.00598,-0.007244,-0.007232,0.000256,0.001477,0.009053,0.009027,0.010504,0.008754,0.007848,0.006755,0.010884,0.005309,0.003523,0.003737,0.003862,0.00886,0.001881,0.000552,0.004609,0.003464,-0.004439,-0.001373,-0.00202,-0.00739,-0.007994,-0.00738,-0.005407
-0.001102,-0.000947,-0.001172,-0.001088,-0.001287,-0.001294,0.004025,0.003339,-0.000746,0.004009,-0.000774,3e-06,0.004394,0.00371,0.004087,0.008493,0.012758,0.01332,0.013782,0.019069,0.015201,0.01606,0.01625,0.013501,0.013831,0.013386,0.01269,0.007769,0.002635,0.001419,0.004122,0.003997,0.004058,0.004688,0.010072,0.011432,0.013014,0.018114,0.021647,0.021015,0.015818,0.015947,0.009143,0.008639,0.004868,0.005374,0.00623,0.011641,0.012141,0.013004,0.013524,0.018014,0.012882,0.016415,0.010611,0.009824,0.008053,0.00828,0.002301,0.001864,0.004462,0.005048,0.0045,0.005671,0.00476,0.009862,0.004157,0.003729,0.003538,5.4e-05,0.000941,-0.002423,-0.002429,-0.001503,-0.002562,-0.003008,-0.003545,-0.008575,-0.004247,-0.005327,-0.00522,-0.005159,-0.009742,-0.00633,-0.006988,-0.011834,-0.012428,-0.009523,-0.015097,-0.015465,-0.011122,-0.011492,-0.011226,-0.01005
0.000596,-0.001527,0.000483,0.000125,-0.001071,-0.01101,-0.049856,-0.071197,-0.037936,-0.089784,-0.076988,-0.028932,-0.100538,-0.06095,-0.075748,-0.122853,-0.19216,-0.169386,-0.042125,-0.208488,-0.099394,-0.1549,-0.086153,0.101628,-0.055526,-0.070319,-0.074157,-0.039205,-0.003419,0.000402,-0.035634,0.131358,-0.114561,-4.784971,-0.070731,-0.070501,-0.071655,-0.39401,-0.148254,-0.141001,-0.11038,-0.082303,-0.048528,-0.047533,-0.004944,-0.000513,-0.008927,0.125903,0.065562,0.039431,-0.050839,-0.066847,-0.052019,-0.083563,0.369294,1.479894,4.91399,0.475361,0.266184,0.416401,0.051011,1.691853,-0.017752,-0.023333,1.504011,-0.06799,0.181683,0.144802,0.603921,5.50988,0.043083,0.043144,-0.015964,0.033035,0.027802,0.033982,0.033301,0.214689,0.034163,0.033031,0.033763,0.034066,0.069041,0.029808,0.039308,0.220032,0.067935,0.03377,0.06834,0.068934,0.034192,0.03425,0.034419,0.033459
