0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
-0.084485,-0.083899,-0.082668,-0.061941,-0.035277,-0.014902,0.011798,0.024184,0.031034,0.031922,0.032198,0.025597,0.033641,0.034941,0.036819,0.031054,0.031167,0.02457,0.017779,0.017147,0.009149,0.001861,0.001451,0.001293,0.000703,0.000787,0.000762,0.01514,0.021701,0.021007,0.027747,0.019648,0.020053,0.012513,-0.000105,-0.007583,-0.007551,-0.007699,-0.000145,-0.000229,0.001001,0.001242,0.000863,0.000924,0.000419,0.007226,0.007339,0.014187,0.006269,0.013682,0.01357,-0.000772,-0.006457,-0.013048,-0.019972,-0.034599,-0.036053,-0.043059,-0.029172,-0.029738,-0.015683,-0.008713,0.005828,0.012298,0.019904,0.027413,0.028321,0.028782,0.014422,0.021966,0.007723,1.4e-05,-0.006958,-0.006971,-0.006319,-0.006938,-0.007364,-0.00837,-0.000712,-0.006819,-0.000375,0.006485,0.006933,0.014461,0.007469,0.007554,0.007618,0.000598,-0.000621,-0.000608,-0.001328,-0.008402,-0.015968,-0.008968,-0.001569,-0.001011,0.000197,0.007761,0.007825,0.007856,0.007967,0.000477,0.000479,-0.00016,-0.006946,-0.007015,-0.006987,-0.007485,-0.000772,0.006137,-0.000125,0.006623,-0.000151,0.00138,0.001495,0.000886,-0.005952,-0.005898,0.000969,0.000935,-0.006674,0.000198,0.000172,0.007088,0.007859,0.001693,0.008654,0.009091,0.008871,0.001733,0.002306,0.002184,0.001429,0.001305,0.000523,0.00029,0.000301,-0.000917,-0.00085
0.03472,0.036234,0.026041,0.024963,0.019199,0.012142,0.008228,0.015798,0.013105,-0.002373,-0.006641,-0.006165,-0.014793,-0.022184,-0.035736,-0.041287,-0.037642,-0.036451,-0.034437,-0.025723,-0.014777,-0.014656,-0.009969,-0.008754,-0.002507,-0.004376,-0.003987,-0.00057,0.007765,0.014059,0.018383,0.024674,0.018558,0.020746,0.00384,0.005938,0.005626,0.007947,0.004525,0.005665,-0.005512,-0.00884,-0.006408,-0.007182,-0.003016,-0.000798,-0.001303,0.001307,0.00935,0.006357,0.007329,0.00857,-0.004533,-0.009363,-0.01322,-0.010474,0.002215,0.000854,0.003262,0.008295,0.008823,0.010435,0.00771,0.014626,0.009228,0.006635,0.000318,-0.003058,-0.000171,-0.003963,-0.003167,0.002596,0.001228,0.001584,-0.004503,0.001171,0.00491,0.013785,0.007583,-0.003136,0.002193,0.004797,0.001394,-0.00301,-0.003424,-0.004653,-0.005499,-0.005641,0.005835,0.00576,0.01339,0.013795,0.020055,0.020919,0.01797,0.01273,0.000725,-0.005735,-0.006772,-0.007217,-0.008779,-0.003924,-0.003921,0.00236,0.000121,0.001184,-1.6e-05,0.005078,0.00851,0.008563,0.001967,0.004243,0.002174,-0.013748,-0.015382,-0.009628,-0.011221,-0.012268,-0.010933,-0.010455,-0.004613,-0.002861,-0.002448,-0.001212,-0.008947,-0.017786,-0.016675,-0.019514,-0.016295,-0.015467,-0.020414,-0.018713,-0.011289,-0.010457,-0.001752,0.00135,0.00122,0.012205,0.01078
0.072073,0.06252,0.041271,0.019126,-0.006842,-0.014935,-0.029817,-0.051499,-0.054843,-0.051847,-0.057078,-0.057135,-0.047955,-0.03721,-0.022955,-0.008775,-0.004866,0.007391,0.020861,0.020538,0.023575,0.024531,0.019443,0.02087,0.017592,0.015463,0.015879,0.017888,0.01599,0.012707,0.01622,0.013663,0.016772,0.010002,0.013627,0.006901,0.006568,0.008879,0.01411,0.015209,0.02302,0.019674,0.012604,0.011844,0.006478,0.007675,0.00732,0.009037,0.008176,0.013769,0.014648,0.008073,0.005763,0.002017,-0.010102,-0.015359,-0.02205,-0.02269,-0.022031,-0.026676,-0.027694,-0.026937,-0.021672,-0.025058,-0.021755,-0.015625,-0.00287,0.003307,0.00784,0.012761,0.015178,0.012223,0.011614,0.011932,0.015353,0.011425,0.005641,-0.004531,-0.001967,-0.002306,-0.007276,-0.00548,0.000603,0.004925,0.005286,0.004069,0.003241,0.003892,-0.003706,-0.003773,-0.0057,-0.004578,-0.007006,-0.006944,-0.001218,0.003011,0.009994,0.012303,0.011305,0.010871,0.009385,0.005508,0.005515,0.002244,0.000864,0.001869,0.000796,-0.003666,-0.00116,-0.001855,0.001851,0.003248,0.002039,0.005423,0.00389,0.000111,-0.000652,-0.001661,-0.001164,-0.000717,-0.00367,-0.002757,-0.002362,-0.001949,-8.7e-05,0.001473,0.001763,0.008409,0.011584,0.013212,0.017825,0.01953,0.017333,0.018241,0.017109,0.02001,0.019829,0.0115,0.010065
-0.721442,-0.11557,-1.043648,-0.537186,-0.844194,0.305729,-0.561262,-0.151243,-0.179823,-0.523592,-0.221043,0.002537,-0.005797,-0.026938,-0.118604,1.465142,0.162332,0.435662,-1.144919,0.201754,0.283993,0.164184,-4.900661,-0.083808,0.187766,0.112155,0.318843,0.602174,-4.933412,-4.538471,-0.973913,-4.574921,-3.893156,-0.746009,-0.296019,-0.23698,0.063019,-0.057198,-0.925593,0.351427,0.208704,0.386194,0.292757,0.051641,-0.094873,-2.512593,-0.724367,0.04474,-0.00414,-0.034851,-0.102077,0.006028,0.007383,-0.04364,-0.000789,0.236291,0.030466,-0.259759,-0.363892,-0.24241,-0.478224,-0.26004,-0.271333,-0.19264,-0.218105,-0.071715,0.393916,-0.058931,-0.046403,-0.080064,-0.081733,-0.047119,-0.06122,0.118112,0.029332,-1.190578,-0.009823,0.087589,0.00505,0.014139,0.056703,0.047181,0.003041,-0.042743,-0.039513,-0.040017,-0.059741,-0.048861,0.000207,-0.005164,-0.334127,-3.917015,-0.301502,-0.001463,-0.463688,-0.177157,0.017948,-0.025661,0.112355,0.11493,-0.035593,0.149069,0.006121,-0.017497,-0.001538,0.001096,-5.128881,-0.43263,-0.104287,0.031082,0.064103,0.001735,0.0652,0.140285,0.139031,-0.055478,-0.057564,-0.047847,0.110706,0.038851,-0.007283,-0.000618,-0.001982,-0.099283,-0.121335,-0.058123,0.147868,-0.079463,0.050824,1.583165,-0.290667,-0.105065,1.463003,5.00691,-0.0209,-0.164189,-0.090273,0.073399,-1.009077
0.771199,3.31726,1.574453,0.884316,1.427835,2.495894,1.01339,0.588927,0.689746,1.210333,0.894838,0.79801,0.698202,0.637921,0.535785,-1.122051,-0.437702,-0.958293,-1.932798,-0.786555,-1.129183,-0.720028,-2.807469,0.009008,-0.660732,-0.47217,-1.144561,-2.885716,-4.090459,-3.529942,-2.321693,-6.010084,-4.144822,-2.407323,-1.173182,-0.925909,-0.436871,-0.414084,-1.274885,-0.675375,-0.459233,-0.635665,-0.447095,-0.239029,-0.277857,-3.249842,-1.11308,-0.128595,-0.043009,-0.040638,-0.285048,-0.024309,0.3251,0.051171,0.097348,0.647848,0.05044,0.465018,0.629244,0.441389,0.526056,0.329501,0.264031,0.089016,0.047187,0.086992,-0.29671,0.064402,0.075845,0.07017,0.084424,0.089659,0.111759,-0.039695,-0.085077,-2.8918,-0.114986,-0.004636,0.029584,0.011389,-0.018105,-0.021997,-0.016055,-0.020574,-0.023655,-0.000391,0.107714,0.102103,0.212728,0.324939,-0.006183,-2.477282,2.308793,0.723657,0.551548,0.698576,0.55696,0.420011,0.167082,0.008919,0.123155,-0.262173,0.113067,0.168447,0.016443,-0.098593,-0.580787,-0.038006,-0.028922,-0.037374,0.162899,-0.039065,0.148308,0.598607,0.593516,0.121019,0.150101,0.058969,-0.453362,-0.222524,0.040774,0.021889,0.013057,0.419489,0.267227,-0.016775,-0.253529,-0.056734,-0.517061,-0.450409,-0.957829,-0.508996,-0.08814,-0.578007,-0.253982,-0.061513,-0.289637,-0.563658,-1.999857
0.289125,-1.407782,-0.398356,-0.061251,0.449932,0.833314,0.586638,0.341441,-0.121446,0.273434,-0.554301,-0.646645,-0.714555,-0.811629,-0.675556,1.412239,-0.944193,-1.293175,-0.884494,-1.143619,-0.830954,-0.811133,-0.033265,-0.244299,-0.666345,-0.561948,-0.804424,1.454282,-1.629452,-1.708637,-0.700359,-0.047987,-1.918228,0.361775,1.085672,0.725832,0.649316,0.428295,-0.738787,-0.246311,-0.074791,-0.24856,-0.099211,0.082943,0.35152,-3.894806,-1.089376,0.03048,0.074863,0.074507,0.232261,0.046356,-0.388318,-0.09673,-0.158825,-0.626193,0.090982,0.076506,0.073723,0.164721,0.549119,0.459118,0.504612,0.691746,0.685771,0.249235,-0.344338,-0.059996,-0.100199,-0.088714,-0.123939,-0.134811,-0.159423,-0.285585,-0.10003,1.000812,0.18361,0.001646,0.049826,-0.030604,0.01455,0.052792,0.028588,0.037675,0.042222,0.009287,-0.143673,-0.185963,-0.300595,-0.472777,-0.548848,-3.327696,-2.789209,-1.116214,-1.318356,-1.133205,-1.311326,-1.109817,-1.330868,-1.196157,-0.623546,-0.915709,-0.674801,-0.325146,-0.02835,0.128264,-1.989967,-0.18817,-0.006158,0.062964,-0.196483,0.062343,-0.173681,-0.738999,-0.737363,-0.200485,-0.228468,-0.086747,-0.369351,-0.2135,-0.046424,-0.03076,-0.001601,0.220848,0.188255,-0.0953,-0.175346,-0.106332,-0.391712,0.225487,0.085404,-0.364724,0.169819,1.798019,-0.322548,0.047606,-0.3278,1.010418,2.724131
0.005352,0.00569,-0.000704,-3.5e-05,0.000657,0.000844,-0.006031,-0.005783,-0.005702,-0.012745,-0.019613,-0.026386,-0.019043,-0.0186,-0.017982,-0.01813,-0.018216,-0.018736,-0.012815,-0.01337,-0.014059,-0.007212,-0.014445,-0.007301,0.000192,-0.006548,-0.006532,0.000868,-0.00602,0.000855,0.001452,0.008969,0.001858,0.002009,0.009121,0.015668,0.015656,0.015751,0.015306,0.008302,0.008036,0.000443,-0.000588,-0.007288,-0.006912,-0.006758,-0.013292,-0.006498,-0.007021,-0.000104,3e-06,-0.006746,0.000324,0.000485,0.000223,0.013948,0.007618,0.007611,0.014238,0.014177,0.014125,0.007261,0.000454,0.000339,-0.006383,-0.012949,-0.0128,-0.012776,-0.012952,-0.013641,-0.007419,-0.007607,-0.001386,-0.00103,-0.000932,-0.000802,0.006304,-0.000362,0.006456,0.006759,-4.7e-05,2e-06,-0.006832,-0.00692,-0.006916,-0.006771,-0.006827,-0.006796,-1.4e-05,6.5e-05,-4e-06,-0.000201,-0.000208,-0.00039,-0.000483,0.006242,-8.6e-05,0.00016,0.000241,-0.006184,0.000313,-0.006721,-6.8e-05,-0.007066,-0.000485,-0.007463,-0.001097,0.005746,-0.000989,-0.000787,-0.000321,-0.006587,-0.006349,-0.005963,0.00092,0.00097,0.000749,-1.9e-05,3e-05,5e-05,-0.000131,0.000112,0.000189,0.000212,7.1e-05,0.000338,6.9e-05,-9.5e-05,-0.000214,-0.000379,-0.000103,0.000295,0.00702,0.007005,0.000374,0.000134,0.000259,0.000546,0.000468
-0.025171,-0.021789,-0.013397,-0.006088,-0.004202,-0.002114,-0.009805,-0.01272,-0.017419,-0.021216,-0.017855,-0.014083,-0.00761,0.006032,0.019555,0.026833,0.030125,0.028858,0.019015,0.009681,-0.005118,-0.006698,-0.012295,-0.006536,-0.002632,0.003363,0.003453,0.010654,0.011432,0.010531,0.014687,0.018711,0.013171,0.009734,0.006936,0.009708,0.014647,0.016234,0.013691,0.012343,0.010114,-0.001001,-0.014426,-0.008992,-0.005801,-0.004483,0.002331,0.002322,-0.006524,-0.000806,2.7e-05,0.000354,0.002518,0.003787,-0.00292,0.003158,0.006894,0.006945,0.005823,0.001285,0.000979,-0.00494,-0.005602,-0.006636,-0.006568,-0.009898,-0.003752,0.001211,-0.000422,-0.00601,-0.009958,-0.006664,-0.015434,-0.008021,-0.007267,-0.006269,-0.003976,-0.007608,-0.00284,-0.000457,-0.005132,2.3e-05,-0.000125,-0.005553,-0.000764,0.000391,-2.7e-05,-0.000127,-0.000124,0.000488,-1.9e-05,-0.006164,-0.001559,-0.007602,-0.003647,-0.004594,0.003994,0.001192,0.001826,0.005014,0.002404,0.000914,-0.000511,-0.001696,-0.003642,-0.004531,-0.007299,-0.008366,-0.007395,-0.005894,-0.0024,0.002292,0.003997,0.011305,0.006584,0.006915,0.005323,-0.000128,0.000198,0.000349,-0.000924,0.0008,0.001339,0.001508,0.000516,0.006969,0.00049,-0.000674,0.002992,0.001831,0.008324,0.011134,0.005717,0.005629,0.011727,0.005483,0.006358,0.012953,0.007844
-0.017355,-0.013817,-0.004652,0.003403,0.01559,0.017859,0.029581,0.036291,0.041131,0.046903,0.050232,0.053809,0.050377,0.044256,0.037837,0.02539,0.018973,0.0083,-0.00084,-0.000223,0.004537,0.003117,0.007107,0.003204,0.006482,0.003067,0.003147,0.000541,0.001234,0.000408,0.0041,0.007563,0.011546,0.01739,0.023611,0.01692,0.012243,0.013398,0.011118,0.010026,0.008147,0.00774,0.005463,0.001381,0.003969,0.00504,0.002056,0.001964,0.003385,-0.000645,2.6e-05,0.000361,0.002034,0.003058,0.006205,0.002374,0.005426,0.005447,0.004441,0.009271,0.009012,0.012906,0.012493,0.011693,0.011873,0.017832,0.014149,0.009552,0.008282,0.004003,0.000878,-0.005012,-0.003482,-0.006237,-0.005669,-0.004918,-0.003218,0.002519,-0.002331,-0.000454,0.004476,1.7e-05,-1.3e-05,0.00424,-0.000513,0.0004,6.6e-05,0.0,-8.6e-05,0.000391,-1.3e-05,0.003668,-0.001232,0.002531,-0.002894,-0.00373,-0.005398,0.000953,0.001456,0.004062,0.001908,0.000801,-0.000398,-0.001268,-0.002886,-0.003532,-0.006097,-0.006798,-0.00599,-0.004786,-0.001952,0.001934,0.003321,0.000577,0.005321,0.005575,0.004274,-9.7e-05,0.000162,0.000283,-0.000734,0.000643,0.00107,0.001203,0.000411,-0.003023,0.000391,-0.000535,-0.006191,-0.007121,-0.010521,-0.008262,-0.004065,-0.004134,-0.007772,-0.004187,-0.003481,-0.006768,-0.00229
0.237942,0.136685,0.235242,0.178747,0.168747,0.274428,0.268371,0.267469,0.311047,0.331784,0.420896,0.285862,0.473204,0.631705,0.094135,-0.004343,-0.437963,-0.26087,-0.194506,-0.177205,-0.022503,-0.178274,-0.074314,0.015422,-4.759157,0.02157,0.108222,-0.001908,-0.134112,-0.088979,0.046001,0.039403,0.002642,-0.495639,0.191905,0.179678,0.18107,0.223035,0.004749,0.004409,-0.079542,-0.030164,-0.066224,-0.036696,-0.031831,0.036645,-0.008974,-0.000285,-0.036784,0.000111,9.3e-05,-0.001203,0.003387,0.000961,-0.034617,-0.007988,-0.003555,-0.002152,-0.098608,-0.008241,-0.042265,-0.030141,0.078607,0.07608,-0.088313,-0.009448,-0.073788,-0.043735,-0.036681,-0.290341,-0.044196,0.001471,-0.036649,0.137098,0.013765,-0.001984,0.000393,-0.036657,-0.003133,0.001545,-0.035295,4.9e-05,-0.000972,-0.036417,-0.002104,0.007401,0.00599,-0.052962,-0.161813,0.00925,0.000143,-0.028114,0.007154,-0.031641,-0.000333,0.002272,0.03952,-0.033409,0.009885,-0.088218,0.014898,0.011079,0.010129,0.003166,0.053896,0.003306,-5.22475,0.000682,-0.001092,-0.000481,-0.003472,-0.000241,-0.000221,0.035152,-0.150476,0.008397,0.003832,-0.205058,0.00688,0.009718,0.006457,0.006727,0.001559,0.027163,-0.00057,0.038639,0.000523,0.004357,0.014217,0.044268,0.070694,0.072861,-0.071232,0.045832,0.079174,0.04214,0.033957,0.071199,0.031133
